UserIndex,Action,State,TimeStamp,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-14 15:36:07.476,0.6666666666666666,0.4,0.0,0,1,1,0,0.169186,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,change
1,zoom,Navigation,2016-06-14 15:36:39.973,0.6666666666666666,0.4,32.497,0,1,1,1,0.626178375,1,1,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'NorthernRockiesPlains', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,change
2,zoom,Navigation,2016-06-14 15:36:40.438,0.5,0.5,0.465,0,1,1,2,0.5911005,1,1,31.098675,-92.82305,"['None', 'South', 'None', 'None', 'None', 'UpperMidwest', 'South', 'Northeast']","[[19.3337, -107.299], [30.4742, -97.2569], [23.9454, -86.0958], [30.4921, -77.7951], [30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601]]",None,None,0.0,same
3,pan,Sensemaking,2016-06-14 15:36:41.526,0.6666666666666666,0.4,1.088,0,1,1,2,0.0,1,1,36.12645,-81.22900000000001,"['South', 'Northeast', 'South', 'Northeast', 'South', 'Northeast', 'South', 'Northeast']","[[30.5342, -90.8979], [41.7187, -71.5601], [30.5342, -90.8979], [41.7187, -71.5601], [30.5342, -90.8979], [41.7187, -71.5601], [30.5342, -90.8979], [41.7187, -71.5601]]",Louisiana,South,342.46968863717626,change
4,pan,Sensemaking,2016-06-14 15:36:43.109,0.5,0.5,1.583,0,1,1,2,0.32296987499999996,1,1,47.3906125,-88.3725875,"['West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast']","[[41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,347.0121227612311,same
5,zoom,Navigation,2016-06-14 15:36:43.930,0.6,0.5714285714285714,0.821,0,1,1,1,0.626178375,1,2,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'NorthernRockiesPlains', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,change
6,zoom,Navigation,2016-06-14 15:36:44.595,0.5,0.625,0.665,0,1,1,0,0.169186,1,2,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,same
7,zoom,Navigation,2016-06-14 15:36:57.610,0.5714285714285714,0.6666666666666666,13.015,0,1,1,1,0.626178375,1,2,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'NorthernRockiesPlains', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,same
8,zoom,Navigation,2016-06-14 15:36:58.141,0.625,0.7,0.531,10,1,2,2,0.618309125,1,2,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
9,zoom,Navigation,2016-06-14 15:36:58.714,0.6666666666666666,0.7272727272727273,0.573,10,1,2,3,0.6367393749999999,1,2,41.83425,-99.685,"['South', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979], [41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,0.0,same
