UserIndex,Action,State,TimeStamp,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-15 19:34:50.319,0.6666666666666666,0.4,0.0,0,1,1,0,0.169186,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,change
1,pan,Foraging,2016-06-15 19:35:07.266,0.5,0.3333333333333333,16.947,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,358.19498011027434,same
2,zoom,Navigation,2016-06-15 19:35:07.963,0.6666666666666666,0.4,0.697,0,1,1,1,0.626178375,1,1,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'NorthernRockiesPlains', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,change
3,zoom,Navigation,2016-06-15 19:35:08.123,0.5,0.5,0.16,0,1,1,2,0.618309125,1,1,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
4,zoom,Navigation,2016-06-15 19:35:08.274,0.6,0.5714285714285714,0.151,0,1,1,3,0.57827975,1,1,35.0961,-99.001675,"['Other', 'South', 'South', 'SouthEast', 'South', 'NorthernRockiesPlains', 'South', 'UpperMidwest']","[[28.9428, -110.021], [34.9908, -98.8853], [29.9522, -98.2459], [32.7023, -85.0019], [35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979]]",Oklahoma,South,0.0,same
5,pan,Navigation,2016-06-15 19:35:09.478,0.6666666666666666,0.25,1.204,0,1,1,3,0.154330625,1,1,28.932412499999998,-88.555875,"['None', 'None', 'SouthWest', 'None', 'SouthWest', 'None', 'SouthWest']","[[35.4466, -124.124], [41.7065, -112.025], [35.4466, -124.124], [41.7065, -112.025], [35.4466, -124.124], [41.7065, -112.025]]",None,None,0.29152255159760765,same
6,zoom,Navigation,2016-06-15 19:35:10.163,0.7142857142857143,0.5555555555555556,0.685,0,1,1,4,0.6228665,1,1,38.5418625,-105.7333625,"['South', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[35.0085, -111.688], [38.3697, -105.273], [36.3394, -105.219], [38.3701, -102.886], [38.3778, -111.966], [41.744, -105.315], [38.3755, -105.001], [41.7499, -98.5189]]",Colorado,SouthWest,0.0,same
7,zoom,Navigation,2016-06-15 19:35:10.330,0.75,0.6,0.167,0,1,1,5,0.593418875,1,1,36.9217375,-105.38175,"['SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[35.0915, -108.506], [36.7026, -105.219], [36.3722, -104.193], [36.7624, -103.596], [36.7737, -108.278], [38.4542, -105.472], [36.768, -104.905], [38.4493, -102.885]]",New Mexico,SouthWest,0.0,same
8,zoom,Navigation,2016-06-15 19:35:10.491,0.7777777777777778,0.6363636363636364,0.161,0,1,1,6,0.55750475,1,1,37.64295,-105.183875,"['SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[36.7737, -106.851], [37.489, -105.472], [36.7646, -104.188], [37.6088, -103.468], [38.0089, -106.812], [38.4552, -106.299], [37.6103, -104.909], [38.4331, -103.472]]",Colorado,SouthWest,0.0,same
9,pan,Sensemaking,2016-06-15 19:35:11.456,0.6666666666666666,0.4,0.965,0,1,1,6,0.0,1,1,38.0217,-104.1905,"['SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[37.6103, -104.909], [38.4331, -103.472], [37.6103, -104.909], [38.4331, -103.472], [37.6103, -104.909], [38.4331, -103.472], [37.6103, -104.909], [38.4331, -103.472]]",Colorado,SouthWest,309.11107165424784,change
10,pan,Sensemaking,2016-06-15 19:35:12.085,0.5,0.5,0.629,0,1,1,6,0.312712375,1,1,27.818675,-77.568375,"['SouthWest', 'SouthWest', 'None', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[36.3722, -104.198], [36.7632, -103.595], [37.098, -103.468], [37.609, -102.909], [37.098, -103.468], [37.609, -102.909]]",Colorado,SouthWest,359.33762975424173,same
11,zoom,Navigation,2016-06-15 19:35:20.210,0.3,0.6666666666666666,8.125,0,1,1,5,0.593418875,1,2,36.9217375,-105.38175,"['SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[35.0915, -108.506], [36.7026, -105.219], [36.3722, -104.193], [36.7624, -103.596], [36.7737, -108.278], [38.4542, -105.472], [36.768, -104.905], [38.4493, -102.885]]",New Mexico,SouthWest,0.0,change
12,zoom,Navigation,2016-06-15 19:35:20.612,0.7272727272727273,0.6923076923076923,0.402,0,1,1,4,0.6228665,1,2,38.5418625,-105.7333625,"['South', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[35.0085, -111.688], [38.3697, -105.273], [36.3394, -105.219], [38.3701, -102.886], [38.3778, -111.966], [41.744, -105.315], [38.3755, -105.001], [41.7499, -98.5189]]",Colorado,SouthWest,0.0,same
13,pan,Navigation,2016-06-15 19:35:21.741,0.75,0.21428571428571427,1.129,0,1,1,4,0.0,1,2,40.0627,-101.75995,"['SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[38.3755, -105.001], [41.7499, -98.5189], [38.3755, -105.001], [41.7499, -98.5189], [38.3755, -105.001], [41.7499, -98.5189], [38.3755, -105.001], [41.7499, -98.5189]]",Colorado,SouthWest,359.7637537514015,same
14,zoom,Navigation,2016-06-15 19:35:22.322,0.7692307692307693,0.6666666666666666,0.581,0,1,1,3,0.57827975,1,2,35.0961,-99.001675,"['Other', 'South', 'South', 'SouthEast', 'South', 'NorthernRockiesPlains', 'South', 'UpperMidwest']","[[28.9428, -110.021], [34.9908, -98.8853], [29.9522, -98.2459], [32.7023, -85.0019], [35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979]]",Oklahoma,South,0.0,same
15,zoom,Navigation,2016-06-15 19:35:22.482,0.7857142857142857,0.6875,0.16,0,1,1,2,0.618309125,1,2,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
16,zoom,Navigation,2016-06-15 19:35:24.170,0.8,0.7058823529411765,1.688,0,1,1,3,0.57827975,1,2,35.0961,-99.001675,"['Other', 'South', 'South', 'SouthEast', 'South', 'NorthernRockiesPlains', 'South', 'UpperMidwest']","[[28.9428, -110.021], [34.9908, -98.8853], [29.9522, -98.2459], [32.7023, -85.0019], [35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979]]",Oklahoma,South,0.0,same
17,zoom,Navigation,2016-06-15 19:35:24.346,0.8125,0.7222222222222222,0.176,0,1,1,4,0.6228665,1,2,38.5418625,-105.7333625,"['South', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[35.0085, -111.688], [38.3697, -105.273], [36.3394, -105.219], [38.3701, -102.886], [38.3778, -111.966], [41.744, -105.315], [38.3755, -105.001], [41.7499, -98.5189]]",Colorado,SouthWest,0.0,same
18,pan,Sensemaking,2016-06-15 19:35:27.245,0.6,0.5714285714285714,2.899,0,1,1,4,0.3252525,1,2,43.4316375,-103.560375,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.75, -111.985], [45.124, -105.26], [41.7504, -105.244], [45.1093, -98.502], [41.7504, -105.244], [45.1093, -98.502], [41.7504, -105.244], [45.1093, -98.502]]",Wyoming,NorthernRockiesPlains,308.7721579898624,change
