UserIndex,Action,State,TimeStamp,HighLevelAction,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
12,zoom,Navigation,2016-06-10 21:02:42.615,same,0.8,0.4444444444444444,1.021,0,1,1,4,0.645461125,1,1,48.5021875,-118.64875,"['None', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'None', 'NorthWest', 'NorthWest', 'Other']","[[45.1393, -124.664], [48.4949, -118.763], [45.1357, -118.749], [48.4972, -112.017], [48.5002, -125.495], [51.8744, -118.758], [48.505, -118.734], [51.8708, -112.01]]",None,NorthWest,0.0,same
13,zoom,Navigation,2016-06-10 21:02:43.359,same,0.8333333333333334,0.5,0.744,0,1,1,5,0.6424013749999999,1,1,48.6108125,-118.753,"['NorthWest', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'NorthWest', 'NorthWest', 'NorthWest', 'NorthWest']","[[46.9167, -122.076], [48.6073, -119.325], [46.9166, -118.648], [48.5908, -115.314], [48.6095, -121.938], [50.2982, -118.703], [48.6478, -118.693], [50.2996, -115.327]]",Washington,NorthWest,0.0,same
14,pan,Sensemaking,2016-06-10 21:02:48.486,change,1.0,0.4,5.127,0,1,1,5,0.0,1,1,49.473699999999994,-117.00999999999999,"['NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'NorthWest']","[[48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327]]",Washington,NorthWest,357.79368526563724,change
15,pan,Sensemaking,2016-06-10 21:02:52.770,same,0.3333333333333333,0.5,4.284,10,1,1,5,0.4149435,1,1,46.9108,-122.556,"['NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'None', 'NorthWest', 'None', 'NorthWest']","[[45.225, -124.028], [46.873, -122.084], [45.2255, -122.077], [46.9143, -118.749], [46.9181, -124.675], [48.6062, -122.08], [46.9181, -124.675], [48.6062, -122.08]]",Washington,NorthWest,12.55249586110251,same
16,zoom,Navigation,2016-06-10 21:03:01.831,change,0.2857142857142857,0.5454545454545454,9.061,10,2,1,4,0.645461125,1,2,48.5021875,-118.64875,"['None', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'None', 'NorthWest', 'NorthWest', 'Other']","[[45.1393, -124.664], [48.4949, -118.763], [45.1357, -118.749], [48.4972, -112.017], [48.5002, -125.495], [51.8744, -118.758], [48.505, -118.734], [51.8708, -112.01]]",None,NorthWest,0.0,change
17,zoom,Navigation,2016-06-10 21:03:02.304,same,0.75,0.5833333333333334,0.473,10,2,1,3,0.47314325,1,2,36.742025,-91.477625,"['None', 'None', 'NorthernRockiesPlains', 'None', 'NorthWest', 'None', 'Other']","[[41.7759, -124.65], [48.4972, -112.005], [49.1719, -132.156], [52.9938, -125.507], [48.5013, -125.495], [52.9961, -112.008]]",None,None,0.0,same
18,zoom,Navigation,2016-06-10 21:03:02.919,same,0.7777777777777778,0.6153846153846154,0.615,10,2,1,2,0.3336255,1,2,47.379675000000006,-110.0281375,"['None', 'Other', 'West', 'NorthernRockiesPlains', 'West', 'NorthernRockiesPlains', 'West', 'NorthernRockiesPlains']","[[41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237]]",Nevada,West,0.0,same
19,zoom,Navigation,2016-06-10 21:03:03.855,same,0.8,0.6428571428571429,0.936,10,2,1,1,0.169158125,1,2,41.7686,-113.03835000000001,"['None', 'NorthernRockiesPlains', 'None', 'NorthernRockiesPlains', 'None', 'NorthernRockiesPlains', 'None', 'NorthernRockiesPlains']","[[30.5427, -132.053], [52.9945, -94.0237], [30.5427, -132.053], [52.9945, -94.0237], [30.5427, -132.053], [52.9945, -94.0237], [30.5427, -132.053], [52.9945, -94.0237]]",None,None,0.0,same
20,pan,Foraging,2016-06-10 21:03:06.490,change,0.25,0.5833333333333334,2.635,10,2,1,1,0.45702025,1,2,32.653725,-85.8236,"['None', 'South', 'Other', 'None', 'South', 'Other', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,353.0392850166183,change
21,pan,Foraging,2016-06-10 21:03:09.018,same,0.7777777777777778,0.6153846153846154,2.528,10,2,1,1,0.0,1,2,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,359.26885082512626,same
22,pan,Foraging,2016-06-10 21:03:10.164,same,0.8,0.6428571428571429,1.146,10,2,1,1,0.0,1,2,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,351.1354024459848,same
23,pan,Foraging,2016-06-10 21:03:11.587,same,0.8181818181818182,0.6666666666666666,1.423,0,2,1,1,0.0,1,2,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,16.078120895519323,same
24,zoom,Navigation,2016-06-10 21:03:13.399,change,0.2727272727272727,0.6666666666666666,1.812,0,2,1,2,0.651013625,1,2,42.36835000000001,-113.94953749999999,"['None', 'West', 'None', 'UpperMidwest', 'None', 'Other', 'West', 'NorthernRockiesPlains']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237]]",None,None,0.0,change
25,pan,Navigation,2016-06-10 21:03:16.460,same,0.75,0.25,3.061,0,2,1,2,0.29083649999999994,1,2,44.5777875,-82.364875,"['South', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast']","[[30.5342, -90.8979], [41.7187, -71.5601], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,Northeast,353.59461514039225,same
26,zoom,Navigation,2016-06-10 21:03:17.439,same,0.7692307692307693,0.6470588235294118,0.979,0,2,1,3,0.6367393749999999,1,2,41.83425,-99.685,"['South', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979], [41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,0.0,same
27,pan,Navigation,2016-06-10 21:03:18.570,same,0.7857142857142857,0.2777777777777778,1.131,0,2,1,3,0.0,1,2,45.126450000000006,-93.56684999999999,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.7644, -98.4982], [48.4885, -88.6355], [41.7644, -98.4982], [48.4885, -88.6355], [41.7644, -98.4982], [48.4885, -88.6355], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,356.5327252057421,same
28,zoom,Navigation,2016-06-10 21:03:19.231,same,0.8,0.631578947368421,0.661,0,2,1,4,0.6345691250000001,1,2,45.122037500000005,-105.2935375,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.75, -111.985], [45.124, -105.26], [41.7504, -105.244], [45.1093, -98.502], [45.1258, -111.985], [48.49, -105.253], [45.1276, -105.248], [48.4992, -98.8713]]",Montana,NorthernRockiesPlains,0.0,same
29,pan,Navigation,2016-06-10 21:03:20.642,same,0.8125,0.3,1.411,0,2,1,4,0.470027875,1,2,41.89895,-97.20775,"['SouthWest', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[38.3755, -105.001], [41.7499, -98.5189], [39.5587, -98.4872], [41.7471, -95.1461], [41.7565, -98.4982], [45.1237, -91.7562], [41.7565, -98.4982], [45.1237, -91.7562]]",Nebraska,NorthernRockiesPlains,354.51733939999946,same
30,zoom,Navigation,2016-06-10 21:03:22.641,same,0.8235294117647058,0.6190476190476191,1.999,0,2,1,5,0.606931,1,2,43.5398375,-101.92505,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.841, -104.835], [43.4649, -101.781], [41.8411, -101.771], [43.5311, -98.3933], [43.6998, -105.152], [45.2228, -103.442], [43.5325, -101.632], [45.1855, -98.3941]]",South Dakota,NorthernRockiesPlains,0.0,same
31,zoom,Navigation,2016-06-10 21:03:23.783,same,0.8333333333333334,0.6363636363636364,1.142,0,2,1,6,0.6366316249999999,1,2,43.531887499999996,-100.06735,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[42.686, -101.776], [43.5318, -100.084], [42.6861, -100.084], [43.5317, -98.3921], [43.5321, -101.642], [44.3777, -100.085], [43.532, -100.083], [44.3777, -98.3927]]",South Dakota,NorthernRockiesPlains,0.0,same
32,pan,Sensemaking,2016-06-10 21:03:25.274,change,0.75,0.5714285714285714,1.491,0,2,1,6,0.0,1,2,43.95484999999999,-99.23785000000001,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[43.532, -100.083], [44.3777, -98.3927], [43.532, -100.083], [44.3777, -98.3927], [43.532, -100.083], [44.3777, -98.3927], [43.532, -100.083], [44.3777, -98.3927]]",South Dakota,NorthernRockiesPlains,5.69108527196449,change
33,zoom,Navigation,2016-06-10 21:03:25.943,change,0.21052631578947367,0.6521739130434783,0.669,0,2,1,5,0.606931,1,3,43.5398375,-101.92505,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.841, -104.835], [43.4649, -101.781], [41.8411, -101.771], [43.5311, -98.3933], [43.6998, -105.152], [45.2228, -103.442], [43.5325, -101.632], [45.1855, -98.3941]]",South Dakota,NorthernRockiesPlains,0.0,change
34,pan,Navigation,2016-06-10 21:03:28.980,same,0.8,0.2916666666666667,3.037,0,2,1,5,0.320920375,1,3,41.0398625,-100.5389125,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[40.1513, -104.815], [41.8364, -101.884], [40.2717, -100.81], [41.8387, -98.3941], [40.2717, -100.81], [41.8387, -98.3941], [40.2717, -100.81], [41.8387, -98.3941]]",Nebraska,NorthernRockiesPlains,10.964587441011295,same
35,pan,Navigation,2016-06-10 21:03:32.978,same,0.8095238095238095,0.32,3.998,10,2,1,5,0.0,1,3,41.0552,-99.60204999999999,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[40.2717, -100.81], [41.8387, -98.3941], [40.2717, -100.81], [41.8387, -98.3941], [40.2717, -100.81], [41.8387, -98.3941], [40.2717, -100.81], [41.8387, -98.3941]]",Nebraska,NorthernRockiesPlains,358.9490436455258,same
36,zoom,Navigation,2016-06-10 21:03:42.714,same,0.8181818181818182,0.6153846153846154,9.736,10,3,1,4,0.630823,1,3,41.8963875,-98.8942,"['SouthWest', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest']","[[38.3755, -105.001], [41.7499, -98.5189], [39.5587, -98.4872], [41.7471, -95.1461], [41.7504, -105.244], [45.1093, -98.502], [41.7565, -98.4982], [45.1237, -91.7562]]",Nebraska,NorthernRockiesPlains,0.0,same
37,zoom,Navigation,2016-06-10 21:03:44.056,same,0.8260869565217391,0.6296296296296297,1.342,10,3,1,3,0.6367393749999999,1,3,41.83425,-99.685,"['South', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979], [41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,0.0,same
38,zoom,Navigation,2016-06-10 21:03:44.999,same,0.8333333333333334,0.6428571428571429,0.943,10,3,1,2,0.618309125,1,3,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
39,zoom,Navigation,2016-06-10 21:03:46.007,same,0.84,0.6551724137931034,1.008,10,3,1,1,0.32996662499999996,1,3,41.767250000000004,-87.9112125,"['None', 'NorthernRockiesPlains', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,0.0,same
40,pan,Foraging,2016-06-10 21:03:47.891,change,0.25,0.6875,1.884,10,3,1,1,0.0,1,3,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,3.6125037205966626,change
41,pan,Foraging,2016-06-10 21:03:51.098,same,0.7692307692307693,0.7058823529411765,3.207,0,3,1,1,0.29621175,1,3,23.180349999999997,-87.02857499999999,"['None', 'South', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",None,None,320.366208845961,same
42,pan,Foraging,2016-06-10 21:03:52.314,same,0.7857142857142857,0.7222222222222222,1.216,0,3,1,1,0.0,1,3,22.82005,-81.94545,"['Other', 'None', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",Olancho,Other,350.2253537707596,same
43,pan,Foraging,2016-06-10 21:03:53.453,same,0.8,0.7368421052631579,1.139,0,3,1,1,0.0,1,3,22.82005,-81.94545,"['Other', 'None', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",Olancho,Other,7.236145359346399,same
44,pan,Foraging,2016-06-10 21:03:55.091,same,0.8125,0.75,1.638,0,3,1,1,0.29621175,1,3,23.180349999999997,-87.02857499999999,"['None', 'South', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",None,None,11.706745583105665,same
45,pan,Foraging,2016-06-10 21:03:56.347,same,0.8235294117647058,0.7619047619047619,1.256,0,3,1,1,0.0,1,3,22.82005,-81.94545,"['Other', 'None', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",Olancho,Other,334.34201601675755,same
46,zoom,Navigation,2016-06-10 21:04:02.888,change,0.19230769230769232,0.6666666666666666,6.541,0,3,1,2,0.319302125,1,3,46.040887500000004,-71.90195,"['UpperMidwest', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast']","[[41.7904, -93.9831], [52.9994, -71.5039], [41.7966, -71.4782], [49.3825, -65.098], [41.7966, -71.4782], [49.3825, -65.098], [41.7966, -71.4782], [49.3825, -65.098]]",Québec,Northeast,0.0,change
47,pan,Navigation,2016-06-10 21:04:03.898,same,0.8148148148148148,0.2903225806451613,1.01,0,3,1,2,0.25940025,1,3,40.1962875,-73.60000000000001,"['South', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast']","[[30.5342, -90.8979], [41.7187, -71.5601], [41.3786, -71.4974], [41.7272, -70.6166], [41.3786, -71.4974], [41.7272, -70.6166], [41.3786, -71.4974], [41.7272, -70.6166]]",Rhode Island,Northeast,352.67071772008785,same
48,zoom,Navigation,2016-06-10 21:04:04.759,same,0.8214285714285714,0.65625,0.861,0,3,1,3,0.635006125,1,3,47.489575,-72.5898375,"['OhioValley', 'Northeast', 'Northeast', 'Northeast', 'NorthernRockiesPlains', 'Northeast', 'Northeast', 'Northeast']","[[41.7811, -81.7069], [48.4988, -71.5039], [41.7638, -71.4782], [48.488, -65.098], [48.5039, -81.5833], [52.9994, -71.533], [48.5017, -71.4939], [49.3799, -66.3215]]",Québec,Northeast,0.0,same
49,zoom,Navigation,2016-06-10 21:04:05.511,same,0.8275862068965517,0.6666666666666666,0.752,0,3,1,4,0.601960125,1,3,48.5380375,-77.31595,"['NorthernRockiesPlains', 'Northeast', 'NorthernRockiesPlains', 'Northeast', 'NorthernRockiesPlains', 'Northeast', 'Northeast', 'Northeast']","[[45.4848, -80.7945], [48.4311, -79.0924], [45.1283, -78.0397], [48.4988, -71.5039], [48.5174, -81.0811], [51.8672, -78.2588], [48.5039, -78.25], [51.8728, -71.5072]]",Québec,Northeast,0.0,same
50,pan,Navigation,2016-06-10 21:04:08.034,same,0.8333333333333334,0.29411764705882354,2.523,0,3,1,4,0.47744200000000003,1,3,45.12485,-70.5292625,"['Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast']","[[41.7561, -78.2433], [45.1214, -71.5087], [41.7576, -71.4973], [45.1161, -69.791], [45.1268, -71.4989], [48.497, -65.098], [45.1268, -71.4989], [48.497, -65.098]]",Québec,Northeast,4.108949548126121,same
51,pan,Navigation,2016-06-10 21:04:09.546,same,0.8387096774193549,0.3142857142857143,1.512,0,3,1,4,0.0,1,3,46.8119,-68.29845,"['Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast']","[[45.1268, -71.4989], [48.497, -65.098], [45.1268, -71.4989], [48.497, -65.098], [45.1268, -71.4989], [48.497, -65.098], [45.1268, -71.4989], [48.497, -65.098]]",Québec,Northeast,1.4441662845785397,same
52,zoom,Navigation,2016-06-10 21:04:10.217,same,0.84375,0.6388888888888888,0.671,0,3,1,5,0.634577625,1,3,45.3446375,-71.414025,"['Northeast', 'Northeast', 'Northeast', 'Northeast', 'NorthernRockiesPlains', 'Northeast', 'Northeast', 'Northeast']","[[43.7759, -72.7948], [45.223, -71.3273], [44.4014, -71.316], [45.2237, -69.791], [45.2274, -74.7023], [46.9094, -71.3248], [45.2242, -71.3174], [46.7721, -68.7386]]",New Hampshire,Northeast,0.0,same
53,pan,Sensemaking,2016-06-10 21:04:14.371,change,0.8,0.625,4.154,0,3,1,5,0.0,1,3,45.99815,-70.028,"['Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast', 'Northeast']","[[45.2242, -71.3174], [46.7721, -68.7386], [45.2242, -71.3174], [46.7721, -68.7386], [45.2242, -71.3174], [46.7721, -68.7386], [45.2242, -71.3174], [46.7721, -68.7386]]",New Hampshire,Northeast,2.342162192449281,change
