Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
ActorCritic,U_1,0.05,0.001,0.1,1,0.4155844155844156,"[0.5, 0.46511627906976744, 0.08333333333333333]",0.4161393114192411
ActorCritic,U_1,0.1,0.01,0.99,1,0.589041095890411,"[0.55, 0.6341463414634146, 0.5]",0.5762251373130686
ActorCritic,U_1,0.2,0.1,0.8,1,0.6923076923076923,"[0.7368421052631579, 0.7222222222222222, 0.5]",0.6932138710184681
ActorCritic,U_1,0.3,0.01,0.2,1,0.7017543859649122,"[0.7894736842105263, 0.7096774193548387, 0.42857142857142855]",0.7133581136923245
ActorCritic,U_1,0.4,0.001,0.2,1,0.673469387755102,"[0.75, 0.6923076923076923, 0.42857142857142855]",0.6965341899982422
ActorCritic,U_1,0.5,0.1,0.2,1,0.7317073170731707,"[0.8125, 0.7142857142857143, 0.5]",0.7277405460775147
ActorCritic,U_1,0.6,0.001,0.5,1,0.7575757575757576,"[0.8571428571428571, 0.7333333333333333, 0.5]",0.731059216896765
ActorCritic,U_1,0.7,0.001,0.2,1,0.76,"[0.8333333333333334, 0.7, 0.6666666666666666]",0.7710349184390716
ActorCritic,U_1,0.8,0.001,0.2,1,0.7647058823529411,"[0.875, 0.7142857142857143, 0.5]",0.8130678535176871
ActorCritic,U_1,0.9,0.1,0.2,1,0.6666666666666666,"[0.75, 0.75, 0.0]",0.6388078145757574
ActorCritic,U_10,0.05,0.001,0.5,1,0.7321428571428571,"[0.7222222222222222, 0.6714285714285714, 0.8064516129032258]",0.7179168407229397
ActorCritic,U_10,0.1,0.001,0.1,1,0.7987421383647799,"[0.8055555555555556, 0.7142857142857143, 0.8833333333333333]",0.7407174471561649
ActorCritic,U_10,0.2,0.001,0.5,1,0.8014184397163121,"[0.8055555555555556, 0.7058823529411765, 0.8888888888888888]",0.7126435576320501
ActorCritic,U_10,0.3,0.001,0.5,1,0.7258064516129032,"[0.696969696969697, 0.6842105263157895, 0.7735849056603774]",0.7089446848928752
ActorCritic,U_10,0.4,0.001,0.05,1,0.7924528301886793,"[0.84375, 0.6571428571428571, 0.8717948717948718]",0.7137113770152148
ActorCritic,U_10,0.5,0.001,0.9,1,0.7840909090909091,"[0.782608695652174, 0.6666666666666666, 0.868421052631579]",0.7268209190615916
ActorCritic,U_10,0.6,0.001,0.2,1,0.8309859154929577,"[0.8235294117647058, 0.7142857142857143, 0.9090909090909091]",0.7416885592031914
ActorCritic,U_10,0.7,0.001,0.1,1,0.8490566037735849,"[0.7857142857142857, 0.5555555555555556, 0.9666666666666667]",0.775705580409961
ActorCritic,U_10,0.8,0.001,0.1,1,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]",0.8352077592385487
ActorCritic,U_10,0.9,0.01,0.2,1,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]",0.7081662183392763
ActorCritic,U_11,0.05,0.0001,0.5,1,0.2222222222222222,"[0.125, 0.1875, 0.3333333333333333]",0.20646949359908642
ActorCritic,U_11,0.1,0.0001,0.1,1,0.5,"[0.25, 0.5714285714285714, 0.5833333333333334]",0.4838151821248638
ActorCritic,U_11,0.2,0.0001,0.1,1,0.3,"[0.25, 0.2857142857142857, 0.3333333333333333]",0.25794941807164745
ActorCritic,U_11,0.3,0.01,0.5,1,0.9230769230769231,"[0.5, 0.9166666666666666, 1.0]",0.9271886672675254
ActorCritic,U_11,0.4,0.1,0.1,1,0.2608695652173913,"[0, 0.45454545454545453, 0.08333333333333333]",0.26189515438755695
ActorCritic,U_11,0.5,0.001,0.9,1,0.7894736842105263,"[0, 0.8571428571428571, 0.75]",0.8155893943970678
ActorCritic,U_11,0.6,0.001,0.9,1,0.9333333333333333,"[0, 0.6666666666666666, 1.0]",0.8682676999057359
ActorCritic,U_11,0.7,0.001,0.1,1,0.75,"[0, 0, 0.75]",0.786033703871224
ActorCritic,U_11,0.8,0.001,0.1,1,0.875,"[0, 0, 0.875]",0.8413943301007425
ActorCritic,U_11,0.9,0.001,0.99,1,1.0,"[0, 0, 1.0]",1.0
ActorCritic,U_12,0.05,0.01,0.5,1,0.726027397260274,"[0.631578947368421, 0.8297872340425532, 0.2857142857142857]",0.7518793828994743
ActorCritic,U_12,0.1,0.01,0.2,1,0.7681159420289855,"[0.75, 0.8297872340425532, 0.3333333333333333]",0.7518793828994741
ActorCritic,U_12,0.2,0.01,0.5,1,0.7540983606557377,"[0.8, 0.8048780487804879, 0.2]",0.7334118019040307
ActorCritic,U_12,0.3,1.0,0.8,1,0.7407407407407407,"[0.7692307692307693, 0.7837837837837838, 0.25]",0.7209047365627167
ActorCritic,U_12,0.4,0.01,0.9,1,0.8260869565217391,"[0.8181818181818182, 0.8387096774193549, 0.75]",0.7964871861197064
ActorCritic,U_12,0.5,0.001,0.1,1,0.7105263157894737,"[0.7272727272727273, 0.7916666666666666, 0.0]",0.7378023555284969
ActorCritic,U_12,0.6,0.001,0.05,1,0.7096774193548387,"[0.5, 0.8181818181818182, 0.3333333333333333]",0.7306890501638503
ActorCritic,U_12,0.7,0.001,0.5,1,0.6956521739130435,"[0.6, 0.8, 0.3333333333333333]",0.745302697528519
ActorCritic,U_12,0.8,0.001,0.99,1,0.6875,"[0.8, 0.7, 0.0]",0.7159195880487611
ActorCritic,U_12,0.9,0.001,0.5,1,0.75,"[1.0, 0.6, 1.0]",0.6670250239516721
ActorCritic,U_13,0.05,0.1,0.1,1,0.3508771929824561,"[0.4, 0.3333333333333333, 0.35714285714285715]",0.25310994509002893
ActorCritic,U_13,0.1,0.001,0.2,1,0.3888888888888889,"[0.4, 0.40625, 0.3333333333333333]",0.46310956546666376
ActorCritic,U_13,0.2,0.01,0.2,1,0.625,"[0.5555555555555556, 0.7037037037037037, 0.5]",0.6971341481564897
ActorCritic,U_13,0.3,0.01,0.05,1,0.6666666666666666,"[0.4, 0.72, 0.6666666666666666]",0.6928640775520877
ActorCritic,U_13,0.4,0.001,0.05,1,0.6944444444444444,"[0.4, 0.7142857142857143, 0.8]",0.6888271539213384
ActorCritic,U_13,0.5,0.001,0.2,1,0.7,"[0.3333333333333333, 0.7058823529411765, 0.8]",0.6577365494084072
ActorCritic,U_13,0.6,0.001,0.8,1,0.625,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666]",0.6623151660663009
ActorCritic,U_13,0.7,0.1,0.1,1,0.3888888888888889,"[0.0, 0.6666666666666666, 0.125]",0.5191345912272683
ActorCritic,U_13,0.8,0.001,0.5,1,0.6666666666666666,"[0.0, 0.6666666666666666, 0.8]",0.7050866911966339
ActorCritic,U_13,0.9,0.001,0.05,1,0.6666666666666666,"[0, 0.6666666666666666, 0.6666666666666666]",0.4852245324813999
