Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
SARSA,U_18,0.1,0.7,0.1,0.2,0.46153846153846156,"[0.2857142857142857, 0.5, 1.0]",0.5284512193298951
SARSA,U_18,0.01,0.8,0.1,0.1,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]",0.6541766418489323
SARSA,U_18,0.05,0.9,0.1,0.2,0.8,"[0, 0.6666666666666666, 1.0]",0.6541766418489323
SARSA,U_19,0.05,0.05,0.0001,0.8,0.751937984496124,"[0.7441860465116279, 0.6851851851851852, 0.875]",0.7013334700224324
SARSA,U_19,0.1,0.1,0.0001,0.1,0.3333333333333333,"[0.7222222222222222, 0.11538461538461539, 0.25]",0.21230563767621805
SARSA,U_19,0.1,0.2,0.001,0.1,0.5471698113207547,"[0.5454545454545454, 0.7307692307692307, 0.25]",0.5996969252644397
SARSA,U_19,0.1,0.3,0.1,0.5,0.2978723404255319,"[0.7777777777777778, 0.21739130434782608, 0.13333333333333333]",0.30009577238396445
SARSA,U_19,0.01,0.4,0.5,0.05,0.475,"[0.75, 0.6470588235294118, 0.13333333333333333]",0.4880204900419131
SARSA,U_19,0.1,0.5,0.01,0.8,0.45454545454545453,"[0.6666666666666666, 0.7692307692307693, 0.07142857142857142]",0.511996566444781
SARSA,U_19,0.1,0.6,0.01,0.2,0.37037037037037035,"[0.6666666666666666, 0.7, 0.07142857142857142]",0.4417084295093213
SARSA,U_19,0.1,0.7,0.1,0.1,0.25,"[0.6666666666666666, 0.5, 0.07692307692307693]",0.32502575555466573
SARSA,U_19,0.1,0.8,0.1,0.05,0.07142857142857142,"[0, 0.0, 0.07692307692307693]",7.207426676596096e-23
SARSA,U_19,0.1,0.9,0.1,0.2,0.8571428571428571,"[0, 0, 0.8571428571428571]",1.0
SARSA,U_2,0.1,0.05,0.001,0.5,0.6147540983606558,"[0.525, 0.6647727272727273, 0.42857142857142855]",0.6601986082153183
SARSA,U_2,0.1,0.1,0.1,0.2,0.6814159292035398,"[0.5263157894736842, 0.7469879518072289, 0.45454545454545453]",0.7024701132796234
SARSA,U_2,0.01,0.2,0.5,0.05,0.72,"[0.42857142857142855, 0.8, 0.5454545454545454]",0.7795058697105898
SARSA,U_2,0.1,0.3,0.01,0.2,0.7045454545454546,"[0.46153846153846156, 0.7692307692307693, 0.6]",0.7821448207074237
SARSA,U_2,0.1,0.4,0.01,0.1,0.7333333333333333,"[0.5833333333333334, 0.7777777777777778, 0.6666666666666666]",0.7707160309978671
SARSA,U_2,0.1,0.5,0.0001,0.2,0.7142857142857143,"[0.5454545454545454, 0.7608695652173914, 0.6666666666666666]",0.7429940421751584
SARSA,U_2,0.05,0.6,0.1,0.1,0.64,"[0.375, 0.75, 0.3333333333333333]",0.6659102818332734
SARSA,U_2,0.05,0.7,0.01,0.2,0.6052631578947368,"[0.42857142857142855, 0.7692307692307693, 0.0]",0.6085580399071251
SARSA,U_2,0.1,0.8,0.001,0.05,0.48,"[0.3333333333333333, 0.5555555555555556, 0.25]",0.48756282101126364
SARSA,U_2,0.1,0.9,0.01,0.2,0.7692307692307693,"[0.5, 0.8, 1.0]",0.818850507180494
SARSA,U_20,0.01,0.05,0.0001,0.5,0.2677165354330709,"[0.1375, 0.6764705882352942, 0.10377358490566038]",0.4178453400013477
SARSA,U_20,0.1,0.1,0.01,0.1,0.5811965811965812,"[0.1794871794871795, 0.6896551724137931, 0.8367346938775511]",0.6284384848422808
SARSA,U_20,0.1,0.2,0.5,0.05,0.7692307692307693,"[0.8888888888888888, 0.5714285714285714, 0.7659574468085106]",0.6834924551331494
SARSA,U_20,0.1,0.3,0.1,0.2,0.8131868131868132,"[0.8518518518518519, 0.47368421052631576, 0.9333333333333333]",0.6280681891257033
SARSA,U_20,0.1,0.4,0.1,0.5,0.7564102564102564,"[0.6428571428571429, 0.6842105263157895, 0.8222222222222222]",0.7407098677909122
SARSA,U_20,0.1,0.5,0.1,0.1,0.7538461538461538,"[0.5714285714285714, 0.5625, 0.8571428571428571]",0.6425690842996568
SARSA,U_20,0.01,0.6,0.1,0.05,0.8461538461538461,"[0.6, 0.6666666666666666, 0.9428571428571428]",0.7718512767664552
SARSA,U_20,0.05,0.7,0.1,0.1,0.8717948717948718,"[0.5, 0.7142857142857143, 0.9333333333333333]",0.8816757269128218
SARSA,U_20,0.01,0.8,0.5,0.5,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]",0.7772360996095733
SARSA,U_20,0.01,0.9,0.1,0.5,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]",0.6059735077771318
SARSA,U_3,0.01,0.05,0.0001,0.05,0.5227272727272727,"[0.8409090909090909, 0.1388888888888889, 0.5]",0.37021851717086435
SARSA,U_3,0.01,0.1,0.0001,0.05,0.5121951219512195,"[0.8421052631578947, 0.1111111111111111, 0.75]",0.3671359496073075
SARSA,U_3,0.1,0.2,0.0001,0.5,0.8333333333333334,"[0.8823529411764706, 0.7333333333333333, 1.0]",0.7183338735862937
SARSA,U_3,0.1,0.3,0.0001,0.2,0.6875,"[0.7647058823529411, 0.75, 0.0]",0.7089332647362055
SARSA,U_3,0.1,0.4,0.1,0.8,0.7407407407407407,"[0.8125, 0.5555555555555556, 1.0]",0.5830194733464984
SARSA,U_3,0.05,0.5,0.5,0.5,0.782608695652174,"[0.75, 0.7777777777777778, 1.0]",0.7418038955161098
SARSA,U_3,0.1,0.6,0.5,0.05,0.7777777777777778,"[0.8888888888888888, 0.5714285714285714, 1.0]",0.5280497037640818
SARSA,U_3,0.1,0.7,0.5,0.8,0.6428571428571429,"[0.6666666666666666, 0.3333333333333333, 1.0]",0.535692811506057
SARSA,U_3,0.1,0.8,0.1,0.1,0.8888888888888888,"[0.875, 0, 1.0]",0.8466827847871133
SARSA,U_3,0.01,0.9,0.1,0.1,0.8,"[0.75, 0, 1.0]",0.7665736700274175
SARSA,U_4,0.1,0.05,0.5,0.05,0.46835443037974683,"[0.6046511627906976, 0.46987951807228917, 0.28125]",0.426111599963908
SARSA,U_4,0.1,0.1,0.5,0.05,0.4794520547945205,"[0.65, 0.4864864864864865, 0.25]",0.47378025814162755
SARSA,U_4,0.05,0.2,0.5,0.1,0.6461538461538462,"[0.7, 0.6470588235294118, 0.5454545454545454]",0.653333606588896
SARSA,U_4,0.1,0.3,0.1,0.05,0.5964912280701754,"[0.6842105263157895, 0.59375, 0.3333333333333333]",0.5817146553650979
SARSA,U_4,0.1,0.4,0.5,0.05,0.5102040816326531,"[0.35294117647058826, 0.6296296296296297, 0.4]",0.5439266392244961
SARSA,U_4,0.1,0.5,0.1,0.8,0.6585365853658537,"[0.6923076923076923, 0.6956521739130435, 0.4]",0.6434977601746378
SARSA,U_4,0.1,0.6,0.5,0.9,0.48484848484848486,"[0.6363636363636364, 0.42105263157894735, 0.3333333333333333]",0.44988704523237183
SARSA,U_4,0.01,0.7,0.5,0.5,0.72,"[0.6666666666666666, 0.7647058823529411, 0.5]",0.7065094056647038
SARSA,U_4,0.1,0.8,0.5,0.5,0.5882352941176471,"[0.0, 0.6428571428571429, 0.5]",0.547299440481257
SARSA,U_4,0.1,0.9,0.5,0.9,0.5555555555555556,"[0.0, 0.7142857142857143, 0.0]",0.6810583806367161
SARSA,U_5,0.1,0.05,0.0001,0.2,0.3888888888888889,"[0.1875, 0.7352941176470589, 0.13725490196078433]",0.539626961250132
SARSA,U_5,0.1,0.1,0.1,0.05,0.7264957264957265,"[0.34782608695652173, 0.7708333333333334, 0.8695652173913043]",0.7474166905269293
SARSA,U_5,0.1,0.2,0.01,0.2,0.7019230769230769,"[0.19047619047619047, 0.717948717948718, 0.9318181818181818]",0.7085966711451422
SARSA,U_5,0.01,0.3,0.1,0.05,0.6813186813186813,"[0.15, 0.7586206896551724, 0.8809523809523809]",0.7215685155502694
SARSA,U_5,0.1,0.4,0.5,0.2,0.717948717948718,"[0.5294117647058824, 0.6666666666666666, 0.825]",0.702887678304354
SARSA,U_5,0.1,0.5,0.1,0.5,0.7230769230769231,"[0.35294117647058826, 0.8095238095238095, 0.8888888888888888]",0.8121357312782143
SARSA,U_5,0.05,0.6,0.1,0.05,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]",0.7866486779714384
SARSA,U_5,0.01,0.7,0.1,0.1,0.8461538461538461,"[0.5, 0.8, 0.9090909090909091]",0.796351750846588
SARSA,U_5,0.1,0.8,0.1,0.9,0.9230769230769231,"[0, 0.9, 0.9375]",0.8626742007132746
SARSA,U_5,0.05,0.9,0.1,0.2,1.0,"[0, 0, 1.0]",1.0
SARSA,U_6,0.01,0.05,0.5,0.2,0.5485564304461942,"[0.69, 0.6204379562043796, 0.3819444444444444]",0.5617208649577041
SARSA,U_6,0.1,0.1,0.0001,0.5,0.7272727272727273,"[0.675, 0.609375, 0.8611111111111112]",0.6858415819652252
SARSA,U_6,0.1,0.2,0.1,0.2,0.6730769230769231,"[0.6333333333333333, 0.6181818181818182, 0.7323943661971831]",0.6518383791810527
SARSA,U_6,0.1,0.3,0.01,0.2,0.3795620437956204,"[0.631578947368421, 0.6326530612244898, 0.13043478260869565]",0.44354339229993933
SARSA,U_6,0.1,0.4,0.0001,0.1,0.7350427350427351,"[0.631578947368421, 0.6956521739130435, 0.8076923076923077]",0.7233458294992899
SARSA,U_6,0.05,0.5,0.1,0.2,0.7448979591836735,"[0.46153846153846156, 0.7, 0.8666666666666667]",0.7489270995286601
SARSA,U_6,0.01,0.6,0.1,0.05,0.782051282051282,"[0.6363636363636364, 0.7096774193548387, 0.8888888888888888]",0.7616476064081867
SARSA,U_6,0.01,0.7,0.1,0.05,0.7627118644067796,"[0.6666666666666666, 0.72, 0.84]",0.7563054397005036
SARSA,U_6,0.05,0.8,0.1,0.9,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]",0.7525890789559069
SARSA,U_6,0.05,0.9,0.1,0.2,0.8,"[0.75, 0.6, 0.9090909090909091]",0.8091136444097813
SARSA,U_7,0.01,0.05,0.01,0.8,0.5833333333333334,"[0.7894736842105263, 0.7058823529411765, 0.19230769230769232]",0.6147562456306768
SARSA,U_7,0.01,0.1,0.0001,0.05,0.4888888888888889,"[0.2222222222222222, 0.7391304347826086, 0.23076923076923078]",0.528118947922204
SARSA,U_7,0.01,0.2,0.0001,0.05,0.425,"[0.2222222222222222, 0.6666666666666666, 0.23076923076923078]",0.482258630281714
SARSA,U_7,0.01,0.3,0.5,0.9,0.4,"[0.2222222222222222, 0.7142857142857143, 0.16666666666666666]",0.45173957276198523
SARSA,U_7,0.01,0.4,0.5,0.1,0.4666666666666667,"[0.5, 0.7142857142857143, 0.16666666666666666]",0.48151277819857363
SARSA,U_7,0.01,0.5,0.1,0.05,0.4,"[0.0, 0.6666666666666666, 0.16666666666666666]",0.3953151624888078
SARSA,U_7,0.01,0.6,0.5,0.2,0.4,"[0.0, 0.7, 0.1111111111111111]",0.40756890298981585
SARSA,U_7,0.1,0.7,0.1,0.5,0.4,"[0, 0.6666666666666666, 0.2222222222222222]",0.40033643878005803
SARSA,U_7,0.1,0.8,0.1,0.5,0.7,"[0, 0.6666666666666666, 0.7142857142857143]",0.586123013424197
SARSA,U_7,0.05,0.9,0.5,0.2,0.2,"[0, 0.0, 0.5]",0.11087262819013412
SARSA,U_8,0.01,0.05,0.0001,0.1,0.55625,"[0.23809523809523808, 0.7731958762886598, 0.21428571428571427]",0.6357506166553637
SARSA,U_8,0.01,0.1,0.0001,0.05,0.5675675675675675,"[0.3, 0.7906976744186046, 0.23809523809523808]",0.5946241580274295
SARSA,U_8,0.1,0.2,0.5,0.1,0.5909090909090909,"[0.7, 0.7567567567567568, 0.21052631578947367]",0.6150178557304167
SARSA,U_8,0.1,0.3,0.01,0.5,0.46551724137931033,"[0.3, 0.6551724137931034, 0.2631578947368421]",0.5212712725266513
SARSA,U_8,0.01,0.4,0.5,0.5,0.58,"[0.3, 0.76, 0.4666666666666667]",0.6453598499766396
SARSA,U_8,0.1,0.5,0.1,0.5,0.6097560975609756,"[0.2222222222222222, 0.6111111111111112, 0.8571428571428571]",0.577576887753517
SARSA,U_8,0.1,0.6,0.001,0.8,0.36363636363636365,"[0.2222222222222222, 0.7272727272727273, 0.15384615384615385]",0.4295970189361622
SARSA,U_8,0.05,0.7,0.1,0.2,0.6,"[0.125, 0.75, 0.8888888888888888]",0.661638878720635
SARSA,U_8,0.01,0.8,0.1,0.5,0.6470588235294118,"[0.2, 0.8, 0.8571428571428571]",0.7133213520678076
SARSA,U_8,0.05,0.9,0.1,0.2,0.8888888888888888,"[0, 0.5, 1.0]",0.7208266048844095
SARSA,U_9,0.01,0.05,0.0001,0.2,0.6210045662100456,"[0.2962962962962963, 0.7520661157024794, 0.6590909090909091]",0.7196913971305839
SARSA,U_9,0.1,0.1,0.1,0.05,0.594059405940594,"[0.34615384615384615, 0.7272727272727273, 0.55]",0.6639153685708963
SARSA,U_9,0.1,0.2,0.0001,0.5,0.6444444444444445,"[0.5833333333333334, 0.7021276595744681, 0.5789473684210527]",0.7141586315447928
SARSA,U_9,0.1,0.3,0.01,0.9,0.6455696202531646,"[0.5333333333333333, 0.6739130434782609, 0.6666666666666666]",0.631966812349926
SARSA,U_9,0.01,0.4,0.1,0.5,0.6029411764705882,"[0.6666666666666666, 0.7105263157894737, 0.26666666666666666]",0.6285327864993482
SARSA,U_9,0.01,0.5,0.5,0.05,0.5535714285714286,"[0.5384615384615384, 0.7241379310344828, 0.21428571428571427]",0.6344804315746945
SARSA,U_9,0.1,0.6,0.01,0.05,0.5777777777777777,"[0.7272727272727273, 0.7272727272727273, 0.16666666666666666]",0.6331358192682505
SARSA,U_9,0.01,0.7,0.1,0.1,0.5,"[0.75, 0.6428571428571429, 0.16666666666666666]",0.5473419683687842
SARSA,U_9,0.01,0.8,0.1,0.05,0.4782608695652174,"[0.8, 0.6666666666666666, 0.1111111111111111]",0.5380464841378169
SARSA,U_9,0.1,0.9,0.0001,0.9,0.3333333333333333,"[0.0, 0.75, 0.14285714285714285]",0.5232152566388375
