Interaction,Value,Time
study begins,page loaded,1614014428470
mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614014430022
mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614014430410
scroll down,,1614014436038
scroll down,,1614014436061
scroll down,,1614014436078
scroll down,,1614014436096
scroll down,,1614014436113
scroll down,,1614014436129
scroll down,,1614014436154
scroll down,,1614014436161
scroll down,,1614014436178
scroll down,,1614014436195
scroll down,,1614014436217
scroll down,,1614014436228
scroll down,,1614014436244
scroll down,,1614014436261
scroll down,,1614014436278
scroll down,,1614014436318
scroll down,,1614014436369
scroll down,,1614014436387
scroll down,,1614014436394
scroll down,,1614014436422
scroll down,,1614014436444
scroll down,,1614014436461
scroll down,,1614014436478
scroll down,,1614014436494
scroll down,,1614014436516
scroll down,,1614014436528
scroll down,,1614014436561
scroll down,,1614014436580
scroll down,,1614014436595
scroll down,,1614014436614
scroll down,,1614014436629
scroll down,,1614014436651
scroll down,,1614014436895
scroll down,,1614014436912
scroll down,,1614014436945
scroll down,,1614014437186
scroll down,,1614014437213
scroll down,,1614014437228
scroll down,,1614014437250
scroll down,,1614014437261
scroll down,,1614014437289
scroll down,,1614014437329
scroll down,,1614014437346
scroll down,,1614014437380
scroll down,,1614014437394
scroll down,,1614014437427
scroll down,,1614014437462
scroll down,,1614014437494
scroll down,,1614014437520
scroll down,,1614014437527
scroll down,,1614014437562
scroll down,,1614014437595
scroll down,,1614014437615
scroll down,,1614014437628
scroll down,,1614014437649
scroll down,,1614014437662
scroll down,,1614014437682
scroll down,,1614014437697
scroll down,,1614014437713
scroll down,,1614014437728
scroll down,,1614014437752
scroll down,,1614014437780
scroll down,,1614014437794
scroll down,,1614014437812
scroll down,,1614014437829
scroll down,,1614014437856
scroll down,,1614014437861
scroll down,,1614014437882
scroll down,,1614014437896
scroll down,,1614014437928
scroll down,,1614014437946
scroll down,,1614014437961
scroll down,,1614014437983
scroll down,,1614014437995
scroll down,,1614014438014
scroll down,,1614014438028
scroll down,,1614014438047
scroll down,,1614014438061
scroll down,,1614014438094
scroll down,,1614014438112
