Interaction,Value,Time
study begins,page loaded,1604690345588
mouseover a related chart,mark:tick;encoding:US_DVD_Sales-quantitative-x,1604690345891
mouseout a related chart,mark:tick;encoding:US_DVD_Sales-quantitative-x,1604690346338
mouseover a related chart,mark:tick;encoding:Worldwide_Gross-quantitative-x,1604690346338
mouseout a related chart,mark:tick;encoding:Worldwide_Gross-quantitative-x,1604690346565
clicked on a field,add Source,1604690371892
main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1604690372058
clicked on a field,add Running_Time_min,1604690378998
main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Running_Time_min-quantitative-x<bin>,Source-nominal-y",1604690379084
mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Running_Time_min-quantitative-x<bin>,Source-nominal-y",1604690385147
mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Running_Time_min-quantitative-x<bin>,Source-nominal-y",1604690385293
mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Running_Time_min-quantitative-x<bin>,Source-nominal-y",1604690389775
mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Running_Time_min-quantitative-x<bin>,Source-nominal-y",1604690389841
clicked on a field,add US_Gross,1604690391528
main chart changed because of clicking a field,"mark:point;encoding:Running_Time_min-quantitative-size,Source-nominal-y,US_Gross-quantitative-x<bin>",1604690391693
mouseover on the specified chart,"mark:point;encoding:Running_Time_min-quantitative-size,Source-nominal-y,US_Gross-quantitative-x<bin>",1604690396344
scroll on the specified chart,"mark:point;encoding:Running_Time_min-quantitative-size,Source-nominal-y,US_Gross-quantitative-x<bin>",1604690396788
mouseout on the specified chart,"mark:point;encoding:Running_Time_min-quantitative-size,Source-nominal-y,US_Gross-quantitative-x<bin>",1604690397176
scroll down,,1604690397388
scroll down,,1604690397404
scroll down,,1604690397421
scroll down,,1604690397438
scroll down,,1604690397455
scroll down,,1604690397472
scroll down,,1604690397488
scroll down,,1604690397505
scroll down,,1604690397522
scroll down,,1604690397538
scroll down,,1604690398189
scroll down,,1604690398204
scroll down,,1604690398221
scroll down,,1604690398237
scroll down,,1604690398254
scroll down,,1604690398271
scroll down,,1604690398287
scroll down,,1604690398304
scroll down,,1604690398321
scroll down,,1604690398337
scroll up,,1604690399159
scroll up,,1604690399170
scroll up,,1604690399187
scroll up,,1604690399204
scroll up,,1604690399220
scroll up,,1604690399237
scroll up,,1604690399254
scroll up,,1604690399270
scroll up,,1604690399287
scroll up,,1604690399304
scroll down,,1604690404329
scroll down,,1604690404335
scroll down,,1604690404351
scroll down,,1604690404368
scroll down,,1604690404385
scroll down,,1604690404401
scroll down,,1604690404418
scroll down,,1604690404435
scroll down,,1604690404451
scroll down,,1604690404468
scroll down,,1604690404990
scroll down,,1604690405001
scroll down,,1604690405018
scroll down,,1604690405034
scroll down,,1604690405051
scroll down,,1604690405068
scroll down,,1604690405085
scroll down,,1604690405118
scroll down,,1604690405134
mouseover a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690405361
mouseout a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690405377
mouseover a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690406384
mouseout a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690406400
mouseover a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690406400
scroll on a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690410922
scroll on a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690410931
scroll on a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690410948
scroll on a related chart,"mark:point;encoding:Director-nominal-x,Source-nominal-color,Title-nominal-y",1604690410965
