participant_id,user,threshold,ncp-1,rank
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,5.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,3.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,4.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,25.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,5.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,25.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,22.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,22.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,14.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,1.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,2.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,12.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,11.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,10.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,9.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,8.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,7.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,6.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,5.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,4.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,3.0
pro13_ace_p1,pro13_ace_p1,0.05,0.7727272727272727,13.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,3.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,4.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,6.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,5.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,23.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,22.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,16.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,14.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,1.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,2.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,12.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,11.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,10.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,9.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,8.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,7.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,6.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,5.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,4.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,3.0
pro13_ace_p1,pro13_ace_p1,0.1,0.8095238095238095,13.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,5.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,25.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,23.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,16.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,14.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,1.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,2.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,12.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,11.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,10.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,9.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,8.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,7.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,6.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,5.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,4.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,3.0
pro13_ace_p1,pro13_ace_p1,0.2,0.8333333333333334,13.0
pro13_ace_p1,pro13_ace_p1,0.3,0.875,23.0
