Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro25_acf_p4,0.05,0.0001,0.05,,0.8467741935483872,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.1,0.0001,0.05,,0.8547008547008547,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.2,0.0001,0.2,,0.8519230769230768,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.3,0.0001,0.5,,0.832967032967033,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.4,0.0001,0.5,,0.8153846153846154,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.5,0.0001,0.5,,0.8461538461538461,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.6,0.001,0.9,,0.8269230769230769,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.7,0.001,0.05,,0.8205128205128205,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.8,0.0001,0.2,,0.8076923076923077,"[None, None, None]",0
Reinforce,pro25_acf_p4,0.9,0.0001,0.8,,0.7538461538461538,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.05,0.0001,0.05,,0.7541666666666667,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.1,0.0001,0.8,,0.745374449339207,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.2,0.0001,0.2,,0.7475247524752475,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.3,0.0001,0.1,,0.7446327683615819,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.4,0.0001,0.05,,0.7486842105263157,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.5,0.0001,0.1,,0.7587301587301587,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.6,0.0001,0.1,,0.7623762376237624,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.7,0.001,0.05,,0.75,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.8,0.0001,0.99,,0.6862745098039216,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.9,0.001,0.05,,0.6923076923076923,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.05,0.0001,0.2,,0.9494809688581315,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.1,0.0001,0.05,,0.9642335766423358,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.2,0.0001,0.8,,0.9762295081967214,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.3,0.001,0.5,,0.9812206572769953,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.4,0.0001,0.05,,0.9726775956284153,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.5,0.0001,0.9,,0.968421052631579,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.6,0.0001,0.1,,0.9672131147540984,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.7,0.001,0.05,,0.9565217391304348,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.8,0.0001,0.2,,0.9278688524590164,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.9,0.001,0.05,,0.8709677419354838,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.05,0.0001,0.05,,0.9127516778523489,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.1,0.0001,0.05,,0.9148936170212766,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.2,0.0001,0.5,,0.9195219123505975,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.3,0.0001,0.1,,0.9127272727272727,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.4,0.0001,0.05,,0.8946808510638299,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.5,0.0001,0.2,,0.8878980891719745,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.6,0.001,0.05,,0.880952380952381,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.7,0.0001,0.1,,0.8553191489361701,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.8,0.001,0.05,,0.9047619047619048,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.9,0.001,0.9,,0.90625,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.05,0.0001,0.05,,0.8419243986254296,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.1,0.0001,0.05,,0.8330308529945555,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.2,0.0001,0.05,,0.8257142857142856,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.3,0.0001,0.1,,0.8135198135198134,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.4,0.0001,0.1,,0.782608695652174,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.5,0.0001,0.05,,0.738562091503268,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.6,0.001,0.05,,0.689795918367347,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.7,0.0001,0.5,,0.6782608695652174,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.8,0.0001,0.2,,0.6910569105691057,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.9,0.0001,0.1,,0.7096774193548387,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.05,0.001,0.1,,0.9692780337941628,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.1,0.0001,0.2,,0.9555915721231767,"[None, None, None]",0
