Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
Actor_Critic,pro25_acf_p4,0.05,0.0001,0.05,1,0.4,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.1,0.0001,0.1,1,0.5199999999999999,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.2,0.001,0.9,1,0.575,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.3,0.0001,0.1,1,0.4685714285714285,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.4,0.1,0.5,1,0.58,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.5,0.0001,0.9,1,0.576,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.6,0.0001,0.5,1,0.57,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.7,0.001,0.2,1,0.6,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.8,0.0001,0.05,1,0.5,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.9,0.001,0.1,1,0.4,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.05,0.0001,0.9,1,0.6571428571428571,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.1,0.0001,0.99,1,0.6391304347826088,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.2,0.0001,0.5,1,0.5902439024390245,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.3,0.0001,0.05,1,0.6666666666666666,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.4,0.0001,0.9,1,0.6709677419354838,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.5,0.0001,0.8,1,0.7,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.6,0.0001,0.2,1,0.7142857142857143,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.7,0.0001,0.5,1,0.6625,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.8,0.0001,0.9,1,0.690909090909091,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.9,0.0001,0.8,1,0.8,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.05,0.0001,0.1,1,0.5789473684210525,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.1,0.0001,0.1,1,0.5666666666666667,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.2,0.1,0.05,1,0.653125,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.3,0.0001,0.9,1,0.6571428571428571,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.4,0.0001,0.8,1,0.6625,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.5,0.001,0.8,1,0.6649999999999999,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.6,0.001,0.1,1,0.675,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.7,0.001,0.5,1,0.6666666666666666,"[None, None, None]",0,0
Actor_Critic,pro23_acf_p4,0.8,0.0001,0.99,1,0.65,"[None, None, None]",0,0
