User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro13_ace_p4,0.5392156862745098,0.1,0,0,HMM
pro13_ace_p4,0.5604395604395604,0.2,0,0,HMM
pro13_ace_p4,0.575,0.3,0,0,HMM
pro13_ace_p4,0.6176470588235294,0.4,0,0,HMM
pro13_ace_p4,0.631578947368421,0.5,0,0,HMM
pro13_ace_p4,0.6086956521739131,0.6,0,0,HMM
pro13_ace_p4,0.5882352941176471,0.7,0,0,HMM
pro13_ace_p4,0.43478260869565216,0.8,0,0,HMM
pro13_ace_p4,0.5,0.9,0,0,HMM
pro15_ade_p4,0.4854368932038835,0.1,0,0,HMM
pro15_ade_p4,0.4782608695652174,0.2,0,0,HMM
pro15_ade_p4,0.5,0.3,0,0,HMM
pro15_ade_p4,0.463768115942029,0.4,0,0,HMM
pro15_ade_p4,0.49122807017543857,0.5,0,0,HMM
pro15_ade_p4,0.5,0.6,0,0,HMM
pro15_ade_p4,0.42857142857142855,0.7,0,0,HMM
pro15_ade_p4,0.34782608695652173,0.8,0,0,HMM
pro15_ade_p4,0.08333333333333333,0.9,0,0,HMM
pro17_ace_p4,0.5365853658536586,0.1,0,0,HMM
pro17_ace_p4,0.5159817351598174,0.2,0,0,HMM
pro17_ace_p4,0.5,0.3,0,0,HMM
pro17_ace_p4,0.5304878048780488,0.4,0,0,HMM
pro17_ace_p4,0.5401459854014599,0.5,0,0,HMM
pro17_ace_p4,0.5727272727272728,0.6,0,0,HMM
pro17_ace_p4,0.4878048780487805,0.7,0,0,HMM
pro17_ace_p4,0.41818181818181815,0.8,0,0,HMM
pro17_ace_p4,0.5714285714285714,0.9,0,0,HMM
pro18_adf_p4,0.7391304347826086,0.1,0,0,HMM
pro18_adf_p4,0.7704918032786885,0.2,0,0,HMM
pro18_adf_p4,0.7962962962962963,0.3,0,0,HMM
pro18_adf_p4,0.7608695652173914,0.4,0,0,HMM
pro18_adf_p4,0.7894736842105263,0.5,0,0,HMM
pro18_adf_p4,0.7419354838709677,0.6,0,0,HMM
pro18_adf_p4,0.6956521739130435,0.7,0,0,HMM
pro18_adf_p4,0.8125,0.8,0,0,HMM
pro18_adf_p4,0.625,0.9,0,0,HMM
pro20_ade_p4,0.527027027027027,0.1,0,0,HMM
pro20_ade_p4,0.5380710659898477,0.2,0,0,HMM
pro20_ade_p4,0.5491329479768786,0.3,0,0,HMM
pro20_ade_p4,0.5472972972972973,0.4,0,0,HMM
pro20_ade_p4,0.5528455284552846,0.5,0,0,HMM
pro20_ade_p4,0.5757575757575758,0.6,0,0,HMM
pro20_ade_p4,0.5405405405405406,0.7,0,0,HMM
pro20_ade_p4,0.6,0.8,0,0,HMM
pro20_ade_p4,0.64,0.9,0,0,HMM
pro21_ade_p4,0.5663082437275986,0.1,0,0,HMM
pro21_ade_p4,0.5645161290322581,0.2,0,0,HMM
pro21_ade_p4,0.5806451612903226,0.3,0,0,HMM
pro21_ade_p4,0.6075268817204301,0.4,0,0,HMM
pro21_ade_p4,0.6258064516129033,0.5,0,0,HMM
pro21_ade_p4,0.7016129032258065,0.6,0,0,HMM
pro21_ade_p4,0.7311827956989247,0.7,0,0,HMM
pro21_ade_p4,0.7258064516129032,0.8,0,0,HMM
pro21_ade_p4,0.8387096774193549,0.9,0,0,HMM
pro22_ade_p4,0.7235772357723578,0.1,0,0,HMM
pro22_ade_p4,0.7431192660550459,0.2,0,0,HMM
pro22_ade_p4,0.7395833333333334,0.3,0,0,HMM
pro22_ade_p4,0.7195121951219512,0.4,0,0,HMM
pro22_ade_p4,0.7352941176470589,0.5,0,0,HMM
pro22_ade_p4,0.7818181818181819,0.6,0,0,HMM
pro22_ade_p4,0.7804878048780488,0.7,0,0,HMM
pro22_ade_p4,0.75,0.8,0,0,HMM
pro22_ade_p4,0.8571428571428571,0.9,0,0,HMM
pro23_acf_p4,0.5959595959595959,0.1,0,0,HMM
pro23_acf_p4,0.6363636363636364,0.2,0,0,HMM
pro23_acf_p4,0.6623376623376623,0.3,0,0,HMM
pro23_acf_p4,0.7121212121212122,0.4,0,0,HMM
pro23_acf_p4,0.7454545454545455,0.5,0,0,HMM
pro23_acf_p4,0.7045454545454546,0.6,0,0,HMM
pro23_acf_p4,0.7575757575757576,0.7,0,0,HMM
pro23_acf_p4,0.8636363636363636,0.8,0,0,HMM
pro23_acf_p4,0.9090909090909091,0.9,0,0,HMM
pro24_adf_p4,0.5252525252525253,0.1,0,0,HMM
pro24_adf_p4,0.4772727272727273,0.2,0,0,HMM
