Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task,participant_id,user,threshold,ncp-1
Bayesian,stu23_bdf_p4,0.05,0.0,0.0,,0.5732394366197184,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.1,0.0,0.0,,0.5688888888888888,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.2,0.0,0.0,,0.5549999999999999,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.3,0.0,0.0,,0.6057142857142856,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.4,0.0,0.0,,0.6088888888888888,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.5,0.0,0.0,,0.6853333333333333,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.6,0.0,0.0,,0.6699999999999999,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.7,0.0,0.0,,0.6177777777777778,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.8,0.0,0.0,,0.6,0,0.0,,Openended,p4,,,,
Bayesian,stu23_bdf_p4,0.9,0.0,0.0,,0.6266666666666667,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.05,0.0,0.0,,0.5236842105263159,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.1,0.0,0.0,,0.5027777777777778,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.2,0.0,0.0,,0.5010416666666666,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.3,0.0,0.0,,0.5142857142857143,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.4,0.0,0.0,,0.5458333333333333,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.5,0.0,0.0,,0.5833333333333334,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.6,0.0,0.0,,0.5854166666666667,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.7,0.0,0.0,,0.5222222222222223,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.8,0.0,0.0,,0.4875,0,0.0,,Openended,p4,,,,
Bayesian,stu27_bdf_p4,0.9,0.0,0.0,,0.6416666666666667,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.05,0.0,0.0,,0.5746606334841629,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.1,0.0,0.0,,0.6095693779904306,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.2,0.0,0.0,,0.621505376344086,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.3,0.0,0.0,,0.5730061349693252,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.4,0.0,0.0,,0.5685714285714285,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.5,0.0,0.0,,0.5672413793103448,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.6,0.0,0.0,,0.5978494623655913,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.7,0.0,0.0,,0.5885714285714285,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.8,0.0,0.0,,0.574468085106383,0,0.0,,Openended,p4,,,,
Bayesian,stu28_bde_p4,0.9,0.0,0.0,,0.675,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.05,0.0,0.0,,0.6744444444444444,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.1,0.0,0.0,,0.6697947214076246,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.2,0.0,0.0,,0.6561056105610562,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.3,0.0,0.0,,0.6807547169811321,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.4,0.0,0.0,,0.7022026431718061,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.5,0.0,0.0,,0.6486772486772486,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.6,0.0,0.0,,0.6092105263157895,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.7,0.0,0.0,,0.636842105263158,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.8,0.0,0.0,,0.7078947368421054,0,0.0,,Openended,p4,,,,
Bayesian,stu2_bce_p4,0.9,0.0,0.0,,0.5842105263157895,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.05,0.0,0.0,,0.6152173913043478,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.1,0.0,0.0,,0.6252873563218391,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.2,0.0,0.0,,0.6154838709677419,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.3,0.0,0.0,,0.5867647058823529,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.4,0.0,0.0,,0.5844827586206895,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.5,0.0,0.0,,0.5917525773195875,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.6,0.0,0.0,,0.5871794871794872,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.7,0.0,0.0,,0.6206896551724138,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.8,0.0,0.0,,0.6307692307692307,0,0.0,,Openended,p4,,,,
Bayesian,stu32_bce_p4,0.9,0.0,0.0,,0.5399999999999999,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.05,0.0,0.0,,0.5757225433526012,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.1,0.0,0.0,,0.5390243902439025,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.2,0.0,0.0,,0.5561643835616439,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.3,0.0,0.0,,0.5171875,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.4,0.0,0.0,,0.5127272727272728,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.5,0.0,0.0,,0.4813186813186813,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.6,0.0,0.0,,0.4904109589041096,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.7,0.0,0.0,,0.4690909090909091,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.8,0.0,0.0,,0.427027027027027,0,0.0,,Openended,p4,,,,
Bayesian,stu33_bce_p4,0.9,0.0,0.0,,0.5578947368421052,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.05,0.0,0.0,,0.6157894736842106,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.1,0.0,0.0,,0.6166666666666667,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.2,0.0,0.0,,0.615625,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.3,0.0,0.0,,0.65,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.4,0.0,0.0,,0.7208333333333333,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.5,0.0,0.0,,0.735,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.6,0.0,0.0,,0.69375,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.7,0.0,0.0,,0.7833333333333332,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.8,0.0,0.0,,0.8875,0,0.0,,Openended,p4,,,,
Bayesian,stu34_bcf_p4,0.9,0.0,0.0,,0.8,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.05,0.0,0.0,,0.5085106382978724,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.1,0.0,0.0,,0.5325842696629214,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.2,0.0,0.0,,0.4810126582278481,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.3,0.0,0.0,,0.4956521739130435,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.4,0.0,0.0,,0.4915254237288136,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.5,0.0,0.0,,0.563265306122449,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.6,0.0,0.0,,0.5900000000000001,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.7,0.0,0.0,,0.5933333333333333,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.8,0.0,0.0,,0.71,0,0.0,,Openended,p4,,,,
Bayesian,stu35_bde_p4,0.9,0.0,0.0,,0.8,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.05,0.0,0.0,,0.4459770114942529,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.1,0.0,0.0,,0.4414634146341463,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.2,0.0,0.0,,0.4109589041095891,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.3,0.0,0.0,,0.4,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.4,0.0,0.0,,0.3309090909090909,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.5,0.0,0.0,,0.3695652173913043,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.6,0.0,0.0,,0.3621621621621622,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.7,0.0,0.0,,0.2857142857142857,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.8,0.0,0.0,,0.3894736842105263,0,0.0,,Openended,p4,,,,
Bayesian,stu40_bdf_p4,0.9,0.0,0.0,,0.42,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.05,0.0,0.0,,0.4588235294117647,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.1,0.0,0.0,,0.478125,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.2,0.0,0.0,,0.4491228070175439,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.3,0.0,0.0,,0.4519999999999999,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.4,0.0,0.0,,0.4604651162790698,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.5,0.0,0.0,,0.4944444444444444,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.6,0.0,0.0,,0.4137931034482759,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.7,0.0,0.0,,0.4363636363636363,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.8,0.0,0.0,,0.4266666666666666,0,0.0,,Openended,p4,,,,
Bayesian,stu5_bcf_p4,0.9,0.0,0.0,,0.675,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.05,0.0,0.0,,0.6666666666666666,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.1,0.0,0.0,,0.6926829268292684,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.2,0.0,0.0,,0.7123287671232876,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.3,0.0,0.0,,0.665625,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.4,0.0,0.0,,0.6909090909090909,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.5,0.0,0.0,,0.726086956521739,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.6,0.0,0.0,,0.7351351351351353,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.7,0.0,0.0,,0.7357142857142858,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.8,0.0,0.0,,0.6105263157894736,0,0.0,,Openended,p4,,,,
Bayesian,stu8_bce_p4,0.9,0.0,0.0,,0.7,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.05,0.0,0.0,,0.7333333333333334,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.1,0.0,0.0,,0.7419847328244275,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.2,0.0,0.0,,0.753448275862069,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.3,0.0,0.0,,0.7431372549019608,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.4,0.0,0.0,,0.7816091954022989,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.5,0.0,0.0,,0.8547945205479452,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.6,0.0,0.0,,0.8448275862068966,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.7,0.0,0.0,,0.8363636363636363,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.8,0.0,0.0,,0.8758620689655171,0,0.0,,Openended,p4,,,,
Bayesian,stu9_bcf_p4,0.9,0.0,0.0,,0.8800000000000001,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.05,0.0,0.0,,0.3863636363636363,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.1,0.0,0.0,,0.3798076923076923,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.2,0.0,0.0,,0.3891891891891892,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.3,0.0,0.0,,0.2037037037037037,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.4,0.0,0.0,,0.381294964028777,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.5,0.0,0.0,,0.3879310344827586,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.6,0.0,0.0,,0.3655913978494624,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.7,0.0,0.0,,0.3428571428571428,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.8,0.0,0.0,,0.3191489361702128,0,0.0,,Openended,p4,,,,
Greedy,pro10_bdf_p4,0.9,0.0,0.0,,0.2916666666666667,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.05,0.0,0.0,,0.558282208588957,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.1,0.0,0.0,,0.551948051948052,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.2,0.0,0.0,,0.5182481751824818,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.3,0.0,0.0,,0.5166666666666667,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.4,0.0,0.0,,0.4271844660194174,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.5,0.0,0.0,,0.5232558139534884,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.6,0.0,0.0,,0.5217391304347826,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.7,0.0,0.0,,0.5384615384615384,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.8,0.0,0.0,,0.5142857142857142,0,0.0,,Openended,p4,,,,
Greedy,pro11_bcf_p4,0.9,0.0,0.0,,0.5,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.05,0.0,0.0,,0.4662921348314606,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.1,0.0,0.0,,0.5621301775147929,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.2,0.0,0.0,,0.5466666666666666,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.3,0.0,0.0,,0.4351145038167939,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.4,0.0,0.0,,0.3982300884955752,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.5,0.0,0.0,,0.425531914893617,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.6,0.0,0.0,,0.2666666666666666,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.7,0.0,0.0,,0.3333333333333333,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.8,0.0,0.0,,0.3684210526315789,0,0.0,,Openended,p4,,,,
Greedy,pro12_bdf_p4,0.9,0.0,0.0,,0.3157894736842105,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.05,0.0,0.0,,0.3787878787878788,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.1,0.0,0.0,,0.432,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.2,0.0,0.0,,0.4954954954954955,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.3,0.0,0.0,,0.3402061855670103,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.4,0.0,0.0,,0.2650602409638554,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.5,0.0,0.0,,0.391304347826087,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.6,0.0,0.0,,0.3571428571428571,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.7,0.0,0.0,,0.3095238095238095,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.8,0.0,0.0,,0.3928571428571428,0,0.0,,Openended,p4,,,,
Greedy,pro14_bdf_p4,0.9,0.0,0.0,,0.2142857142857142,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.05,0.0,0.0,,0.4117647058823529,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.1,0.0,0.0,,0.3505154639175257,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.2,0.0,0.0,,0.5348837209302325,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.3,0.0,0.0,,0.4266666666666667,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.4,0.0,0.0,,0.4307692307692308,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.5,0.0,0.0,,0.4444444444444444,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.6,0.0,0.0,,0.3023255813953488,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.7,0.0,0.0,,0.3939393939393939,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.8,0.0,0.0,,0.3181818181818182,0,0.0,,Openended,p4,,,,
Greedy,pro16_bce_p4,0.9,0.0,0.0,,0.3636363636363636,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.05,0.0,0.0,,0.3647058823529411,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.1,0.0,0.0,,0.3636363636363636,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.2,0.0,0.0,,0.3906976744186046,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.3,0.0,0.0,,0.3351063829787234,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.4,0.0,0.0,,0.3291925465838509,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.5,0.0,0.0,,0.3582089552238806,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.6,0.0,0.0,,0.2685185185185185,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.7,0.0,0.0,,0.2839506172839506,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.8,0.0,0.0,,0.2962962962962963,0,0.0,,Openended,p4,,,,
Greedy,pro19_bcf_p4,0.9,0.0,0.0,,0.3333333333333333,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.05,0.0,0.0,,0.5268817204301075,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.1,0.0,0.0,,0.3522727272727273,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.2,0.0,0.0,,0.3333333333333333,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.3,0.0,0.0,,0.4411764705882353,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.4,0.0,0.0,,0.3898305084745763,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.5,0.0,0.0,,0.7142857142857143,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.6,0.0,0.0,,0.6666666666666666,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.7,0.0,0.0,,0.6666666666666666,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.8,0.0,0.0,,0.5,0,0.0,,Openended,p4,,,,
Greedy,pro1_bcf_p4,0.9,0.0,0.0,,0.3,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.05,0.0,0.0,,0.3935483870967742,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.1,0.0,0.0,,0.4897959183673469,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.2,0.0,0.0,,0.4885496183206106,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.3,0.0,0.0,,0.4782608695652174,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.4,0.0,0.0,,0.3877551020408163,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.5,0.0,0.0,,0.3780487804878049,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.6,0.0,0.0,,0.6212121212121212,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.7,0.0,0.0,,0.5714285714285714,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.8,0.0,0.0,,0.5454545454545454,0,0.0,,Openended,p4,,,,
Greedy,pro26_bde_p4,0.9,0.0,0.0,,0.0588235294117647,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.05,0.0,0.0,,0.3076923076923077,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.1,0.0,0.0,,0.3423423423423423,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.2,0.0,0.0,,0.4444444444444444,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.3,0.0,0.0,,0.3793103448275862,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.4,0.0,0.0,,0.3648648648648648,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.5,0.0,0.0,,0.3387096774193548,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.6,0.0,0.0,,0.32,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.7,0.0,0.0,,0.1891891891891892,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.8,0.0,0.0,,0.28,0,0.0,,Openended,p4,,,,
Greedy,pro27_bcf_p4,0.9,0.0,0.0,,0.1538461538461538,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.05,0.0,0.0,,0.5181818181818182,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.1,0.0,0.0,,0.4326923076923077,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.2,0.0,0.0,,0.5243243243243243,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.3,0.0,0.0,,0.4629629629629629,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.4,0.0,0.0,,0.6258992805755396,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.5,0.0,0.0,,0.5517241379310345,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.6,0.0,0.0,,0.5053763440860215,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.7,0.0,0.0,,0.4714285714285714,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.8,0.0,0.0,,0.1914893617021276,0,0.0,,Openended,p4,,,,
Greedy,pro28_bce_p4,0.9,0.0,0.0,,0.4166666666666667,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.05,0.0,0.0,,0.4390243902439024,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.1,0.0,0.0,,0.422680412371134,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.2,0.0,0.0,,0.4767441860465116,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.3,0.0,0.0,,0.4569536423841059,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.4,0.0,0.0,,0.3720930232558139,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.5,0.0,0.0,,0.5462962962962963,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.6,0.0,0.0,,0.3023255813953488,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.7,0.0,0.0,,0.4307692307692308,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.8,0.0,0.0,,0.3720930232558139,0,0.0,,Openended,p4,,,,
Greedy,pro2_bce_p4,0.9,0.0,0.0,,0.4545454545454545,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.05,0.0,0.0,,0.4285714285714285,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.1,0.0,0.0,,0.4122448979591837,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.2,0.0,0.0,,0.4220183486238532,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.3,0.0,0.0,,0.4712041884816754,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.4,0.0,0.0,,0.5182926829268293,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.5,0.0,0.0,,0.3676470588235294,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.6,0.0,0.0,,0.4220183486238532,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.7,0.0,0.0,,0.4268292682926829,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.8,0.0,0.0,,0.4181818181818181,0,0.0,,Openended,p4,,,,
Greedy,pro30_bde_p4,0.9,0.0,0.0,,0.4642857142857143,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.05,0.0,0.0,,0.3474025974025974,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.1,0.0,0.0,,0.3321917808219178,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.2,0.0,0.0,,0.35,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.3,0.0,0.0,,0.3656387665198238,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.4,0.0,0.0,,0.4102564102564102,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.5,0.0,0.0,,0.419753086419753,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.6,0.0,0.0,,0.3692307692307692,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.7,0.0,0.0,,0.4489795918367347,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.8,0.0,0.0,,0.2923076923076923,0,0.0,,Openended,p4,,,,
Greedy,pro32_bdf_p4,0.9,0.0,0.0,,0.3636363636363636,0,0.0,,Openended,p4,,,,
