User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro10_bdf_p4,0.4326923076923077,0.1,0,0,HMM
pro10_bdf_p4,0.43243243243243246,0.2,0,0,HMM
pro10_bdf_p4,0.3950617283950617,0.3,0,0,HMM
pro10_bdf_p4,0.37410071942446044,0.4,0,0,HMM
pro10_bdf_p4,0.3448275862068966,0.5,0,0,HMM
pro10_bdf_p4,0.24731182795698925,0.6,0,0,HMM
pro10_bdf_p4,0.2,0.7,0,0,HMM
pro10_bdf_p4,0.14893617021276595,0.8,0,0,HMM
pro10_bdf_p4,0.2916666666666667,0.9,0,0,HMM
pro11_bcf_p4,0.34415584415584416,0.1,0,0,HMM
pro11_bcf_p4,0.35766423357664234,0.2,0,0,HMM
pro11_bcf_p4,0.39166666666666666,0.3,0,0,HMM
pro11_bcf_p4,0.4174757281553398,0.4,0,0,HMM
pro11_bcf_p4,0.37209302325581395,0.5,0,0,HMM
pro11_bcf_p4,0.34782608695652173,0.6,0,0,HMM
pro11_bcf_p4,0.38461538461538464,0.7,0,0,HMM
pro11_bcf_p4,0.4,0.8,0,0,HMM
pro11_bcf_p4,0.2777777777777778,0.9,0,0,HMM
pro12_bdf_p4,0.650887573964497,0.1,0,0,HMM
pro12_bdf_p4,0.64,0.2,0,0,HMM
pro12_bdf_p4,0.6030534351145038,0.3,0,0,HMM
pro12_bdf_p4,0.5575221238938053,0.4,0,0,HMM
pro12_bdf_p4,0.48936170212765956,0.5,0,0,HMM
pro12_bdf_p4,0.4533333333333333,0.6,0,0,HMM
pro12_bdf_p4,0.3508771929824561,0.7,0,0,HMM
pro12_bdf_p4,0.39473684210526316,0.8,0,0,HMM
pro12_bdf_p4,0.3684210526315789,0.9,0,0,HMM
pro14_bdf_p4,0.408,0.1,0,0,HMM
pro14_bdf_p4,0.35135135135135137,0.2,0,0,HMM
pro14_bdf_p4,0.29896907216494845,0.3,0,0,HMM
pro14_bdf_p4,0.27710843373493976,0.4,0,0,HMM
pro14_bdf_p4,0.2898550724637681,0.5,0,0,HMM
pro14_bdf_p4,0.32142857142857145,0.6,0,0,HMM
pro14_bdf_p4,0.30952380952380953,0.7,0,0,HMM
pro14_bdf_p4,0.35714285714285715,0.8,0,0,HMM
pro14_bdf_p4,0.35714285714285715,0.9,0,0,HMM
pro16_bce_p4,0.32989690721649484,0.1,0,0,HMM
pro16_bce_p4,0.36046511627906974,0.2,0,0,HMM
pro16_bce_p4,0.37333333333333335,0.3,0,0,HMM
pro16_bce_p4,0.35384615384615387,0.4,0,0,HMM
pro16_bce_p4,0.42592592592592593,0.5,0,0,HMM
pro16_bce_p4,0.4186046511627907,0.6,0,0,HMM
pro16_bce_p4,0.3939393939393939,0.7,0,0,HMM
pro16_bce_p4,0.36363636363636365,0.8,0,0,HMM
pro16_bce_p4,0.45454545454545453,0.9,0,0,HMM
pro19_bcf_p4,0.45041322314049587,0.1,0,0,HMM
pro19_bcf_p4,0.4511627906976744,0.2,0,0,HMM
pro19_bcf_p4,0.39893617021276595,0.3,0,0,HMM
pro19_bcf_p4,0.37888198757763975,0.4,0,0,HMM
pro19_bcf_p4,0.3880597014925373,0.5,0,0,HMM
pro19_bcf_p4,0.3425925925925926,0.6,0,0,HMM
pro19_bcf_p4,0.345679012345679,0.7,0,0,HMM
pro19_bcf_p4,0.37037037037037035,0.8,0,0,HMM
pro19_bcf_p4,0.4444444444444444,0.9,0,0,HMM
pro1_bcf_p4,0.6818181818181818,0.1,0,0,HMM
pro1_bcf_p4,0.7051282051282052,0.2,0,0,HMM
pro1_bcf_p4,0.7058823529411765,0.3,0,0,HMM
pro1_bcf_p4,0.7288135593220338,0.4,0,0,HMM
pro1_bcf_p4,0.7755102040816326,0.5,0,0,HMM
pro1_bcf_p4,0.8461538461538461,0.6,0,0,HMM
pro1_bcf_p4,0.8,0.7,0,0,HMM
pro1_bcf_p4,0.7,0.8,0,0,HMM
pro1_bcf_p4,0.6,0.9,0,0,HMM
pro26_bde_p4,0.42857142857142855,0.1,0,0,HMM
pro26_bde_p4,0.4351145038167939,0.2,0,0,HMM
pro26_bde_p4,0.45217391304347826,0.3,0,0,HMM
pro26_bde_p4,0.4387755102040816,0.4,0,0,HMM
pro26_bde_p4,0.45121951219512196,0.5,0,0,HMM
pro26_bde_p4,0.5,0.6,0,0,HMM
pro26_bde_p4,0.46938775510204084,0.7,0,0,HMM
pro26_bde_p4,0.48484848484848486,0.8,0,0,HMM
pro26_bde_p4,0.5882352941176471,0.9,0,0,HMM
pro27_bcf_p4,0.45045045045045046,0.1,0,0,HMM
pro27_bcf_p4,0.41414141414141414,0.2,0,0,HMM
pro27_bcf_p4,0.40229885057471265,0.3,0,0,HMM
pro27_bcf_p4,0.35135135135135137,0.4,0,0,HMM
pro27_bcf_p4,0.3225806451612903,0.5,0,0,HMM
pro27_bcf_p4,0.32,0.6,0,0,HMM
pro27_bcf_p4,0.2702702702702703,0.7,0,0,HMM
pro27_bcf_p4,0.28,0.8,0,0,HMM
pro27_bcf_p4,0.38461538461538464,0.9,0,0,HMM
pro28_bce_p4,0.1778846153846154,0.1,0,0,HMM
pro28_bce_p4,0.1945945945945946,0.2,0,0,HMM
pro28_bce_p4,0.19135802469135801,0.3,0,0,HMM
pro28_bce_p4,0.19424460431654678,0.4,0,0,HMM
pro28_bce_p4,0.20689655172413793,0.5,0,0,HMM
pro28_bce_p4,0.22580645161290322,0.6,0,0,HMM
pro28_bce_p4,0.24285714285714285,0.7,0,0,HMM
pro28_bce_p4,0.2978723404255319,0.8,0,0,HMM
pro28_bce_p4,0.4166666666666667,0.9,0,0,HMM
pro2_bce_p4,0.5670103092783505,0.1,0,0,HMM
pro2_bce_p4,0.5988372093023255,0.2,0,0,HMM
pro2_bce_p4,0.609271523178808,0.3,0,0,HMM
pro2_bce_p4,0.6124031007751938,0.4,0,0,HMM
