User,Accuracy,Threshold
stu7_ade_p4_logs.csv,0.5333333333333333,0.1
stu7_ade_p4_logs.csv,0.5083333333333333,0.2
stu7_ade_p4_logs.csv,0.5238095238095238,0.3
stu7_ade_p4_logs.csv,0.5,0.4
stu7_ade_p4_logs.csv,0.49333333333333335,0.5
stu7_ade_p4_logs.csv,0.5333333333333333,0.6
stu7_ade_p4_logs.csv,0.5555555555555556,0.7
stu7_ade_p4_logs.csv,0.6333333333333333,0.8
stu7_ade_p4_logs.csv,0.4666666666666667,0.9
pro5_adf_p4_logs.csv,0.7102803738317757,0.1
pro5_adf_p4_logs.csv,0.6842105263157895,0.2
pro5_adf_p4_logs.csv,0.6867469879518072,0.3
pro5_adf_p4_logs.csv,0.6338028169014085,0.4
pro5_adf_p4_logs.csv,0.6101694915254238,0.5
pro5_adf_p4_logs.csv,0.6041666666666666,0.6
pro5_adf_p4_logs.csv,0.5555555555555556,0.7
pro5_adf_p4_logs.csv,0.5833333333333334,0.8
pro5_adf_p4_logs.csv,0.5,0.9
stu30_adf_p4_logs.csv,0.6724137931034483,0.1
stu30_adf_p4_logs.csv,0.6903225806451613,0.2
stu30_adf_p4_logs.csv,0.6911764705882353,0.3
stu30_adf_p4_logs.csv,0.7068965517241379,0.4
stu30_adf_p4_logs.csv,0.7010309278350515,0.5
stu30_adf_p4_logs.csv,0.6794871794871795,0.6
stu30_adf_p4_logs.csv,0.6724137931034483,0.7
stu30_adf_p4_logs.csv,0.6410256410256411,0.8
stu30_adf_p4_logs.csv,0.55,0.9
stu38_acf_p4_logs.csv,0.5280898876404494,0.1
stu38_acf_p4_logs.csv,0.5063291139240507,0.2
stu38_acf_p4_logs.csv,0.4782608695652174,0.3
stu38_acf_p4_logs.csv,0.4406779661016949,0.4
stu38_acf_p4_logs.csv,0.5102040816326531,0.5
stu38_acf_p4_logs.csv,0.375,0.6
stu38_acf_p4_logs.csv,0.36666666666666664,0.7
stu38_acf_p4_logs.csv,0.4,0.8
stu38_acf_p4_logs.csv,0.3,0.9
stu10_acf_p4_logs.csv,0.8188976377952756,0.1
stu10_acf_p4_logs.csv,0.8407079646017699,0.2
stu10_acf_p4_logs.csv,0.8484848484848485,0.3
stu10_acf_p4_logs.csv,0.8352941176470589,0.4
stu10_acf_p4_logs.csv,0.8873239436619719,0.5
stu10_acf_p4_logs.csv,0.8245614035087719,0.6
stu10_acf_p4_logs.csv,0.8372093023255814,0.7
stu10_acf_p4_logs.csv,0.896551724137931,0.8
stu10_acf_p4_logs.csv,0.8666666666666667,0.9
stu39_adf_p4_logs.csv,0.6373056994818653,0.1
stu39_adf_p4_logs.csv,0.6802325581395349,0.2
stu39_adf_p4_logs.csv,0.68,0.3
stu39_adf_p4_logs.csv,0.6589147286821705,0.4
stu39_adf_p4_logs.csv,0.6915887850467289,0.5
stu39_adf_p4_logs.csv,0.6976744186046512,0.6
stu39_adf_p4_logs.csv,0.676923076923077,0.7
stu39_adf_p4_logs.csv,0.6046511627906976,0.8
stu39_adf_p4_logs.csv,0.45454545454545453,0.9
stu21_ace_p4_logs.csv,0.59375,0.1
stu21_ace_p4_logs.csv,0.5882352941176471,0.2
stu21_ace_p4_logs.csv,0.5733333333333334,0.3
stu21_ace_p4_logs.csv,0.578125,0.4
stu21_ace_p4_logs.csv,0.5283018867924528,0.5
stu21_ace_p4_logs.csv,0.5581395348837209,0.6
