Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-08 18:54:53.389,0.4,0.0,0,1,1,0,0.676744,1,0.0
pan,Foraging,2016-06-08 18:55:28.639,0.3333333333333333,35.25,0,1,1,0,0.676744,1,355.91138972520116
zoom,Navigation,2016-06-08 18:55:29.228,0.4,0.589,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-08 18:55:29.737,0.5,0.509,0,1,1,2,0.651013625,1,0.0
zoom,Navigation,2016-06-08 18:55:30.225,0.5714285714285714,0.488,0,1,1,3,0.47692612500000003,1,0.0
zoom,Navigation,2016-06-08 18:55:30.857,0.625,0.632,0,1,1,4,0.6228665,1,0.0
zoom,Navigation,2016-06-08 18:55:31.362,0.6666666666666666,0.505,0,1,1,5,0.473237375,2,0.0
pan,Sensemaking,2016-06-08 18:55:33.460,0.4,2.098,0,1,1,5,0.5307459999999999,2,318.3566286072212
pan,Sensemaking,2016-06-08 18:55:36.188,0.5,2.728,0,1,1,5,0.6218565,2,326.63812074514505
pan,Sensemaking,2016-06-08 18:55:48.805,0.5714285714285714,12.617,0,1,1,5,0.608837375,2,342.49768009675995
zoom,Navigation,2016-06-08 18:55:49.873,0.7,1.068,0,1,1,4,0.632255625,2,0.0
zoom,Navigation,2016-06-08 18:55:50.393,0.7272727272727273,0.52,0,1,1,3,0.650957125,2,0.0
zoom,Navigation,2016-06-08 18:55:51.226,0.75,0.833,0,1,1,2,0.651013625,2,0.0
zoom,Navigation,2016-06-08 18:55:51.377,0.7692307692307693,0.151,0,1,1,1,0.626178375,2,0.0
zoom,Navigation,2016-06-08 18:55:51.817,0.7857142857142857,0.44,0,1,1,0,0.676744,2,0.0
pan,Foraging,2016-06-08 18:55:54.740,0.42857142857142855,2.923,0,1,1,0,0.676744,2,358.39778918816523
pan,Foraging,2016-06-08 18:55:55.820,0.5,1.08,0,1,1,0,0.676744,2,1.4257026329491687
zoom,Navigation,2016-06-08 18:55:56.881,0.8,1.061,0,1,1,1,0.626178375,2,0.0
zoom,Navigation,2016-06-08 18:55:57.697,0.8125,0.816,0,1,1,2,0.618309125,2,0.0
pan,Foraging,2016-06-08 18:55:59.535,0.5555555555555556,1.838,0,1,1,2,0.66188225,2,344.01857923646986
pan,Foraging,2016-06-08 18:56:01.372,0.6,1.837,0,1,1,2,0.6766825,2,344.1245527041941
pan,Foraging,2016-06-08 18:56:02.820,0.6363636363636364,1.448,0,1,1,2,0.6766825,2,4.773529716348252
zoom,Navigation,2016-06-08 18:56:03.497,0.8235294117647058,0.677,0,1,1,3,0.6572629999999999,2,0.0
zoom,Navigation,2016-06-08 18:56:04.106,0.8333333333333334,0.609,0,1,1,4,0.62642325,2,0.0
zoom,Navigation,2016-06-08 18:56:05.017,0.8421052631578947,0.911,0,1,1,3,0.6572629999999999,2,0.0
zoom,Navigation,2016-06-08 18:56:05.224,0.85,0.207,0,1,1,2,0.66253525,2,0.0
zoom,Navigation,2016-06-08 18:56:05.650,0.8571428571428571,0.426,0,1,1,1,0.651583625,2,0.0
