UserIndex,Action,State,TimeStamp,HighLevelAction,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
53,pan,Sensemaking,2016-06-06 20:18:57.509,change,1.0,0.625,6.645,0,3,2,5,0.0,3,4,49.3622,-100.0841,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942]]",North Dakota,NorthernRockiesPlains,342.61058849715334,change
54,pan,Sensemaking,2016-06-06 20:19:02.234,same,0.2,0.6666666666666666,4.725,0,3,2,5,0.141560625,4,4,37.0956,-72.5808,"['None', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[49.05, -98.3871], [49.8716, -95.1617], [49.05, -98.3871], [49.8716, -95.1617], [49.05, -98.3871], [49.8716, -95.1617]]",Manitoba,NorthernRockiesPlains,2.2175804319907613,same
55,pan,Sensemaking,2016-06-06 20:19:03.104,same,0.3333333333333333,0.7,0.87,0,3,2,5,0.436332625,5,4,47.0133125,-102.79566249999999,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.2275, -105.159], [46.8152, -104.043], [45.9054, -100.353], [46.9152, -98.9483], [47.018, -105.154], [48.6036, -101.777], [47.018, -105.154], [48.6036, -101.777]]",North Dakota,NorthernRockiesPlains,40.96146302251619,same
56,pan,Sensemaking,2016-06-06 20:19:04.163,same,0.42857142857142855,0.7272727272727273,1.059,0,3,2,5,0.2903015,6,4,44.384575,-101.0840375,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[43.6998, -105.152], [45.2228, -103.442], [43.5325, -101.632], [45.1855, -98.3941], [43.5325, -101.632], [45.1855, -98.3941], [43.5325, -101.632], [45.1855, -98.3941]]",South Dakota,NorthernRockiesPlains,35.924713605567206,same
57,pan,Sensemaking,2016-06-06 20:19:05.182,same,0.5,0.75,1.019,0,3,2,5,0.3166295,7,4,42.6778125,-100.8886125,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.841, -104.835], [43.4649, -101.781], [41.8411, -101.771], [43.5311, -98.3933], [41.8411, -101.771], [43.5311, -98.3933], [41.8411, -101.771], [43.5311, -98.3933]]",South Dakota,NorthernRockiesPlains,31.730500700072398,same
58,pan,Sensemaking,2016-06-06 20:19:06.132,same,0.5555555555555556,0.7692307692307693,0.95,0,3,2,5,0.32069925,8,4,43.9537125,-96.7028,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[41.8401, -98.3884], [43.5312, -95.0199], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",Minnesota,NorthernRockiesPlains,18.29405145063533,same
59,pan,Sensemaking,2016-06-06 20:19:08.180,same,0.6,0.7857142857142857,2.048,0,3,2,5,0.0,9,4,44.376400000000004,-96.70235,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,6.61733719201249,same
60,pan,Sensemaking,2016-06-06 20:19:09.603,same,0.6363636363636364,0.8,1.423,0,3,2,5,0.31046125,10,4,41.0134625,-97.4633125,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[40.2717, -100.81], [41.8387, -98.3941], [40.1595, -98.3847], [41.8396, -95.1161], [40.1595, -98.3847], [41.8396, -95.1161], [40.1595, -98.3847], [41.8396, -95.1161]]",Nebraska,NorthernRockiesPlains,18.881390865706226,same
61,pan,Sensemaking,2016-06-06 20:19:12.883,same,0.6666666666666666,0.8125,3.28,0,3,2,5,0.0,11,4,40.99955,-96.7504,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[40.1595, -98.3847], [41.8396, -95.1161], [40.1595, -98.3847], [41.8396, -95.1161], [40.1595, -98.3847], [41.8396, -95.1161], [40.1595, -98.3847], [41.8396, -95.1161]]",Nebraska,NorthernRockiesPlains,350.2291802122027,same
62,pan,Sensemaking,2016-06-06 20:19:14.391,same,0.6923076923076923,0.8235294117647058,1.508,0,3,2,5,0.319222625,12,4,44.37205,-97.530025,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[43.5325, -101.632], [45.1855, -98.3941], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,338.2762829506449,same
63,pan,Sensemaking,2016-06-06 20:19:20.411,same,0.7142857142857143,0.8333333333333334,6.02,10,3,2,5,0.0,12,4,44.376400000000004,-96.70235,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,1.609632617796059,same
64,pan,Sensemaking,2016-06-06 20:19:23.867,same,0.7333333333333333,0.8421052631578947,3.456,10,3,2,5,0.0,12,4,44.376400000000004,-96.70235,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,32.10759962994957,same
65,pan,Sensemaking,2016-06-06 20:19:27.803,same,0.75,0.85,3.936,10,3,2,5,0.0,12,4,44.376400000000004,-96.70235,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,46.27409131427626,same
