UserIndex,Action,State,TimeStamp,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-10 18:56:02.882,0.6666666666666666,0.4,0.0,0,1,1,0,0.169186,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,change
1,pan,Foraging,2016-06-10 18:56:39.480,0.5,0.3333333333333333,36.598,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,353.5603278422284,same
2,pan,Foraging,2016-06-10 18:56:51.611,0.6,0.42857142857142855,12.131,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,346.9383524049271,same
3,pan,Foraging,2016-06-10 18:56:52.854,0.6666666666666666,0.5,1.243,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,9.47255818386233,same
4,pan,Foraging,2016-06-10 18:56:53.531,0.7142857142857143,0.5555555555555556,0.677,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,4.65126206118898,same
5,zoom,Navigation,2016-06-10 18:56:57.255,0.6666666666666666,0.4,3.724,0,1,1,1,0.32996662499999996,1,1,41.767250000000004,-87.9112125,"['None', 'NorthernRockiesPlains', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,0.0,change
6,zoom,Navigation,2016-06-10 18:56:57.504,0.5,0.5,0.249,0,1,1,2,0.3336255,1,1,47.379675000000006,-110.0281375,"['None', 'Other', 'West', 'NorthernRockiesPlains', 'West', 'NorthernRockiesPlains', 'West', 'NorthernRockiesPlains']","[[41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237]]",Nevada,West,0.0,same
7,pan,Navigation,2016-06-10 18:56:58.882,0.6,0.2857142857142857,1.378,10,1,1,2,0.317388125,1,1,36.750325000000004,-109.471225,"['None', 'West', 'None', 'UpperMidwest', 'None', 'UpperMidwest', 'None', 'UpperMidwest']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [30.5427, -116.467], [41.7484, -95.2126], [30.5427, -116.467], [41.7484, -95.2126]]",None,None,2.8423028436862445,same
8,zoom,Navigation,2016-06-10 18:56:59.767,0.6666666666666666,0.5,0.885,10,1,1,3,0.657263,1,1,47.9384,-111.895675,"['None', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'None', 'Other', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.7759, -124.65], [48.4972, -112.005], [41.7504, -111.985], [48.49, -98.502], [48.5013, -125.495], [52.9961, -112.008], [48.5, -111.989], [52.9963, -98.5314]]",None,NorthernRockiesPlains,0.0,same
9,zoom,Navigation,2016-06-10 18:57:00.631,0.7142857142857143,0.5555555555555556,0.864,10,1,1,4,0.645461125,1,1,48.5021875,-118.64875,"['None', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'None', 'NorthWest', 'NorthWest', 'Other']","[[45.1393, -124.664], [48.4949, -118.763], [45.1357, -118.749], [48.4972, -112.017], [48.5002, -125.495], [51.8744, -118.758], [48.505, -118.734], [51.8708, -112.01]]",None,NorthWest,0.0,same
