Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-06 20:15:20.454,0.4,0.0,0,1,1,0,0.676744,1,0.0
zoom,Navigation,2016-06-06 20:15:50.783,0.4,30.329,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-06 20:15:51.539,0.5,0.756,0,1,1,2,0.5911005,1,0.0
pan,Foraging,2016-06-06 20:15:55.149,0.3333333333333333,3.61,0,1,1,2,0.5292859999999999,1,350.7605386109929
zoom,Foraging,2016-06-06 20:15:56.129,0.2857142857142857,0.98,0,1,1,1,0.626178375,1,0.0
pan,Foraging,2016-06-06 20:16:10.907,0.375,14.778,0,1,1,1,0.643234,1,357.2411656510928
pan,Foraging,2016-06-06 20:16:17.299,0.4444444444444444,6.392,0,1,1,1,0.643234,1,359.65651662653244
zoom,Foraging,2016-06-06 20:16:18.112,0.3,0.813,0,1,1,2,0.651013625,1,0.0
pan,Foraging,2016-06-06 20:16:30.132,0.45454545454545453,12.02,0,1,1,2,0.6578195,1,359.02025229114173
zoom,Foraging,2016-06-06 20:16:40.849,0.3333333333333333,10.717,0,1,1,1,0.626178375,1,0.0
pan,Foraging,2016-06-06 20:16:47.235,0.46153846153846156,6.386,0,1,1,1,0.643234,1,358.4941076206174
zoom,Foraging,2016-06-06 20:16:48.232,0.35714285714285715,0.997,0,1,1,2,0.651013625,1,0.0
pan,Foraging,2016-06-06 20:16:52.595,0.4666666666666667,4.363,0,1,1,2,0.6578195,1,356.6720877358983
pan,Foraging,2016-06-06 20:16:55.534,0.5,2.939,0,1,1,2,0.6078665,1,7.398642574950759
zoom,Navigation,2016-06-06 20:16:56.392,0.5714285714285714,0.858,0,1,1,3,0.5782797500000001,1,0.0
pan,Sensemaking,2016-06-06 20:17:03.988,0.4,7.596,0,1,1,3,0.6492445,1,349.9648742933828
zoom,Navigation,2016-06-06 20:17:05.928,0.625,1.94,0,1,1,2,0.618309125,1,0.0
zoom,Navigation,2016-06-06 20:17:06.352,0.6666666666666666,0.424,0,1,1,1,0.626178375,1,0.0
pan,Foraging,2016-06-06 20:17:10.996,0.5294117647058824,4.644,0,1,1,1,0.643234,1,0.13750250779679082
pan,Foraging,2016-06-06 20:17:13.132,0.5555555555555556,2.136,0,1,1,1,0.643234,1,3.0953322203549134
zoom,Navigation,2016-06-06 20:17:13.720,0.7,0.588,0,1,1,2,0.651013625,1,0.0
pan,Navigation,2016-06-06 20:17:15.099,0.18181818181818182,1.379,0,1,1,2,0.6578195,1,340.98899686500226
