UserIndex,Action,State,TimeStamp,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-07 18:01:49.968,0.6666666666666666,0.4,0.0,0,1,1,0,2.706976,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,change
1,zoom,Foraging,2016-06-07 18:02:12.584,0.5,0.3333333333333333,22.616,0,1,1,1,2.5047135,1,1,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'Other', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,same
2,pan,Foraging,2016-06-07 18:02:14.759,0.6,0.2857142857142857,2.175,0,1,1,1,2.572936,1,1,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,335.858576693525,same
3,pan,Foraging,2016-06-07 18:02:16.093,0.6666666666666666,0.375,1.334,0,1,1,1,2.572936,1,1,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,10.342191095475295,same
4,pan,Foraging,2016-06-07 18:02:18.751,0.7142857142857143,0.4444444444444444,2.658,0,1,1,1,2.572936,1,1,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,4.7202549406428815,same
5,pan,Foraging,2016-06-07 18:02:19.874,0.75,0.5,1.123,10,1,1,1,2.572936,1,1,41.7668,-79.5355,"['South', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,5.341611058538692,same
6,zoom,Navigation,2016-06-07 18:02:20.442,0.6666666666666666,0.4,0.568,10,1,1,2,2.6040545,1,1,42.36835000000001,-113.94953749999999,"['None', 'West', 'None', 'UpperMidwest', 'None', 'Other', 'West', 'Other']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237]]",None,None,0.0,change
7,pan,Navigation,2016-06-07 18:02:21.732,0.5,0.3333333333333333,1.29,10,1,1,2,2.631278,1,1,47.377750000000006,-105.25985,"['West', 'Other', 'West', 'Other', 'West', 'Other', 'West', 'Other']","[[41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237]]",Nevada,West,342.2508393121089,same
8,zoom,Navigation,2016-06-07 18:02:22.473,0.6,0.42857142857142855,0.741,10,1,1,3,2.629052,1,1,47.9384,-111.895675,"['None', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'None', 'Other', 'NorthernRockiesPlains', 'Other']","[[41.7759, -124.65], [48.4972, -112.005], [41.7504, -111.985], [48.49, -98.502], [48.5013, -125.495], [52.9961, -112.008], [48.5, -111.989], [52.9963, -98.5314]]",None,NorthernRockiesPlains,0.0,same
9,pan,Navigation,2016-06-07 18:02:23.453,0.6666666666666666,0.375,0.98,10,1,1,3,1.716327,1,1,38.3121375,-96.623625,"['None', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[49.1719, -132.156], [52.9938, -125.507], [49.1719, -132.156], [52.9938, -125.507], [49.1719, -132.156], [52.9938, -125.507]]",None,None,353.93399430250025,same
10,zoom,Navigation,2016-06-07 18:02:24.169,0.7142857142857143,0.4444444444444444,0.716,10,1,1,4,2.5818445,1,1,48.5021875,-118.64875,"['None', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'None', 'Other', 'NorthWest', 'Other']","[[45.1393, -124.664], [48.4949, -118.763], [45.1357, -118.749], [48.4972, -112.017], [48.5002, -125.495], [51.8744, -118.758], [48.505, -118.734], [51.8708, -112.01]]",None,NorthWest,0.0,same
11,zoom,Navigation,2016-06-07 18:02:25.473,0.75,0.5,1.304,10,1,1,5,2.5696054999999998,1,1,48.6108125,-118.753,"['NorthWest', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'NorthWest', 'Other', 'NorthWest', 'Other']","[[46.9167, -122.076], [48.6073, -119.325], [46.9166, -118.648], [48.5908, -115.314], [48.6095, -121.938], [50.2982, -118.703], [48.6478, -118.693], [50.2996, -115.327]]",Washington,NorthWest,0.0,same
12,pan,Sensemaking,2016-06-07 18:02:26.916,0.6666666666666666,0.4,1.443,10,1,1,5,2.477398,1,1,49.473699999999994,-117.00999999999999,"['NorthWest', 'Other', 'NorthWest', 'Other', 'NorthWest', 'Other', 'NorthWest', 'Other']","[[48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327], [48.6478, -118.693], [50.2996, -115.327]]",Washington,NorthWest,1.6921853583433295,change
13,pan,Sensemaking,2016-06-07 18:02:46.676,0.5,0.5,19.76,10,2,1,5,2.2205625,1,1,46.9108,-122.556,"['NorthWest', 'NorthWest', 'NorthWest', 'NorthWest', 'None', 'NorthWest', 'None', 'NorthWest']","[[45.225, -124.028], [46.873, -122.084], [45.2255, -122.077], [46.9143, -118.749], [46.9181, -124.675], [48.6062, -122.08], [46.9181, -124.675], [48.6062, -122.08]]",Washington,NorthWest,9.259371787361406,same
14,zoom,Navigation,2016-06-07 18:02:52.481,0.3333333333333333,0.5454545454545454,5.805,10,3,2,4,2.5818445,1,2,48.5021875,-118.64875,"['None', 'NorthWest', 'NorthWest', 'NorthernRockiesPlains', 'None', 'Other', 'NorthWest', 'Other']","[[45.1393, -124.664], [48.4949, -118.763], [45.1357, -118.749], [48.4972, -112.017], [48.5002, -125.495], [51.8744, -118.758], [48.505, -118.734], [51.8708, -112.01]]",None,NorthWest,0.0,change
15,zoom,Navigation,2016-06-07 18:02:53.185,0.7,0.5833333333333334,0.704,10,3,2,3,1.892573,1,2,36.742025,-91.477625,"['None', 'None', 'NorthernRockiesPlains', 'None', 'Other', 'None', 'Other']","[[41.7759, -124.65], [48.4972, -112.005], [49.1719, -132.156], [52.9938, -125.507], [48.5013, -125.495], [52.9961, -112.008]]",None,None,0.0,same
16,zoom,Navigation,2016-06-07 18:02:54.217,0.7272727272727273,0.6153846153846154,1.032,10,3,2,2,2.650141,1,2,47.379675000000006,-110.0281375,"['None', 'Other', 'West', 'Other', 'West', 'Other', 'West', 'Other']","[[41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237], [41.761, -116.496], [52.9945, -94.0237]]",Nevada,Other,0.0,same
17,pan,Foraging,2016-06-07 18:02:55.351,0.3333333333333333,0.5454545454545454,1.134,10,3,2,2,2.5736945,1,2,36.750325000000004,-109.471225,"['None', 'West', 'None', 'UpperMidwest', 'None', 'UpperMidwest', 'None', 'UpperMidwest']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [30.5427, -116.467], [41.7484, -95.2126], [30.5427, -116.467], [41.7484, -95.2126]]",None,None,9.417011049300287,change
18,pan,Foraging,2016-06-07 18:02:59.009,0.7,0.5833333333333334,3.658,10,3,2,2,2.4314659999999995,1,2,44.5777875,-82.364875,"['South', 'Northeast', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other']","[[30.5342, -90.8979], [41.7187, -71.5601], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,350.25990637150386,same
19,pan,Foraging,2016-06-07 18:03:02.644,0.7272727272727273,0.6153846153846154,3.635,0,3,2,2,2.53624,1,2,47.3949,-82.7435,"['UpperMidwest', 'Other', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other']","[[41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,338.3458695810843,same
20,pan,Foraging,2016-06-07 18:03:04.317,0.75,0.6428571428571429,1.673,0,3,2,2,2.53624,1,2,47.3949,-82.7435,"['UpperMidwest', 'Other', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other', 'UpperMidwest', 'Other']","[[41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,338.2991658996454,same
21,zoom,Foraging,2016-06-07 18:03:05.201,0.7692307692307693,0.2,0.884,0,3,2,1,2.6063345,1,2,41.767250000000004,-87.9112125,"['None', 'Other', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,Other,0.0,same
22,pan,Foraging,2016-06-07 18:03:06.300,0.7857142857142857,0.625,1.099,0,3,2,1,2.290369,1,2,23.180349999999997,-87.02857499999999,"['None', 'South', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",None,None,14.062393063557481,same
23,pan,Foraging,2016-06-07 18:03:07.788,0.8,0.6470588235294118,1.488,0,3,2,1,2.2110440000000002,1,2,22.82005,-81.94545,"['Other', 'None', 'Other', 'None', 'Other', 'None', 'Other', 'None']","[[15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951], [15.1746, -86.0958], [30.4655, -77.7951]]",Olancho,Other,334.31142015727556,same
