,User,State,Result,Percentage
0,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Foraging,False,0.6190476190476191
1,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Foraging,NED,0.2857142857142857
2,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Foraging,True,0.09523809523809523
3,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Navigation,False,1.0
4,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Sensemaking,False,0.5714285714285714
5,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Sensemaking,NED,0.2857142857142857
6,userid_44968286-f204-4ad6-a9b5-d95b38e97866,Sensemaking,True,0.14285714285714285
7,userid_6d49fab8-273b-4a91-948b-ecd14556b049,Foraging,False,0.9333333333333333
8,userid_6d49fab8-273b-4a91-948b-ecd14556b049,Foraging,NED,0.06666666666666667
9,userid_6d49fab8-273b-4a91-948b-ecd14556b049,Navigation,False,0.7333333333333333
10,userid_6d49fab8-273b-4a91-948b-ecd14556b049,Navigation,True,0.26666666666666666
11,userid_6d49fab8-273b-4a91-948b-ecd14556b049,Sensemaking,NED,1.0
12,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Foraging,False,0.7142857142857143
13,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Foraging,NED,0.14285714285714285
14,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Foraging,True,0.14285714285714285
15,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Navigation,False,1.0
16,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Sensemaking,NED,0.7142857142857143
17,userid_72a8d170-77ae-400e-b2a5-de9e1d33a714,Sensemaking,False,0.2857142857142857
18,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Foraging,False,0.3333333333333333
19,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Foraging,NED,0.3333333333333333
20,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Foraging,True,0.3333333333333333
21,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Navigation,False,0.6666666666666666
22,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Navigation,True,0.3333333333333333
23,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Sensemaking,False,0.6666666666666666
24,userid_733a1ac5-0b01-485e-9b29-ac33932aa240,Sensemaking,NED,0.3333333333333333
25,userid_7d014c75-453b-4188-9e4e-fb086984896a,Foraging,False,0.6363636363636364
26,userid_7d014c75-453b-4188-9e4e-fb086984896a,Foraging,NED,0.18181818181818182
27,userid_7d014c75-453b-4188-9e4e-fb086984896a,Foraging,True,0.18181818181818182
28,userid_7d014c75-453b-4188-9e4e-fb086984896a,Navigation,False,0.9272727272727272
29,userid_7d014c75-453b-4188-9e4e-fb086984896a,Navigation,True,0.07272727272727272
30,userid_7d014c75-453b-4188-9e4e-fb086984896a,Sensemaking,False,0.9818181818181818
31,userid_7d014c75-453b-4188-9e4e-fb086984896a,Sensemaking,NED,0.01818181818181818
32,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Foraging,NED,0.5
33,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Foraging,False,0.3333333333333333
34,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Foraging,True,0.16666666666666666
35,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Navigation,False,0.6666666666666666
36,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Navigation,True,0.3333333333333333
37,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Sensemaking,False,0.8333333333333334
38,userid_82316e37-1117-4663-84b4-ddb6455c83b2,Sensemaking,NED,0.16666666666666666
39,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Foraging,False,0.6
40,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Foraging,NED,0.3
41,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Foraging,True,0.1
42,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Navigation,False,0.5
43,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Navigation,True,0.5
44,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Sensemaking,NED,0.6
45,userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,Sensemaking,False,0.4
46,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Foraging,False,0.7619047619047619
