Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-14 15:36:07.476,0.4,0.0,0,1,1,0,0.676744,1,0.0
zoom,Navigation,2016-06-14 15:36:39.973,0.4,32.497,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-14 15:36:40.438,0.5,0.465,0,1,1,2,0.5911005,1,0.0
pan,Sensemaking,2016-06-14 15:36:41.526,0.4,1.088,0,1,1,2,0.5292859999999999,1,342.46968863717626
pan,Sensemaking,2016-06-14 15:36:43.109,0.5,1.583,0,1,1,2,0.639999875,1,347.0121227612311
zoom,Navigation,2016-06-14 15:36:43.930,0.5714285714285714,0.821,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-14 15:36:44.595,0.625,0.665,0,1,1,0,0.676744,1,0.0
zoom,Navigation,2016-06-14 15:36:57.610,0.6666666666666666,13.015,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-14 15:36:58.141,0.7,0.531,10,1,2,2,0.618309125,1,0.0
zoom,Navigation,2016-06-14 15:36:58.714,0.7272727272727273,0.573,10,1,2,3,0.636739375,1,0.0
zoom,Navigation,2016-06-14 15:36:59.242,0.75,0.528,10,1,2,4,0.630823,1,0.0
zoom,Navigation,2016-06-14 15:37:00.162,0.7692307692307693,0.92,10,1,2,5,0.632855375,2,0.0
pan,Sensemaking,2016-06-14 15:37:02.758,0.5714285714285714,2.596,10,1,2,5,0.646382,3,10.569339220456422
pan,Sensemaking,2016-06-14 15:37:06.926,0.625,4.168,10,1,2,5,0.475608625,4,10.61026478003111
pan,Sensemaking,2016-06-14 15:37:09.116,0.6666666666666666,2.19,20,2,2,5,0.554981375,5,336.8889645006393
pan,Sensemaking,2016-06-14 15:37:11.160,0.7,2.044,20,2,2,5,0.645585125,6,335.8391476490985
pan,Sensemaking,2016-06-14 15:37:11.813,0.7272727272727273,0.653,20,2,2,5,0.646382,7,325.9084557399219
pan,Sensemaking,2016-06-14 15:37:12.484,0.75,0.671,20,2,2,5,0.646382,8,17.713198095999264
pan,Sensemaking,2016-06-14 15:37:15.559,0.7692307692307693,3.075,20,2,2,5,0.6062512499999999,9,1.2626133730574738
pan,Sensemaking,2016-06-14 15:37:17.327,0.7857142857142857,1.768,20,3,2,5,0.63365225,10,334.6296759848067
pan,Sensemaking,2016-06-14 15:37:17.853,0.8,0.526,20,3,2,5,0.646382,11,344.8124872032539
pan,Sensemaking,2016-06-14 15:37:18.330,0.8125,0.477,10,3,2,5,0.35273999999999994,12,340.61525394810093
pan,Sensemaking,2016-06-14 15:37:18.821,0.8235294117647058,0.491,10,3,2,5,0.47031999999999996,13,343.3242637920405
pan,Sensemaking,2016-06-14 15:37:19.375,0.8333333333333334,0.554,10,3,2,5,0.46782450000000003,14,318.7091615364844
pan,Sensemaking,2016-06-14 15:37:19.877,0.8421052631578947,0.502,10,3,2,5,0.485362,15,307.98883005725423
pan,Sensemaking,2016-06-14 15:37:20.437,0.85,0.56,10,3,2,5,0.485362,15,345.2526011034643
pan,Sensemaking,2016-06-14 15:37:20.919,0.8571428571428571,0.482,10,3,2,5,0.492392875,15,339.3784600622428
pan,Sensemaking,2016-06-14 15:37:21.296,0.8636363636363636,0.377,10,3,2,5,0.488286,15,349.2339356580124
zoom,Navigation,2016-06-14 15:37:21.979,0.7857142857142857,0.683,10,3,2,4,0.575762125,15,0.0
zoom,Navigation,2016-06-14 15:37:22.402,0.8,0.423,10,3,2,3,0.5953976249999999,15,0.0
zoom,Navigation,2016-06-14 15:37:22.994,0.8125,0.592,10,3,2,2,0.618309125,15,0.0
pan,Foraging,2016-06-14 15:37:23.800,0.3333333333333333,0.806,10,3,2,2,0.63406,15,3.3180646038692854
pan,Foraging,2016-06-14 15:37:24.518,0.42857142857142855,0.718,10,3,2,2,0.63406,15,352.8401245515863
pan,Foraging,2016-06-14 15:37:25.894,0.5,1.376,10,3,2,2,0.655729375,15,25.474345604914127
pan,Foraging,2016-06-14 15:37:26.509,0.5555555555555556,0.615,10,3,2,2,0.6766825,15,8.691782996255219
pan,Foraging,2016-06-14 15:37:26.929,0.6,0.42,10,3,2,2,0.6766825,15,0.5743282971363027
pan,Foraging,2016-06-14 15:37:27.549,0.6363636363636364,0.62,10,3,2,2,0.6766825,15,343.7172058394565
pan,Foraging,2016-06-14 15:37:28.037,0.6666666666666666,0.488,10,3,2,2,0.6766825,15,357.81092357259604
zoom,Navigation,2016-06-14 15:37:28.866,0.8235294117647058,0.829,10,3,2,3,0.47314325,15,0.0
zoom,Navigation,2016-06-14 15:37:29.226,0.8333333333333334,0.36,10,3,2,4,0.645461125,15,0.0
zoom,Navigation,2016-06-14 15:37:29.538,0.8421052631578947,0.312,10,3,2,5,0.6424013749999999,15,0.0
pan,Sensemaking,2016-06-14 15:37:31.684,0.8695652173913043,2.146,10,3,2,5,0.6193495,15,24.775199540841818
pan,Sensemaking,2016-06-14 15:37:34.711,0.875,3.027,10,3,2,5,0.555140625,15,5.030006158745037
