UserIndex,Action,State,TimeStamp,HighLevelAction,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
32,zoom,Navigation,2016-06-14 14:21:39.498,same,0.7142857142857143,0.84,0.589,0,1,1,3,0.6367393749999999,1,3,41.83425,-99.685,"['South', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979], [41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,0.0,same
33,zoom,Navigation,2016-06-14 14:21:40.410,same,0.7272727272727273,0.8461538461538461,0.912,10,1,1,4,0.630823,1,3,41.8963875,-98.8942,"['SouthWest', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest']","[[38.3755, -105.001], [41.7499, -98.5189], [39.5587, -98.4872], [41.7471, -95.1461], [41.7504, -105.244], [45.1093, -98.502], [41.7565, -98.4982], [45.1237, -91.7562]]",Nebraska,NorthernRockiesPlains,0.0,same
34,zoom,Navigation,2016-06-14 14:21:41.074,same,0.7391304347826086,0.8518518518518519,0.664,10,1,1,5,0.6375498749999999,1,3,41.847025,-101.585425,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[40.1513, -104.815], [41.8364, -101.884], [40.2717, -100.81], [41.8387, -98.3941], [41.841, -104.835], [43.4649, -101.781], [41.8411, -101.771], [43.5311, -98.3933]]",Nebraska,NorthernRockiesPlains,0.0,same
35,pan,Sensemaking,2016-06-14 14:21:43.273,change,0.6,0.6666666666666666,2.199,10,1,1,5,0.0,1,3,42.686099999999996,-100.08215,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.8411, -101.771], [43.5311, -98.3933], [41.8411, -101.771], [43.5311, -98.3933], [41.8411, -101.771], [43.5311, -98.3933], [41.8411, -101.771], [43.5311, -98.3933]]",Nebraska,NorthernRockiesPlains,344.6472015061948,change
36,pan,Sensemaking,2016-06-14 14:21:46.437,same,0.5,0.7,3.164,10,1,1,5,0.480818125,1,3,43.9493625,-97.530475,"['NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest', 'NorthernRockiesPlains', 'UpperMidwest']","[[41.8401, -98.3884], [43.5312, -95.0199], [43.5325, -101.632], [45.1855, -98.3941], [43.5328, -98.3916], [45.22, -95.0131], [43.5328, -98.3916], [45.22, -95.0131]]",South Dakota,NorthernRockiesPlains,358.13113649863277,same
37,zoom,Navigation,2016-06-14 14:21:50.651,change,0.2916666666666667,0.8571428571428571,4.214,10,2,1,4,0.630823,1,4,41.8963875,-98.8942,"['SouthWest', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'UpperMidwest']","[[38.3755, -105.001], [41.7499, -98.5189], [39.5587, -98.4872], [41.7471, -95.1461], [41.7504, -105.244], [45.1093, -98.502], [41.7565, -98.4982], [45.1237, -91.7562]]",Nebraska,NorthernRockiesPlains,0.0,change
38,zoom,Navigation,2016-06-14 14:21:50.987,same,0.72,0.8620689655172413,0.336,10,2,1,3,0.6367393749999999,1,4,41.83425,-99.685,"['South', 'NorthernRockiesPlains', 'South', 'UpperMidwest', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[35.0085, -111.96], [41.7484, -98.5357], [35.6837, -98.4657], [41.7401, -90.8979], [41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355]]",Nebraska,NorthernRockiesPlains,0.0,same
39,zoom,Navigation,2016-06-14 14:21:51.234,same,0.7307692307692307,0.8666666666666667,0.247,10,2,1,2,0.618309125,1,4,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
40,pan,Foraging,2016-06-14 14:21:53.430,change,0.4444444444444444,0.6153846153846154,2.196,10,2,1,2,0.0,1,4,47.3949,-82.7435,"['UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast']","[[41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,338.0091690623387,change
41,pan,Foraging,2016-06-14 14:21:55.049,same,0.6,0.6428571428571429,1.619,10,2,1,2,0.169170625,1,4,47.385450000000006,-124.333,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[41.7792, -132.156], [52.9917, -116.51], [41.7792, -132.156], [52.9917, -116.51], [41.7792, -132.156], [52.9917, -116.51], [41.7792, -132.156], [52.9917, -116.51]]",None,None,23.717248090757383,same
42,zoom,Navigation,2016-06-14 14:21:55.837,change,0.2962962962962963,0.8709677419354839,0.788,10,2,1,3,0.657263,1,4,47.9384,-111.895675,"['None', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'None', 'Other', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.7759, -124.65], [48.4972, -112.005], [41.7504, -111.985], [48.49, -98.502], [48.5013, -125.495], [52.9961, -112.008], [48.5, -111.989], [52.9963, -98.5314]]",None,NorthernRockiesPlains,0.0,change
43,zoom,Navigation,2016-06-14 14:21:56.354,same,0.7142857142857143,0.875,0.517,10,2,1,4,0.62642325,1,4,48.5008,-105.295525,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'Other', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.1258, -111.985], [48.49, -105.253], [45.1276, -105.248], [48.4992, -98.8713], [48.5219, -111.994], [51.8747, -105.251], [48.5, -105.248], [51.8672, -98.5139]]",Montana,NorthernRockiesPlains,0.0,same
44,zoom,Navigation,2016-06-14 14:21:56.635,same,0.7241379310344828,0.8787878787878788,0.281,10,2,1,5,0.5646102500000001,2,4,46.91589999999999,-105.4365,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.2251, -108.54], [46.915, -105.161], [45.2275, -105.159], [46.8152, -104.043], [46.9161, -108.48], [48.6067, -105.178], [47.018, -105.154], [48.6036, -101.777]]",Montana,NorthernRockiesPlains,0.0,same
45,pan,Sensemaking,2016-06-14 14:21:58.157,change,0.5714285714285714,0.7272727272727273,1.522,10,2,1,5,0.481912875,3,4,48.9849625,-100.9332375,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'Other', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[46.9173, -101.775], [48.6054, -98.4245], [48.6097, -105.153], [50.2985, -101.777], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942]]",North Dakota,NorthernRockiesPlains,254.32521979917777,change
46,pan,Sensemaking,2016-06-14 14:21:59.623,same,0.5,0.75,1.466,10,2,1,5,0.0,4,4,49.3622,-100.0841,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942]]",North Dakota,NorthernRockiesPlains,321.0033558021624,same
47,pan,Sensemaking,2016-06-14 14:22:00.910,same,0.5555555555555556,0.7692307692307693,1.287,0,2,1,5,0.0,4,4,49.3622,-100.0841,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942], [48.6086, -101.774], [50.1158, -98.3942]]",North Dakota,NorthernRockiesPlains,351.8837051866472,same
48,pan,Sensemaking,2016-06-14 14:22:06.303,same,0.6,0.7857142857142857,5.393,10,2,1,5,0.15651175,4,4,12.775,-25.899125,"['Other', 'Other', 'None', 'None', 'None']","[[50.3008, -105.159], [51.8992, -102.034]]",None,None,1.8601150107581963,same
49,pan,Sensemaking,2016-06-14 14:22:09.561,same,0.6363636363636364,0.8,3.258,10,2,1,5,0.0,4,4,0.0,0.0,"['None', 'None', 'None', 'None']",[],None,None,3.4069900092530903,same
50,zoom,Navigation,2016-06-14 14:22:15.805,change,0.3,0.8823529411764706,6.244,10,3,1,4,0.62642325,4,5,48.5008,-105.295525,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'Other', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.1258, -111.985], [48.49, -105.253], [45.1276, -105.248], [48.4992, -98.8713], [48.5219, -111.994], [51.8747, -105.251], [48.5, -105.248], [51.8672, -98.5139]]",Montana,NorthernRockiesPlains,0.0,change
51,zoom,Navigation,2016-06-14 14:22:16.403,same,0.7096774193548387,0.8857142857142857,0.598,10,3,2,3,0.6344531250000001,4,5,47.8727125,-99.42622499999999,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355], [48.5, -111.989], [52.9963, -98.5314], [48.5025, -98.4653], [52.4896, -88.8034]]",North Dakota,NorthernRockiesPlains,0.0,same
52,zoom,Navigation,2016-06-14 14:22:16.714,same,0.71875,0.8888888888888888,0.311,10,3,2,2,0.32296987499999996,4,5,47.3906125,-88.3725875,"['West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast', 'UpperMidwest', 'Northeast']","[[41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
53,pan,Foraging,2016-06-14 14:22:21.786,change,0.45454545454545453,0.6666666666666666,5.072,10,3,2,2,0.48655875000000004,4,5,42.37027500000001,-118.717825,"['None', 'West', 'None', 'UpperMidwest', 'None', 'Other', 'None', 'Other']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [41.7792, -132.156], [52.9917, -116.51], [41.7792, -132.156], [52.9917, -116.51]]",None,None,24.365344085251593,change
