UserIndex,Action,State,TimeStamp,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-14 17:41:09.082,0.6666666666666666,0.4,0.0,0,1,1,0,0.676744,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,change
1,pan,Foraging,2016-06-14 17:41:56.704,0.5,0.3333333333333333,47.622,0,1,1,0,0.676744,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,346.81499436725727,same
2,zoom,Navigation,2016-06-14 17:41:59.408,0.6666666666666666,0.4,2.704,0,1,1,1,0.651583625,1,1,41.767250000000004,-87.9112125,"['None', 'NorthernRockiesPlains', 'South', 'Other', 'South', 'Other', 'South', 'Other']","[[30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151], [30.5342, -93.9559], [52.9994, -65.1151]]",Texas,South,0.0,change
3,zoom,Navigation,2016-06-14 17:41:59.601,0.5,0.5,0.193,0,1,1,2,0.618309125,1,1,41.7611625,-93.7680375,"['None', 'UpperMidwest', 'South', 'Northeast', 'West', 'NorthernRockiesPlains', 'UpperMidwest', 'Northeast']","[[30.5427, -116.467], [41.7484, -95.2126], [30.5342, -90.8979], [41.7187, -71.5601], [41.761, -116.496], [52.9945, -94.0237], [41.7904, -93.9831], [52.9994, -71.5039]]",Iowa,UpperMidwest,0.0,same
4,zoom,Navigation,2016-06-14 17:41:59.767,0.6,0.5714285714285714,0.166,0,1,1,3,0.6344531250000001,1,1,47.8727125,-99.42622499999999,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.7504, -111.985], [48.49, -98.502], [41.7644, -98.4982], [48.4885, -88.6355], [48.5, -111.989], [52.9963, -98.5314], [48.5025, -98.4653], [52.4896, -88.8034]]",North Dakota,NorthernRockiesPlains,0.0,same
5,zoom,Navigation,2016-06-14 17:41:59.959,0.6666666666666666,0.625,0.192,0,1,1,4,0.6345691250000001,1,1,45.122037500000005,-105.2935375,"['SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[41.75, -111.985], [45.124, -105.26], [41.7504, -105.244], [45.1093, -98.502], [45.1258, -111.985], [48.49, -105.253], [45.1276, -105.248], [48.4992, -98.8713]]",Montana,NorthernRockiesPlains,0.0,same
6,zoom,Navigation,2016-06-14 17:42:00.568,0.7142857142857143,0.6666666666666666,0.609,0,1,1,5,0.57113375,2,1,45.232662499999996,-105.653125,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[43.5326, -108.544], [45.2233, -105.184], [43.6998, -105.152], [45.2228, -103.442], [45.2251, -108.54], [46.915, -105.161], [45.2275, -105.159], [46.8152, -104.043]]",Montana,NorthernRockiesPlains,0.0,same
7,pan,Sensemaking,2016-06-14 17:42:02.024,0.6666666666666666,0.4,1.456,0,1,1,5,0.530432,3,1,46.02135,-104.601,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.2275, -105.159], [46.8152, -104.043], [45.2275, -105.159], [46.8152, -104.043], [45.2275, -105.159], [46.8152, -104.043], [45.2275, -105.159], [46.8152, -104.043]]",Montana,NorthernRockiesPlains,2.2219642354611517,change
8,pan,Sensemaking,2016-06-14 17:42:04.042,0.5,0.5,2.018,0,1,1,5,0.5979070000000001,4,1,45.897475,-99.74125,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[43.5325, -101.632], [45.1855, -98.3941], [45.9054, -100.353], [46.9152, -98.9483], [45.9054, -100.353], [46.9152, -98.9483], [45.9054, -100.353], [46.9152, -98.9483]]",South Dakota,NorthernRockiesPlains,357.6507919545443,same
9,pan,Sensemaking,2016-06-14 17:42:04.758,0.6,0.5714285714285714,0.716,0,1,1,5,0.5837175,4,1,46.4103,-99.65065,"['NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[45.9054, -100.353], [46.9152, -98.9483], [45.9054, -100.353], [46.9152, -98.9483], [45.9054, -100.353], [46.9152, -98.9483], [45.9054, -100.353], [46.9152, -98.9483]]",South Dakota,NorthernRockiesPlains,10.360544207839975,same
