UserIndex,Action,State,TimeStamp,HighLevelAction,HighLevelStateActionProbab,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Subtask_ROI,Latitude,Longitude,All_address,All_raw_address,Most_frequent_state,Most_frequent_region,Angle,high-level-action
0,start,Foraging,2016-06-08 18:54:53.389,same,1.0,0.4,0.0,0,1,1,0,0.169186,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,0.0,same
1,pan,Foraging,2016-06-08 18:55:28.639,same,1.0,0.3333333333333333,35.25,0,1,1,0,0.0,1,1,34.103049999999996,-98.6128,"['None', 'Other', 'None', 'Other', 'None', 'Other', 'None', 'Other']","[[15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726], [15.2153, -132.053], [52.9908, -65.1726]]",None,None,355.91138972520116,same
2,zoom,Navigation,2016-06-08 18:55:29.228,change,1.0,0.4,0.589,0,1,1,1,0.626178375,1,1,32.654175,-94.1993125,"['None', 'South', 'Other', 'None', 'None', 'NorthernRockiesPlains', 'South', 'Other']","[[18.1367, -107.299], [30.3858, -97.2569], [15.1746, -86.0958], [30.4655, -77.7951], [30.5427, -132.053], [52.9945, -94.0237], [30.5342, -93.9559], [52.9994, -65.1151]]",None,None,0.0,change
3,zoom,Navigation,2016-06-08 18:55:29.737,same,0.5,0.5,0.509,0,1,1,2,0.651013625,1,1,42.36835000000001,-113.94953749999999,"['None', 'West', 'None', 'UpperMidwest', 'None', 'Other', 'West', 'NorthernRockiesPlains']","[[35.4656, -124.134], [41.6637, -116.597], [30.5427, -116.467], [41.7484, -95.2126], [41.7792, -132.156], [52.9917, -116.51], [41.761, -116.496], [52.9945, -94.0237]]",None,None,0.0,same
4,zoom,Navigation,2016-06-08 18:55:30.225,same,0.6666666666666666,0.5714285714285714,0.488,0,1,1,3,0.47692612500000003,1,1,27.230449999999998,-81.94387499999999,"['None', 'Other', 'South', 'None', 'SouthWest', 'South', 'NorthernRockiesPlains']","[[28.9428, -110.021], [34.9908, -98.8853], [35.4466, -124.124], [41.7065, -112.025], [35.0085, -111.96], [41.7484, -98.5357]]",None,None,0.0,same
5,zoom,Navigation,2016-06-08 18:55:30.857,same,0.75,0.625,0.632,0,1,1,4,0.6228665,1,1,38.5418625,-105.7333625,"['South', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[35.0085, -111.688], [38.3697, -105.273], [36.3394, -105.219], [38.3701, -102.886], [38.3778, -111.966], [41.744, -105.315], [38.3755, -105.001], [41.7499, -98.5189]]",Colorado,SouthWest,0.0,same
6,zoom,Navigation,2016-06-08 18:55:31.362,same,0.8,0.6666666666666666,0.505,0,1,1,5,0.473237375,2,1,38.422475000000006,-108.74925,"['South', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[36.8006, -111.688], [38.091, -109.179], [36.7737, -108.278], [38.4542, -105.472], [38.524, -111.92], [40.138, -109.571], [38.4561, -108.4], [40.1422, -105.486]]",Utah,SouthWest,0.0,same
7,pan,Sensemaking,2016-06-08 18:55:33.460,change,1.0,0.4,2.098,0,1,1,5,0.0,2,1,39.29915,-106.94300000000001,"['SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest', 'SouthWest']","[[38.4561, -108.4], [40.1422, -105.486], [38.4561, -108.4], [40.1422, -105.486], [38.4561, -108.4], [40.1422, -105.486], [38.4561, -108.4], [40.1422, -105.486]]",Colorado,SouthWest,318.3566286072212,change
8,pan,Sensemaking,2016-06-08 18:55:36.188,same,0.5,0.5,2.728,0,1,1,5,0.46109524999999996,2,1,40.571225,-104.18875,"['SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains']","[[38.4611, -105.023], [40.1478, -101.949], [40.149, -107.831], [41.8365, -105.309], [40.1513, -104.815], [41.8364, -101.884], [40.1513, -104.815], [41.8364, -101.884]]",Colorado,SouthWest,326.63812074514505,same
9,pan,Sensemaking,2016-06-08 18:55:48.805,same,0.6666666666666666,0.5714285714285714,12.617,0,1,1,5,0.4443825,2,1,42.267399999999995,-108.568375,"['SouthWest', 'NorthernRockiesPlains', 'SouthWest', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains', 'NorthernRockiesPlains']","[[40.1825, -111.804], [41.8384, -108.703], [41.8453, -111.92], [43.5284, -108.544], [41.8405, -108.544], [43.5318, -105.244], [41.8405, -108.544], [43.5318, -105.244]]",Wyoming,NorthernRockiesPlains,342.49768009675995,same
