Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro13_ace_p4,0.05,0.0001,0.05,,0.15438596491228068,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.1,0.0001,0.05,,0.7148148148148148,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.2,0.0001,0.05,,0.7291666666666666,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.3,0.001,0.1,,0.7619047619047619,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.4,0.001,0.9,,0.7277777777777777,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.5,0.001,0.1,,0.8200000000000001,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.6,0.1,0.05,,0.375,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.7,0.001,0.05,,0.7777777777777778,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.8,0.001,0.05,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.9,0.001,0.1,,0.8333333333333334,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.05,1,0.05,,0.31746031746031744,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.1,0.001,0.5,,0.31666666666666665,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.2,0.001,0.2,,0.369811320754717,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.3,0.0001,0.1,,0.2765957446808511,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.4,0.0001,0.2,,0.18,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.5,0.001,0.5,,0.1696969696969697,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.6,0.001,0.5,,0.3851851851851852,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.7,0.0001,0.8,,0.49000000000000005,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.8,0.0001,0.2,,0.38571428571428573,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.9,0.001,0.5,,0.42857142857142855,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.05,0.0001,0.2,,0.315625,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.1,0.001,0.2,,0.36065573770491804,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.2,0.0001,0.2,,0.37407407407407406,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.3,0.0001,0.05,,0.3489361702127659,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.4,0.0001,0.05,,0.08780487804878048,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.5,0.001,0.1,,0.08823529411764706,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.6,0.001,0.9,,0.362962962962963,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.7,0.001,0.8,,0.38095238095238093,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.8,0.0001,0.99,,0.42857142857142855,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.9,0.001,0.2,,0.5714285714285714,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.05,0.001,0.8,,0.6155844155844157,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.1,0.001,0.05,,0.6095890410958904,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.2,0.001,0.2,,0.6153846153846154,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.3,0.001,0.1,,0.6228070175438597,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.4,0.001,0.1,,0.5918367346938775,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.5,0.0001,0.2,,0.5950617283950617,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.6,0.001,0.05,,0.6276923076923077,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.7,0.001,0.5,,0.6122448979591837,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.8,0.001,0.05,,0.690909090909091,"[None, None, None]",0
Reinforce,pro20_ade_p4,0.9,0.001,0.1,,0.7058823529411765,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.05,0.0001,0.5,,0.5966101694915255,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.1,0.0001,0.05,,0.6166666666666667,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.2,0.001,0.2,,0.6147651006711409,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.3,0.001,0.05,,0.6106870229007634,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.4,0.001,0.1,,0.6410714285714285,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.5,0.001,0.1,,0.6344086021505376,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.6,0.001,0.1,,0.64,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.7,0.001,0.05,,0.5535714285714286,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.8,0.001,0.05,,0.5,"[None, None, None]",0
Reinforce,pro17_ace_p4,0.9,0.001,0.05,,0.631578947368421,"[None, None, None]",0
