u,Trial,Task,Dataset,Experiment,Openendedness,probabsame,probabmodify1,probabmodify2,probabmodify3
pro13,0,p3,movies,moviesace,open,0.6875,0.125,0.1875,0.0
pro13,1,p3,movies,moviesace,open,0.5714285714285714,0.3492063492063492,0.07936507936507936,0.0
pro15,0,p3,movies,moviesade,open,0.3950617283950617,0.41975308641975306,0.1728395061728395,0.012345679012345678
pro15,1,p3,movies,moviesade,open,0.32,0.68,0.0,0.0
pro17,0,p3,movies,moviesace,open,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.0
pro17,1,p3,movies,moviesace,open,0.7183098591549296,0.14084507042253522,0.09859154929577464,0.04225352112676056
pro18,0,p3,movies,moviesadf,open,0.3787878787878788,0.42424242424242425,0.16666666666666666,0.030303030303030304
pro18,1,p3,movies,moviesadf,open,0.41818181818181815,0.45454545454545453,0.10909090909090909,0.01818181818181818
pro20,0,p3,movies,moviesade,open,0.5328467153284672,0.4306569343065693,0.0364963503649635,0.0
pro20,1,p3,movies,moviesade,open,0.5586206896551724,0.41379310344827586,0.027586206896551724,0.0
pro21,0,p3,movies,moviesade,open,0.39,0.475,0.135,0.0
pro21,1,p3,movies,moviesade,open,0.5409836065573771,0.29508196721311475,0.14754098360655737,0.01639344262295082
pro22,0,p3,movies,moviesade,open,0.5691056910569106,0.23577235772357724,0.17886178861788618,0.016260162601626018
pro22,1,p3,movies,moviesade,open,0.6986301369863014,0.0547945205479452,0.2191780821917808,0.0273972602739726
pro23,0,p3,movies,moviesacf,open,0.5217391304347826,0.18840579710144928,0.2753623188405797,0.014492753623188406
pro23,1,p3,movies,moviesacf,open,0.5847457627118644,0.05084745762711865,0.3305084745762712,0.03389830508474576
pro24,0,p3,movies,moviesadf,open,0.3888888888888889,0.25,0.3611111111111111,0.0
pro24,1,p3,movies,moviesadf,open,0.575,0.15,0.275,0.0
pro25,0,p3,movies,moviesacf,open,0.45714285714285713,0.04285714285714286,0.5,0.0
pro25,1,p3,movies,moviesacf,open,0.45454545454545453,0.01818181818181818,0.43636363636363634,0.09090909090909091
pro29,0,p3,movies,moviesace,open,0.72,0.18666666666666668,0.06666666666666667,0.02666666666666667
pro29,1,p3,movies,moviesace,open,0.7156862745098039,0.27450980392156865,0.00980392156862745,0.0
pro31,0,p3,movies,moviesadf,open,0.6,0.08888888888888889,0.2222222222222222,0.08888888888888889
pro31,1,p3,movies,moviesadf,open,0.7719298245614035,0.10526315789473684,0.12280701754385964,0.0
pro3,0,p3,movies,moviesace,open,0.4,0.5777777777777777,0.022222222222222223,0.0
pro3,1,p3,movies,moviesace,open,0.5238095238095238,0.42857142857142855,0.047619047619047616,0.0
pro5,0,p3,movies,moviesadf,open,0.4444444444444444,0.4222222222222222,0.1111111111111111,0.022222222222222223
pro5,1,p3,movies,moviesadf,open,0.3695652173913043,0.021739130434782608,0.5869565217391305,0.021739130434782608
pro8,0,p3,movies,moviesacf,open,0.4714285714285714,0.2,0.3142857142857143,0.014285714285714285
pro8,1,p3,movies,moviesacf,open,0.5227272727272727,0.0,0.4772727272727273,0.0
pro9,0,p3,movies,moviesacf,open,0.625,0.1346153846153846,0.17307692307692307,0.0673076923076923
pro9,1,p3,movies,moviesacf,open,0.5555555555555556,0.35802469135802467,0.08641975308641975,0.0
stu10,0,p3,movies,moviesacf,open,0.5679012345679012,0.08641975308641975,0.345679012345679,0.0
stu10,1,p3,movies,moviesacf,open,0.717391304347826,0.043478260869565216,0.21739130434782608,0.021739130434782608
stu11,0,p3,movies,moviesadf,open,0.803921568627451,0.0784313725490196,0.11764705882352941,0.0
stu11,1,p3,movies,moviesadf,open,0.34782608695652173,0.17391304347826086,0.42391304347826086,0.05434782608695652
stu13,0,p3,movies,moviesacf,open,0.5901639344262295,0.11475409836065574,0.29508196721311475,0.0
stu13,1,p3,movies,moviesacf,open,0.47126436781609193,0.011494252873563218,0.45977011494252873,0.05747126436781609
stu15,0,p3,movies,moviesade,open,0.4608695652173913,0.25217391304347825,0.2608695652173913,0.02608695652173913
stu15,1,p3,movies,moviesade,open,0.5238095238095238,0.24761904761904763,0.22857142857142856,0.0
stu17,0,p3,movies,moviesace,open,0.3333333333333333,0.3333333333333333,0.3,0.03333333333333333
stu17,1,p3,movies,moviesace,open,0.3409090909090909,0.25,0.36363636363636365,0.045454545454545456
stu21,0,p3,movies,moviesace,open,0.5689655172413793,0.22413793103448276,0.1724137931034483,0.034482758620689655
stu21,1,p3,movies,moviesace,open,0.4166666666666667,0.2777777777777778,0.3055555555555556,0.0
stu24,0,p3,movies,moviesace,open,0.3541666666666667,0.59375,0.052083333333333336,0.0
stu24,1,p3,movies,moviesace,open,0.4810126582278481,0.4430379746835443,0.0759493670886076,0.0
stu25,0,p3,movies,moviesace,open,0.6785714285714286,0.17857142857142858,0.14285714285714285,0.0
stu25,1,p3,movies,moviesace,open,0.5932203389830508,0.3559322033898305,0.05084745762711865,0.0
stu26,0,p3,movies,moviesace,open,0.6850393700787402,0.30708661417322836,0.007874015748031496,0.0
stu26,1,p3,movies,moviesace,open,0.6170212765957447,0.3829787234042553,0.0,0.0
stu29,0,p3,movies,moviesade,open,0.6049382716049383,0.16049382716049382,0.19753086419753085,0.037037037037037035
stu29,1,p3,movies,moviesade,open,0.46153846153846156,0.11538461538461539,0.3333333333333333,0.08974358974358974
stu30,0,p3,movies,moviesadf,open,0.5245901639344263,0.39344262295081966,0.03278688524590164,0.04918032786885246
stu30,1,p3,movies,moviesadf,open,0.5138888888888888,0.08333333333333333,0.3888888888888889,0.013888888888888888
stu31,0,p3,movies,moviesade,open,0.4444444444444444,0.2037037037037037,0.35185185185185186,0.0
stu31,1,p3,movies,moviesade,open,0.30851063829787234,0.46808510638297873,0.2127659574468085,0.010638297872340425
stu36,0,p3,movies,moviesadf,open,0.35,0.5166666666666667,0.11666666666666667,0.016666666666666666
stu36,1,p3,movies,moviesadf,open,0.8260869565217391,0.0,0.17391304347826086,0.0
stu37,0,p3,movies,moviesadf,open,0.4556213017751479,0.4260355029585799,0.11242603550295859,0.005917159763313609
stu37,1,p3,movies,moviesadf,open,0.391304347826087,0.463768115942029,0.11594202898550725,0.028985507246376812
stu38,0,p3,movies,moviesacf,open,0.4351851851851852,0.26851851851851855,0.24074074074074073,0.05555555555555555
stu38,1,p3,movies,moviesacf,open,0.6416666666666667,0.08333333333333333,0.225,0.05
stu39,0,p3,movies,moviesadf,open,0.5188679245283019,0.3113207547169811,0.14150943396226415,0.02830188679245283
stu39,1,p3,movies,moviesadf,open,0.48314606741573035,0.2247191011235955,0.24719101123595505,0.0449438202247191
stu3,0,p3,movies,moviesacf,open,0.657608695652174,0.11413043478260869,0.18478260869565216,0.043478260869565216
stu3,1,p3,movies,moviesacf,open,0.8018018018018018,0.06306306306306306,0.13513513513513514,0.0
stu4,0,p3,movies,moviesade,open,0.686046511627907,0.1744186046511628,0.10465116279069768,0.03488372093023256
stu4,1,p3,movies,moviesade,open,0.5806451612903226,0.1935483870967742,0.22580645161290322,0.0
stu6,0,p3,movies,moviesacf,open,0.6218487394957983,0.09243697478991597,0.23529411764705882,0.05042016806722689
stu6,1,p3,movies,moviesacf,open,0.6444444444444445,0.07777777777777778,0.26666666666666666,0.011111111111111112
stu7,0,p3,movies,moviesade,open,0.5454545454545454,0.3181818181818182,0.13636363636363635,0.0
stu7,1,p3,movies,moviesade,open,0.4491525423728814,0.3050847457627119,0.2457627118644068,0.0
