u,Trial,Task,Dataset,Experiment,Openendedness,probabsame,probabmodify1,probabmodify2,probabmodify3
pro13,0,p2,movies,moviesace,focused,0.3333333333333333,0.6666666666666666,0.0,0.0
pro13,1,p2,movies,moviesace,focused,1.0,0.0,0.0,0.0
pro15,0,p2,movies,moviesade,focused,0.7307692307692307,0.2692307692307692,0.0,0.0
pro15,1,p2,movies,moviesade,focused,0.7222222222222222,0.2777777777777778,0.0,0.0
pro17,0,p2,movies,moviesace,focused,0.6904761904761905,0.30952380952380953,0.0,0.0
pro17,1,p2,movies,moviesace,focused,0.7045454545454546,0.29545454545454547,0.0,0.0
pro18,0,p2,movies,moviesadf,focused,0.8888888888888888,0.1111111111111111,0.0,0.0
pro18,1,p2,movies,moviesadf,focused,1.0,0.0,0.0,0.0
pro20,0,p2,movies,moviesade,focused,0.6129032258064516,0.3870967741935484,0.0,0.0
pro20,1,p2,movies,moviesade,focused,0.7419354838709677,0.25806451612903225,0.0,0.0
pro21,0,p2,movies,moviesade,focused,0.6666666666666666,0.3333333333333333,0.0,0.0
pro21,1,p2,movies,moviesade,focused,0.7058823529411765,0.29411764705882354,0.0,0.0
pro22,0,p2,movies,moviesade,focused,0.5208333333333334,0.4583333333333333,0.020833333333333332,0.0
pro22,1,p2,movies,moviesade,focused,0.6,0.4,0.0,0.0
pro23,0,p2,movies,moviesacf,focused,0.6935483870967742,0.12903225806451613,0.1774193548387097,0.0
pro23,1,p2,movies,moviesacf,focused,0.6071428571428571,0.17857142857142858,0.21428571428571427,0.0
pro24,0,p2,movies,moviesadf,focused,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0
pro24,1,p2,movies,moviesadf,focused,0.8333333333333334,0.16666666666666666,0.0,0.0
pro25,0,p2,movies,moviesacf,focused,0.5,0.5,0.0,0.0
pro25,1,p2,movies,moviesacf,focused,1.0,0.0,0.0,0.0
pro29,0,p2,movies,moviesace,focused,0.5555555555555556,0.4444444444444444,0.0,0.0
pro29,1,p2,movies,moviesace,focused,1.0,0.0,0.0,0.0
pro31,0,p2,movies,moviesadf,focused,0.5,0.5,0.0,0.0
pro31,1,p2,movies,moviesadf,focused,0.6,0.4,0.0,0.0
pro3,0,p2,movies,moviesace,focused,0.4666666666666667,0.5333333333333333,0.0,0.0
pro3,1,p2,movies,moviesace,focused,0.71875,0.28125,0.0,0.0
