u,Trial,Task,Experiment,Openendedness,probabsame,minutessame,probabmodify1,minutesmodify1,probabmodify2,minutesmodify2,probabmodify3,minutesmodify3
pro2,0,p1,birdstrikesbce,focused,0.5294117647058824,0,0.23529411764705882,0,0.17647058823529413,0,0.058823529411764705,0
pro2,0,p1,birdstrikesbce,focused,0.5294117647058824,0,0.23529411764705882,0,0.17647058823529413,0,0.058823529411764705,0
pro2,1,p1,birdstrikesbce,focused,0.7254901960784313,0,0.11764705882352941,0,0.09803921568627451,0,0.058823529411764705,0
pro2,1,p1,birdstrikesbce,focused,0.7254901960784313,0,0.11764705882352941,0,0.09803921568627451,0,0.058823529411764705,0
pro2,1,p1,birdstrikesbce,focused,0.7254901960784313,0,0.11764705882352941,0,0.09803921568627451,0,0.058823529411764705,0
pro2,1,p1,birdstrikesbce,focused,0.7254901960784313,0,0.11764705882352941,0,0.09803921568627451,0,0.058823529411764705,0
pro30,0,p1,birdstrikesbde,focused,0.8235294117647058,0,0.11764705882352941,0,0.058823529411764705,0,0.0,0
pro30,0,p1,birdstrikesbde,focused,0.8235294117647058,0,0.11764705882352941,0,0.058823529411764705,0,0.0,0
pro30,0,p1,birdstrikesbde,focused,0.8235294117647058,0,0.11764705882352941,0,0.058823529411764705,0,0.0,0
pro30,0,p1,birdstrikesbde,focused,0.8235294117647058,0,0.11764705882352941,0,0.058823529411764705,0,0.0,0
pro30,1,p1,birdstrikesbde,focused,0.5,0,0.21428571428571427,0,0.0,0,0.2857142857142857,0
pro30,1,p1,birdstrikesbde,focused,0.5,0,0.21428571428571427,0,0.0,0,0.2857142857142857,0
pro30,1,p1,birdstrikesbde,focused,0.5,0,0.21428571428571427,0,0.0,0,0.2857142857142857,0
pro30,1,p1,birdstrikesbde,focused,0.5,0,0.21428571428571427,0,0.0,0,0.2857142857142857,0
pro32,0,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
pro32,0,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
pro32,0,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
pro32,0,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
pro32,1,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.1111111111111111,0,0.2222222222222222,0,0.0,0
pro32,1,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.1111111111111111,0,0.2222222222222222,0,0.0,0
pro32,1,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.1111111111111111,0,0.2222222222222222,0,0.0,0
pro32,1,p1,birdstrikesbdf,focused,0.6666666666666666,0,0.1111111111111111,0,0.2222222222222222,0,0.0,0
pro4,0,p1,birdstrikesbce,focused,0.5555555555555556,0,0.4074074074074074,0,0.037037037037037035,0,0.0,0
pro4,0,p1,birdstrikesbce,focused,0.5555555555555556,0,0.4074074074074074,0,0.037037037037037035,0,0.0,0
pro4,0,p1,birdstrikesbce,focused,0.5555555555555556,0,0.4074074074074074,0,0.037037037037037035,0,0.0,0
pro4,0,p1,birdstrikesbce,focused,0.5555555555555556,0,0.4074074074074074,0,0.037037037037037035,0,0.0,0
pro4,1,p1,birdstrikesbce,focused,1.0,0,0.0,0,0.0,0,0.0,0
pro4,1,p1,birdstrikesbce,focused,1.0,0,0.0,0,0.0,0,0.0,0
pro4,1,p1,birdstrikesbce,focused,1.0,0,0.0,0,0.0,0,0.0,0
pro4,1,p1,birdstrikesbce,focused,1.0,0,0.0,0,0.0,0,0.0,0
pro6,0,p1,birdstrikesbde,focused,0.875,0,0.125,0,0.0,0,0.0,0
pro6,0,p1,birdstrikesbde,focused,0.875,0,0.125,0,0.0,0,0.0,0
pro6,0,p1,birdstrikesbde,focused,0.875,0,0.125,0,0.0,0,0.0,0
pro6,0,p1,birdstrikesbde,focused,0.875,0,0.125,0,0.0,0,0.0,0
pro6,1,p1,birdstrikesbde,focused,0.8571428571428571,0,0.0,0,0.14285714285714285,0,0.0,0
pro6,1,p1,birdstrikesbde,focused,0.8571428571428571,0,0.0,0,0.14285714285714285,0,0.0,0
pro6,1,p1,birdstrikesbde,focused,0.8571428571428571,0,0.0,0,0.14285714285714285,0,0.0,0
pro6,1,p1,birdstrikesbde,focused,0.8571428571428571,0,0.0,0,0.14285714285714285,0,0.0,0
pro7,0,p1,birdstrikesbde,focused,0.6363636363636364,0,0.18181818181818182,0,0.12121212121212122,0,0.06060606060606061,0
pro7,0,p1,birdstrikesbde,focused,0.6363636363636364,0,0.18181818181818182,0,0.12121212121212122,0,0.06060606060606061,0
pro7,0,p1,birdstrikesbde,focused,0.6363636363636364,0,0.18181818181818182,0,0.12121212121212122,0,0.06060606060606061,0
pro7,0,p1,birdstrikesbde,focused,0.6363636363636364,0,0.18181818181818182,0,0.12121212121212122,0,0.06060606060606061,0
pro7,1,p1,birdstrikesbde,focused,0.7058823529411765,0,0.23529411764705882,0,0.0,0,0.058823529411764705,0
pro7,1,p1,birdstrikesbde,focused,0.7058823529411765,0,0.23529411764705882,0,0.0,0,0.058823529411764705,0
pro7,1,p1,birdstrikesbde,focused,0.7058823529411765,0,0.23529411764705882,0,0.0,0,0.058823529411764705,0
pro7,1,p1,birdstrikesbde,focused,0.7058823529411765,0,0.23529411764705882,0,0.0,0,0.058823529411764705,0
stu12,0,p1,birdstrikesbdf,focused,0.7777777777777778,0,0.1111111111111111,0,0.1111111111111111,0,0.0,0
stu12,0,p1,birdstrikesbdf,focused,0.7777777777777778,0,0.1111111111111111,0,0.1111111111111111,0,0.0,0
stu12,0,p1,birdstrikesbdf,focused,0.7777777777777778,0,0.1111111111111111,0,0.1111111111111111,0,0.0,0
stu12,0,p1,birdstrikesbdf,focused,0.7777777777777778,0,0.1111111111111111,0,0.1111111111111111,0,0.0,0
stu12,1,p1,birdstrikesbdf,focused,0.35714285714285715,0,0.5357142857142857,0,0.0,0,0.10714285714285714,0
stu12,1,p1,birdstrikesbdf,focused,0.35714285714285715,0,0.5357142857142857,0,0.0,0,0.10714285714285714,0
stu12,1,p1,birdstrikesbdf,focused,0.35714285714285715,0,0.5357142857142857,0,0.0,0,0.10714285714285714,0
stu12,1,p1,birdstrikesbdf,focused,0.35714285714285715,0,0.5357142857142857,0,0.0,0,0.10714285714285714,0
stu14,0,p1,birdstrikesbcf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
stu14,0,p1,birdstrikesbcf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
stu14,0,p1,birdstrikesbcf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
stu14,0,p1,birdstrikesbcf,focused,0.6666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0.0,0
stu14,1,p1,birdstrikesbcf,focused,0.7894736842105263,0,0.10526315789473684,0,0.05263157894736842,0,0.05263157894736842,0
stu14,1,p1,birdstrikesbcf,focused,0.7894736842105263,0,0.10526315789473684,0,0.05263157894736842,0,0.05263157894736842,0
stu14,1,p1,birdstrikesbcf,focused,0.7894736842105263,0,0.10526315789473684,0,0.05263157894736842,0,0.05263157894736842,0
stu14,1,p1,birdstrikesbcf,focused,0.7894736842105263,0,0.10526315789473684,0,0.05263157894736842,0,0.05263157894736842,0
stu16,0,p1,birdstrikesbcf,focused,0.7088607594936709,0,0.0759493670886076,0,0.05063291139240506,0,0.16455696202531644,0
stu16,0,p1,birdstrikesbcf,focused,0.7088607594936709,0,0.0759493670886076,0,0.05063291139240506,0,0.16455696202531644,0
stu16,0,p1,birdstrikesbcf,focused,0.7088607594936709,0,0.0759493670886076,0,0.05063291139240506,0,0.16455696202531644,0
stu16,0,p1,birdstrikesbcf,focused,0.7088607594936709,0,0.0759493670886076,0,0.05063291139240506,0,0.16455696202531644,0
stu16,1,p1,birdstrikesbcf,focused,0.6571428571428571,0,0.08571428571428572,0,0.14285714285714285,0,0.11428571428571428,0
stu16,1,p1,birdstrikesbcf,focused,0.6571428571428571,0,0.08571428571428572,0,0.14285714285714285,0,0.11428571428571428,0
stu16,1,p1,birdstrikesbcf,focused,0.6571428571428571,0,0.08571428571428572,0,0.14285714285714285,0,0.11428571428571428,0
stu16,1,p1,birdstrikesbcf,focused,0.6571428571428571,0,0.08571428571428572,0,0.14285714285714285,0,0.11428571428571428,0
stu18,0,p1,birdstrikesbde,focused,0.7083333333333334,0,0.25,0,0.041666666666666664,0,0.0,0
stu18,0,p1,birdstrikesbde,focused,0.7083333333333334,0,0.25,0,0.041666666666666664,0,0.0,0
stu18,0,p1,birdstrikesbde,focused,0.7083333333333334,0,0.25,0,0.041666666666666664,0,0.0,0
stu18,0,p1,birdstrikesbde,focused,0.7083333333333334,0,0.25,0,0.041666666666666664,0,0.0,0
stu18,1,p1,birdstrikesbde,focused,0.6363636363636364,0,0.36363636363636365,0,0.0,0,0.0,0
stu18,1,p1,birdstrikesbde,focused,0.6363636363636364,0,0.36363636363636365,0,0.0,0,0.0,0
stu18,1,p1,birdstrikesbde,focused,0.6363636363636364,0,0.36363636363636365,0,0.0,0,0.0,0
stu18,1,p1,birdstrikesbde,focused,0.6363636363636364,0,0.36363636363636365,0,0.0,0,0.0,0
stu19,0,p1,birdstrikesbde,focused,0.2,0,0.4,0,0.4,0,0.0,0
stu19,0,p1,birdstrikesbde,focused,0.2,0,0.4,0,0.4,0,0.0,0
stu19,0,p1,birdstrikesbde,focused,0.2,0,0.4,0,0.4,0,0.0,0
stu19,0,p1,birdstrikesbde,focused,0.2,0,0.4,0,0.4,0,0.0,0
stu19,1,p1,birdstrikesbde,focused,0.6923076923076923,0,0.15384615384615385,0,0.15384615384615385,0,0.0,0
stu19,1,p1,birdstrikesbde,focused,0.6923076923076923,0,0.15384615384615385,0,0.15384615384615385,0,0.0,0
stu19,1,p1,birdstrikesbde,focused,0.6923076923076923,0,0.15384615384615385,0,0.15384615384615385,0,0.0,0
stu19,1,p1,birdstrikesbde,focused,0.6923076923076923,0,0.15384615384615385,0,0.15384615384615385,0,0.0,0
stu1,0,p1,birdstrikesbce,focused,0.48,0,0.2,0,0.28,0,0.04,0
stu1,0,p1,birdstrikesbce,focused,0.48,0,0.2,0,0.28,0,0.04,0
stu1,0,p1,birdstrikesbce,focused,0.48,0,0.2,0,0.28,0,0.04,0
stu1,0,p1,birdstrikesbce,focused,0.48,0,0.2,0,0.28,0,0.04,0
stu1,1,p1,birdstrikesbce,focused,0.6530612244897959,0,0.2653061224489796,0,0.08163265306122448,0,0.0,0
stu1,1,p1,birdstrikesbce,focused,0.6530612244897959,0,0.2653061224489796,0,0.08163265306122448,0,0.0,0
stu1,1,p1,birdstrikesbce,focused,0.6530612244897959,0,0.2653061224489796,0,0.08163265306122448,0,0.0,0
stu1,1,p1,birdstrikesbce,focused,0.6530612244897959,0,0.2653061224489796,0,0.08163265306122448,0,0.0,0
stu20,0,p1,birdstrikesbdf,focused,1.0,0,0.0,0,0.0,0,0.0,0
stu20,0,p1,birdstrikesbdf,focused,1.0,0,0.0,0,0.0,0,0.0,0
stu20,0,p1,birdstrikesbdf,focused,1.0,0,0.0,0,0.0,0,0.0,0
stu20,0,p1,birdstrikesbdf,focused,1.0,0,0.0,0,0.0,0,0.0,0
stu20,1,p1,birdstrikesbdf,focused,0.36363636363636365,0,0.2727272727272727,0,0.18181818181818182,0,0.18181818181818182,0
stu20,1,p1,birdstrikesbdf,focused,0.36363636363636365,0,0.2727272727272727,0,0.18181818181818182,0,0.18181818181818182,0
stu20,1,p1,birdstrikesbdf,focused,0.36363636363636365,0,0.2727272727272727,0,0.18181818181818182,0,0.18181818181818182,0
stu20,1,p1,birdstrikesbdf,focused,0.36363636363636365,0,0.2727272727272727,0,0.18181818181818182,0,0.18181818181818182,0
stu22,0,p1,birdstrikesbde,focused,0.4,0,0.14285714285714285,0,0.3142857142857143,0,0.14285714285714285,0
stu22,0,p1,birdstrikesbde,focused,0.4,0,0.14285714285714285,0,0.3142857142857143,0,0.14285714285714285,0
stu22,0,p1,birdstrikesbde,focused,0.4,0,0.14285714285714285,0,0.3142857142857143,0,0.14285714285714285,0
stu22,0,p1,birdstrikesbde,focused,0.4,0,0.14285714285714285,0,0.3142857142857143,0,0.14285714285714285,0
stu22,1,p1,birdstrikesbde,focused,0.64,0,0.12,0,0.0,0,0.24,0
stu22,1,p1,birdstrikesbde,focused,0.64,0,0.12,0,0.0,0,0.24,0
stu22,1,p1,birdstrikesbde,focused,0.64,0,0.12,0,0.0,0,0.24,0
stu22,1,p1,birdstrikesbde,focused,0.64,0,0.12,0,0.0,0,0.24,0
stu23,0,p1,birdstrikesbdf,focused,0.5,0,0.21875,0,0.15625,0,0.125,0
stu23,0,p1,birdstrikesbdf,focused,0.5,0,0.21875,0,0.15625,0,0.125,0
stu23,0,p1,birdstrikesbdf,focused,0.5,0,0.21875,0,0.15625,0,0.125,0
stu23,0,p1,birdstrikesbdf,focused,0.5,0,0.21875,0,0.15625,0,0.125,0
stu23,1,p1,birdstrikesbdf,focused,0.5454545454545454,0,0.09090909090909091,0,0.09090909090909091,0,0.2727272727272727,0
stu23,1,p1,birdstrikesbdf,focused,0.5454545454545454,0,0.09090909090909091,0,0.09090909090909091,0,0.2727272727272727,0
stu23,1,p1,birdstrikesbdf,focused,0.5454545454545454,0,0.09090909090909091,0,0.09090909090909091,0,0.2727272727272727,0
stu23,1,p1,birdstrikesbdf,focused,0.5454545454545454,0,0.09090909090909091,0,0.09090909090909091,0,0.2727272727272727,0
stu27,0,p1,birdstrikesbdf,focused,0.5789473684210527,0,0.2631578947368421,0,0.15789473684210525,0,0.0,0
stu27,0,p1,birdstrikesbdf,focused,0.5789473684210527,0,0.2631578947368421,0,0.15789473684210525,0,0.0,0
stu27,0,p1,birdstrikesbdf,focused,0.5789473684210527,0,0.2631578947368421,0,0.15789473684210525,0,0.0,0
stu27,0,p1,birdstrikesbdf,focused,0.5789473684210527,0,0.2631578947368421,0,0.15789473684210525,0,0.0,0
stu27,1,p1,birdstrikesbdf,focused,0.9166666666666666,0,0.08333333333333333,0,0.0,0,0.0,0
stu27,1,p1,birdstrikesbdf,focused,0.9166666666666666,0,0.08333333333333333,0,0.0,0,0.0,0
stu27,1,p1,birdstrikesbdf,focused,0.9166666666666666,0,0.08333333333333333,0,0.0,0,0.0,0
stu27,1,p1,birdstrikesbdf,focused,0.9166666666666666,0,0.08333333333333333,0,0.0,0,0.0,0
stu28,0,p1,birdstrikesbde,focused,0.6923076923076923,0,0.23076923076923078,0,0.07692307692307693,0,0.0,0
stu28,0,p1,birdstrikesbde,focused,0.6923076923076923,0,0.23076923076923078,0,0.07692307692307693,0,0.0,0
stu28,0,p1,birdstrikesbde,focused,0.6923076923076923,0,0.23076923076923078,0,0.07692307692307693,0,0.0,0
stu28,0,p1,birdstrikesbde,focused,0.6923076923076923,0,0.23076923076923078,0,0.07692307692307693,0,0.0,0
stu28,1,p1,birdstrikesbde,focused,0.3333333333333333,0,0.0,0,0.0,0,0.6666666666666666,0
stu28,1,p1,birdstrikesbde,focused,0.3333333333333333,0,0.0,0,0.0,0,0.6666666666666666,0
stu28,1,p1,birdstrikesbde,focused,0.3333333333333333,0,0.0,0,0.0,0,0.6666666666666666,0
stu28,1,p1,birdstrikesbde,focused,0.3333333333333333,0,0.0,0,0.0,0,0.6666666666666666,0
stu2,0,p1,birdstrikesbce,focused,0.6976744186046512,0,0.16279069767441862,0,0.09302325581395349,0,0.046511627906976744,0
stu2,0,p1,birdstrikesbce,focused,0.6976744186046512,0,0.16279069767441862,0,0.09302325581395349,0,0.046511627906976744,0
stu2,0,p1,birdstrikesbce,focused,0.6976744186046512,0,0.16279069767441862,0,0.09302325581395349,0,0.046511627906976744,0
stu2,0,p1,birdstrikesbce,focused,0.6976744186046512,0,0.16279069767441862,0,0.09302325581395349,0,0.046511627906976744,0
stu2,1,p1,birdstrikesbce,focused,0.6896551724137931,0,0.1724137931034483,0,0.0,0,0.13793103448275862,0
stu2,1,p1,birdstrikesbce,focused,0.6896551724137931,0,0.1724137931034483,0,0.0,0,0.13793103448275862,0
stu2,1,p1,birdstrikesbce,focused,0.6896551724137931,0,0.1724137931034483,0,0.0,0,0.13793103448275862,0
stu2,1,p1,birdstrikesbce,focused,0.6896551724137931,0,0.1724137931034483,0,0.0,0,0.13793103448275862,0
stu32,0,p1,birdstrikesbce,focused,0.5,0,0.3125,0,0.1875,0,0.0,0
stu32,0,p1,birdstrikesbce,focused,0.5,0,0.3125,0,0.1875,0,0.0,0
stu32,0,p1,birdstrikesbce,focused,0.5,0,0.3125,0,0.1875,0,0.0,0
stu32,0,p1,birdstrikesbce,focused,0.5,0,0.3125,0,0.1875,0,0.0,0
stu32,1,p1,birdstrikesbce,focused,0.5,0,0.2857142857142857,0,0.14285714285714285,0,0.07142857142857142,0
stu32,1,p1,birdstrikesbce,focused,0.5,0,0.2857142857142857,0,0.14285714285714285,0,0.07142857142857142,0
stu32,1,p1,birdstrikesbce,focused,0.5,0,0.2857142857142857,0,0.14285714285714285,0,0.07142857142857142,0
stu32,1,p1,birdstrikesbce,focused,0.5,0,0.2857142857142857,0,0.14285714285714285,0,0.07142857142857142,0
stu33,0,p1,birdstrikesbce,focused,0.5531914893617021,0,0.2553191489361702,0,0.19148936170212766,0,0.0,0
stu33,0,p1,birdstrikesbce,focused,0.5531914893617021,0,0.2553191489361702,0,0.19148936170212766,0,0.0,0
stu33,0,p1,birdstrikesbce,focused,0.5531914893617021,0,0.2553191489361702,0,0.19148936170212766,0,0.0,0
stu33,0,p1,birdstrikesbce,focused,0.5531914893617021,0,0.2553191489361702,0,0.19148936170212766,0,0.0,0
stu33,1,p1,birdstrikesbce,focused,0.9393939393939394,0,0.0,0,0.06060606060606061,0,0.0,0
stu33,1,p1,birdstrikesbce,focused,0.9393939393939394,0,0.0,0,0.06060606060606061,0,0.0,0
stu33,1,p1,birdstrikesbce,focused,0.9393939393939394,0,0.0,0,0.06060606060606061,0,0.0,0
stu33,1,p1,birdstrikesbce,focused,0.9393939393939394,0,0.0,0,0.06060606060606061,0,0.0,0
stu34,0,p1,birdstrikesbcf,focused,0.5833333333333334,0,0.16666666666666666,0,0.06944444444444445,0,0.18055555555555555,0
stu34,0,p1,birdstrikesbcf,focused,0.5833333333333334,0,0.16666666666666666,0,0.06944444444444445,0,0.18055555555555555,0
stu34,0,p1,birdstrikesbcf,focused,0.5833333333333334,0,0.16666666666666666,0,0.06944444444444445,0,0.18055555555555555,0
stu34,0,p1,birdstrikesbcf,focused,0.5833333333333334,0,0.16666666666666666,0,0.06944444444444445,0,0.18055555555555555,0
stu34,1,p1,birdstrikesbcf,focused,0.6363636363636364,0,0.09090909090909091,0,0.09090909090909091,0,0.18181818181818182,0
