u,Trial,Dataset,Opennded,probabsame,probabmodify1,probabmodify2,probabmodify3
stu23,1,birdstrikes,open,0.6836734693877551,0.3163265306122449,0.0,0.0
stu27,0,birdstrikes,open,0.603225806451613,0.3258064516129032,0.07096774193548387,0.0
stu27,1,birdstrikes,open,0.6883116883116883,0.2694805194805195,0.03896103896103896,0.003246753246753247
stu28,0,birdstrikes,open,0.6417910447761194,0.34328358208955223,0.014925373134328358,0.0
stu28,1,birdstrikes,open,0.7040816326530612,0.2857142857142857,0.01020408163265306,0.0
stu2,0,birdstrikes,open,0.7386363636363636,0.26136363636363635,0.0,0.0
stu2,1,birdstrikes,open,0.7333333333333333,0.26666666666666666,0.0,0.0
stu32,0,birdstrikes,open,0.6494252873563219,0.3333333333333333,0.017241379310344827,0.0
stu32,1,birdstrikes,open,0.7231638418079096,0.2711864406779661,0.005649717514124294,0.0
stu33,0,birdstrikes,open,0.6952380952380952,0.3047619047619048,0.0,0.0
stu33,1,birdstrikes,open,0.6446280991735537,0.3305785123966942,0.024793388429752067,0.0
stu34,0,birdstrikes,open,0.672,0.28,0.048,0.0
stu34,1,birdstrikes,open,0.7605633802816901,0.2112676056338028,0.028169014084507043,0.0
stu35,0,birdstrikes,open,0.4782608695652174,0.5217391304347826,0.0,0.0
stu35,1,birdstrikes,open,0.56,0.44,0.0,0.0
stu40,0,birdstrikes,open,0.7272727272727273,0.2727272727272727,0.0,0.0
stu40,1,birdstrikes,open,0.5737704918032787,0.32786885245901637,0.09836065573770492,0.0
stu5,0,birdstrikes,open,0.6666666666666666,0.08641975308641975,0.22839506172839505,0.018518518518518517
stu5,1,birdstrikes,open,0.6129032258064516,0.14516129032258066,0.16129032258064516,0.08064516129032258
stu8,0,birdstrikes,open,0.71,0.29,0.0,0.0
stu8,1,birdstrikes,open,0.75,0.25,0.0,0.0
stu9,0,birdstrikes,open,0.7696969696969697,0.15757575757575756,0.06666666666666667,0.006060606060606061
stu9,1,birdstrikes,open,0.7948717948717948,0.1623931623931624,0.042735042735042736,0.0
