Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,U_1,0.05,0.001,0.05,,0.5194805194805194,"[0.5454545454545454, 0.5581395348837209, 0.3333333333333333]",1.0
Reinforce,U_1,0.1,0.001,0.1,,0.6164383561643836,"[0.75, 0.6097560975609756, 0.4166666666666667]",1.0
Reinforce,U_1,0.2,0.01,0.05,,0.7076923076923077,"[0.7894736842105263, 0.7222222222222222, 0.5]",1.0
Reinforce,U_1,0.3,0.01,0.1,,0.7017543859649122,"[0.7894736842105263, 0.7096774193548387, 0.42857142857142855]",1.0
Reinforce,U_1,0.4,0.01,0.05,,0.6938775510204082,"[0.8125, 0.6923076923076923, 0.42857142857142855]",1.0
Reinforce,U_1,0.5,0.01,0.05,,0.7317073170731707,"[0.8125, 0.7142857142857143, 0.5]",1.0
Reinforce,U_1,0.6,0.01,0.05,,0.7272727272727273,"[0.8571428571428571, 0.6666666666666666, 0.5]",1.0
Reinforce,U_1,0.7,0.01,0.1,,0.72,"[0.8333333333333334, 0.7, 0.3333333333333333]",1.0
Reinforce,U_1,0.8,0.01,0.05,,0.7647058823529411,"[0.875, 0.7142857142857143, 0.5]",1.0
Reinforce,U_1,0.9,0.01,0.1,,0.6666666666666666,"[0.75, 0.75, 0.0]",1.0
Reinforce,U_10,0.05,0.001,0.8,,0.6190476190476191,"[0.6111111111111112, 0.6142857142857143, 0.6290322580645161]",1.0
Reinforce,U_10,0.1,0.01,0.05,,0.8050314465408805,"[0.8055555555555556, 0.746031746031746, 0.8666666666666667]",1.0
Reinforce,U_10,0.2,0.01,0.05,,0.8085106382978723,"[0.8055555555555556, 0.7254901960784313, 0.8888888888888888]",1.0
Reinforce,U_10,0.3,0.01,0.05,,0.8225806451612904,"[0.8181818181818182, 0.7105263157894737, 0.9056603773584906]",1.0
Reinforce,U_10,0.4,0.01,0.05,,0.8113207547169812,"[0.84375, 0.7142857142857143, 0.8717948717948718]",1.0
Reinforce,U_10,0.5,0.01,0.05,,0.8068181818181818,"[0.8260869565217391, 0.6666666666666666, 0.8947368421052632]",1.0
