Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro25_acf_p2,0.05,0.0001,0.2,,0.5555555555555556,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.1,0.0001,0.05,,0.5555555555555556,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.2,0.0001,0.2,,0.45,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.3,0.0001,0.2,,0.4,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.4,0.0001,0.1,,0.4666666666666667,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.5,0.0001,0.2,,0.27999999999999997,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.6,0.0001,0.1,,0.5,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.7,0.0001,0.8,,0.26666666666666666,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.8,0.0001,0.1,,0.4,"[None, None, None]",0
Reinforce,pro25_acf_p2,0.9,0.0001,0.05,,1.0,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.05,0.0001,0.05,,0.4,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.1,0.0001,0.05,,0.4,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.2,0.0001,0.05,,0.6307692307692307,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.3,0.0001,0.05,,0.5999999999999999,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.4,0.0001,0.2,,0.64,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.5,0.0001,0.1,,0.625,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.6,0.0001,0.05,,0.5714285714285714,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.7,0.0001,0.05,,0.8,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.8,0.0001,0.2,,0.65,"[None, None, None]",0
Reinforce,pro24_adf_p2,0.9,0.0001,0.05,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.05,0.0001,0.05,,0.7666666666666666,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.1,0.0001,0.05,,0.6823529411764706,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.2,0.0001,0.05,,0.7866666666666667,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.3,0.0001,0.05,,0.03076923076923077,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.4,0.0001,0.99,,0.8181818181818181,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.5,0.0001,0.8,,0.7333333333333333,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.6,0.0001,0.1,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.7,0.0001,0.05,,0.9666666666666668,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.8,0.0001,0.8,,0.9,"[None, None, None]",0
Reinforce,pro13_ace_p2,0.9,0.0001,0.1,,1.0,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.05,0.0001,0.05,,0.8526315789473685,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.1,0.0001,0.1,,0.888888888888889,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.2,0.0001,0.05,,0.875,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.3,0.0001,0.05,,0.9142857142857143,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.4,0.0001,0.05,,0.9,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.5,0.0001,0.05,,0.9800000000000001,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.6,0.0001,0.05,,0.975,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.7,0.0001,0.1,,1.0,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.8,0.0001,0.05,,1.0,"[None, None, None]",0
Reinforce,pro18_adf_p2,0.9,0.0001,0.1,,1.0,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.05,0.0001,0.05,,0.7857142857142857,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.1,0.0001,0.05,,0.7538461538461538,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.2,0.0001,0.2,,0.7333333333333334,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.3,0.0001,0.05,,0.9,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.4,0.0001,0.1,,0.8666666666666666,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.5,0.0001,0.05,,0.8571428571428571,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.6,0.0001,0.2,,0.8,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.7,0.0001,0.05,,0.8,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.8,0.0001,0.1,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro29_ace_p2,0.9,0.0001,0.5,,0.5,"[None, None, None]",0
Reinforce,pro31_adf_p2,0.05,0.0001,0.05,,0.475,"[None, None, None]",0
