Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
SARSA,pro12_bdf_p3,0.05,0.0001,0.1,0,0.5172413793103449,0,1.0,0.5
SARSA,pro12_bdf_p3,0.1,0.0001,0.5,0,0.6,0,1.0,0.05
SARSA,pro12_bdf_p3,0.2,0.001,0.2,0,0.42857142857142855,0,1.0,0.7
SARSA,pro12_bdf_p3,0.3,0.0001,0.1,0,0.46511627906976744,0,1.0,0.1
SARSA,pro12_bdf_p3,0.4,0.001,0.1,0,0.4864864864864865,0,1.0,0.5
SARSA,pro12_bdf_p3,0.5,0.0001,0.1,0,0.6774193548387096,0,1.0,0.1
SARSA,pro12_bdf_p3,0.6,0.5,0.05,0,0.6,0,1.0,0.05
SARSA,pro12_bdf_p3,0.7,0.0001,0.05,0,0.5789473684210527,0,1.0,0.05
SARSA,pro12_bdf_p3,0.8,0.0001,0.99,0,0.46153846153846156,0,1.0,0.1
SARSA,pro12_bdf_p3,0.9,0.0001,0.8,0,0.5714285714285714,0,1.0,0.05
SARSA,pro14_bdf_p3,0.05,0.001,0.8,0,0.4714285714285714,0,1.0,0.5
SARSA,pro14_bdf_p3,0.1,0.01,0.5,0,0.48484848484848486,0,1.0,0.5
SARSA,pro14_bdf_p3,0.2,0.0001,0.9,0,0.5932203389830508,0,1.0,0.05
SARSA,pro14_bdf_p3,0.3,0.001,0.2,0,0.4807692307692308,0,1.0,0.5
SARSA,pro14_bdf_p3,0.4,0.5,0.05,0,0.6818181818181818,0,1.0,0.1
SARSA,pro14_bdf_p3,0.5,0.1,0.05,0,0.4594594594594595,0,1.0,0.5
SARSA,pro14_bdf_p3,0.6,0.0001,0.8,0,0.6666666666666666,0,1.0,0.1
SARSA,pro14_bdf_p3,0.7,0.0001,0.8,0,0.6363636363636364,0,1.0,0.1
SARSA,pro14_bdf_p3,0.8,0.0001,0.99,0,0.5333333333333333,0,1.0,0.1
SARSA,pro14_bdf_p3,0.9,0.5,0.2,0,0.625,0,1.0,0.05
SARSA,pro11_bcf_p3,0.05,0.001,0.1,0,0.5779816513761468,0,1.0,0.5
SARSA,pro11_bcf_p3,0.1,0.0001,0.05,0,0.7184466019417476,0,1.0,0.1
SARSA,pro11_bcf_p3,0.2,0.0001,0.5,0,0.6847826086956522,0,1.0,0.1
SARSA,pro11_bcf_p3,0.3,0.0001,0.1,0,0.6375,0,1.0,0.05
SARSA,pro11_bcf_p3,0.4,0.01,0.2,0,0.7101449275362319,0,1.0,0.1
SARSA,pro11_bcf_p3,0.5,0.001,0.8,0,0.6842105263157895,0,1.0,0.05
SARSA,pro11_bcf_p3,0.6,0.0001,0.05,0,0.6521739130434783,0,1.0,0.01
SARSA,pro11_bcf_p3,0.7,0.0001,0.8,0,0.7142857142857143,0,1.0,0.1
SARSA,pro11_bcf_p3,0.8,0.5,0.05,0,0.7391304347826086,0,1.0,0.05
SARSA,pro11_bcf_p3,0.9,0.5,0.1,0,0.75,0,1.0,0.05
SARSA,pro16_bce_p3,0.05,0.0001,0.8,0,0.5725190839694656,0,1.0,0.1
SARSA,pro16_bce_p3,0.1,0.001,0.1,0,0.5725806451612904,0,1.0,0.1
SARSA,pro16_bce_p3,0.2,0.01,0.1,0,0.5,0,1.0,0.1
SARSA,pro16_bce_p3,0.3,0.001,0.05,0,0.5208333333333334,0,1.0,0.1
SARSA,pro16_bce_p3,0.4,0.0001,0.2,0,0.6385542168674698,0,1.0,0.1
SARSA,pro16_bce_p3,0.5,0.0001,0.2,0,0.5942028985507246,0,1.0,0.1
SARSA,pro16_bce_p3,0.6,0.5,0.1,0,0.6909090909090909,0,1.0,0.05
SARSA,pro16_bce_p3,0.7,0.0001,0.5,0,0.6904761904761905,0,1.0,0.1
SARSA,pro16_bce_p3,0.8,0.5,0.05,0,0.7857142857142857,0,1.0,0.1
SARSA,pro16_bce_p3,0.9,0.5,0.05,0,0.8571428571428571,0,1.0,0.1
SARSA,pro26_bde_p3,0.05,0.0001,0.5,0,0.46715328467153283,0,1.0,0.5
SARSA,pro26_bde_p3,0.1,0.001,0.8,0,0.5076923076923077,0,1.0,0.1
SARSA,pro26_bde_p3,0.2,0.1,0.1,0,0.49137931034482757,0,1.0,0.1
SARSA,pro26_bde_p3,0.3,0.0001,0.1,0,0.4752475247524752,0,1.0,0.1
SARSA,pro26_bde_p3,0.4,0.0001,0.05,0,0.4482758620689655,0,1.0,0.1
SARSA,pro26_bde_p3,0.5,0.001,0.2,0,0.4583333333333333,0,1.0,0.1
SARSA,pro26_bde_p3,0.6,0.0001,0.2,0,0.5,0,1.0,0.1
SARSA,pro26_bde_p3,0.7,0.5,0.05,0,0.4772727272727273,0,1.0,0.1
SARSA,pro26_bde_p3,0.8,0.0001,0.05,0,0.5172413793103449,0,1.0,0.1
SARSA,pro26_bde_p3,0.9,0.0001,0.9,0,0.4,0,1.0,0.05
SARSA,pro1_bcf_p3,0.05,0.0001,0.99,0,0.5620915032679739,0,1.0,0.1
SARSA,pro1_bcf_p3,0.1,0.0001,0.05,0,0.5793103448275863,0,1.0,0.1
SARSA,pro1_bcf_p3,0.2,0.5,0.1,0,0.6124031007751938,0,1.0,0.1
SARSA,pro1_bcf_p3,0.3,0.0001,0.8,0,0.6106194690265486,0,1.0,0.1
SARSA,pro1_bcf_p3,0.4,0.01,0.05,0,0.6391752577319587,0,1.0,0.1
SARSA,pro1_bcf_p3,0.5,0.0001,0.9,0,0.6419753086419753,0,1.0,0.1
SARSA,pro1_bcf_p3,0.6,0.0001,0.5,0,0.6153846153846154,0,1.0,0.1
SARSA,pro1_bcf_p3,0.7,0.0001,0.9,0,0.5306122448979592,0,1.0,0.1
SARSA,pro1_bcf_p3,0.8,0.0001,0.05,0,0.5757575757575758,0,1.0,0.1
SARSA,pro1_bcf_p3,0.9,0.0001,0.5,0,0.8235294117647058,0,1.0,0.05
SARSA,pro27_bcf_p3,0.05,0.0001,0.1,0,0.5333333333333333,0,1.0,0.1
SARSA,pro27_bcf_p3,0.1,0.0001,0.9,0,0.5146198830409356,0,1.0,0.1
SARSA,pro27_bcf_p3,0.2,0.0001,0.1,0,0.5592105263157895,0,1.0,0.1
SARSA,pro27_bcf_p3,0.3,0.0001,0.1,0,0.6240601503759399,0,1.0,0.1
SARSA,pro27_bcf_p3,0.4,0.0001,0.2,0,0.631578947368421,0,1.0,0.1
SARSA,pro27_bcf_p3,0.5,0.0001,0.99,0,0.5789473684210527,0,1.0,0.05
SARSA,pro27_bcf_p3,0.6,0.0001,0.1,0,0.5263157894736842,0,1.0,0.05
SARSA,pro27_bcf_p3,0.7,0.001,0.05,0,0.5789473684210527,0,1.0,0.05
SARSA,pro27_bcf_p3,0.8,0.0001,0.05,0,0.5,0,1.0,0.05
SARSA,pro27_bcf_p3,0.9,0.001,0.05,0,0.631578947368421,0,1.0,0.1
SARSA,pro28_bce_p3,0.05,0.0001,0.5,0,0.5670103092783505,0,1.0,0.1
SARSA,pro28_bce_p3,0.1,0.01,0.9,0,0.4945652173913043,0,1.0,0.5
SARSA,pro28_bce_p3,0.2,0.0001,0.8,0,0.6585365853658537,0,1.0,0.1
SARSA,pro28_bce_p3,0.3,0.0001,0.1,0,0.6643356643356644,0,1.0,0.1
SARSA,pro28_bce_p3,0.4,0.5,0.2,0,0.7317073170731707,0,1.0,0.05
SARSA,pro28_bce_p3,0.5,0.01,0.1,0,0.7254901960784313,0,1.0,0.1
SARSA,pro28_bce_p3,0.6,0.001,0.2,0,0.6829268292682927,0,1.0,0.1
SARSA,pro28_bce_p3,0.7,0.5,0.5,0,0.7258064516129032,0,1.0,0.05
SARSA,pro28_bce_p3,0.8,0.0001,0.9,0,0.7317073170731707,0,1.0,0.1
SARSA,pro28_bce_p3,0.9,0.5,0.2,0,0.7142857142857143,0,1.0,0.05
SARSA,pro2_bce_p3,0.05,0.0001,0.05,0,0.42962962962962964,0,1.0,0.01
SARSA,pro2_bce_p3,0.1,0.0001,0.8,0,0.4765625,0,1.0,0.1
SARSA,pro2_bce_p3,0.2,0.0001,0.2,0,0.45614035087719296,0,1.0,0.1
SARSA,pro2_bce_p3,0.3,0.001,0.05,0,0.55,0,1.0,0.1
SARSA,pro2_bce_p3,0.4,0.5,0.5,0,0.5581395348837209,0,1.0,0.1
SARSA,pro2_bce_p3,0.5,0.0001,0.1,0,0.4647887323943662,0,1.0,0.05
SARSA,pro2_bce_p3,0.6,0.001,0.8,0,0.45614035087719296,0,1.0,0.1
SARSA,pro2_bce_p3,0.7,0.0001,0.05,0,0.5348837209302325,0,1.0,0.1
SARSA,pro2_bce_p3,0.8,0.001,0.2,0,0.5172413793103449,0,1.0,0.1
SARSA,pro2_bce_p3,0.9,0.0001,0.9,0,0.6666666666666666,0,1.0,0.05
SARSA,pro30_bde_p3,0.05,0.0001,0.9,0,0.6991869918699187,0,1.0,0.1
SARSA,pro30_bde_p3,0.1,0.1,0.1,0,0.7008547008547008,0,1.0,0.05
SARSA,pro30_bde_p3,0.2,0.0001,0.05,0,0.6923076923076923,0,1.0,0.05
SARSA,pro30_bde_p3,0.3,0.1,0.1,0,0.7032967032967034,0,1.0,0.05
SARSA,pro30_bde_p3,0.4,0.0001,0.8,0,0.7435897435897436,0,1.0,0.01
SARSA,pro30_bde_p3,0.5,0.001,0.2,0,0.7230769230769231,0,1.0,0.1
SARSA,pro30_bde_p3,0.6,0.0001,0.05,0,0.7115384615384616,0,1.0,0.1
SARSA,pro30_bde_p3,0.7,0.5,0.1,0,0.6666666666666666,0,1.0,0.05
SARSA,pro30_bde_p3,0.8,0.001,0.2,0,0.6538461538461539,0,1.0,0.05
SARSA,pro30_bde_p3,0.9,0.0001,0.2,0,0.6923076923076923,0,1.0,0.05
SARSA,pro6_bde_p3,0.05,0.0001,0.05,0,0.6153846153846154,0,1.0,0.01
SARSA,pro6_bde_p3,0.1,0.0001,0.1,0,0.6122448979591837,0,1.0,0.1
SARSA,pro6_bde_p3,0.2,0.0001,0.9,0,0.5909090909090909,0,1.0,0.1
SARSA,pro6_bde_p3,0.3,0.5,0.2,0,0.6842105263157895,0,1.0,0.05
SARSA,pro6_bde_p3,0.4,0.5,0.8,0,0.6060606060606061,0,1.0,0.1
SARSA,pro6_bde_p3,0.5,0.5,0.2,0,0.6296296296296297,0,1.0,0.05
SARSA,pro6_bde_p3,0.6,0.5,0.1,0,0.5909090909090909,0,1.0,0.05
