User,Accuracy,Algorithm,StateAccuracy,GranularPredictions,Predictions,GroundTruth,Threshold
pro15_ade_p1,0.46153846153846156,Bayesian,,"defaultdict(None, {'same': (8, 0.75), 'modify-1': (3, 0.0), 'modify-2': (2, 0.0)})","['same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-3', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'modify-2', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same']",0.5
pro15_ade_p1,0.2,Bayesian,,"defaultdict(None, {'modify-1': (3, 0.0), 'same': (5, 0.4), 'modify-2': (2, 0.0)})","['same', 'modify-1', 'same', 'same', 'same', 'modify-3', 'modify-2', 'modify-2', 'modify-3', 'same']","['modify-1', 'same', 'modify-2', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same']",0.6
pro15_ade_p1,0.375,Bayesian,,"defaultdict(None, {'modify-2': (2, 0.0), 'same': (4, 0.75), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'modify-2', 'same', 'same', 'modify-2', 'same']","['modify-2', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same']",0.7
pro15_ade_p1,0.4,Bayesian,,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 0.6666666666666666)})","['modify-3', 'same', 'same', 'modify-2', 'same']","['modify-1', 'same', 'modify-1', 'same', 'same']",0.8
pro15_ade_p1,0.6666666666666666,Bayesian,,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (2, 1.0)})","['same', 'same', 'same']","['modify-1', 'same', 'same']",0.9
pro17_ace_p1,0.5208333333333334,Bayesian,,"defaultdict(None, {'modify-1': (12, 0.08333333333333333), 'same': (34, 0.7058823529411765), 'modify-2': (2, 0.0)})","['same', 'modify-2', 'modify-3', 'same', 'same', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-2', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same']","['modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.1
pro17_ace_p1,0.5813953488372093,Bayesian,,"defaultdict(None, {'same': (32, 0.75), 'modify-1': (9, 0.1111111111111111), 'modify-2': (2, 0.0)})","['modify-1', 'modify-1', 'modify-2', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.2
pro17_ace_p1,0.5526315789473685,Bayesian,,"defaultdict(None, {'same': (29, 0.7241379310344828), 'modify-2': (2, 0.0), 'modify-1': (7, 0.0)})","['modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-3', 'same', 'modify-2', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.3
pro17_ace_p1,0.6875,Bayesian,,"defaultdict(None, {'same': (25, 0.88), 'modify-1': (7, 0.0)})","['modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.4
pro17_ace_p1,0.5185185185185185,Bayesian,,"defaultdict(None, {'same': (20, 0.7), 'modify-1': (7, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-3', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.5
pro17_ace_p1,0.4090909090909091,Bayesian,,"defaultdict(None, {'modify-1': (7, 0.0), 'same': (15, 0.6)})","['same', 'modify-3', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-1', 'same', 'modify-2', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same']","['modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.6
pro17_ace_p1,0.5,Bayesian,,"defaultdict(None, {'same': (11, 0.6363636363636364), 'modify-1': (5, 0.2)})","['same', 'same', 'modify-2', 'same', 'modify-1', 'modify-3', 'same', 'modify-3', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.7
pro17_ace_p1,0.6363636363636364,Bayesian,,"defaultdict(None, {'same': (9, 0.7777777777777778), 'modify-1': (2, 0.0)})","['modify-3', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8
pro17_ace_p1,0.8333333333333334,Bayesian,,"defaultdict(None, {'same': (6, 0.8333333333333334)})","['same', 'same', 'same', 'same', 'same', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same']",0.9
pro18_adf_p1,0.6,Bayesian,,"defaultdict(None, {'same': (26, 0.7307692307692307), 'modify-1': (14, 0.42857142857142855), 'modify-2': (5, 0.4)})","['same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-2', 'modify-3', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1']","['same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.1
pro18_adf_p1,0.575,Bayesian,,"defaultdict(None, {'same': (23, 0.8260869565217391), 'modify-1': (12, 0.25), 'modify-2': (5, 0.2)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-3', 'modify-3', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.2
pro18_adf_p1,0.5142857142857142,Bayesian,,"defaultdict(None, {'same': (18, 0.8333333333333334), 'modify-1': (12, 0.25), 'modify-2': (5, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.3
pro18_adf_p1,0.36666666666666664,Bayesian,,"defaultdict(None, {'same': (13, 0.6153846153846154), 'modify-1': (12, 0.25), 'modify-2': (5, 0.0)})","['same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'modify-3', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1']","['same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.4
pro18_adf_p1,0.48,Bayesian,,"defaultdict(None, {'same': (9, 0.8888888888888888), 'modify-1': (11, 0.36363636363636365), 'modify-2': (5, 0.0)})","['same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-3', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.5
pro18_adf_p1,0.35,Bayesian,,"defaultdict(None, {'modify-1': (8, 0.25), 'modify-2': (5, 0.0), 'same': (7, 0.7142857142857143)})","['same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'modify-3', 'modify-2', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'same']","['modify-1', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.6
pro18_adf_p1,0.3333333333333333,Bayesian,,"defaultdict(None, {'modify-2': (4, 0.25), 'modify-1': (7, 0.2857142857142857), 'same': (4, 0.5)})","['same', 'modify-2', 'modify-3', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-3', 'modify-1', 'same', 'same', 'same', 'modify-3', 'modify-1']","['modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.7
pro18_adf_p1,0.4,Bayesian,,"defaultdict(None, {'modify-1': (4, 0.25), 'modify-2': (2, 0.0), 'same': (4, 0.75)})","['same', 'modify-1', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same', 'modify-3', 'same']","['modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']",0.8
pro18_adf_p1,0.4,Bayesian,,"defaultdict(None, {'same': (3, 0.6666666666666666), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'modify-2', 'modify-1']","['same', 'same', 'modify-1', 'modify-1', 'same']",0.9
pro20_ade_p1,0.5151515151515151,Bayesian,,"defaultdict(None, {'same': (22, 0.6363636363636364), 'modify-1': (11, 0.2727272727272727)})","['modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.1
pro20_ade_p1,0.5517241379310345,Bayesian,,"defaultdict(None, {'modify-1': (9, 0.3333333333333333), 'same': (20, 0.65)})","['same', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same']","['modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.2
pro20_ade_p1,0.5769230769230769,Bayesian,,"defaultdict(None, {'same': (19, 0.6842105263157895), 'modify-1': (7, 0.2857142857142857)})","['modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same']","['same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.3
pro20_ade_p1,0.6818181818181818,Bayesian,,"defaultdict(None, {'modify-1': (5, 0.4), 'same': (17, 0.7647058823529411)})","['same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same']","['modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.4
pro20_ade_p1,0.6666666666666666,Bayesian,,"defaultdict(None, {'same': (14, 0.8571428571428571), 'modify-1': (4, 0.0)})","['same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same']","['same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.5
pro20_ade_p1,0.8,Bayesian,,"defaultdict(None, {'modify-1': (3, 0.3333333333333333), 'same': (12, 0.9166666666666666)})","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same']","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.6
pro20_ade_p1,0.8181818181818182,Bayesian,,"defaultdict(None, {'same': (9, 1.0), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.7
pro20_ade_p1,0.625,Bayesian,,"defaultdict(None, {'same': (6, 0.8333333333333334), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.8
pro20_ade_p1,0.25,Bayesian,,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (2, 0.5)})","['same', 'modify-2', 'same', 'same']","['modify-1', 'same', 'modify-1', 'same']",0.9
pro21_ade_p1,0.7777777777777778,Bayesian,,"defaultdict(None, {'same': (70, 0.8571428571428571), 'modify-1': (5, 0.0), 'modify-2': (6, 0.5)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'modify-1', 'modify-3', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.1
pro21_ade_p1,0.7916666666666666,Bayesian,,"defaultdict(None, {'same': (61, 0.8852459016393442), 'modify-1': (5, 0.0), 'modify-2': (6, 0.5)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-3', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.2
pro21_ade_p1,0.7301587301587301,Bayesian,,"defaultdict(None, {'same': (52, 0.8269230769230769), 'modify-1': (5, 0.0), 'modify-2': (6, 0.5)})","['same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.3
