Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro25_acf_p1,0.05,0.0001,0.5,,0.5555555555555556,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.1,0.0001,0.2,,0.2222222222222222,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.2,0.0001,0.9,,0.5,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.3,0.0001,0.99,,0.5714285714285714,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.4,0.01,0.99,,0.8333333333333334,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.5,0.0001,0.05,,0.6,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.6,0.1,0.05,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.7,0.01,0.1,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.8,0.01,0.5,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.9,0.01,0.5,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.05,0.0001,0.1,,0.2916666666666667,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.1,0.01,0.8,,0.8260869565217391,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.2,0.001,0.05,,0.8,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.3,0.01,0.05,,0.8888888888888888,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.4,0.01,0.05,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.5,0.01,0.1,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.6,0.001,0.2,,0.9,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.7,0.001,0.8,,0.875,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.8,0.1,0.99,,1.0,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.9,0.01,0.1,,1.0,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.05,0.001,0.5,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.1,0.0001,0.9,,0.34782608695652173,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.2,0.0001,0.2,,0.35,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.3,1.0,0.05,,0.7222222222222222,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.4,0.001,0.5,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.5,0.001,0.05,,0.6923076923076923,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.6,0.01,0.05,,0.5,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.7,0.01,0.05,,0.5,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.8,0.01,0.05,,0.6,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.9,0.01,0.05,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.05,0.0001,0.5,,0.34375,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.1,0.01,0.05,,0.5,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.2,0.01,0.05,,0.6296296296296297,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.3,0.01,0.05,,0.4583333333333333,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.4,0.01,0.1,,0.65,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.5,0.01,0.2,,0.6470588235294118,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.6,0.01,0.1,,0.5714285714285714,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.7,0.01,0.1,,0.6,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.8,0.01,0.5,,0.7142857142857143,"[None, None, None]",0
Reinforce,pro24_adf_p1,0.9,0.01,0.05,,1.0,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.05,0.0001,0.05,,0.3142857142857143,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.1,0.01,0.9,,0.3333333333333333,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.2,0.0001,0.9,,0.41379310344827586,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.3,0.01,0.05,,0.2692307692307692,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.4,0.01,0.05,,0.7727272727272727,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.5,0.01,0.1,,0.7777777777777778,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.6,0.01,0.1,,0.8666666666666667,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.7,0.01,0.9,,0.8181818181818182,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.8,0.01,0.05,,0.75,"[None, None, None]",0
Reinforce,pro20_ade_p1,0.9,0.01,0.1,,0.5,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.05,0.0001,0.2,,0.3125,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.1,0.001,0.1,,0.5777777777777777,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.2,0.1,0.9,,0.6,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.3,0.01,0.05,,0.5142857142857142,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.4,0.1,0.5,,0.5666666666666667,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.5,0.01,0.05,,0.36,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.6,0.01,0.05,,0.35,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.7,0.5,0.05,,0.5333333333333333,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.8,0.1,0.8,,0.3,"[None, None, None]",0
Reinforce,pro18_adf_p1,0.9,0.01,0.2,,0.6,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.05,0.0001,0.8,,0.35294117647058826,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.1,0.0001,0.99,,0.3125,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.2,0.01,0.99,,0.7441860465116279,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.3,0.001,0.2,,0.7631578947368421,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.4,0.01,0.8,,0.78125,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.5,0.01,0.05,,0.7407407407407407,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.6,0.01,0.05,,0.6818181818181818,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.7,0.01,0.05,,0.6875,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.8,0.1,0.5,,0.8181818181818182,"[None, None, None]",0
Reinforce,pro17_ace_p1,0.9,0.01,0.05,,1.0,"[None, None, None]",0
Reinforce,pro23_acf_p1,0.05,0.01,0.05,,0.6981132075471698,"[None, None, None]",0
Reinforce,pro23_acf_p1,0.1,0.01,0.05,,0.72,"[None, None, None]",0
Reinforce,pro23_acf_p1,0.2,0.01,0.05,,0.4772727272727273,"[None, None, None]",0
