Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro1_bcf_p4,0.05,0.001,0.2,,0.6559139784946236,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.1,0.01,0.1,,0.6818181818181818,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.2,0.01,0.05,,0.7051282051282052,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.3,0.01,0.05,,0.7058823529411765,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.4,0.001,0.05,,0.7457627118644068,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.5,0.01,0.05,,0.7551020408163265,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.6,0.1,0.1,,0.8461538461538461,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.7,0.01,0.05,,0.8,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.8,0.01,0.05,,0.7,"[None, None, None]",0
Reinforce,pro1_bcf_p4,0.9,0.01,0.05,,0.6,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.05,0.001,0.2,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.1,0.01,0.9,,0.6597938144329897,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.2,0.01,0.05,,0.627906976744186,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.3,0.01,0.8,,0.6133333333333333,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.4,0.1,0.5,,0.47692307692307695,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.5,0.01,0.05,,0.5555555555555556,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.6,0.01,0.05,,0.5581395348837209,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.7,0.01,0.05,,0.48484848484848486,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.8,0.01,0.05,,0.5909090909090909,"[None, None, None]",0
Reinforce,pro16_bce_p4,0.9,0.01,0.05,,0.6363636363636364,"[None, None, None]",0
Reinforce,pro27_bcf_p4,0.05,0.001,0.8,,0.5,"[None, None, None]",0
Reinforce,pro27_bcf_p4,0.1,0.01,0.05,,0.4473684210526316,"[None, None, None]",0
Reinforce,pro27_bcf_p4,0.2,0.01,0.05,,0.40594059405940597,"[None, None, None]",0
Reinforce,pro27_bcf_p4,0.3,0.01,0.05,,0.38202247191011235,"[None, None, None]",0
