User,Accuracy,Threshold
stu9_bcf_p4_logs.csv,0.8015267175572519,0.1
stu9_bcf_p4_logs.csv,0.7758620689655172,0.2
stu9_bcf_p4_logs.csv,0.7843137254901961,0.3
stu9_bcf_p4_logs.csv,0.7931034482758621,0.4
stu9_bcf_p4_logs.csv,0.8493150684931506,0.5
stu9_bcf_p4_logs.csv,0.8620689655172413,0.6
stu9_bcf_p4_logs.csv,0.8409090909090909,0.7
stu9_bcf_p4_logs.csv,0.8620689655172413,0.8
stu9_bcf_p4_logs.csv,0.8666666666666667,0.9
pro4_bce_p4_logs.csv,0.7647058823529411,0.1
pro4_bce_p4_logs.csv,0.8026315789473685,0.2
pro4_bce_p4_logs.csv,0.7727272727272727,0.3
pro4_bce_p4_logs.csv,0.8070175438596491,0.4
pro4_bce_p4_logs.csv,0.7446808510638298,0.5
pro4_bce_p4_logs.csv,0.6578947368421053,0.6
pro4_bce_p4_logs.csv,0.6896551724137931,0.7
pro4_bce_p4_logs.csv,0.7368421052631579,0.8
pro4_bce_p4_logs.csv,0.7,0.9
stu28_bde_p4_logs.csv,0.6411483253588517,0.1
stu28_bde_p4_logs.csv,0.6720430107526881,0.2
stu28_bde_p4_logs.csv,0.6503067484662577,0.3
stu28_bde_p4_logs.csv,0.6428571428571429,0.4
stu28_bde_p4_logs.csv,0.603448275862069,0.5
stu28_bde_p4_logs.csv,0.6236559139784946,0.6
stu28_bde_p4_logs.csv,0.6,0.7
stu28_bde_p4_logs.csv,0.6170212765957447,0.8
stu28_bde_p4_logs.csv,0.6666666666666666,0.9
stu34_bcf_p4_logs.csv,0.7083333333333334,0.1
stu34_bcf_p4_logs.csv,0.6875,0.2
stu34_bcf_p4_logs.csv,0.75,0.3
stu34_bcf_p4_logs.csv,0.7708333333333334,0.4
stu34_bcf_p4_logs.csv,0.85,0.5
stu34_bcf_p4_logs.csv,0.8125,0.6
stu34_bcf_p4_logs.csv,0.7916666666666666,0.7
stu34_bcf_p4_logs.csv,0.875,0.8
stu34_bcf_p4_logs.csv,0.75,0.9
stu12_bdf_p4_logs.csv,0.6347517730496454,0.1
stu12_bdf_p4_logs.csv,0.6294820717131474,0.2
stu12_bdf_p4_logs.csv,0.6090909090909091,0.3
stu12_bdf_p4_logs.csv,0.5957446808510638,0.4
stu12_bdf_p4_logs.csv,0.6242038216560509,0.5
stu12_bdf_p4_logs.csv,0.6190476190476191,0.6
stu12_bdf_p4_logs.csv,0.5957446808510638,0.7
stu12_bdf_p4_logs.csv,0.6031746031746031,0.8
stu12_bdf_p4_logs.csv,0.78125,0.9
stu35_bde_p4_logs.csv,0.4943820224719101,0.1
stu35_bde_p4_logs.csv,0.45569620253164556,0.2
stu35_bde_p4_logs.csv,0.391304347826087,0.3
stu35_bde_p4_logs.csv,0.423728813559322,0.4
stu35_bde_p4_logs.csv,0.46938775510204084,0.5
stu35_bde_p4_logs.csv,0.525,0.6
stu35_bde_p4_logs.csv,0.5666666666666667,0.7
stu35_bde_p4_logs.csv,0.6,0.8
stu35_bde_p4_logs.csv,0.7,0.9
stu1_bce_p4_logs.csv,0.639751552795031,0.1
stu1_bce_p4_logs.csv,0.6363636363636364,0.2
stu1_bce_p4_logs.csv,0.624,0.3
stu1_bce_p4_logs.csv,0.6542056074766355,0.4
stu1_bce_p4_logs.csv,0.6629213483146067,0.5
stu1_bce_p4_logs.csv,0.6111111111111112,0.6
stu1_bce_p4_logs.csv,0.6481481481481481,0.7
stu1_bce_p4_logs.csv,0.6944444444444444,0.8
stu1_bce_p4_logs.csv,0.6666666666666666,0.9
pro32_bdf_p4_logs.csv,0.4657534246575342,0.1
pro32_bdf_p4_logs.csv,0.4846153846153846,0.2
pro32_bdf_p4_logs.csv,0.4669603524229075,0.3
pro32_bdf_p4_logs.csv,0.46153846153846156,0.4
pro32_bdf_p4_logs.csv,0.4691358024691358,0.5
pro32_bdf_p4_logs.csv,0.5,0.6
pro32_bdf_p4_logs.csv,0.4897959183673469,0.7
pro32_bdf_p4_logs.csv,0.5076923076923077,0.8
pro32_bdf_p4_logs.csv,0.45454545454545453,0.9
pro27_bcf_p4_logs.csv,0.4954954954954955,0.1
pro27_bcf_p4_logs.csv,0.47474747474747475,0.2
pro27_bcf_p4_logs.csv,0.47126436781609193,0.3
pro27_bcf_p4_logs.csv,0.5,0.4
pro27_bcf_p4_logs.csv,0.46774193548387094,0.5
pro27_bcf_p4_logs.csv,0.46,0.6
pro27_bcf_p4_logs.csv,0.4594594594594595,0.7
pro27_bcf_p4_logs.csv,0.44,0.8
pro27_bcf_p4_logs.csv,0.46153846153846156,0.9
stu14_bcf_p4_logs.csv,0.5801526717557252,0.1
stu14_bcf_p4_logs.csv,0.5862068965517241,0.2
stu14_bcf_p4_logs.csv,0.6078431372549019,0.3
stu14_bcf_p4_logs.csv,0.6896551724137931,0.4
stu14_bcf_p4_logs.csv,0.684931506849315,0.5
stu14_bcf_p4_logs.csv,0.6724137931034483,0.6
stu14_bcf_p4_logs.csv,0.7045454545454546,0.7
stu14_bcf_p4_logs.csv,0.7586206896551724,0.8
stu14_bcf_p4_logs.csv,0.7333333333333333,0.9
pro28_bce_p4_logs.csv,0.7163461538461539,0.1
pro28_bce_p4_logs.csv,0.7135135135135136,0.2
pro28_bce_p4_logs.csv,0.6975308641975309,0.3
pro28_bce_p4_logs.csv,0.6546762589928058,0.4
pro28_bce_p4_logs.csv,0.6637931034482759,0.5
pro28_bce_p4_logs.csv,0.6344086021505376,0.6
pro28_bce_p4_logs.csv,0.6428571428571429,0.7
pro28_bce_p4_logs.csv,0.5531914893617021,0.8
pro28_bce_p4_logs.csv,0.5,0.9
stu8_bce_p4_logs.csv,0.7439024390243902,0.1
stu8_bce_p4_logs.csv,0.7534246575342466,0.2
stu8_bce_p4_logs.csv,0.78125,0.3
stu8_bce_p4_logs.csv,0.8,0.4
stu8_bce_p4_logs.csv,0.8043478260869565,0.5
stu8_bce_p4_logs.csv,0.8108108108108109,0.6
stu8_bce_p4_logs.csv,0.8571428571428571,0.7
stu8_bce_p4_logs.csv,0.631578947368421,0.8
stu8_bce_p4_logs.csv,0.8,0.9
pro10_bdf_p4_logs.csv,0.5096153846153846,0.1
pro10_bdf_p4_logs.csv,0.5243243243243243,0.2
pro10_bdf_p4_logs.csv,0.5123456790123457,0.3
pro10_bdf_p4_logs.csv,0.5107913669064749,0.4
pro10_bdf_p4_logs.csv,0.5517241379310345,0.5
pro10_bdf_p4_logs.csv,0.4838709677419355,0.6
pro10_bdf_p4_logs.csv,0.4857142857142857,0.7
pro10_bdf_p4_logs.csv,0.574468085106383,0.8
pro10_bdf_p4_logs.csv,0.375,0.9
pro16_bce_p4_logs.csv,0.7216494845360825,0.1
