User,Accuracy,Algorithm
pro10_bdf_p4,0.45454545454545453,Momentum
pro11_bcf_p4,0.5146198830409356,Momentum
pro12_bdf_p4,0.6149732620320856,Momentum
pro14_bdf_p4,0.5652173913043478,Momentum
pro16_bce_p4,0.6074766355140186,Momentum
pro19_bcf_p4,0.5111940298507462,Momentum
pro1_bcf_p4,0.6494845360824743,Momentum
pro26_bde_p4,0.5337423312883436,Momentum
pro27_bcf_p4,0.45528455284552843,Momentum
pro28_bce_p4,0.683982683982684,Momentum
pro2_bce_p4,0.5627906976744186,Momentum
pro30_bde_p4,0.5735294117647058,Momentum
pro32_bdf_p4,0.4351851851851852,Momentum
pro4_bce_p4,0.776595744680851,Momentum
pro6_bde_p4,0.5,Momentum
pro7_bde_p4,0.6857142857142857,Momentum
stu12_bdf_p4,0.6166134185303515,Momentum
stu14_bcf_p4,0.5448275862068965,Momentum
stu16_bcf_p4,0.7086614173228346,Momentum
stu18_bde_p4,0.6216216216216216,Momentum
stu19_bde_p4,0.6037735849056604,Momentum
stu1_bce_p4,0.550561797752809,Momentum
stu20_bdf_p4,0.3333333333333333,Momentum
stu22_bde_p4,0.6935483870967742,Momentum
stu23_bdf_p4,0.5704697986577181,Momentum
stu27_bdf_p4,0.5523012552301255,Momentum
stu28_bde_p4,0.5862068965517241,Momentum
stu2_bce_p4,0.7142857142857143,Momentum
stu32_bce_p4,0.6476683937823834,Momentum
stu33_bce_p4,0.5274725274725275,Momentum
stu34_bcf_p4,0.7125,Momentum
stu35_bde_p4,0.4489795918367347,Momentum
stu40_bdf_p4,0.46153846153846156,Momentum
stu5_bcf_p4,0.4788732394366197,Momentum
stu8_bce_p4,0.7032967032967034,Momentum
stu9_bcf_p4,0.6896551724137931,Momentum
