Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro18_adf_p4,0.8,0.0001,0.2,1.0,0.8125,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro24_adf_p4,0.8,0.001,0.05,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro23_acf_p4,0.8,0.001,0.2,1.0,0.9090909090909092,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro13_ace_p4,0.8,0.0001,0.5,1.0,0.5217391304347826,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro15_ade_p4,0.8,0.01,0.5,1.0,0.6086956521739131,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro22_ade_p4,0.8,0.1,0.9,1.0,0.6785714285714286,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro25_acf_p4,0.8,0.1,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro8_acf_p4,0.8,0.001,0.05,1.0,0.4736842105263157,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro5_adf_p4,0.8,0.001,0.2,1.0,0.5416666666666666,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro29_ace_p4,0.8,0.1,0.9,1.0,0.6060606060606061,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro20_ade_p4,0.8,0.5,0.8,1.0,0.62,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro3_ace_p4,0.8,0.1,0.9,1.0,0.8709677419354839,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro31_adf_p4,0.8,0.001,0.05,1.0,0.3225806451612903,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro9_acf_p4,0.8,0.1,0.5,1.0,0.5185185185185185,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro17_ace_p4,0.8,0.0001,0.1,1.0,0.5636363636363636,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu10_acf_p4,0.8,0.001,0.1,1.0,0.6896551724137931,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro21_ade_p4,0.8,0.0001,0.9,1.0,0.7419354838709677,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu17_ace_p4,0.8,0.0001,0.99,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu13_acf_p4,0.8,0.0001,0.2,1.0,0.5416666666666666,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu21_ace_p4,0.8,0.0001,0.9,1.0,0.4545454545454545,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu25_ace_p4,0.8,0.001,0.05,1.0,0.4090909090909091,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu11_adf_p4,0.8,0.001,0.1,1.0,0.8157894736842105,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu24_ace_p4,0.8,0.5,0.5,1.0,0.53125,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu29_ade_p4,0.8,0.001,0.05,1.0,0.6410256410256411,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu38_acf_p4,0.8,0.001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu15_ade_p4,0.8,0.001,0.5,1.0,0.4583333333333333,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu36_adf_p4,0.8,0.0001,0.9,1.0,0.6551724137931034,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu30_adf_p4,0.8,0.1,0.05,1.0,0.3076923076923077,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu4_ade_p4,0.8,0.001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu37_adf_p4,0.8,0.001,0.8,1.0,0.4814814814814814,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu31_ade_p4,0.8,0.001,0.05,1.0,0.32,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu39_adf_p4,0.8,0.001,0.8,1.0,0.6976744186046512,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu26_ace_p4,0.8,0.01,0.1,1.0,0.5833333333333334,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu7_ade_p4,0.8,0.001,0.5,1.0,0.2,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu3_acf_p4,0.8,0.0001,0.5,1.0,0.7843137254901961,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu6_acf_p4,0.8,0.0001,0.5,1.0,0.7045454545454546,"[None, None, None]",0.0,0.0,Openended,p4
Bayesian,pro13_ace_p4,0.8,0.0,0.0,,0.1391304347826087,0,0.0,,Openended,p4
Bayesian,pro15_ade_p4,0.8,0.0,0.0,,0.0347826086956521,0,0.0,,Openended,p4
Bayesian,pro17_ace_p4,0.8,0.0,0.0,,0.0945454545454545,0,0.0,,Openended,p4
Bayesian,pro18_adf_p4,0.8,0.0,0.0,,0.1125,0,0.0,,Openended,p4
Bayesian,pro20_ade_p4,0.8,0.0,0.0,,0.132,0,0.0,,Openended,p4
Bayesian,pro21_ade_p4,0.8,0.0,0.0,,0.1451612903225806,0,0.0,,Openended,p4
Bayesian,pro22_ade_p4,0.8,0.0,0.0,,0.1428571428571428,0,0.0,,Openended,p4
Bayesian,pro23_acf_p4,0.8,0.0,0.0,,0.1727272727272727,0,0.0,,Openended,p4
Bayesian,pro24_adf_p4,0.8,0.0,0.0,,0.109090909090909,0,0.0,,Openended,p4
Bayesian,pro25_acf_p4,0.8,0.0,0.0,,0.1133333333333333,0,0.0,,Openended,p4
Bayesian,pro29_ace_p4,0.8,0.0,0.0,,0.1212121212121212,0,0.0,,Openended,p4
Bayesian,pro31_adf_p4,0.8,0.0,0.0,,0.0967741935483871,0,0.0,,Openended,p4
Bayesian,pro3_ace_p4,0.8,0.0,0.0,,0.1806451612903225,0,0.0,,Openended,p4
Bayesian,pro5_adf_p4,0.8,0.0,0.0,,0.0916666666666666,0,0.0,,Openended,p4
Bayesian,pro8_acf_p4,0.8,0.0,0.0,,0.1052631578947368,0,0.0,,Openended,p4
Bayesian,pro9_acf_p4,0.8,0.0,0.0,,0.1037037037037037,0,0.0,,Openended,p4
Bayesian,stu10_acf_p4,0.8,0.0,0.0,,0.1655172413793103,0,0.0,,Openended,p4
Bayesian,stu11_adf_p4,0.8,0.0,0.0,,0.1578947368421052,0,0.0,,Openended,p4
Bayesian,stu13_acf_p4,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Openended,p4
Bayesian,stu15_ade_p4,0.8,0.0,0.0,,0.075,0,0.0,,Openended,p4
Bayesian,stu17_ace_p4,0.8,0.0,0.0,,0.08,0,0.0,,Openended,p4
Bayesian,stu21_ace_p4,0.8,0.0,0.0,,0.0636363636363636,0,0.0,,Openended,p4
Bayesian,stu24_ace_p4,0.8,0.0,0.0,,0.08125,0,0.0,,Openended,p4
Bayesian,stu25_ace_p4,0.8,0.0,0.0,,0.0909090909090909,0,0.0,,Openended,p4
