participant_id,user,threshold,ncp-1,rank
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,223
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,198
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,150
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,34
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,20
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,35
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,2
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,197
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,173
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,97
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,109
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,68
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,72
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,2
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,5
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,63
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,49
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,6
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,27
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,14
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,5
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,18
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,11
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,9
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,18
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,2
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,12
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,8
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,14
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,23
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,4
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,30
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,27
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,4
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,21
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,25
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,24
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,24
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,177
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,199
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,51
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,187
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,40
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,202
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,6
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,201
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,63
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,34
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,79
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,4
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,134
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,193
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,195
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,169
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,15
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,10
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,10
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,2
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,6
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,14
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,10
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,10
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,214
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,75
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,12
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,6
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,1
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,12
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,11
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,8
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,14
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,176
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,186
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,152
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,188
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,200
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,229
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,244
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,91
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,123
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,42
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,23
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,8
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,5
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,240
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,55
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,8
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,237
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,202
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,203
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,207
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,238
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,225
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,30
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,194
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,25
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,197
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,206
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,62
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,103
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,3
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,2
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,175
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,234
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,235
pro10_bdf_p3,pro10_bdf_p3,0.05,0.4708333333333333,244
