Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
SARSA,pro24_adf_p3,0.05,0.0001,0.2,0,0.5675675675675675,0,1.0,0.1
SARSA,pro24_adf_p3,0.1,0.0001,0.2,0,0.5,0,1.0,0.5
SARSA,pro24_adf_p3,0.2,0.001,0.1,0,0.4032258064516129,0,1.0,0.7
SARSA,pro24_adf_p3,0.3,0.1,0.99,0,0.48148148148148145,0,1.0,0.5
SARSA,pro24_adf_p3,0.4,0.0001,0.99,0,0.5319148936170213,0,1.0,0.1
SARSA,pro24_adf_p3,0.5,0.001,0.9,0,0.6153846153846154,0,1.0,0.1
SARSA,pro24_adf_p3,0.6,0.0001,0.05,0,0.5806451612903226,0,1.0,0.1
SARSA,pro24_adf_p3,0.7,0.0001,0.2,0,0.5833333333333334,0,1.0,0.5
SARSA,pro24_adf_p3,0.8,0.1,0.1,0,0.5625,0,1.0,0.1
SARSA,pro24_adf_p3,0.9,0.001,0.05,0,0.75,0,1.0,0.1
SARSA,pro15_ade_p3,0.05,0.1,0.8,0,0.38235294117647056,0,1.0,0.5
SARSA,pro15_ade_p3,0.1,0.01,0.8,0,0.4536082474226804,0,1.0,0.5
SARSA,pro15_ade_p3,0.2,1.0,0.5,0,0.4418604651162791,0,1.0,0.1
SARSA,pro15_ade_p3,0.3,0.5,0.05,0,0.49333333333333335,0,1.0,0.1
SARSA,pro15_ade_p3,0.4,0.5,0.2,0,0.5846153846153846,0,1.0,0.1
SARSA,pro15_ade_p3,0.5,0.5,0.05,0,0.5555555555555556,0,1.0,0.1
SARSA,pro15_ade_p3,0.6,0.0001,0.5,0,0.5813953488372093,0,1.0,0.1
SARSA,pro15_ade_p3,0.7,0.001,0.1,0,0.5151515151515151,0,1.0,0.1
SARSA,pro15_ade_p3,0.8,0.1,0.05,0,0.36363636363636365,0,1.0,0.1
SARSA,pro15_ade_p3,0.9,0.5,0.2,0,0.45454545454545453,0,1.0,0.05
SARSA,pro18_adf_p3,0.05,0.0001,0.05,0,0.43103448275862066,0,1.0,0.1
SARSA,pro18_adf_p3,0.1,0.001,0.1,0,0.45454545454545453,0,1.0,0.1
SARSA,pro18_adf_p3,0.2,0.0001,0.05,0,0.5306122448979592,0,1.0,0.1
SARSA,pro18_adf_p3,0.3,0.0001,0.05,0,0.4418604651162791,0,1.0,0.1
SARSA,pro18_adf_p3,0.4,0.001,0.5,0,0.5135135135135135,0,1.0,0.1
SARSA,pro18_adf_p3,0.5,0.0001,0.5,0,0.4262295081967213,0,1.0,0.1
SARSA,pro18_adf_p3,0.6,0.0001,0.1,0,0.5306122448979592,0,1.0,0.05
SARSA,pro18_adf_p3,0.7,0.001,0.1,0,0.5135135135135135,0,1.0,0.1
SARSA,pro18_adf_p3,0.8,0.001,0.1,0,0.6,0,1.0,0.1
SARSA,pro18_adf_p3,0.9,0.0001,0.9,0,0.5384615384615384,0,1.0,0.1
SARSA,pro25_acf_p3,0.05,0.1,0.2,0,0.5166666666666667,0,1.0,0.5
SARSA,pro25_acf_p3,0.1,0.0001,0.5,0,0.4824561403508772,0,1.0,0.1
