User,Accuracy,Algorithm
stu7_ade_p4_logs.csv,0.49333333333333335,OnlineSVM
pro5_adf_p4_logs.csv,0.6694915254237288,OnlineSVM
stu30_adf_p4_logs.csv,0.6476683937823834,OnlineSVM
stu38_acf_p4_logs.csv,0.5408163265306123,OnlineSVM
stu10_acf_p4_logs.csv,0.7943262411347518,OnlineSVM
stu39_adf_p4_logs.csv,0.6495327102803738,OnlineSVM
stu21_ace_p4_logs.csv,0.5754716981132075,OnlineSVM
pro3_ace_p4_logs.csv,0.5761589403973509,OnlineSVM
pro24_adf_p4_logs.csv,0.5818181818181818,OnlineSVM
stu11_adf_p4_logs.csv,0.5842105263157895,OnlineSVM
pro25_acf_p4_logs.csv,0.722972972972973,OnlineSVM
stu6_acf_p4_logs.csv,0.5416666666666666,OnlineSVM
pro13_ace_p4_logs.csv,0.6637168141592921,OnlineSVM
pro20_ade_p4_logs.csv,0.573170731707317,OnlineSVM
stu37_adf_p4_logs.csv,0.3609022556390977,OnlineSVM
pro9_acf_p4_logs.csv,0.5114503816793893,OnlineSVM
stu15_ade_p4_logs.csv,0.502092050209205,OnlineSVM
pro21_ade_p4_logs.csv,0.56957928802589,OnlineSVM
pro31_adf_p4_logs.csv,0.5816993464052288,OnlineSVM
pro15_ade_p4_logs.csv,0.4824561403508772,OnlineSVM
stu26_ace_p4_logs.csv,0.6815642458100558,OnlineSVM
pro17_ace_p4_logs.csv,0.6227106227106227,OnlineSVM
stu4_ade_p4_logs.csv,0.559322033898305,OnlineSVM
pro18_adf_p4_logs.csv,0.6578947368421053,OnlineSVM
stu3_acf_p4_logs.csv,0.5537848605577689,OnlineSVM
stu25_ace_p4_logs.csv,0.5963302752293578,OnlineSVM
stu31_ade_p4_logs.csv,0.7217741935483871,OnlineSVM
pro29_ace_p4_logs.csv,0.5555555555555556,OnlineSVM
stu24_ace_p4_logs.csv,0.48427672955974843,OnlineSVM
stu13_acf_p4_logs.csv,0.6923076923076923,OnlineSVM
stu29_ade_p4_logs.csv,0.6153846153846154,OnlineSVM
pro22_ade_p4_logs.csv,0.6544117647058824,OnlineSVM
stu17_ace_p4_logs.csv,0.5138888888888888,OnlineSVM
pro23_acf_p4_logs.csv,0.6363636363636364,OnlineSVM
pro8_acf_p4_logs.csv,0.6170212765957447,OnlineSVM
stu36_adf_p4_logs.csv,0.5874125874125874,OnlineSVM
