User,Accuracy,Algorithm
stu7_ade_p2_logs.csv,0.5692307692307692,OnlineSVM
pro5_adf_p2_logs.csv,0.7052631578947368,OnlineSVM
stu30_adf_p2_logs.csv,0.023255813953488372,OnlineSVM
stu38_acf_p2_logs.csv,0.05970149253731343,OnlineSVM
stu10_acf_p2_logs.csv,0.6666666666666666,OnlineSVM
stu39_adf_p2_logs.csv,0.4,OnlineSVM
stu21_ace_p2_logs.csv,0.524390243902439,OnlineSVM
pro3_ace_p2_logs.csv,0.1625,OnlineSVM
pro24_adf_p2_logs.csv,0.673469387755102,OnlineSVM
stu11_adf_p2_logs.csv,0.6511627906976745,OnlineSVM
pro25_acf_p2_logs.csv,0.64,OnlineSVM
stu6_acf_p2_logs.csv,0.5494505494505495,OnlineSVM
pro13_ace_p2_logs.csv,0.2641509433962264,OnlineSVM
pro20_ade_p2_logs.csv,0.6595744680851063,OnlineSVM
stu37_adf_p2_logs.csv,0.7280701754385965,OnlineSVM
pro9_acf_p2_logs.csv,0.1836734693877551,OnlineSVM
stu15_ade_p2_logs.csv,0.2874251497005988,OnlineSVM
pro21_ade_p2_logs.csv,0.6504854368932039,OnlineSVM
pro31_adf_p2_logs.csv,0.28205128205128205,OnlineSVM
pro15_ade_p2_logs.csv,0.2,OnlineSVM
stu26_ace_p2_logs.csv,0.7045454545454546,OnlineSVM
pro17_ace_p2_logs.csv,0.1694915254237288,OnlineSVM
stu4_ade_p2_logs.csv,0.7580645161290323,OnlineSVM
pro18_adf_p2_logs.csv,0.7735849056603774,OnlineSVM
stu3_acf_p2_logs.csv,0.69,OnlineSVM
stu25_ace_p2_logs.csv,0.7213114754098361,OnlineSVM
stu31_ade_p2_logs.csv,0.28125,OnlineSVM
pro29_ace_p2_logs.csv,0.1956521739130435,OnlineSVM
stu24_ace_p2_logs.csv,0.7307692307692307,OnlineSVM
stu13_acf_p2_logs.csv,0.7021276595744681,OnlineSVM
stu29_ade_p2_logs.csv,0.24444444444444444,OnlineSVM
pro22_ade_p2_logs.csv,0.504424778761062,OnlineSVM
stu17_ace_p2_logs.csv,0.32558139534883723,OnlineSVM
pro23_acf_p2_logs.csv,0.2265625,OnlineSVM
pro8_acf_p2_logs.csv,0.09210526315789473,OnlineSVM
stu36_adf_p2_logs.csv,0.7105263157894737,OnlineSVM
