User,Accuracy,Algorithm
stu7_ade_p3_logs.csv,0.44785276073619634,OnlineSVM
pro5_adf_p3_logs.csv,0.5869565217391305,OnlineSVM
stu30_adf_p3_logs.csv,0.664179104477612,OnlineSVM
stu38_acf_p3_logs.csv,0.5021834061135371,OnlineSVM
stu10_acf_p3_logs.csv,0.8045977011494253,OnlineSVM
stu39_adf_p3_logs.csv,0.5306122448979592,OnlineSVM
stu21_ace_p3_logs.csv,0.49473684210526314,OnlineSVM
pro3_ace_p3_logs.csv,0.582089552238806,OnlineSVM
pro24_adf_p3_logs.csv,0.44155844155844154,OnlineSVM
stu11_adf_p3_logs.csv,0.7569444444444444,OnlineSVM
pro25_acf_p3_logs.csv,0.6984126984126984,OnlineSVM
stu6_acf_p3_logs.csv,0.5666666666666667,OnlineSVM
pro13_ace_p3_logs.csv,0.6328125,OnlineSVM
pro20_ade_p3_logs.csv,0.558303886925795,OnlineSVM
stu37_adf_p3_logs.csv,0.5857740585774058,OnlineSVM
pro9_acf_p3_logs.csv,0.6989247311827957,OnlineSVM
stu15_ade_p3_logs.csv,0.5520361990950227,OnlineSVM
pro21_ade_p3_logs.csv,0.4847328244274809,OnlineSVM
pro31_adf_p3_logs.csv,0.7184466019417476,OnlineSVM
pro15_ade_p3_logs.csv,0.5887850467289719,OnlineSVM
stu26_ace_p3_logs.csv,0.5657142857142857,OnlineSVM
pro17_ace_p3_logs.csv,0.5142857142857142,OnlineSVM
stu4_ade_p3_logs.csv,0.6040268456375839,OnlineSVM
pro18_adf_p3_logs.csv,0.5081967213114754,OnlineSVM
stu3_acf_p3_logs.csv,0.5540540540540541,OnlineSVM
stu25_ace_p3_logs.csv,0.6704545454545454,OnlineSVM
stu31_ade_p3_logs.csv,0.6510067114093959,OnlineSVM
pro29_ace_p3_logs.csv,0.6404494382022472,OnlineSVM
stu24_ace_p3_logs.csv,0.5909090909090909,OnlineSVM
stu13_acf_p3_logs.csv,0.697986577181208,OnlineSVM
stu29_ade_p3_logs.csv,0.64375,OnlineSVM
pro22_ade_p3_logs.csv,0.6954314720812182,OnlineSVM
stu17_ace_p3_logs.csv,0.44,OnlineSVM
pro23_acf_p3_logs.csv,0.6702127659574468,OnlineSVM
pro8_acf_p3_logs.csv,0.6,OnlineSVM
stu36_adf_p3_logs.csv,0.6041666666666666,OnlineSVM
