User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro13_ace_p3,0.5203252032520326,0.05,0,0,HMM
pro13_ace_p3,0.5431034482758621,0.1,0,0,HMM
pro13_ace_p3,0.1650485436893204,0.2,0,0,HMM
pro13_ace_p3,0.23076923076923078,0.3,0,0,HMM
pro13_ace_p3,0.14102564102564102,0.4,0,0,HMM
pro13_ace_p3,0.15384615384615385,0.5,0,0,HMM
pro13_ace_p3,0.15384615384615385,0.6,0,0,HMM
pro13_ace_p3,0.20512820512820512,0.7,0,0,HMM
pro13_ace_p3,0.1111111111111111,0.8,0,0,HMM
pro13_ace_p3,0.21428571428571427,0.9,0,0,HMM
pro15_ade_p3,0.47572815533980584,0.05,0,0,HMM
pro15_ade_p3,0.3402061855670103,0.1,0,0,HMM
pro15_ade_p3,0.3563218390804598,0.2,0,0,HMM
pro15_ade_p3,0.34210526315789475,0.3,0,0,HMM
pro15_ade_p3,0.35384615384615387,0.4,0,0,HMM
pro15_ade_p3,0.24074074074074073,0.5,0,0,HMM
pro15_ade_p3,0.25,0.6,0,0,HMM
pro15_ade_p3,0.24242424242424243,0.7,0,0,HMM
pro15_ade_p3,0.45454545454545453,0.8,0,0,HMM
pro15_ade_p3,0.5833333333333334,0.9,0,0,HMM
pro17_ace_p3,0.30597014925373134,0.05,0,0,HMM
pro17_ace_p3,0.07086614173228346,0.1,0,0,HMM
pro17_ace_p3,0.26548672566371684,0.2,0,0,HMM
pro17_ace_p3,0.2222222222222222,0.3,0,0,HMM
pro17_ace_p3,0.16470588235294117,0.4,0,0,HMM
pro17_ace_p3,0.11267605633802817,0.5,0,0,HMM
pro17_ace_p3,0.19298245614035087,0.6,0,0,HMM
pro17_ace_p3,0.3488372093023256,0.7,0,0,HMM
pro17_ace_p3,0.1724137931034483,0.8,0,0,HMM
pro17_ace_p3,0.06666666666666667,0.9,0,0,HMM
pro18_adf_p3,0.4188034188034188,0.05,0,0,HMM
pro18_adf_p3,0.43243243243243246,0.1,0,0,HMM
pro18_adf_p3,0.5050505050505051,0.2,0,0,HMM
pro18_adf_p3,0.5,0.3,0,0,HMM
pro18_adf_p3,0.21621621621621623,0.4,0,0,HMM
pro18_adf_p3,0.27419354838709675,0.5,0,0,HMM
pro18_adf_p3,0.24,0.6,0,0,HMM
pro18_adf_p3,0.34210526315789475,0.7,0,0,HMM
pro18_adf_p3,0.52,0.8,0,0,HMM
pro18_adf_p3,0.46153846153846156,0.9,0,0,HMM
pro20_ade_p3,0.5370370370370371,0.05,0,0,HMM
pro20_ade_p3,0.4375,0.1,0,0,HMM
pro20_ade_p3,0.30837004405286345,0.2,0,0,HMM
pro20_ade_p3,0.32663316582914576,0.3,0,0,HMM
pro20_ade_p3,0.3216374269005848,0.4,0,0,HMM
pro20_ade_p3,0.34507042253521125,0.5,0,0,HMM
pro20_ade_p3,0.3157894736842105,0.6,0,0,HMM
pro20_ade_p3,0.27906976744186046,0.7,0,0,HMM
pro20_ade_p3,0.29310344827586204,0.8,0,0,HMM
pro20_ade_p3,0.20689655172413793,0.9,0,0,HMM
pro21_ade_p3,0.228,0.05,0,0,HMM
pro21_ade_p3,0.21518987341772153,0.1,0,0,HMM
pro21_ade_p3,0.22274881516587677,0.2,0,0,HMM
pro21_ade_p3,0.22826086956521738,0.3,0,0,HMM
pro21_ade_p3,0.2468354430379747,0.4,0,0,HMM
pro21_ade_p3,0.24242424242424243,0.5,0,0,HMM
pro21_ade_p3,0.2641509433962264,0.6,0,0,HMM
pro21_ade_p3,0.2375,0.7,0,0,HMM
pro21_ade_p3,0.1509433962264151,0.8,0,0,HMM
pro21_ade_p3,0.5555555555555556,0.9,0,0,HMM
pro22_ade_p3,0.14893617021276595,0.05,0,0,HMM
pro22_ade_p3,0.02247191011235955,0.1,0,0,HMM
pro22_ade_p3,0.1320754716981132,0.2,0,0,HMM
pro22_ade_p3,0.1510791366906475,0.3,0,0,HMM
