User,Accuracy,Algorithm
pro13_ace_p3,0.609375,Momentum
pro15_ade_p3,0.45794392523364486,Momentum
pro17_ace_p3,0.4857142857142857,Momentum
pro18_adf_p3,0.4098360655737705,Momentum
pro20_ade_p3,0.5724381625441696,Momentum
pro21_ade_p3,0.4122137404580153,Momentum
pro22_ade_p3,0.5989847715736041,Momentum
pro23_acf_p3,0.574468085106383,Momentum
pro24_adf_p3,0.36363636363636365,Momentum
pro25_acf_p3,0.6428571428571429,Momentum
pro29_ace_p3,0.6292134831460674,Momentum
pro31_adf_p3,0.6893203883495146,Momentum
pro3_ace_p3,0.47761194029850745,Momentum
pro5_adf_p3,0.5108695652173914,Momentum
pro8_acf_p3,0.5304347826086957,Momentum
pro9_acf_p3,0.6505376344086021,Momentum
stu10_acf_p3,0.7528735632183908,Momentum
stu11_adf_p3,0.6458333333333334,Momentum
stu13_acf_p3,0.6375838926174496,Momentum
stu15_ade_p3,0.5158371040723982,Momentum
stu17_ace_p3,0.30666666666666664,Momentum
stu21_ace_p3,0.4842105263157895,Momentum
stu24_ace_p3,0.5511363636363636,Momentum
stu25_ace_p3,0.625,Momentum
stu26_ace_p3,0.56,Momentum
stu29_ade_p3,0.54375,Momentum
stu30_adf_p3,0.5671641791044776,Momentum
stu31_ade_p3,0.5369127516778524,Momentum
stu36_adf_p3,0.4305555555555556,Momentum
stu37_adf_p3,0.606694560669456,Momentum
stu38_acf_p3,0.4978165938864629,Momentum
stu39_adf_p3,0.4744897959183674,Momentum
stu3_acf_p3,0.5675675675675675,Momentum
stu4_ade_p3,0.5637583892617449,Momentum
stu6_acf_p3,0.5190476190476191,Momentum
stu7_ade_p3,0.3987730061349693,Momentum
