User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy
93be0a02-3f7a-46c9-b526-aa956ed00856,0.2,0.001,0.5,1.0,0.7211538461538461,"[0.6944444444444444, 0.5714285714285714, 0.8085106382978723]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.3,0.001,0.5,1.0,0.8351648351648352,"[0.8518518518518519, 0.631578947368421, 0.9111111111111111]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.4,0.001,0.9,1.0,0.8076923076923077,"[0.6428571428571429, 0.631578947368421, 0.9333333333333333]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.5,0.001,0.05,1.0,0.7076923076923077,"[0.5714285714285714, 0.625, 0.7619047619047619]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.6,0.0001,0.99,0.1,0.8269230769230769,"[0.6, 0.5833333333333334, 0.9428571428571428]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.7,0.001,0.99,1.0,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.8,0.5,0.5,1.0,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.9,0.0001,0.05,0.1,0.6153846153846154,"[0.5, 0.5714285714285714, 0.75]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.05,0.0001,0.05,1.0,0.38596491228070173,"[0.42857142857142855, 0.375, 0.4]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.1,0.01,0.1,5.0,0.4444444444444444,"[0.5714285714285714, 0.40540540540540543, 0.5]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.2,0.5,0.9,1.0,0.625,"[0.42857142857142855, 0.75, 0.3333333333333333]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.3,0.001,0.99,0.1,0.6428571428571429,"[0.6, 0.75, 0.3333333333333333]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.4,0.01,0.8,1.0,0.6111111111111112,"[0.4, 0.75, 0.2857142857142857]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.001,0.8,0.1,0.6,"[0.25, 0.7368421052631579, 0.42857142857142855]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.6,0.001,0.05,0.1,0.5416666666666666,"[0.5, 0.6923076923076923, 0.2857142857142857]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.7,0.001,0.05,0.1,0.6666666666666666,"[0.5, 0.6363636363636364, 1.0]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.8,0.001,0.05,1.0,0.6666666666666666,"[0.5, 0.7142857142857143, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.9,0.01,0.1,8.0,0.6666666666666666,"[0.5, 0.6666666666666666, 1.0]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.05,0.0001,0.05,5.0,0.2807017543859649,"[0.2, 0.36363636363636365, 0.14285714285714285]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.1,0.001,0.05,0.1,0.6666666666666666,"[0.4, 0.71875, 0.75]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.2,0.0001,0.5,0.1,0.6458333333333334,"[0.3333333333333333, 0.7037037037037037, 0.75]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.3,0.001,0.8,1.0,0.6190476190476191,"[0.6, 0.68, 0.5]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.4,0.001,0.2,1.0,0.5555555555555556,"[0.4, 0.6190476190476191, 0.5]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.01,0.1,8.0,0.7333333333333333,"[0.6666666666666666, 0.6470588235294118, 0.9]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.6,0.01,0.5,5.0,0.75,"[1.0, 0.6666666666666666, 0.7777777777777778]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.7,0.01,0.99,5.0,0.7222222222222222,"[0.0, 0.6666666666666666, 0.875]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.8,0.0001,0.5,0.1,0.75,"[1.0, 0.6666666666666666, 0.8]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.9,0.001,0.1,0.1,0.8333333333333334,"[0, 0.6666666666666666, 1.0]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.05,0.0001,0.9,0.1,0.5607476635514018,"[0.11538461538461539, 0.7288135593220338, 0.6363636363636364]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.1,0.001,0.1,1.0,0.6435643564356436,"[0.6538461538461539, 0.6545454545454545, 0.6]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.2,0.001,0.2,0.1,0.7111111111111111,"[0.7083333333333334, 0.7446808510638298, 0.631578947368421]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.01,0.2,1.0,0.6835443037974683,"[0.6, 0.7391304347826086, 0.6111111111111112]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.4,0.0001,0.5,0.1,0.6764705882352942,"[0.6, 0.7368421052631579, 0.6]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.5,0.0001,0.8,0.1,0.6964285714285714,"[0.5384615384615384, 0.7241379310344828, 0.7857142857142857]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.6,0.01,0.1,0.1,0.5777777777777777,"[0.7272727272727273, 0.7272727272727273, 0.16666666666666666]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.7,0.5,0.5,10.0,0.6764705882352942,"[0.75, 0.6428571428571429, 0.6666666666666666]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.8,0.1,0.5,8.0,0.7391304347826086,"[0.8, 0.5555555555555556, 0.8888888888888888]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.9,0.0001,0.5,0.1,0.75,"[0.0, 0.75, 0.8571428571428571]"
bc9f9425-e867-4876-a5d9-791229916767,0.05,0.0001,0.1,0.1,0.4186046511627907,"[0.38095238095238093, 0.3888888888888889, 0.75]"
bc9f9425-e867-4876-a5d9-791229916767,0.1,0.0001,0.8,0.1,0.6829268292682927,"[0.6842105263157895, 0.7777777777777778, 0.25]"
bc9f9425-e867-4876-a5d9-791229916767,0.2,0.001,0.2,0.1,0.75,"[0.8823529411764706, 0.7333333333333333, 0.25]"
bc9f9425-e867-4876-a5d9-791229916767,0.3,0.0001,0.99,0.1,0.625,"[0.7647058823529411, 0.5833333333333334, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.4,0.01,0.5,1.0,0.7037037037037037,"[0.75, 0.7777777777777778, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.5,0.05,1.0,0.7391304347826086,"[0.8333333333333334, 0.7777777777777778, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.6,0.5,0.2,5.0,0.7222222222222222,"[0.8888888888888888, 0.7142857142857143, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.7,0.0001,0.1,0.1,0.7142857142857143,"[0.8888888888888888, 0.6666666666666666, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.8,0.01,0.9,1.0,0.8888888888888888,"[0.875, 0, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.9,0.01,0.5,1.0,0.8,"[0.75, 0, 1.0]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.05,0.0001,0.8,0.1,0.3983739837398374,"[0.21739130434782608, 0.6938775510204082, 0.19607843137254902]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.1,0.001,0.99,1.0,0.6239316239316239,"[0.391304347826087, 0.6875, 0.6739130434782609]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.2,0.0001,0.1,0.1,0.7211538461538461,"[0.7142857142857143, 0.7692307692307693, 0.6818181818181818]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.3,0.001,0.8,0.1,0.7252747252747253,"[0.3, 0.7586206896551724, 0.9047619047619048]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.4,0.001,0.05,1.0,0.717948717948718,"[0.7058823529411765, 0.7619047619047619, 0.7]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.5,0.001,0.1,0.1,0.8461538461538461,"[0.8823529411764706, 0.7619047619047619, 0.8888888888888888]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.6,0.0001,0.9,0.1,0.8269230769230769,"[0.8, 0.7058823529411765, 0.92]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.7,0.001,0.8,1.0,0.8461538461538461,"[0.5, 0.8, 0.9090909090909091]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.8,0.0001,0.1,0.1,0.9615384615384616,"[0, 0.9, 1.0]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.9,0.001,0.05,0.1,1.0,"[0, 0, 1.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.05,0.0001,0.5,5.0,0.30158730158730157,"[0.38095238095238093, 0.2692307692307692, 0.25]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.1,0.1,0.1,5.0,0.38333333333333336,"[0.5555555555555556, 0.2692307692307692, 0.375]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.2,0.1,0.2,5.0,0.4528301886792453,"[0.36363636363636365, 0.46153846153846156, 0.5]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.3,0.001,0.5,0.1,0.2765957446808511,"[0.6666666666666666, 0.21739130434782608, 0.13333333333333333]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.4,0.001,0.1,0.1,0.575,"[0.75, 0.7647058823529411, 0.26666666666666666]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.001,0.05,0.1,0.48484848484848486,"[0.8333333333333334, 0.7692307692307693, 0.07142857142857142]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.6,0.001,0.8,0.1,0.37037037037037035,"[0.6666666666666666, 0.7, 0.07142857142857142]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.7,0.001,0.1,0.1,0.2,"[0.6666666666666666, 0.5, 0.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.8,0.01,0.8,1.0,0.0,"[0, 0.0, 0.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.9,0.01,0.05,1.0,1.0,"[0, 0, 1.0]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.05,0.0001,0.1,8.0,0.41025641025641024,"[0.3, 0.40425531914893614, 0.47619047619047616]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.1,0.01,0.8,0.1,0.6081081081081081,"[0.3, 0.7906976744186046, 0.38095238095238093]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.2,0.001,0.99,0.1,0.5454545454545454,"[0.3, 0.7837837837837838, 0.21052631578947367]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.3,0.0001,0.2,0.1,0.5172413793103449,"[0.4, 0.6896551724137931, 0.3157894736842105]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.4,0.001,0.2,0.1,0.72,"[0.6, 0.76, 0.7333333333333333]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.001,0.05,1.0,0.7073170731707317,"[0.6666666666666666, 0.6666666666666666, 0.7857142857142857]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.6,0.0001,0.9,0.1,0.6060606060606061,"[0.2222222222222222, 0.7272727272727273, 0.7692307692307693]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.7,0.0001,0.2,0.1,0.64,"[0.5, 0.75, 0.6666666666666666]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.8,0.01,0.5,10.0,0.7647058823529411,"[0.6, 0.8, 0.8571428571428571]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.9,0.01,0.05,8.0,0.5555555555555556,"[0, 0.5, 0.5714285714285714]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.05,0.0001,0.5,0.1,0.6722689075630253,"[0.47368421052631576, 0.7441860465116279, 0.5]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.1,0.001,0.1,0.1,0.7079646017699115,"[0.5263157894736842, 0.7951807228915663, 0.36363636363636365]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.2,0.1,0.9,1.0,0.68,"[0.42857142857142855, 0.7733333333333333, 0.36363636363636365]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.3,0.01,0.5,8.0,0.6590909090909091,"[0.46153846153846156, 0.7538461538461538, 0.3]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.4,0.0001,0.05,0.1,0.6933333333333334,"[0.5, 0.7777777777777778, 0.4444444444444444]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.5,0.1,0.1,5.0,0.6190476190476191,"[0.5454545454545454, 0.717391304347826, 0.0]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.6,0.0001,0.1,0.1,0.62,"[0.375, 0.75, 0.16666666666666666]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.7,0.001,0.05,1.0,0.5789473684210527,"[0.42857142857142855, 0.6923076923076923, 0.2]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.8,0.0001,0.2,0.1,0.68,"[0.3333333333333333, 0.7222222222222222, 0.75]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.9,0.01,0.9,8.0,0.6923076923076923,"[0.5, 0.8, 0.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.05,0.0001,0.05,1.0,0.4,"[0.36363636363636365, 0.36363636363636365, 0.5]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.1,0.0001,0.05,10.0,0.27906976744186046,"[0.3333333333333333, 0.22727272727272727, 0.3333333333333333]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.2,0.5,0.1,0.1,0.7368421052631579,"[0.625, 0.7222222222222222, 0.8333333333333334]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.0001,0.1,0.1,0.6363636363636364,"[0.75, 0.42857142857142855, 0.8181818181818182]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.4,0.5,0.05,5.0,0.6896551724137931,"[0.625, 0.6363636363636364, 0.8]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.5,0.001,0.8,1.0,0.7083333333333334,"[0.5, 0.625, 0.9]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.6,0.001,0.05,0.1,0.7894736842105263,"[0.8333333333333334, 0.7142857142857143, 0.8333333333333334]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.7,0.5,0.8,0.1,0.8,"[0.6666666666666666, 0.75, 1.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.8,0.01,0.99,1.0,0.8,"[0.0, 0.75, 1.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.9,0.001,0.05,0.1,1.0,"[0, 0, 1.0]"
