User,Threshold,LearningRate,Discount,Accuracy,StateAccuracy
6d49fab8-273b-4a91-948b-ecd14556b049,0.3,0.001,0.05,0.6111111111111112,"[0.6153846153846154, 0.6486486486486487, 0.25]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.4,0.001,0.9,0.717391304347826,"[0.7272727272727273, 0.7741935483870968, 0.25]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.5,0.01,0.5,0.7894736842105263,"[0.8181818181818182, 0.7916666666666666, 0.6666666666666666]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.6,0.1,0.1,0.7419354838709677,"[0.6666666666666666, 0.7727272727272727, 0.6666666666666666]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.7,0.1,0.05,0.782608695652174,"[0.8, 0.8, 0.6666666666666666]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.8,0.01,0.5,0.75,"[0.8, 0.7, 1.0]"
6d49fab8-273b-4a91-948b-ecd14556b049,0.9,0.001,0.99,0.625,"[1.0, 0.6, 0.0]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.05,0.001,0.1,0.5454545454545454,"[0.5, 0.5348837209302325, 0.6666666666666666]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.1,0.0001,0.9,0.547945205479452,"[0.65, 0.5365853658536586, 0.4166666666666667]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.2,0.0001,0.2,0.5692307692307692,"[0.5263157894736842, 0.5, 0.9]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.3,0.01,0.1,0.7017543859649122,"[0.7368421052631579, 0.7096774193548387, 0.5714285714285714]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.4,0.001,0.5,0.6122448979591837,"[0.625, 0.6538461538461539, 0.42857142857142855]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.01,0.5,0.7073170731707317,"[0.8125, 0.7142857142857143, 0.25]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.6,0.001,0.99,0.7575757575757576,"[0.7857142857142857, 0.7333333333333333, 0.75]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.7,0.001,0.2,0.76,"[0.8333333333333334, 0.7, 0.6666666666666666]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.8,0.01,0.99,0.7647058823529411,"[0.875, 0.7142857142857143, 0.5]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.9,0.001,0.05,0.6666666666666666,"[0.5, 0.75, 1.0]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.05,0.0001,0.9,0.4878048780487805,"[0.42857142857142855, 0.5714285714285714, 0.45]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.1,0.0001,0.05,0.48717948717948717,"[0.5714285714285714, 0.5384615384615384, 0.42105263157894735]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.2,0.001,0.05,0.6285714285714286,"[0.5714285714285714, 0.6, 0.6666666666666666]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.3,0.0001,0.05,0.5483870967741935,"[0.8571428571428571, 0.5, 0.4444444444444444]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.4,0.001,0.05,0.7307692307692307,"[0.5714285714285714, 0.5, 0.9230769230769231]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.5,0.01,0.5,0.7727272727272727,"[0.7142857142857143, 0.6666666666666666, 0.8888888888888888]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.6,0.001,0.8,0.6111111111111112,"[0.7142857142857143, 0.3333333333333333, 0.8]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.7,0.001,0.1,0.7692307692307693,"[1.0, 0.5, 0.5]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.8,0.001,0.05,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.9,0.01,0.2,0.8,"[0, 0.6666666666666666, 1.0]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.001,0.2,0.5752688172043011,"[0.5510204081632653, 0.5692307692307692, 0.5972222222222222]"
7d014c75-453b-4188-9e4e-fb086984896a,0.1,0.001,0.2,0.6477272727272727,"[0.6, 0.609375, 0.7083333333333334]"
7d014c75-453b-4188-9e4e-fb086984896a,0.2,0.01,0.5,0.44871794871794873,"[0.7333333333333333, 0.6727272727272727, 0.15492957746478872]"
7d014c75-453b-4188-9e4e-fb086984896a,0.3,0.0001,0.9,0.6131386861313869,"[0.5263157894736842, 0.5714285714285714, 0.6666666666666666]"
7d014c75-453b-4188-9e4e-fb086984896a,0.4,0.0001,0.8,0.6752136752136753,"[0.631578947368421, 0.5869565217391305, 0.7692307692307693]"
7d014c75-453b-4188-9e4e-fb086984896a,0.5,0.001,0.5,0.7551020408163265,"[0.5384615384615384, 0.7, 0.8666666666666667]"
7d014c75-453b-4188-9e4e-fb086984896a,0.6,0.001,0.1,0.782051282051282,"[0.6363636363636364, 0.7096774193548387, 0.8888888888888888]"
7d014c75-453b-4188-9e4e-fb086984896a,0.7,0.0001,0.1,0.7627118644067796,"[0.6666666666666666, 0.68, 0.88]"
7d014c75-453b-4188-9e4e-fb086984896a,0.8,0.1,0.9,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]"
7d014c75-453b-4188-9e4e-fb086984896a,0.9,0.1,0.1,0.8,"[0.75, 0.6, 0.9090909090909091]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.05,0.0001,0.05,0.44680851063829785,"[0.5555555555555556, 0.44, 0.38461538461538464]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.1,0.001,0.2,0.5111111111111111,"[0.3333333333333333, 0.6086956521739131, 0.46153846153846156]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.2,0.001,0.9,0.7,"[0.5555555555555556, 0.7222222222222222, 0.7692307692307693]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.3,0.001,0.1,0.5428571428571428,"[0.8888888888888888, 0.6428571428571429, 0.16666666666666666]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.4,0.001,0.1,0.6666666666666666,"[0.5, 0.6428571428571429, 0.75]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.5,0.001,0.9,0.68,"[0.0, 0.5833333333333334, 0.8333333333333334]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.6,0.001,0.8,0.75,"[0.0, 0.7, 0.8888888888888888]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.7,0.5,0.1,0.8,"[0, 0.6666666666666666, 0.8888888888888888]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.8,0.001,0.9,0.7,"[0, 0.6666666666666666, 0.7142857142857143]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.9,0.5,0.5,0.6,"[0, 0.6666666666666666, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.05,0.0001,0.1,0.5070422535211268,"[0.6363636363636364, 0.45098039215686275, 0.6666666666666666]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.1,0.0001,0.1,0.6865671641791045,"[0.5454545454545454, 0.7659574468085106, 0.4444444444444444]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.2,0.01,0.99,0.6833333333333333,"[0.2727272727272727, 0.8, 0.6666666666666666]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.01,0.05,0.7884615384615384,"[0.6363636363636364, 0.8648648648648649, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.4,0.001,0.1,0.6888888888888889,"[0.36363636363636365, 0.8666666666666667, 0.25]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.5,0.001,0.1,0.7297297297297297,"[0.5, 0.84, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.6,0.001,0.05,0.6666666666666666,"[0.625, 0.7222222222222222, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.7,0.001,0.2,0.6086956521739131,"[0.0, 0.7647058823529411, 0.25]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.8,0.0001,0.1,0.6,"[0.5, 0.6, 0.6666666666666666]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.9,0.001,0.9,0.875,"[0, 0.8333333333333334, 1.0]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.05,0.001,0.9,0.5324675324675324,"[0.65, 0.43902439024390244, 0.625]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.1,0.0001,0.5,0.5342465753424658,"[0.65, 0.5135135135135135, 0.4375]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.2,0.001,0.9,0.5076923076923077,"[0.65, 0.4411764705882353, 0.45454545454545453]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.3,0.0001,0.8,0.5263157894736842,"[0.5789473684210527, 0.53125, 0.3333333333333333]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.4,0.5,0.05,0.6530612244897959,"[0.7058823529411765, 0.6666666666666666, 0.4]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.5,0.001,0.1,0.6097560975609756,"[0.6153846153846154, 0.6521739130434783, 0.4]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.6,0.0001,0.8,0.6363636363636364,"[0.8181818181818182, 0.47368421052631576, 1.0]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.7,0.001,0.5,0.72,"[0.6666666666666666, 0.7058823529411765, 1.0]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.8,0.01,0.5,0.7058823529411765,"[0.0, 0.7857142857142857, 0.5]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.9,0.001,0.1,0.5555555555555556,"[0.0, 0.7142857142857143, 0.0]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.001,0.05,0.6209677419354839,"[0.5384615384615384, 0.53125, 0.7358490566037735]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.1,0.001,0.1,0.7692307692307693,"[0.7948717948717948, 0.5862068965517241, 0.8571428571428571]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.2,0.001,0.8,0.7980769230769231,"[0.8055555555555556, 0.6190476190476191, 0.8723404255319149]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.3,0.001,0.8,0.8241758241758241,"[0.8888888888888888, 0.5789473684210527, 0.8888888888888888]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.4,0.01,0.2,0.7948717948717948,"[0.7142857142857143, 0.631578947368421, 0.8888888888888888]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.5,0.001,0.9,0.676923076923077,"[0.5714285714285714, 0.625, 0.7142857142857143]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.6,0.001,0.9,0.8269230769230769,"[0.6, 0.6666666666666666, 0.9142857142857143]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.7,0.01,0.05,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.8,0.001,0.9,0.8076923076923077,"[0.5, 0.7142857142857143, 0.8823529411764706]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.9,0.001,0.8,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.05,0.0001,0.8,0.5614035087719298,"[0.42857142857142855, 0.575, 0.6]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.1,0.0001,0.05,0.6111111111111112,"[0.8571428571428571, 0.5945945945945946, 0.5]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.2,0.0001,0.9,0.6666666666666666,"[0.42857142857142855, 0.65625, 0.8888888888888888]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.3,0.001,0.99,0.6190476190476191,"[0.4, 0.6071428571428571, 0.7777777777777778]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.4,0.0001,0.9,0.6111111111111112,"[0.6, 0.625, 0.5714285714285714]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.0001,0.8,0.6,"[0.25, 0.6842105263157895, 0.5714285714285714]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.6,0.01,0.1,0.5833333333333334,"[0.75, 0.6923076923076923, 0.2857142857142857]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.7,0.001,0.5,0.5555555555555556,"[0.5, 0.5454545454545454, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.8,0.001,0.5,0.6666666666666666,"[0.5, 0.7142857142857143, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.9,0.01,0.05,0.5,"[0.5, 0.6666666666666666, 0.0]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.05,0.001,0.5,0.5614035087719298,"[0.4, 0.6363636363636364, 0.5]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.1,0.0001,0.1,0.46296296296296297,"[0.5, 0.5, 0.3333333333333333]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.2,0.1,0.05,0.5208333333333334,"[0.4444444444444444, 0.6666666666666666, 0.25]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.3,0.001,0.9,0.6190476190476191,"[0.6, 0.64, 0.5833333333333334]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.4,0.0001,0.2,0.5833333333333334,"[0.6, 0.6190476190476191, 0.5]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.001,0.05,0.7666666666666667,"[0.3333333333333333, 0.7647058823529411, 0.9]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.6,0.001,0.05,0.5,"[0.3333333333333333, 0.5, 0.5555555555555556]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.7,0.0001,0.05,0.5555555555555556,"[1.0, 0.4444444444444444, 0.625]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.8,0.001,0.5,0.5833333333333334,"[0.0, 0.6666666666666666, 0.6]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.9,0.01,0.1,0.5,"[0, 0.6666666666666666, 0.3333333333333333]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.05,0.0001,0.1,0.5887850467289719,"[0.5384615384615384, 0.6440677966101694, 0.5]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.1,0.01,0.05,0.693069306930693,"[0.7307692307692307, 0.7090909090909091, 0.6]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.2,0.001,0.5,0.7,"[0.6666666666666666, 0.7659574468085106, 0.5789473684210527]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.1,0.05,0.6962025316455697,"[0.6666666666666666, 0.7391304347826086, 0.6111111111111112]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.4,0.01,0.1,0.6911764705882353,"[0.6, 0.7105263157894737, 0.7333333333333333]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.5,0.01,0.5,0.6964285714285714,"[0.6923076923076923, 0.7241379310344828, 0.6428571428571429]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.6,0.01,0.05,0.6888888888888889,"[0.45454545454545453, 0.7272727272727273, 0.8333333333333334]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.7,0.001,0.99,0.7352941176470589,"[0.75, 0.6428571428571429, 0.8333333333333334]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.8,0.001,0.05,0.782608695652174,"[0.8, 0.6666666666666666, 0.8888888888888888]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.9,0.001,0.2,0.9166666666666666,"[1.0, 0.75, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.05,0.0001,0.1,0.5116279069767442,"[0.5238095238095238, 0.5, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.1,0.0001,0.2,0.6097560975609756,"[0.6842105263157895, 0.5, 0.75]"
bc9f9425-e867-4876-a5d9-791229916767,0.2,0.001,0.2,0.8055555555555556,"[0.8823529411764706, 0.8, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.3,0.01,0.05,0.75,"[0.8823529411764706, 0.75, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.4,0.001,0.5,0.7777777777777778,"[0.8125, 0.7777777777777778, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.01,0.5,0.7391304347826086,"[0.8333333333333334, 0.7777777777777778, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.6,0.001,0.2,0.7777777777777778,"[0.8888888888888888, 0.7142857142857143, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.7,0.01,0.05,0.7857142857142857,"[0.8888888888888888, 0.6666666666666666, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.8,0.001,0.9,0.6666666666666666,"[0.75, 0, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.9,0.1,0.1,0.8,"[1.0, 0, 0.0]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.05,0.0001,0.1,0.5691056910569106,"[0.6086956521739131, 0.6326530612244898, 0.49019607843137253]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.1,0.001,0.05,0.6923076923076923,"[0.7391304347826086, 0.5833333333333334, 0.782608695652174]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.2,0.001,0.2,0.7019230769230769,"[0.5714285714285714, 0.717948717948718, 0.75]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.3,0.001,0.05,0.8461538461538461,"[0.8, 0.7931034482758621, 0.9047619047619048]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.4,0.001,0.1,0.7435897435897436,"[0.8235294117647058, 0.7619047619047619, 0.7]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.5,0.001,0.05,0.7846153846153846,"[0.6470588235294118, 0.7619047619047619, 0.8888888888888888]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.6,0.01,0.8,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.7,0.001,0.5,0.7435897435897436,"[0.5, 0.6, 0.8636363636363636]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.8,0.1,0.2,0.9230769230769231,"[0, 0.9, 0.9375]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.9,0.1,0.2,0.9230769230769231,"[0, 0, 0.9230769230769231]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.05,0.0001,0.2,0.5079365079365079,"[0.6666666666666666, 0.46153846153846156, 0.375]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.1,0.0001,0.05,0.5333333333333333,"[0.4444444444444444, 0.6153846153846154, 0.5]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.2,0.001,0.5,0.6226415094339622,"[0.7272727272727273, 0.5769230769230769, 0.625]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.3,0.01,0.05,0.6382978723404256,"[0.6666666666666666, 0.4782608695652174, 0.8666666666666667]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.4,0.001,0.8,0.65,"[0.75, 0.7647058823529411, 0.4666666666666667]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.1,0.2,0.3333333333333333,"[0.5, 0.5384615384615384, 0.07142857142857142]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.6,0.0001,0.99,0.7037037037037037,"[0.3333333333333333, 1.0, 0.5714285714285714]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.7,0.01,0.1,0.25,"[0.6666666666666666, 0.75, 0.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.8,0.01,0.1,0.0,"[0, 0.0, 0.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.9,0.1,0.2,1.0,"[0, 0, 1.0]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.05,0.001,0.5,0.6410256410256411,"[0.6, 0.723404255319149, 0.47619047619047616]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.1,0.01,0.1,0.527027027027027,"[0.3, 0.7209302325581395, 0.23809523809523808]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.2,0.001,0.8,0.6818181818181818,"[0.7, 0.7027027027027027, 0.631578947368421]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.3,0.001,0.1,0.6724137931034483,"[0.5, 0.6896551724137931, 0.7368421052631579]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.4,0.01,0.5,0.76,"[0.7, 0.76, 0.8]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.5,0.8,0.6829268292682927,"[0.2222222222222222, 0.7777777777777778, 0.8571428571428571]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.6,0.001,0.05,0.6666666666666666,"[0.4444444444444444, 0.7272727272727273, 0.7692307692307693]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.7,0.1,0.1,0.6,"[0.25, 0.75, 0.7777777777777778]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.8,0.001,0.1,0.8235294117647058,"[0.8, 0.8, 0.8571428571428571]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.9,0.001,0.05,0.8888888888888888,"[0, 0.5, 1.0]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.05,0.0001,0.2,0.5546218487394958,"[0.3684210526315789, 0.627906976744186, 0.35714285714285715]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.1,0.001,0.9,0.7256637168141593,"[0.5263157894736842, 0.7831325301204819, 0.6363636363636364]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.2,0.001,0.8,0.69,"[0.5, 0.7733333333333333, 0.36363636363636365]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.3,0.001,0.8,0.6818181818181818,"[0.38461538461538464, 0.7538461538461538, 0.6]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.4,0.001,0.1,0.6666666666666666,"[0.4166666666666667, 0.7592592592592593, 0.4444444444444444]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.5,0.001,0.1,0.7301587301587301,"[0.6363636363636364, 0.782608695652174, 0.5]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.6,0.001,0.1,0.6,"[0.375, 0.75, 0.0]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.7,0.001,0.05,0.6052631578947368,"[0.42857142857142855, 0.7307692307692307, 0.2]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.8,0.001,0.05,0.64,"[0.3333333333333333, 0.7222222222222222, 0.5]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.9,0.001,0.05,0.8461538461538461,"[1.0, 0.8, 1.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.05,0.0001,0.2,0.4888888888888889,"[0.2727272727272727, 0.5454545454545454, 0.5833333333333334]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.1,0.01,0.05,0.7674418604651163,"[0.6666666666666666, 0.7727272727272727, 0.8333333333333334]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.2,0.01,0.1,0.7105263157894737,"[0.75, 0.7222222222222222, 0.6666666666666666]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.01,0.05,0.7575757575757576,"[0.75, 0.7142857142857143, 0.8181818181818182]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.4,0.001,0.1,0.7241379310344828,"[0.625, 0.6363636363636364, 0.9]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.5,0.001,0.2,0.7083333333333334,"[0.8333333333333334, 0.75, 0.6]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.6,0.001,0.2,0.7368421052631579,"[0.8333333333333334, 0.7142857142857143, 0.6666666666666666]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.7,0.01,0.5,0.8,"[0.8333333333333334, 0.75, 0.8]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.8,0.001,0.1,0.8,"[0.0, 0.75, 1.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.9,0.01,0.99,1.0,"[0, 0, 1.0]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.001,0.1,0.6488095238095238,"[0.5, 0.6714285714285714, 0.7096774193548387]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.1,0.001,0.8,0.5786163522012578,"[0.6944444444444444, 0.7301587301587301, 0.35]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.2,0.001,0.99,0.7446808510638298,"[0.8055555555555556, 0.7058823529411765, 0.7407407407407407]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.3,0.001,0.8,0.7983870967741935,"[0.7575757575757576, 0.7105263157894737, 0.8867924528301887]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.4,0.01,0.8,0.8113207547169812,"[0.84375, 0.7142857142857143, 0.8717948717948718]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.5,0.001,0.5,0.7840909090909091,"[0.782608695652174, 0.6666666666666666, 0.868421052631579]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.6,0.001,0.05,0.8169014084507042,"[0.8823529411764706, 0.6666666666666666, 0.8787878787878788]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.7,0.001,0.2,0.8490566037735849,"[0.8571428571428571, 0.4444444444444444, 0.9666666666666667]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.8,0.001,0.1,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.9,0.01,0.05,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]"
