Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,U_1,0.05,0.001,0.1,,0.6623376623376623,"[0.7272727272727273, 0.6744186046511628, 0.5]",1.0
Reinforce,U_1,0.1,0.01,0.05,,0.684931506849315,"[0.75, 0.7073170731707317, 0.5]",1.0
Reinforce,U_1,0.2,0.01,0.2,,0.676923076923077,"[0.7894736842105263, 0.6666666666666666, 0.5]",1.0
Reinforce,U_1,0.3,0.01,0.1,,0.7017543859649122,"[0.7368421052631579, 0.7096774193548387, 0.5714285714285714]",1.0
Reinforce,U_1,0.4,0.001,0.5,,0.6122448979591837,"[0.8125, 0.6153846153846154, 0.14285714285714285]",1.0
Reinforce,U_1,0.5,0.01,0.05,,0.7317073170731707,"[0.8125, 0.7142857142857143, 0.5]",1.0
Reinforce,U_1,0.6,0.01,0.05,,0.7272727272727273,"[0.8571428571428571, 0.6666666666666666, 0.5]",1.0
Reinforce,U_1,0.7,0.1,0.2,,0.72,"[0.8333333333333334, 0.7, 0.3333333333333333]",1.0
Reinforce,U_1,0.8,0.01,0.5,,0.7647058823529411,"[0.875, 0.7142857142857143, 0.5]",1.0
Reinforce,U_1,0.9,0.01,0.05,,0.7777777777777778,"[0.75, 0.75, 1.0]",1.0
Reinforce,U_10,0.05,0.01,0.05,,0.8035714285714286,"[0.8055555555555556, 0.7571428571428571, 0.8548387096774194]",1.0
Reinforce,U_10,0.1,0.01,0.05,,0.8050314465408805,"[0.8055555555555556, 0.746031746031746, 0.8666666666666667]",1.0
Reinforce,U_10,0.2,0.01,0.05,,0.8085106382978723,"[0.8055555555555556, 0.7254901960784313, 0.8888888888888888]",1.0
Reinforce,U_10,0.3,0.01,0.05,,0.8225806451612904,"[0.8181818181818182, 0.7105263157894737, 0.9056603773584906]",1.0
Reinforce,U_10,0.4,0.01,0.05,,0.8113207547169812,"[0.84375, 0.7142857142857143, 0.8717948717948718]",1.0
Reinforce,U_10,0.5,0.01,0.05,,0.8068181818181818,"[0.8260869565217391, 0.6666666666666666, 0.8947368421052632]",1.0
Reinforce,U_10,0.6,0.01,0.05,,0.8309859154929577,"[0.8235294117647058, 0.7142857142857143, 0.9090909090909091]",1.0
Reinforce,U_10,0.7,0.01,0.05,,0.8679245283018868,"[0.8571428571428571, 0.5555555555555556, 0.9666666666666667]",1.0
Reinforce,U_10,0.8,0.01,0.05,,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]",1.0
Reinforce,U_10,0.9,0.01,0.05,,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]",1.0
Reinforce,U_11,0.05,0.0001,0.1,,0.25,"[0.25, 0.25, 0.25]",1.0
Reinforce,U_11,0.1,0.0001,0.5,,0.23529411764705882,"[0.25, 0.21428571428571427, 0.25]",1.0
Reinforce,U_11,0.2,0.0001,0.05,,0.3,"[0.25, 0.2857142857142857, 0.3333333333333333]",1.0
Reinforce,U_11,0.3,0.001,0.5,,0.38461538461538464,"[0.5, 0.3333333333333333, 0.4166666666666667]",1.0
Reinforce,U_11,0.4,0.01,0.1,,0.9565217391304348,"[0, 0.9090909090909091, 1.0]",1.0
Reinforce,U_11,0.5,0.001,0.1,,0.7894736842105263,"[0, 0.8571428571428571, 0.75]",1.0
Reinforce,U_11,0.6,0.001,0.2,,0.8,"[0, 0.6666666666666666, 0.8333333333333334]",1.0
Reinforce,U_11,0.7,0.01,0.1,,1.0,"[0, 0, 1.0]",1.0
Reinforce,U_11,0.8,0.01,0.05,,1.0,"[0, 0, 1.0]",1.0
Reinforce,U_11,0.9,0.01,0.05,,1.0,"[0, 0, 1.0]",1.0
Reinforce,U_12,0.05,0.001,0.1,,0.684931506849315,"[0.6842105263157895, 0.7446808510638298, 0.2857142857142857]",1.0
Reinforce,U_12,0.1,0.0001,0.2,,0.5072463768115942,"[0.5625, 0.5531914893617021, 0.0]",1.0
Reinforce,U_12,0.2,0.01,0.1,,0.7704918032786885,"[0.8, 0.8292682926829268, 0.2]",1.0
Reinforce,U_12,0.3,0.01,0.2,,0.8148148148148148,"[0.7692307692307693, 0.8378378378378378, 0.75]",1.0
Reinforce,U_12,0.4,0.001,0.05,,0.717391304347826,"[0.6363636363636364, 0.7741935483870968, 0.5]",1.0
Reinforce,U_12,0.5,0.01,0.2,,0.7894736842105263,"[0.8181818181818182, 0.7916666666666666, 0.6666666666666666]",1.0
Reinforce,U_12,0.6,0.1,0.2,,0.7741935483870968,"[0.6666666666666666, 0.8181818181818182, 0.6666666666666666]",1.0
Reinforce,U_12,0.7,0.01,0.05,,0.782608695652174,"[0.8, 0.8, 0.6666666666666666]",1.0
Reinforce,U_12,0.8,0.01,0.05,,0.75,"[0.8, 0.7, 1.0]",1.0
Reinforce,U_12,0.9,0.01,0.05,,0.75,"[1.0, 0.6, 1.0]",1.0
Reinforce,U_13,0.05,0.0001,0.05,,0.43859649122807015,"[0.3, 0.45454545454545453, 0.5]",1.0
Reinforce,U_13,0.1,0.01,0.99,,0.4074074074074074,"[0.2, 0.34375, 0.75]",1.0
Reinforce,U_13,0.2,0.0001,0.2,,0.3958333333333333,"[0.4444444444444444, 0.3333333333333333, 0.5]",1.0
Reinforce,U_13,0.3,0.001,0.1,,0.6190476190476191,"[0.4, 0.68, 0.5833333333333334]",1.0
Reinforce,U_13,0.4,0.01,0.05,,0.6944444444444444,"[0.4, 0.7142857142857143, 0.8]",1.0
Reinforce,U_13,0.5,0.01,0.8,,0.6666666666666666,"[0.3333333333333333, 0.7058823529411765, 0.7]",1.0
Reinforce,U_13,0.6,0.001,0.5,,0.5416666666666666,"[0.3333333333333333, 0.5833333333333334, 0.5555555555555556]",1.0
Reinforce,U_13,0.7,0.01,0.9,,0.7222222222222222,"[0.0, 0.6666666666666666, 0.875]",1.0
Reinforce,U_13,0.8,0.1,0.9,,0.75,"[1.0, 0.6666666666666666, 0.8]",1.0
Reinforce,U_13,0.9,0.01,0.1,,0.8333333333333334,"[0, 0.6666666666666666, 1.0]",1.0
Reinforce,U_14,0.05,0.0001,0.2,,0.5111111111111111,"[0.36363636363636365, 0.5454545454545454, 0.5833333333333334]",1.0
Reinforce,U_14,0.1,0.001,0.5,,0.4418604651162791,"[0.5555555555555556, 0.5, 0.25]",1.0
Reinforce,U_14,0.2,0.001,0.1,,0.7105263157894737,"[0.625, 0.7222222222222222, 0.75]",1.0
Reinforce,U_14,0.3,0.01,0.05,,0.7272727272727273,"[0.75, 0.7142857142857143, 0.7272727272727273]",1.0
Reinforce,U_14,0.4,0.001,0.5,,0.5862068965517241,"[0.875, 0.45454545454545453, 0.5]",1.0
Reinforce,U_14,0.5,0.01,0.1,,0.4583333333333333,"[0.8333333333333334, 0.625, 0.1]",1.0
Reinforce,U_14,0.6,0.01,0.05,,0.7894736842105263,"[0.8333333333333334, 0.7142857142857143, 0.8333333333333334]",1.0
Reinforce,U_14,0.7,0.001,0.1,,0.8666666666666667,"[0.8333333333333334, 0.75, 1.0]",1.0
Reinforce,U_14,0.8,0.01,0.9,,0.8,"[0.0, 0.75, 1.0]",1.0
Reinforce,U_14,0.9,0.01,0.05,,1.0,"[0, 0, 1.0]",1.0
Reinforce,U_15,0.05,0.001,0.9,,0.38028169014084506,"[0.2727272727272727, 0.37254901960784315, 0.5555555555555556]",1.0
Reinforce,U_15,0.1,0.01,0.5,,0.7910447761194029,"[0.5454545454545454, 0.8723404255319149, 0.6666666666666666]",1.0
Reinforce,U_15,0.2,0.001,0.2,,0.6666666666666666,"[0.36363636363636365, 0.75, 0.6666666666666666]",1.0
Reinforce,U_15,0.3,0.001,0.05,,0.7115384615384616,"[0.5454545454545454, 0.8108108108108109, 0.25]",1.0
Reinforce,U_15,0.4,0.001,0.05,,0.7111111111111111,"[0.7272727272727273, 0.7333333333333333, 0.5]",1.0
Reinforce,U_15,0.5,0.01,0.05,,0.7567567567567568,"[0.625, 0.84, 0.5]",1.0
Reinforce,U_15,0.6,0.001,0.1,,0.7333333333333333,"[0.625, 0.8333333333333334, 0.5]",1.0
Reinforce,U_15,0.7,0.01,0.05,,0.6956521739130435,"[0.0, 0.8235294117647058, 0.5]",1.0
Reinforce,U_15,0.8,0.01,0.05,,0.6666666666666666,"[0.0, 0.8, 0.6666666666666666]",1.0
Reinforce,U_15,0.9,0.01,0.1,,0.875,"[0, 0.8333333333333334, 1.0]",1.0
Reinforce,U_16,0.05,0.01,0.2,,0.6842105263157895,"[0.42857142857142855, 0.75, 0.6]",1.0
Reinforce,U_16,0.1,0.01,0.5,,0.7037037037037037,"[0.5714285714285714, 0.7567567567567568, 0.6]",1.0
Reinforce,U_16,0.2,0.001,0.1,,0.6041666666666666,"[0.14285714285714285, 0.75, 0.4444444444444444]",1.0
Reinforce,U_16,0.3,0.001,0.1,,0.5952380952380952,"[0.4, 0.6428571428571429, 0.5555555555555556]",1.0
Reinforce,U_16,0.4,0.001,0.05,,0.6111111111111112,"[0.6, 0.7083333333333334, 0.2857142857142857]",1.0
Reinforce,U_16,0.5,0.01,0.05,,0.6,"[0.5, 0.7368421052631579, 0.2857142857142857]",1.0
Reinforce,U_16,0.6,0.1,0.05,,0.5416666666666666,"[0.5, 0.6923076923076923, 0.2857142857142857]",1.0
Reinforce,U_16,0.7,0.001,0.1,,0.5555555555555556,"[0.25, 0.6363636363636364, 0.6666666666666666]",1.0
Reinforce,U_16,0.8,0.01,0.1,,0.5833333333333334,"[0.5, 0.7142857142857143, 0.3333333333333333]",1.0
Reinforce,U_16,0.9,0.5,0.5,,0.6666666666666666,"[0.5, 0.6666666666666666, 1.0]",1.0
Reinforce,U_17,0.05,0.001,0.1,,0.6867469879518072,"[0.75, 0.6875, 0.6]",1.0
Reinforce,U_17,0.1,0.001,0.05,,0.6455696202531646,"[0.7, 0.6818181818181818, 0.4666666666666667]",1.0
Reinforce,U_17,0.2,0.001,0.1,,0.6714285714285714,"[0.7368421052631579, 0.6923076923076923, 0.5]",1.0
Reinforce,U_17,0.3,0.001,0.2,,0.7377049180327869,"[0.7368421052631579, 0.8, 0.42857142857142855]",1.0
Reinforce,U_17,0.4,0.01,0.05,,0.7358490566037735,"[0.8125, 0.7666666666666667, 0.42857142857142855]",1.0
Reinforce,U_17,0.5,0.001,0.1,,0.75,"[0.9285714285714286, 0.7083333333333334, 0.5]",1.0
Reinforce,U_17,0.6,0.001,0.1,,0.7428571428571429,"[0.8571428571428571, 0.6875, 0.6]",1.0
Reinforce,U_17,0.7,0.01,0.99,,0.7407407407407407,"[0.9230769230769231, 0.5555555555555556, 0.6]",1.0
Reinforce,U_17,0.8,0.01,0.05,,0.7777777777777778,"[0.875, 0.6666666666666666, 0.75]",1.0
Reinforce,U_17,0.9,0.01,0.05,,0.7777777777777778,"[1.0, 0.75, 0.75]",1.0
Reinforce,U_18,0.05,0.001,0.1,,0.5609756097560976,"[0.42857142857142855, 0.6428571428571429, 0.55]",1.0
Reinforce,U_18,0.1,0.0001,0.05,,0.3076923076923077,"[0.2857142857142857, 0.23076923076923078, 0.3684210526315789]",1.0
Reinforce,U_18,0.2,0.0001,0.9,,0.2571428571428571,"[0.0, 0.2, 0.3888888888888889]",1.0
Reinforce,U_18,0.3,0.01,0.05,,0.3548387096774194,"[0.8571428571428571, 0.6666666666666666, 0.05555555555555555]",1.0
Reinforce,U_18,0.4,1,0.9,,0.6538461538461539,"[0.14285714285714285, 0.6666666666666666, 0.9230769230769231]",1.0
Reinforce,U_18,0.5,0.01,0.9,,0.6818181818181818,"[0.5714285714285714, 0.5, 0.8888888888888888]",1.0
Reinforce,U_18,0.6,0.001,0.5,,0.6111111111111112,"[0.5714285714285714, 0.6666666666666666, 0.6]",1.0
Reinforce,U_18,0.7,0.01,0.05,,0.7692307692307693,"[0.8571428571428571, 0.5, 1.0]",1.0
Reinforce,U_18,0.8,0.01,0.05,,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]",1.0
Reinforce,U_18,0.9,0.01,0.05,,0.8,"[0, 0.6666666666666666, 1.0]",1.0
Reinforce,U_19,0.05,0.0001,0.8,,0.3333333333333333,"[0.3333333333333333, 0.3076923076923077, 0.375]",1.0
Reinforce,U_19,0.1,0.001,0.8,,0.4166666666666667,"[0.5, 0.23076923076923078, 0.625]",1.0
Reinforce,U_19,0.2,0.01,0.05,,0.39622641509433965,"[0.6363636363636364, 0.11538461538461539, 0.6875]",1.0
Reinforce,U_19,0.3,0.001,0.2,,0.2978723404255319,"[0.4444444444444444, 0.391304347826087, 0.06666666666666667]",1.0
Reinforce,U_19,0.4,0.001,0.05,,0.625,"[0.625, 0.6470588235294118, 0.6]",1.0
Reinforce,U_19,0.5,0.01,0.05,,0.45454545454545453,"[0.6666666666666666, 0.7692307692307693, 0.07142857142857142]",1.0
Reinforce,U_19,0.6,0.01,0.1,,0.37037037037037035,"[0.6666666666666666, 0.7, 0.07142857142857142]",1.0
Reinforce,U_19,0.7,0.01,0.05,,0.2,"[0.6666666666666666, 0.5, 0.0]",1.0
Reinforce,U_19,0.8,0.01,0.8,,0.0,"[0, 0.0, 0.0]",1.0
Reinforce,U_19,0.9,0.01,0.05,,0.8571428571428571,"[0, 0, 0.8571428571428571]",1.0
Reinforce,U_2,0.05,0.001,0.05,,0.6470588235294118,"[0.47368421052631576, 0.7325581395348837, 0.35714285714285715]",1.0
Reinforce,U_2,0.1,0.01,0.99,,0.7079646017699115,"[0.47368421052631576, 0.7951807228915663, 0.45454545454545453]",1.0
Reinforce,U_2,0.2,0.01,0.05,,0.7,"[0.42857142857142855, 0.8, 0.36363636363636365]",1.0
Reinforce,U_2,0.3,0.01,0.99,,0.6818181818181818,"[0.46153846153846156, 0.7692307692307693, 0.4]",1.0
Reinforce,U_2,0.4,0.01,0.9,,0.6933333333333334,"[0.5, 0.7962962962962963, 0.3333333333333333]",1.0
Reinforce,U_2,0.5,0.01,0.05,,0.6666666666666666,"[0.45454545454545453, 0.782608695652174, 0.16666666666666666]",1.0
Reinforce,U_2,0.6,0.01,0.1,,0.62,"[0.375, 0.75, 0.16666666666666666]",1.0
Reinforce,U_2,0.7,0.01,0.9,,0.6052631578947368,"[0.42857142857142855, 0.7307692307692307, 0.2]",1.0
Reinforce,U_2,0.8,0.001,0.1,,0.52,"[0.0, 0.6666666666666666, 0.25]",1.0
Reinforce,U_2,0.9,0.1,0.1,,0.7692307692307693,"[0.5, 0.8, 1.0]",1.0
Reinforce,U_20,0.05,0.001,0.5,,0.6774193548387096,"[0.5641025641025641, 0.5625, 0.8301886792452831]",1.0
Reinforce,U_20,0.1,0.01,0.9,,0.7863247863247863,"[0.7435897435897436, 0.6551724137931034, 0.8979591836734694]",1.0
Reinforce,U_20,0.2,0.01,0.05,,0.8461538461538461,"[0.8888888888888888, 0.6190476190476191, 0.9148936170212766]",1.0
Reinforce,U_20,0.3,0.001,0.1,,0.7912087912087912,"[0.8518518518518519, 0.5263157894736842, 0.8666666666666667]",1.0
Reinforce,U_20,0.4,0.01,0.05,,0.8205128205128205,"[0.7142857142857143, 0.631578947368421, 0.9333333333333333]",1.0
Reinforce,U_20,0.5,0.01,0.05,,0.8153846153846154,"[0.5714285714285714, 0.625, 0.9285714285714286]",1.0
Reinforce,U_20,0.6,0.01,0.05,,0.8461538461538461,"[0.6, 0.6666666666666666, 0.9428571428571428]",1.0
Reinforce,U_20,0.7,0.01,0.05,,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]",1.0
Reinforce,U_20,0.8,0.01,0.05,,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]",1.0
Reinforce,U_20,0.9,0.01,0.05,,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]",1.0
Reinforce,U_3,0.05,0.0001,0.9,,0.37209302325581395,"[0.3333333333333333, 0.4444444444444444, 0.25]",1.0
Reinforce,U_3,0.1,0.001,0.2,,0.7073170731707317,"[0.7894736842105263, 0.7222222222222222, 0.25]",1.0
Reinforce,U_3,0.2,0.001,0.5,,0.6388888888888888,"[0.7058823529411765, 0.6666666666666666, 0.25]",1.0
Reinforce,U_3,0.3,0.01,0.05,,0.75,"[0.8823529411764706, 0.75, 0.0]",1.0
Reinforce,U_3,0.4,0.001,0.8,,0.5925925925925926,"[0.625, 0.5555555555555556, 0.5]",1.0
Reinforce,U_3,0.5,0.01,0.05,,0.8260869565217391,"[0.8333333333333334, 0.7777777777777778, 1.0]",1.0
Reinforce,U_3,0.6,0.01,0.05,,0.7222222222222222,"[0.8888888888888888, 0.7142857142857143, 0.0]",1.0
Reinforce,U_3,0.7,0.01,0.05,,0.7857142857142857,"[0.8888888888888888, 0.3333333333333333, 1.0]",1.0
Reinforce,U_3,0.8,0.01,0.05,,0.8888888888888888,"[0.875, 0, 1.0]",1.0
Reinforce,U_3,0.9,0.001,0.1,,0.6,"[0.5, 0, 1.0]",1.0
Reinforce,U_4,0.05,0.0001,0.1,,0.35064935064935066,"[0.35, 0.43902439024390244, 0.125]",1.0
Reinforce,U_4,0.1,0.01,0.05,,0.6438356164383562,"[0.65, 0.6486486486486487, 0.625]",1.0
Reinforce,U_4,0.2,0.01,0.05,,0.6307692307692307,"[0.65, 0.6470588235294118, 0.5454545454545454]",1.0
Reinforce,U_4,0.3,0.01,0.05,,0.631578947368421,"[0.6842105263157895, 0.65625, 0.3333333333333333]",1.0
Reinforce,U_4,0.4,0.01,0.5,,0.6530612244897959,"[0.7058823529411765, 0.6666666666666666, 0.4]",1.0
Reinforce,U_4,0.5,0.01,0.05,,0.6585365853658537,"[0.6923076923076923, 0.6956521739130435, 0.4]",1.0
Reinforce,U_4,0.6,0.001,0.1,,0.5454545454545454,"[0.36363636363636365, 0.6842105263157895, 0.3333333333333333]",1.0
Reinforce,U_4,0.7,0.001,0.05,,0.72,"[0.6666666666666666, 0.7647058823529411, 0.5]",1.0
Reinforce,U_4,0.8,0.01,0.2,,0.7058823529411765,"[0.0, 0.7857142857142857, 0.5]",1.0
Reinforce,U_4,0.9,0.01,0.05,,0.6666666666666666,"[0.0, 0.7142857142857143, 1.0]",1.0
Reinforce,U_5,0.05,0.001,0.1,,0.7398373983739838,"[0.7391304347826086, 0.7346938775510204, 0.7450980392156863]",1.0
Reinforce,U_5,0.1,0.001,0.05,,0.7350427350427351,"[0.782608695652174, 0.6875, 0.7608695652173914]",1.0
