Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Algo,original_dataframe_index
Actor_Critic,pro18_adf_p4,0.8,0.001,0.05,1.0,0.7333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,38
Actor_Critic,pro18_adf_p4,0.9,0.0001,0.9,1.0,0.5599999999999999,"[None, None, None]",0.0,0.0,ActorCritic,39
Actor_Critic,pro25_acf_p4,0.05,0.0001,0.05,1.0,0.6366666666666666,"[None, None, None]",0.0,0.0,ActorCritic,40
Actor_Critic,pro25_acf_p4,0.1,0.1,0.1,1.0,0.7578947368421052,"[None, None, None]",0.0,0.0,ActorCritic,41
Actor_Critic,pro25_acf_p4,0.2,0.0001,0.2,1.0,0.7450980392156863,"[None, None, None]",0.0,0.0,ActorCritic,42
Actor_Critic,pro25_acf_p4,0.3,0.0001,0.5,1.0,0.7155555555555556,"[None, None, None]",0.0,0.0,ActorCritic,43
Actor_Critic,pro25_acf_p4,0.4,0.1,0.05,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,ActorCritic,44
Actor_Critic,pro25_acf_p4,0.5,0.0001,0.99,1.0,0.75,"[None, None, None]",0.0,0.0,ActorCritic,45
Actor_Critic,pro25_acf_p4,0.6,0.1,0.1,1.0,0.7153846153846153,"[None, None, None]",0.0,0.0,ActorCritic,46
Actor_Critic,pro25_acf_p4,0.7,0.0001,0.1,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,ActorCritic,47
Actor_Critic,pro25_acf_p4,0.8,0.1,0.05,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,ActorCritic,48
Actor_Critic,pro25_acf_p4,0.9,0.001,0.05,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,ActorCritic,49
Actor_Critic,pro24_adf_p4,0.05,0.0001,0.2,1.0,0.1818181818181818,"[None, None, None]",0.0,0.0,ActorCritic,50
Actor_Critic,pro24_adf_p4,0.1,0.001,0.2,1.0,0.5076923076923077,"[None, None, None]",0.0,0.0,ActorCritic,51
Actor_Critic,pro24_adf_p4,0.2,0.001,0.99,1.0,0.3695652173913043,"[None, None, None]",0.0,0.0,ActorCritic,52
Actor_Critic,pro24_adf_p4,0.3,0.1,0.9,1.0,0.5199999999999999,"[None, None, None]",0.0,0.0,ActorCritic,53
Actor_Critic,pro24_adf_p4,0.4,0.1,0.9,1.0,0.5199999999999999,"[None, None, None]",0.0,0.0,ActorCritic,54
Actor_Critic,pro24_adf_p4,0.5,0.001,0.8,1.0,0.4827586206896551,"[None, None, None]",0.0,0.0,ActorCritic,55
Actor_Critic,pro24_adf_p4,0.6,0.001,0.8,1.0,0.6173913043478262,"[None, None, None]",0.0,0.0,ActorCritic,56
Actor_Critic,pro24_adf_p4,0.7,0.1,0.99,1.0,0.7000000000000001,"[None, None, None]",0.0,0.0,ActorCritic,57
Actor_Critic,pro24_adf_p4,0.8,0.001,0.05,1.0,0.5666666666666667,"[None, None, None]",0.0,0.0,ActorCritic,58
Actor_Critic,pro24_adf_p4,0.9,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,ActorCritic,59
Actor_Critic,pro22_ade_p4,0.05,0.0001,0.2,1.0,0.4921052631578947,"[None, None, None]",0.0,0.0,ActorCritic,60
Actor_Critic,pro22_ade_p4,0.1,0.0001,0.5,1.0,0.7055555555555556,"[None, None, None]",0.0,0.0,ActorCritic,61
Actor_Critic,pro22_ade_p4,0.2,0.1,0.8,1.0,0.709375,"[None, None, None]",0.0,0.0,ActorCritic,62
Actor_Critic,pro22_ade_p4,0.3,0.001,0.5,1.0,0.7035714285714286,"[None, None, None]",0.0,0.0,ActorCritic,63
Actor_Critic,pro22_ade_p4,0.4,0.0001,0.2,1.0,0.6791666666666666,"[None, None, None]",0.0,0.0,ActorCritic,64
Actor_Critic,pro22_ade_p4,0.5,0.0001,0.99,1.0,0.5650000000000001,"[None, None, None]",0.0,0.0,ActorCritic,65
Actor_Critic,pro22_ade_p4,0.6,0.0001,0.2,1.0,0.80625,"[None, None, None]",0.0,0.0,ActorCritic,66
Actor_Critic,pro22_ade_p4,0.7,0.0001,0.1,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,ActorCritic,67
Actor_Critic,pro22_ade_p4,0.8,0.0001,0.9,1.0,0.8125,"[None, None, None]",0.0,0.0,ActorCritic,68
Actor_Critic,pro22_ade_p4,0.9,0.001,0.1,1.0,0.875,"[None, None, None]",0.0,0.0,ActorCritic,69
Actor_Critic,pro20_ade_p4,0.05,0.0001,0.5,1.0,0.2,"[None, None, None]",0.0,0.0,ActorCritic,70
Actor_Critic,pro20_ade_p4,0.1,0.0001,0.05,1.0,0.1872340425531914,"[None, None, None]",0.0,0.0,ActorCritic,71
Actor_Critic,pro20_ade_p4,0.2,0.1,0.8,1.0,0.4333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,72
Actor_Critic,pro20_ade_p4,0.3,0.0001,0.99,1.0,0.4904109589041096,"[None, None, None]",0.0,0.0,ActorCritic,73
Actor_Critic,pro20_ade_p4,0.4,0.001,0.99,1.0,0.473015873015873,"[None, None, None]",0.0,0.0,ActorCritic,74
Actor_Critic,pro20_ade_p4,0.5,0.0001,0.8,1.0,0.4884615384615385,"[None, None, None]",0.0,0.0,ActorCritic,75
Actor_Critic,pro20_ade_p4,0.6,0.0001,0.05,1.0,0.4476190476190476,"[None, None, None]",0.0,0.0,ActorCritic,76
Actor_Critic,pro20_ade_p4,0.7,0.1,0.2,1.0,0.475,"[None, None, None]",0.0,0.0,ActorCritic,77
Actor_Critic,pro20_ade_p4,0.8,0.0001,0.1,1.0,0.5142857142857142,"[None, None, None]",0.0,0.0,ActorCritic,78
Actor_Critic,pro20_ade_p4,0.9,0.0001,0.2,1.0,0.5272727272727272,"[None, None, None]",0.0,0.0,ActorCritic,79
Actor_Critic,pro8_acf_p4,0.05,0.0001,0.2,1.0,0.1911111111111111,"[None, None, None]",0.0,0.0,ActorCritic,80
Actor_Critic,pro8_acf_p4,0.1,0.0001,0.1,1.0,0.7069767441860465,"[None, None, None]",0.0,0.0,ActorCritic,81
Actor_Critic,pro8_acf_p4,0.2,0.0001,0.05,1.0,0.7421052631578947,"[None, None, None]",0.0,0.0,ActorCritic,82
Actor_Critic,pro8_acf_p4,0.3,1.0,0.9,1.0,0.7636363636363637,"[None, None, None]",0.0,0.0,ActorCritic,83
Actor_Critic,pro8_acf_p4,0.4,0.0001,0.2,1.0,0.7448275862068965,"[None, None, None]",0.0,0.0,ActorCritic,84
Actor_Critic,pro8_acf_p4,0.5,0.0001,0.1,1.0,0.825,"[None, None, None]",0.0,0.0,ActorCritic,85
Actor_Critic,pro8_acf_p4,0.6,0.0001,0.1,1.0,0.8315789473684211,"[None, None, None]",0.0,0.0,ActorCritic,86
Actor_Critic,pro8_acf_p4,0.7,0.1,0.2,1.0,0.8666666666666668,"[None, None, None]",0.0,0.0,ActorCritic,87
Actor_Critic,pro8_acf_p4,0.8,0.0001,0.1,1.0,0.8,"[None, None, None]",0.0,0.0,ActorCritic,88
Actor_Critic,pro8_acf_p4,0.9,0.0001,0.5,1.0,0.8,"[None, None, None]",0.0,0.0,ActorCritic,89
Actor_Critic,pro31_adf_p4,0.05,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,ActorCritic,90
Actor_Critic,pro31_adf_p4,0.1,0.001,0.99,1.0,0.1375,"[None, None, None]",0.0,0.0,ActorCritic,91
Actor_Critic,pro31_adf_p4,0.2,0.0001,0.2,1.0,0.4035087719298245,"[None, None, None]",0.0,0.0,ActorCritic,92
Actor_Critic,pro31_adf_p4,0.3,0.0001,0.2,1.0,0.164,"[None, None, None]",0.0,0.0,ActorCritic,93
Actor_Critic,pro31_adf_p4,0.4,0.0001,0.9,1.0,0.5348837209302325,"[None, None, None]",0.0,0.0,ActorCritic,94
Actor_Critic,pro31_adf_p4,0.5,0.0001,0.1,1.0,0.4888888888888889,"[None, None, None]",0.0,0.0,ActorCritic,95
Actor_Critic,pro31_adf_p4,0.6,0.001,0.9,1.0,0.5862068965517241,"[None, None, None]",0.0,0.0,ActorCritic,96
Actor_Critic,pro31_adf_p4,0.7,0.01,0.8,1.0,0.6818181818181818,"[None, None, None]",0.0,0.0,ActorCritic,97
Actor_Critic,pro31_adf_p4,0.8,0.001,0.9,1.0,0.6,"[None, None, None]",0.0,0.0,ActorCritic,98
Actor_Critic,pro31_adf_p4,0.9,0.1,0.9,1.0,0.4,"[None, None, None]",0.0,0.0,ActorCritic,99
Actor_Critic,pro21_ade_p4,0.05,0.0001,0.5,1.0,0.3391304347826087,"[None, None, None]",0.0,0.0,ActorCritic,100
Actor_Critic,pro21_ade_p4,0.1,0.0001,0.8,1.0,0.3944954128440368,"[None, None, None]",0.0,0.0,ActorCritic,101
Actor_Critic,pro21_ade_p4,0.2,0.0001,0.2,1.0,0.3979381443298969,"[None, None, None]",0.0,0.0,ActorCritic,102
Actor_Critic,pro21_ade_p4,0.3,0.0001,0.05,1.0,0.4941176470588235,"[None, None, None]",0.0,0.0,ActorCritic,103
Actor_Critic,pro21_ade_p4,0.4,0.001,0.2,1.0,0.4931506849315069,"[None, None, None]",0.0,0.0,ActorCritic,104
Actor_Critic,pro21_ade_p4,0.5,0.1,0.1,1.0,0.4754098360655737,"[None, None, None]",0.0,0.0,ActorCritic,105
Actor_Critic,pro21_ade_p4,0.6,0.01,0.2,1.0,0.3428571428571428,"[None, None, None]",0.0,0.0,ActorCritic,106
Actor_Critic,pro21_ade_p4,0.7,0.0001,0.2,1.0,0.4864864864864865,"[None, None, None]",0.0,0.0,ActorCritic,107
Actor_Critic,pro21_ade_p4,0.8,0.001,0.2,1.0,0.544,"[None, None, None]",0.0,0.0,ActorCritic,108
Actor_Critic,pro21_ade_p4,0.9,0.0001,0.99,1.0,0.5846153846153845,"[None, None, None]",0.0,0.0,ActorCritic,109
Actor_Critic,pro17_ace_p4,0.05,0.0001,0.8,1.0,0.5891472868217054,"[None, None, None]",0.0,0.0,ActorCritic,110
Actor_Critic,pro17_ace_p4,0.1,0.0001,0.2,1.0,0.5737704918032787,"[None, None, None]",0.0,0.0,ActorCritic,111
Actor_Critic,pro17_ace_p4,0.2,0.001,0.9,1.0,0.5611111111111111,"[None, None, None]",0.0,0.0,ActorCritic,112
Actor_Critic,pro17_ace_p4,0.3,0.0001,0.8,1.0,0.5452631578947368,"[None, None, None]",0.0,0.0,ActorCritic,113
Actor_Critic,pro17_ace_p4,0.4,0.5,0.2,1.0,0.5530864197530865,"[None, None, None]",0.0,0.0,ActorCritic,114
Actor_Critic,pro17_ace_p4,0.5,0.001,0.5,1.0,0.5911764705882353,"[None, None, None]",0.0,0.0,ActorCritic,115
Actor_Critic,pro17_ace_p4,0.6,0.01,0.2,1.0,0.5925925925925926,"[None, None, None]",0.0,0.0,ActorCritic,116
Actor_Critic,pro17_ace_p4,0.7,0.0001,0.8,1.0,0.4634146341463415,"[None, None, None]",0.0,0.0,ActorCritic,117
Actor_Critic,pro17_ace_p4,0.8,0.01,0.1,1.0,0.2962962962962963,"[None, None, None]",0.0,0.0,ActorCritic,118
Actor_Critic,pro17_ace_p4,0.9,0.001,0.1,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,ActorCritic,119
Actor_Critic,stu10_acf_p4,0.05,0.0001,0.05,1.0,0.6799999999999999,"[None, None, None]",0.0,0.0,ActorCritic,120
Actor_Critic,stu10_acf_p4,0.1,0.1,0.9,1.0,0.8038461538461539,"[None, None, None]",0.0,0.0,ActorCritic,121
Actor_Critic,stu10_acf_p4,0.2,0.0001,0.5,1.0,0.773913043478261,"[None, None, None]",0.0,0.0,ActorCritic,122
Actor_Critic,stu10_acf_p4,0.3,0.0001,0.9,1.0,0.8099999999999999,"[None, None, None]",0.0,0.0,ActorCritic,123
Actor_Critic,stu10_acf_p4,0.4,0.0001,0.2,1.0,0.8171428571428571,"[None, None, None]",0.0,0.0,ActorCritic,124
Actor_Critic,stu10_acf_p4,0.5,0.0001,0.05,1.0,0.703448275862069,"[None, None, None]",0.0,0.0,ActorCritic,125
Actor_Critic,stu10_acf_p4,0.6,0.0001,0.99,1.0,0.8,"[None, None, None]",0.0,0.0,ActorCritic,126
Actor_Critic,stu10_acf_p4,0.7,0.0001,0.8,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,ActorCritic,127
Actor_Critic,stu10_acf_p4,0.8,0.001,0.05,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,ActorCritic,128
Actor_Critic,stu10_acf_p4,0.9,0.0001,0.9,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,ActorCritic,129
Actor_Critic,pro29_ace_p4,0.05,0.0001,0.5,1.0,0.3896907216494845,"[None, None, None]",0.0,0.0,ActorCritic,130
Actor_Critic,pro29_ace_p4,0.1,0.001,0.2,1.0,0.5543478260869564,"[None, None, None]",0.0,0.0,ActorCritic,131
Actor_Critic,pro29_ace_p4,0.2,0.1,0.2,1.0,0.5634146341463415,"[None, None, None]",0.0,0.0,ActorCritic,132
Actor_Critic,pro29_ace_p4,0.3,0.0001,0.99,1.0,0.5444444444444445,"[None, None, None]",0.0,0.0,ActorCritic,133
Actor_Critic,pro29_ace_p4,0.4,0.0001,0.99,1.0,0.5419354838709677,"[None, None, None]",0.0,0.0,ActorCritic,134
Actor_Critic,pro29_ace_p4,0.5,0.0001,0.8,1.0,0.5843137254901961,"[None, None, None]",0.0,0.0,ActorCritic,135
Actor_Critic,pro29_ace_p4,0.6,0.5,0.1,1.0,0.5560975609756098,"[None, None, None]",0.0,0.0,ActorCritic,136
Actor_Critic,pro29_ace_p4,0.7,0.0001,0.1,1.0,0.567741935483871,"[None, None, None]",0.0,0.0,ActorCritic,137
Actor_Critic,pro29_ace_p4,0.8,0.1,0.2,1.0,0.4666666666666667,"[None, None, None]",0.0,0.0,ActorCritic,138
Actor_Critic,pro29_ace_p4,0.9,0.0001,0.99,1.0,0.4545454545454545,"[None, None, None]",0.0,0.0,ActorCritic,139
Actor_Critic,pro5_adf_p4,0.05,0.0001,0.05,1.0,0.4769230769230769,"[None, None, None]",0.0,0.0,ActorCritic,140
Actor_Critic,pro5_adf_p4,0.1,0.0001,0.05,1.0,0.5428571428571428,"[None, None, None]",0.0,0.0,ActorCritic,141
Actor_Critic,pro5_adf_p4,0.2,0.0001,0.05,1.0,0.6181818181818182,"[None, None, None]",0.0,0.0,ActorCritic,142
Actor_Critic,pro5_adf_p4,0.3,0.0001,0.1,1.0,0.6052631578947368,"[None, None, None]",0.0,0.0,ActorCritic,143
Actor_Critic,pro5_adf_p4,0.4,0.001,0.05,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,ActorCritic,144
Actor_Critic,pro5_adf_p4,0.5,0.0001,0.9,1.0,0.6,"[None, None, None]",0.0,0.0,ActorCritic,145
Actor_Critic,pro5_adf_p4,0.6,0.001,0.1,1.0,0.5909090909090909,"[None, None, None]",0.0,0.0,ActorCritic,146
Actor_Critic,pro5_adf_p4,0.7,0.0001,0.99,1.0,0.4941176470588234,"[None, None, None]",0.0,0.0,ActorCritic,147
Actor_Critic,pro5_adf_p4,0.8,0.0001,0.2,1.0,0.4363636363636363,"[None, None, None]",0.0,0.0,ActorCritic,148
Actor_Critic,pro5_adf_p4,0.9,0.0001,0.1,1.0,0.2333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,149
Actor_Critic,pro3_ace_p4,0.05,0.0001,0.05,1.0,0.4981132075471698,"[None, None, None]",0.0,0.0,ActorCritic,150
Actor_Critic,pro3_ace_p4,0.1,0.0001,0.2,1.0,0.596,"[None, None, None]",0.0,0.0,ActorCritic,151
Actor_Critic,pro3_ace_p4,0.2,0.0001,0.99,1.0,0.5227272727272727,"[None, None, None]",0.0,0.0,ActorCritic,152
Actor_Critic,pro3_ace_p4,0.3,0.001,0.9,1.0,0.6717948717948719,"[None, None, None]",0.0,0.0,ActorCritic,153
Actor_Critic,pro3_ace_p4,0.4,0.0001,0.05,1.0,0.6242424242424243,"[None, None, None]",0.0,0.0,ActorCritic,154
Actor_Critic,pro3_ace_p4,0.5,0.0001,0.5,1.0,0.7571428571428571,"[None, None, None]",0.0,0.0,ActorCritic,155
Actor_Critic,pro3_ace_p4,0.6,0.0001,0.05,1.0,0.8727272727272727,"[None, None, None]",0.0,0.0,ActorCritic,156
Actor_Critic,pro3_ace_p4,0.7,0.0001,0.8,1.0,0.8823529411764707,"[None, None, None]",0.0,0.0,ActorCritic,157
Actor_Critic,pro3_ace_p4,0.8,0.0001,0.1,1.0,0.9090909090909092,"[None, None, None]",0.0,0.0,ActorCritic,158
Actor_Critic,pro3_ace_p4,0.9,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,ActorCritic,159
Actor_Critic,stu13_acf_p4,0.05,0.0001,0.05,1.0,0.6717948717948719,"[None, None, None]",0.0,0.0,ActorCritic,160
Actor_Critic,stu13_acf_p4,0.1,0.0001,0.9,1.0,0.5783783783783784,"[None, None, None]",0.0,0.0,ActorCritic,161
Actor_Critic,stu13_acf_p4,0.2,0.0001,0.5,1.0,0.7030303030303031,"[None, None, None]",0.0,0.0,ActorCritic,162
Actor_Critic,stu13_acf_p4,0.3,0.0001,0.1,1.0,0.710344827586207,"[None, None, None]",0.0,0.0,ActorCritic,163
Actor_Critic,stu13_acf_p4,0.4,0.0001,0.2,1.0,0.8,"[None, None, None]",0.0,0.0,ActorCritic,164
Actor_Critic,stu13_acf_p4,0.5,0.001,0.9,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,ActorCritic,165
Actor_Critic,stu13_acf_p4,0.6,0.1,0.2,1.0,0.7411764705882353,"[None, None, None]",0.0,0.0,ActorCritic,166
Actor_Critic,stu13_acf_p4,0.7,0.5,0.2,1.0,0.8461538461538461,"[None, None, None]",0.0,0.0,ActorCritic,167
Actor_Critic,stu13_acf_p4,0.8,0.0001,0.1,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,ActorCritic,168
Actor_Critic,stu13_acf_p4,0.9,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,ActorCritic,169
Actor_Critic,stu17_ace_p4,0.05,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,ActorCritic,170
Actor_Critic,stu17_ace_p4,0.1,0.0001,0.05,1.0,0.4814814814814815,"[None, None, None]",0.0,0.0,ActorCritic,171
Actor_Critic,stu17_ace_p4,0.2,0.0001,0.05,1.0,0.4,"[None, None, None]",0.0,0.0,ActorCritic,172
Actor_Critic,stu17_ace_p4,0.3,0.0001,0.05,1.0,0.2857142857142857,"[None, None, None]",0.0,0.0,ActorCritic,173
Actor_Critic,stu17_ace_p4,0.4,0.001,0.05,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,174
Actor_Critic,stu17_ace_p4,0.5,0.0001,0.5,1.0,0.2799999999999999,"[None, None, None]",0.0,0.0,ActorCritic,175
Actor_Critic,stu17_ace_p4,0.6,0.001,0.05,1.0,0.25,"[None, None, None]",0.0,0.0,ActorCritic,176
Actor_Critic,stu17_ace_p4,0.7,0.0001,0.2,1.0,0.2222222222222222,"[None, None, None]",0.0,0.0,ActorCritic,177
Actor_Critic,stu17_ace_p4,0.8,0.0001,0.5,1.0,0.1666666666666666,"[None, None, None]",0.0,0.0,ActorCritic,178
Actor_Critic,stu17_ace_p4,0.9,0.001,0.1,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,179
Actor_Critic,pro9_acf_p4,0.05,0.0001,0.1,1.0,0.4961538461538461,"[None, None, None]",0.0,0.0,ActorCritic,180
Actor_Critic,pro9_acf_p4,0.1,0.1,0.1,1.0,0.3755102040816326,"[None, None, None]",0.0,0.0,ActorCritic,181
Actor_Critic,pro9_acf_p4,0.2,0.0001,0.1,1.0,0.4045454545454545,"[None, None, None]",0.0,0.0,ActorCritic,182
Actor_Critic,pro9_acf_p4,0.3,0.001,0.1,1.0,0.4947368421052631,"[None, None, None]",0.0,0.0,ActorCritic,183
Actor_Critic,pro9_acf_p4,0.4,0.1,0.8,1.0,0.5272727272727272,"[None, None, None]",0.0,0.0,ActorCritic,184
Actor_Critic,pro9_acf_p4,0.5,0.1,0.5,1.0,0.4962962962962963,"[None, None, None]",0.0,0.0,ActorCritic,185
Actor_Critic,pro9_acf_p4,0.6,0.0001,0.8,1.0,0.4545454545454546,"[None, None, None]",0.0,0.0,ActorCritic,186
Actor_Critic,pro9_acf_p4,0.7,0.0001,0.05,1.0,0.3529411764705882,"[None, None, None]",0.0,0.0,ActorCritic,187
Actor_Critic,pro9_acf_p4,0.8,0.0001,0.5,1.0,0.4363636363636363,"[None, None, None]",0.0,0.0,ActorCritic,188
Actor_Critic,pro9_acf_p4,0.9,0.5,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,ActorCritic,189
Actor_Critic,stu25_ace_p4,0.05,0.0001,0.5,1.0,0.4311111111111111,"[None, None, None]",0.0,0.0,ActorCritic,190
Actor_Critic,stu25_ace_p4,0.1,0.0001,0.05,1.0,0.5023255813953489,"[None, None, None]",0.0,0.0,ActorCritic,191
Actor_Critic,stu25_ace_p4,0.2,0.0001,0.5,1.0,0.3368421052631579,"[None, None, None]",0.0,0.0,ActorCritic,192
Actor_Critic,stu25_ace_p4,0.3,0.001,0.05,1.0,0.5454545454545454,"[None, None, None]",0.0,0.0,ActorCritic,193
Actor_Critic,stu25_ace_p4,0.4,0.0001,0.1,1.0,0.5310344827586208,"[None, None, None]",0.0,0.0,ActorCritic,194
Actor_Critic,stu25_ace_p4,0.5,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,ActorCritic,195
Actor_Critic,stu25_ace_p4,0.6,0.001,0.05,1.0,0.5789473684210527,"[None, None, None]",0.0,0.0,ActorCritic,196
Actor_Critic,stu25_ace_p4,0.7,0.0001,0.05,1.0,0.5333333333333333,"[None, None, None]",0.0,0.0,ActorCritic,197
Actor_Critic,stu25_ace_p4,0.8,0.0001,0.5,1.0,0.48,"[None, None, None]",0.0,0.0,ActorCritic,198
Actor_Critic,stu25_ace_p4,0.9,0.0001,0.05,1.0,0.4,"[None, None, None]",0.0,0.0,ActorCritic,199
