Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Algo,original_dataframe_index
Greedy,stu21_ace_p4,0.6,0.0,0.0,,0.238095238095238,0,0.0,,Greedy,216
Greedy,stu21_ace_p4,0.7,0.0,0.0,,0.2666666666666666,0,0.0,,Greedy,217
Greedy,stu21_ace_p4,0.8,0.0,0.0,,0.2,0,0.0,,Greedy,218
Greedy,stu21_ace_p4,0.9,0.0,0.0,,0.25,0,0.0,,Greedy,219
Greedy,stu24_ace_p4,0.05,0.0,0.0,,0.2631578947368421,0,0.0,,Greedy,220
Greedy,stu24_ace_p4,0.1,0.0,0.0,,0.3148148148148148,0,0.0,,Greedy,221
Greedy,stu24_ace_p4,0.2,0.0,0.0,,0.2083333333333333,0,0.0,,Greedy,222
Greedy,stu24_ace_p4,0.3,0.0,0.0,,0.1904761904761904,0,0.0,,Greedy,223
Greedy,stu24_ace_p4,0.4,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,224
Greedy,stu24_ace_p4,0.5,0.0,0.0,,0.3448275862068966,0,0.0,,Greedy,225
Greedy,stu24_ace_p4,0.6,0.0,0.0,,0.3478260869565217,0,0.0,,Greedy,226
Greedy,stu24_ace_p4,0.7,0.0,0.0,,0.4117647058823529,0,0.0,,Greedy,227
Greedy,stu24_ace_p4,0.8,0.0,0.0,,0.3636363636363636,0,0.0,,Greedy,228
Greedy,stu24_ace_p4,0.9,0.0,0.0,,0.8,0,0.0,,Greedy,229
Greedy,stu25_ace_p4,0.05,0.0,0.0,,0.2790697674418604,0,0.0,,Greedy,230
Greedy,stu25_ace_p4,0.1,0.0,0.0,,0.2682926829268293,0,0.0,,Greedy,231
Greedy,stu25_ace_p4,0.2,0.0,0.0,,0.3055555555555556,0,0.0,,Greedy,232
Greedy,stu25_ace_p4,0.3,0.0,0.0,,0.2258064516129032,0,0.0,,Greedy,233
Greedy,stu25_ace_p4,0.4,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,234
Greedy,stu25_ace_p4,0.5,0.0,0.0,,0.3181818181818182,0,0.0,,Greedy,235
Greedy,stu25_ace_p4,0.6,0.0,0.0,,0.1176470588235294,0,0.0,,Greedy,236
Greedy,stu25_ace_p4,0.7,0.0,0.0,,0.3846153846153846,0,0.0,,Greedy,237
Greedy,stu25_ace_p4,0.8,0.0,0.0,,0.375,0,0.0,,Greedy,238
Greedy,stu25_ace_p4,0.9,0.0,0.0,,0.0,0,0.0,,Greedy,239
Greedy,stu26_ace_p4,0.05,0.0,0.0,,0.4552845528455284,0,0.0,,Greedy,240
Greedy,stu26_ace_p4,0.1,0.0,0.0,,0.4913793103448275,0,0.0,,Greedy,241
Greedy,stu26_ace_p4,0.2,0.0,0.0,,0.5728155339805825,0,0.0,,Greedy,242
Greedy,stu26_ace_p4,0.3,0.0,0.0,,0.4888888888888889,0,0.0,,Greedy,243
Greedy,stu26_ace_p4,0.4,0.0,0.0,,0.4935064935064935,0,0.0,,Greedy,244
Greedy,stu26_ace_p4,0.5,0.0,0.0,,0.546875,0,0.0,,Greedy,245
Greedy,stu26_ace_p4,0.6,0.0,0.0,,0.5490196078431373,0,0.0,,Greedy,246
Greedy,stu26_ace_p4,0.7,0.0,0.0,,0.4473684210526316,0,0.0,,Greedy,247
Greedy,stu26_ace_p4,0.8,0.0,0.0,,0.44,0,0.0,,Greedy,248
Greedy,stu26_ace_p4,0.9,0.0,0.0,,0.5833333333333334,0,0.0,,Greedy,249
Greedy,stu29_ade_p4,0.05,0.0,0.0,,0.2452830188679245,0,0.0,,Greedy,250
Greedy,stu29_ade_p4,0.1,0.0,0.0,,0.12,0,0.0,,Greedy,251
Greedy,stu29_ade_p4,0.2,0.0,0.0,,0.2954545454545454,0,0.0,,Greedy,252
Greedy,stu29_ade_p4,0.3,0.0,0.0,,0.2631578947368421,0,0.0,,Greedy,253
Greedy,stu29_ade_p4,0.4,0.0,0.0,,0.2121212121212121,0,0.0,,Greedy,254
Greedy,stu29_ade_p4,0.5,0.0,0.0,,0.4444444444444444,0,0.0,,Greedy,255
Greedy,stu29_ade_p4,0.6,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,256
Greedy,stu29_ade_p4,0.7,0.0,0.0,,0.1875,0,0.0,,Greedy,257
Greedy,stu29_ade_p4,0.8,0.0,0.0,,0.2,0,0.0,,Greedy,258
Greedy,stu29_ade_p4,0.9,0.0,0.0,,0.25,0,0.0,,Greedy,259
Greedy,stu30_adf_p4,0.05,0.0,0.0,,0.3137254901960784,0,0.0,,Greedy,260
Greedy,stu30_adf_p4,0.1,0.0,0.0,,0.3958333333333333,0,0.0,,Greedy,261
Greedy,stu30_adf_p4,0.2,0.0,0.0,,0.4047619047619047,0,0.0,,Greedy,262
Greedy,stu30_adf_p4,0.3,0.0,0.0,,0.4324324324324324,0,0.0,,Greedy,263
Greedy,stu30_adf_p4,0.4,0.0,0.0,,0.4193548387096774,0,0.0,,Greedy,264
Greedy,stu30_adf_p4,0.5,0.0,0.0,,0.1923076923076923,0,0.0,,Greedy,265
Greedy,stu30_adf_p4,0.6,0.0,0.0,,0.3,0,0.0,,Greedy,266
Greedy,stu30_adf_p4,0.7,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,267
Greedy,stu30_adf_p4,0.8,0.0,0.0,,0.1111111111111111,0,0.0,,Greedy,268
Greedy,stu30_adf_p4,0.9,0.0,0.0,,0.25,0,0.0,,Greedy,269
Greedy,stu31_ade_p4,0.05,0.0,0.0,,0.5,0,0.0,,Greedy,270
Greedy,stu31_ade_p4,0.1,0.0,0.0,,0.4166666666666667,0,0.0,,Greedy,271
Greedy,stu31_ade_p4,0.2,0.0,0.0,,0.34375,0,0.0,,Greedy,272
Greedy,stu31_ade_p4,0.3,0.0,0.0,,0.5178571428571429,0,0.0,,Greedy,273
Greedy,stu31_ade_p4,0.4,0.0,0.0,,0.375,0,0.0,,Greedy,274
Greedy,stu31_ade_p4,0.5,0.0,0.0,,0.358974358974359,0,0.0,,Greedy,275
Greedy,stu31_ade_p4,0.6,0.0,0.0,,0.2580645161290322,0,0.0,,Greedy,276
Greedy,stu31_ade_p4,0.7,0.0,0.0,,0.3043478260869565,0,0.0,,Greedy,277
Greedy,stu31_ade_p4,0.8,0.0,0.0,,0.2666666666666666,0,0.0,,Greedy,278
Greedy,stu31_ade_p4,0.9,0.0,0.0,,0.4285714285714285,0,0.0,,Greedy,279
Greedy,stu36_adf_p4,0.05,0.0,0.0,,0.5945945945945946,0,0.0,,Greedy,280
Greedy,stu36_adf_p4,0.1,0.0,0.0,,0.5428571428571428,0,0.0,,Greedy,281
Greedy,stu36_adf_p4,0.2,0.0,0.0,,0.2903225806451613,0,0.0,,Greedy,282
Greedy,stu36_adf_p4,0.3,0.0,0.0,,0.4814814814814814,0,0.0,,Greedy,283
Greedy,stu36_adf_p4,0.4,0.0,0.0,,0.3478260869565217,0,0.0,,Greedy,284
Greedy,stu36_adf_p4,0.5,0.0,0.0,,0.6842105263157895,0,0.0,,Greedy,285
Greedy,stu36_adf_p4,0.6,0.0,0.0,,0.4666666666666667,0,0.0,,Greedy,286
Greedy,stu36_adf_p4,0.7,0.0,0.0,,0.5454545454545454,0,0.0,,Greedy,287
Greedy,stu36_adf_p4,0.8,0.0,0.0,,0.8571428571428571,0,0.0,,Greedy,288
Greedy,stu36_adf_p4,0.9,0.0,0.0,,0.6666666666666666,0,0.0,,Greedy,289
Greedy,stu37_adf_p4,0.05,0.0,0.0,,0.1351351351351351,0,0.0,,Greedy,290
Greedy,stu37_adf_p4,0.1,0.0,0.0,,0.1142857142857142,0,0.0,,Greedy,291
Greedy,stu37_adf_p4,0.2,0.0,0.0,,0.1290322580645161,0,0.0,,Greedy,292
Greedy,stu37_adf_p4,0.3,0.0,0.0,,0.1111111111111111,0,0.0,,Greedy,293
Greedy,stu37_adf_p4,0.4,0.0,0.0,,0.0434782608695652,0,0.0,,Greedy,294
Greedy,stu37_adf_p4,0.5,0.0,0.0,,0.0526315789473684,0,0.0,,Greedy,295
Greedy,stu37_adf_p4,0.6,0.0,0.0,,0.0666666666666666,0,0.0,,Greedy,296
Greedy,stu37_adf_p4,0.7,0.0,0.0,,0.0909090909090909,0,0.0,,Greedy,297
Greedy,stu37_adf_p4,0.8,0.0,0.0,,0.0,0,0.0,,Greedy,298
Greedy,stu37_adf_p4,0.9,0.0,0.0,,0.0,0,0.0,,Greedy,299
Greedy,stu38_acf_p4,0.05,0.0,0.0,,0.1860465116279069,0,0.0,,Greedy,300
Greedy,stu38_acf_p4,0.1,0.0,0.0,,0.1707317073170731,0,0.0,,Greedy,301
Greedy,stu38_acf_p4,0.2,0.0,0.0,,0.2777777777777778,0,0.0,,Greedy,302
Greedy,stu38_acf_p4,0.3,0.0,0.0,,0.3548387096774194,0,0.0,,Greedy,303
Greedy,stu38_acf_p4,0.4,0.0,0.0,,0.2962962962962963,0,0.0,,Greedy,304
Greedy,stu38_acf_p4,0.5,0.0,0.0,,0.2727272727272727,0,0.0,,Greedy,305
Greedy,stu38_acf_p4,0.6,0.0,0.0,,0.0588235294117647,0,0.0,,Greedy,306
Greedy,stu38_acf_p4,0.7,0.0,0.0,,0.0769230769230769,0,0.0,,Greedy,307
Greedy,stu38_acf_p4,0.8,0.0,0.0,,0.0,0,0.0,,Greedy,308
Greedy,stu38_acf_p4,0.9,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,309
Greedy,stu39_adf_p4,0.05,0.0,0.0,,0.4382022471910112,0,0.0,,Greedy,310
Greedy,stu39_adf_p4,0.1,0.0,0.0,,0.4761904761904761,0,0.0,,Greedy,311
Greedy,stu39_adf_p4,0.2,0.0,0.0,,0.4324324324324324,0,0.0,,Greedy,312
Greedy,stu39_adf_p4,0.3,0.0,0.0,,0.5384615384615384,0,0.0,,Greedy,313
Greedy,stu39_adf_p4,0.4,0.0,0.0,,0.5636363636363636,0,0.0,,Greedy,314
Greedy,stu39_adf_p4,0.5,0.0,0.0,,0.4565217391304347,0,0.0,,Greedy,315
Greedy,stu39_adf_p4,0.6,0.0,0.0,,0.5833333333333334,0,0.0,,Greedy,316
Greedy,stu39_adf_p4,0.7,0.0,0.0,,0.5925925925925926,0,0.0,,Greedy,317
Greedy,stu39_adf_p4,0.8,0.0,0.0,,0.6470588235294118,0,0.0,,Greedy,318
Greedy,stu39_adf_p4,0.9,0.0,0.0,,0.375,0,0.0,,Greedy,319
Greedy,stu3_acf_p4,0.05,0.0,0.0,,0.4285714285714285,0,0.0,,Greedy,320
Greedy,stu3_acf_p4,0.1,0.0,0.0,,0.4778761061946903,0,0.0,,Greedy,321
Greedy,stu3_acf_p4,0.2,0.0,0.0,,0.44,0,0.0,,Greedy,322
Greedy,stu3_acf_p4,0.3,0.0,0.0,,0.5402298850574713,0,0.0,,Greedy,323
Greedy,stu3_acf_p4,0.4,0.0,0.0,,0.4666666666666667,0,0.0,,Greedy,324
Greedy,stu3_acf_p4,0.5,0.0,0.0,,0.4838709677419355,0,0.0,,Greedy,325
Greedy,stu3_acf_p4,0.6,0.0,0.0,,0.5102040816326531,0,0.0,,Greedy,326
Greedy,stu3_acf_p4,0.7,0.0,0.0,,0.4324324324324324,0,0.0,,Greedy,327
Greedy,stu3_acf_p4,0.8,0.0,0.0,,0.125,0,0.0,,Greedy,328
Greedy,stu3_acf_p4,0.9,0.0,0.0,,0.3636363636363636,0,0.0,,Greedy,329
Greedy,stu4_ade_p4,0.05,0.0,0.0,,0.4583333333333333,0,0.0,,Greedy,330
Greedy,stu4_ade_p4,0.1,0.0,0.0,,0.1304347826086956,0,0.0,,Greedy,331
Greedy,stu4_ade_p4,0.2,0.0,0.0,,0.35,0,0.0,,Greedy,332
Greedy,stu4_ade_p4,0.3,0.0,0.0,,0.3529411764705882,0,0.0,,Greedy,333
Greedy,stu4_ade_p4,0.4,0.0,0.0,,0.3333333333333333,0,0.0,,Greedy,334
Greedy,stu4_ade_p4,0.5,0.0,0.0,,0.1666666666666666,0,0.0,,Greedy,335
Greedy,stu4_ade_p4,0.6,0.0,0.0,,0.1111111111111111,0,0.0,,Greedy,336
Greedy,stu4_ade_p4,0.7,0.0,0.0,,0.1428571428571428,0,0.0,,Greedy,337
Greedy,stu4_ade_p4,0.8,0.0,0.0,,0.0,0,0.0,,Greedy,338
Greedy,stu4_ade_p4,0.9,0.0,0.0,,0.0,0,0.0,,Greedy,339
Greedy,stu6_acf_p4,0.05,0.0,0.0,,0.5757575757575758,0,0.0,,Greedy,340
Greedy,stu6_acf_p4,0.1,0.0,0.0,,0.4354838709677419,0,0.0,,Greedy,341
Greedy,stu6_acf_p4,0.2,0.0,0.0,,0.5454545454545454,0,0.0,,Greedy,342
Greedy,stu6_acf_p4,0.3,0.0,0.0,,0.4583333333333333,0,0.0,,Greedy,343
Greedy,stu6_acf_p4,0.4,0.0,0.0,,0.3902439024390244,0,0.0,,Greedy,344
Greedy,stu6_acf_p4,0.5,0.0,0.0,,0.4117647058823529,0,0.0,,Greedy,345
Greedy,stu6_acf_p4,0.6,0.0,0.0,,0.4074074074074074,0,0.0,,Greedy,346
Greedy,stu6_acf_p4,0.7,0.0,0.0,,0.4,0,0.0,,Greedy,347
Greedy,stu6_acf_p4,0.8,0.0,0.0,,0.5384615384615384,0,0.0,,Greedy,348
Greedy,stu6_acf_p4,0.9,0.0,0.0,,0.8333333333333334,0,0.0,,Greedy,349
Greedy,stu7_ade_p4,0.05,0.0,0.0,,0.1621621621621621,0,0.0,,Greedy,350
Greedy,stu7_ade_p4,0.1,0.0,0.0,,0.2,0,0.0,,Greedy,351
Greedy,stu7_ade_p4,0.2,0.0,0.0,,0.2096774193548387,0,0.0,,Greedy,352
Greedy,stu7_ade_p4,0.3,0.0,0.0,,0.1481481481481481,0,0.0,,Greedy,353
Greedy,stu7_ade_p4,0.4,0.0,0.0,,0.2608695652173913,0,0.0,,Greedy,354
Greedy,stu7_ade_p4,0.5,0.0,0.0,,0.1842105263157894,0,0.0,,Greedy,355
Greedy,stu7_ade_p4,0.6,0.0,0.0,,0.2,0,0.0,,Greedy,356
Greedy,stu7_ade_p4,0.7,0.0,0.0,,0.1818181818181818,0,0.0,,Greedy,357
Greedy,stu7_ade_p4,0.8,0.0,0.0,,0.3571428571428571,0,0.0,,Greedy,358
Greedy,stu7_ade_p4,0.9,0.0,0.0,,0.5,0,0.0,,Greedy,359
SARSA,pro15_ade_p4,0.05,0.0001,0.05,0.0,0.2432432432432432,0,1.0,0.01,SARSA,0
SARSA,pro15_ade_p4,0.1,0.01,0.9,0.0,0.3371428571428572,0,1.0,0.7,SARSA,1
SARSA,pro15_ade_p4,0.2,0.0001,0.5,0.0,0.3161290322580645,0,1.0,0.1,SARSA,2
SARSA,pro15_ade_p4,0.3,0.0001,0.5,0.0,0.2814814814814815,0,1.0,0.05,SARSA,3
SARSA,pro15_ade_p4,0.4,0.01,0.1,0.0,0.2347826086956522,0,1.0,0.1,SARSA,4
SARSA,pro15_ade_p4,0.5,0.0001,0.2,0.0,0.2947368421052631,0,1.0,0.7,SARSA,5
SARSA,pro15_ade_p4,0.6,0.0001,0.8,0.0,0.3375,0,1.0,0.5,SARSA,6
SARSA,pro15_ade_p4,0.7,0.5,0.2,0.0,0.2666666666666666,0,1.0,0.1,SARSA,7
SARSA,pro15_ade_p4,0.8,0.01,0.05,0.0,0.3,0,1.0,0.1,SARSA,8
SARSA,pro15_ade_p4,0.9,0.0001,0.1,0.0,0.5,0,1.0,0.5,SARSA,9
SARSA,pro18_adf_p4,0.05,0.0001,0.1,0.0,0.3069767441860465,0,1.0,0.5,SARSA,10
SARSA,pro18_adf_p4,0.1,0.0001,0.05,0.0,0.3121951219512195,0,1.0,0.1,SARSA,11
SARSA,pro18_adf_p4,0.2,0.0001,0.2,0.0,0.3888888888888889,0,1.0,0.1,SARSA,12
SARSA,pro18_adf_p4,0.3,0.0001,0.2,0.0,0.48125,0,1.0,0.1,SARSA,13
SARSA,pro18_adf_p4,0.4,0.5,0.8,0.0,0.4,0,1.0,0.5,SARSA,14
SARSA,pro18_adf_p4,0.5,0.1,0.1,0.0,0.4608695652173913,0,1.0,0.1,SARSA,15
SARSA,pro18_adf_p4,0.6,0.1,0.05,0.0,0.5111111111111111,0,1.0,0.05,SARSA,16
SARSA,pro18_adf_p4,0.7,0.5,0.1,0.0,0.7285714285714285,0,1.0,0.1,SARSA,17
SARSA,pro18_adf_p4,0.8,0.5,0.5,0.0,0.7555555555555555,0,1.0,0.1,SARSA,18
SARSA,pro18_adf_p4,0.9,0.5,0.5,0.0,0.48,0,1.0,0.1,SARSA,19
SARSA,pro13_ace_p4,0.05,0.0001,0.1,0.0,0.6,0,1.0,0.1,SARSA,20
SARSA,pro13_ace_p4,0.1,0.0001,0.1,0.0,0.585,0,1.0,0.1,SARSA,21
SARSA,pro13_ace_p4,0.2,0.0001,0.05,0.0,0.6166666666666667,0,1.0,0.1,SARSA,22
SARSA,pro13_ace_p4,0.3,0.0001,0.2,0.0,0.6387096774193548,0,1.0,0.1,SARSA,23
SARSA,pro13_ace_p4,0.4,0.01,0.8,0.0,0.6370370370370371,0,1.0,0.1,SARSA,24
SARSA,pro13_ace_p4,0.5,0.0001,0.1,0.0,0.618181818181818,0,1.0,0.1,SARSA,25
SARSA,pro13_ace_p4,0.6,0.1,0.8,0.0,0.6666666666666667,0,1.0,0.1,SARSA,26
SARSA,pro13_ace_p4,0.7,0.0001,0.2,0.0,0.6714285714285715,0,1.0,0.1,SARSA,27
SARSA,pro13_ace_p4,0.8,0.0001,0.05,0.0,0.5777777777777777,0,1.0,0.1,SARSA,28
SARSA,pro13_ace_p4,0.9,0.0001,0.5,0.0,0.4,0,1.0,0.1,SARSA,29
SARSA,pro23_acf_p4,0.05,0.0001,0.05,0.0,0.5957446808510638,0,1.0,0.1,SARSA,30
SARSA,pro23_acf_p4,0.1,0.01,0.5,0.0,0.4,0,1.0,0.7,SARSA,31
SARSA,pro23_acf_p4,0.2,1.0,0.5,0.0,0.375,0,1.0,0.7,SARSA,32
SARSA,pro23_acf_p4,0.3,0.001,0.99,0.0,0.6857142857142857,0,1.0,0.1,SARSA,33
SARSA,pro23_acf_p4,0.4,0.0001,0.1,0.0,0.54,0,1.0,0.5,SARSA,34
SARSA,pro23_acf_p4,0.5,0.0001,0.05,0.0,0.712,0,1.0,0.1,SARSA,35
SARSA,pro23_acf_p4,0.6,0.5,0.2,0.0,0.76,0,1.0,0.05,SARSA,36
SARSA,pro23_acf_p4,0.7,0.0001,0.2,0.0,0.8133333333333332,0,1.0,0.1,SARSA,37
SARSA,pro23_acf_p4,0.8,0.001,0.05,0.0,0.7799999999999999,0,1.0,0.1,SARSA,38
SARSA,pro23_acf_p4,0.9,0.1,0.1,0.0,0.96,0,1.0,0.1,SARSA,39
SARSA,pro24_adf_p4,0.05,0.0001,0.05,0.0,0.5781818181818181,0,1.0,0.1,SARSA,40
SARSA,pro24_adf_p4,0.1,0.0001,0.05,0.0,0.4384615384615385,0,1.0,0.5,SARSA,41
SARSA,pro24_adf_p4,0.2,0.0001,0.05,0.0,0.4956521739130434,0,1.0,0.1,SARSA,42
SARSA,pro24_adf_p4,0.3,0.0001,0.8,0.0,0.495,0,1.0,0.1,SARSA,43
SARSA,pro24_adf_p4,0.4,0.0001,0.2,0.0,0.5257142857142856,0,1.0,0.1,SARSA,44
SARSA,pro24_adf_p4,0.5,0.0001,0.05,0.0,0.5310344827586208,0,1.0,0.1,SARSA,45
SARSA,pro24_adf_p4,0.6,0.0001,0.5,0.0,0.5739130434782609,0,1.0,0.1,SARSA,46
SARSA,pro24_adf_p4,0.7,0.1,0.1,0.0,0.6666666666666667,0,1.0,0.1,SARSA,47
SARSA,pro24_adf_p4,0.8,0.01,0.05,0.0,0.5999999999999999,0,1.0,0.1,SARSA,48
SARSA,pro24_adf_p4,0.9,0.01,0.05,0.0,0.4666666666666666,0,1.0,0.1,SARSA,49
SARSA,pro25_acf_p4,0.05,0.0001,0.2,0.0,0.7033333333333334,0,1.0,0.1,SARSA,50
SARSA,pro25_acf_p4,0.1,0.001,0.2,0.0,0.4561403508771929,0,1.0,0.5,SARSA,51
SARSA,pro25_acf_p4,0.2,0.001,0.1,0.0,0.7019607843137254,0,1.0,0.05,SARSA,52
SARSA,pro25_acf_p4,0.3,0.01,0.9,0.0,0.7377777777777779,0,1.0,0.01,SARSA,53
SARSA,pro25_acf_p4,0.4,0.01,0.2,0.0,0.7368421052631579,0,1.0,0.01,SARSA,54
SARSA,pro25_acf_p4,0.5,0.01,0.5,0.0,0.725,0,1.0,0.1,SARSA,55
SARSA,pro25_acf_p4,0.6,0.001,0.05,0.0,0.6461538461538462,0,1.0,0.1,SARSA,56
SARSA,pro25_acf_p4,0.7,1.0,0.1,0.0,0.631578947368421,0,1.0,0.1,SARSA,57
SARSA,pro25_acf_p4,0.8,0.01,0.99,0.0,0.6923076923076923,0,1.0,0.01,SARSA,58
SARSA,pro25_acf_p4,0.9,0.0001,0.5,0.0,0.7142857142857143,0,1.0,0.01,SARSA,59
SARSA,pro22_ade_p4,0.05,0.0001,0.05,0.0,0.6552631578947368,0,1.0,0.1,SARSA,60
SARSA,pro22_ade_p4,0.1,0.0001,0.99,0.0,0.3777777777777777,0,1.0,0.7,SARSA,61
SARSA,pro22_ade_p4,0.2,0.001,0.05,0.0,0.625,0,1.0,0.1,SARSA,62
SARSA,pro22_ade_p4,0.3,0.0001,0.5,0.0,0.6892857142857143,0,1.0,0.1,SARSA,63
SARSA,pro22_ade_p4,0.4,0.0001,0.05,0.0,0.6416666666666666,0,1.0,0.05,SARSA,64
SARSA,pro22_ade_p4,0.5,0.0001,0.05,0.0,0.725,0,1.0,0.01,SARSA,65
SARSA,pro22_ade_p4,0.6,0.0001,0.05,0.0,0.74375,0,1.0,0.1,SARSA,66
SARSA,pro22_ade_p4,0.7,0.1,0.05,0.0,0.7666666666666667,0,1.0,0.1,SARSA,67
SARSA,pro22_ade_p4,0.8,0.1,0.1,0.0,0.7875,0,1.0,0.05,SARSA,68
SARSA,pro22_ade_p4,0.9,0.01,0.05,0.0,0.8,0,1.0,0.05,SARSA,69
SARSA,pro20_ade_p4,0.05,0.0001,0.05,0.0,0.494949494949495,0,1.0,0.05,SARSA,70
SARSA,pro20_ade_p4,0.1,0.0001,0.5,0.0,0.4723404255319149,0,1.0,0.1,SARSA,71
SARSA,pro20_ade_p4,0.2,0.001,0.99,0.0,0.5,0,1.0,0.1,SARSA,72
SARSA,pro20_ade_p4,0.3,0.001,0.5,0.0,0.4136986301369862,0,1.0,0.5,SARSA,73
SARSA,pro20_ade_p4,0.4,0.1,0.05,0.0,0.4793650793650793,0,1.0,0.1,SARSA,74
SARSA,pro20_ade_p4,0.5,0.0001,0.1,0.0,0.4769230769230769,0,1.0,0.1,SARSA,75
SARSA,pro20_ade_p4,0.6,0.0001,0.5,0.0,0.4380952380952381,0,1.0,0.1,SARSA,76
SARSA,pro20_ade_p4,0.7,0.5,0.5,0.0,0.4625,0,1.0,0.1,SARSA,77
SARSA,pro20_ade_p4,0.8,0.5,0.8,0.0,0.4571428571428571,0,1.0,0.1,SARSA,78
SARSA,pro20_ade_p4,0.9,0.01,0.1,0.0,0.4909090909090909,0,1.0,0.1,SARSA,79
SARSA,pro3_ace_p4,0.05,0.0001,0.05,0.0,0.6301886792452829,0,1.0,0.01,SARSA,80
SARSA,pro3_ace_p4,0.1,0.1,0.2,0.0,0.488,0,1.0,0.5,SARSA,81
SARSA,pro3_ace_p4,0.2,0.1,0.99,0.0,0.4909090909090909,0,1.0,0.5,SARSA,82
SARSA,pro3_ace_p4,0.3,0.1,0.99,0.0,0.6256410256410256,0,1.0,0.1,SARSA,83
SARSA,pro3_ace_p4,0.4,0.0001,0.05,0.0,0.7030303030303031,0,1.0,0.1,SARSA,84
SARSA,pro3_ace_p4,0.5,0.0001,0.2,0.0,0.5,0,1.0,0.5,SARSA,85
SARSA,pro3_ace_p4,0.6,0.0001,0.99,0.0,0.8363636363636363,0,1.0,0.1,SARSA,86
SARSA,pro3_ace_p4,0.7,0.01,0.1,0.0,0.8588235294117647,0,1.0,0.1,SARSA,87
SARSA,pro3_ace_p4,0.8,0.0001,0.05,0.0,0.9818181818181818,0,1.0,0.1,SARSA,88
SARSA,pro3_ace_p4,0.9,0.0001,0.1,0.0,0.9666666666666668,0,1.0,0.1,SARSA,89
SARSA,pro5_adf_p4,0.05,0.0001,0.2,0.0,0.4923076923076923,0,1.0,0.5,SARSA,90
SARSA,pro5_adf_p4,0.1,0.0001,0.99,0.0,0.4081632653061224,0,1.0,0.7,SARSA,91
SARSA,pro5_adf_p4,0.2,0.001,0.2,0.0,0.3999999999999999,0,1.0,0.7,SARSA,92
SARSA,pro5_adf_p4,0.3,0.5,0.05,0.0,0.463157894736842,0,1.0,0.5,SARSA,93
SARSA,pro5_adf_p4,0.4,0.5,0.05,0.0,0.6121212121212121,0,1.0,0.05,SARSA,94
SARSA,pro5_adf_p4,0.5,0.0001,0.9,0.0,0.5777777777777778,0,1.0,0.1,SARSA,95
SARSA,pro5_adf_p4,0.6,0.0001,0.05,0.0,0.5818181818181818,0,1.0,0.05,SARSA,96
SARSA,pro5_adf_p4,0.7,0.0001,0.5,0.0,0.5882352941176471,0,1.0,0.05,SARSA,97
SARSA,pro5_adf_p4,0.8,0.001,0.05,0.0,0.4181818181818181,0,1.0,0.1,SARSA,98
SARSA,pro5_adf_p4,0.9,0.0001,0.9,0.0,0.2999999999999999,0,1.0,0.1,SARSA,99
SARSA,pro8_acf_p4,0.05,0.0001,0.05,0.0,0.7066666666666667,0,1.0,0.1,SARSA,100
SARSA,pro8_acf_p4,0.1,0.0001,0.05,0.0,0.6930232558139535,0,1.0,0.05,SARSA,101
SARSA,pro8_acf_p4,0.2,0.0001,0.05,0.0,0.6947368421052632,0,1.0,0.1,SARSA,102
SARSA,pro8_acf_p4,0.3,0.0001,0.05,0.0,0.4848484848484848,0,1.0,0.5,SARSA,103
SARSA,pro8_acf_p4,0.4,0.001,0.5,0.0,0.689655172413793,0,1.0,0.1,SARSA,104
SARSA,pro8_acf_p4,0.5,0.001,0.05,0.0,0.725,0,1.0,0.05,SARSA,105
SARSA,pro8_acf_p4,0.6,0.0001,0.1,0.0,0.8,0,1.0,0.1,SARSA,106
SARSA,pro8_acf_p4,0.7,0.0001,0.1,0.0,0.8400000000000001,0,1.0,0.1,SARSA,107
SARSA,pro8_acf_p4,0.8,0.0001,0.1,0.0,0.8,0,1.0,0.05,SARSA,108
SARSA,pro8_acf_p4,0.9,0.0001,0.05,0.0,0.8,0,1.0,0.01,SARSA,109
SARSA,pro21_ade_p4,0.05,0.0001,0.05,0.0,0.4800000000000001,0,1.0,0.1,SARSA,110
SARSA,pro21_ade_p4,0.1,0.0001,0.05,0.0,0.5027522935779817,0,1.0,0.05,SARSA,111
SARSA,pro21_ade_p4,0.2,0.0001,0.99,0.0,0.4515463917525773,0,1.0,0.1,SARSA,112
SARSA,pro21_ade_p4,0.3,0.0001,0.9,0.0,0.4682352941176469,0,1.0,0.1,SARSA,113
SARSA,pro21_ade_p4,0.4,0.0001,0.8,0.0,0.4958904109589041,0,1.0,0.1,SARSA,114
SARSA,pro21_ade_p4,0.5,0.0001,0.1,0.0,0.481967213114754,0,1.0,0.05,SARSA,115
SARSA,pro21_ade_p4,0.6,0.0001,0.1,0.0,0.4448979591836735,0,1.0,0.1,SARSA,116
SARSA,pro21_ade_p4,0.7,0.0001,0.5,0.0,0.5027027027027028,0,1.0,0.1,SARSA,117
SARSA,pro21_ade_p4,0.8,0.0001,0.8,0.0,0.552,0,1.0,0.1,SARSA,118
