User,Accuracy,Threshold,LearningRate,Discount,Algorithm,StateAccuracy,Reward
U_1,0.37333333333333335,0.05,,,Random,"[0.47619047619047616, 0.3023255813953488, 0.45454545454545453]",
U_1,0.36619718309859156,0.1,,,Random,"[0.35, 0.325, 0.5454545454545454]",
U_1,0.38095238095238093,0.2,,,Random,"[0.5263157894736842, 0.2857142857142857, 0.4444444444444444]",
U_1,0.32727272727272727,0.3,,,Random,"[0.3157894736842105, 0.26666666666666666, 0.6666666666666666]",
U_1,0.3404255319148936,0.4,,,Random,"[0.4375, 0.2, 0.6666666666666666]",
U_1,0.38461538461538464,0.5,,,Random,"[0.625, 0.2, 0.3333333333333333]",
U_1,0.41935483870967744,0.6,,,Random,"[0.5714285714285714, 0.14285714285714285, 1.0]",
U_1,0.5217391304347826,0.7,,,Random,"[0.6363636363636364, 0.3, 1.0]",
U_1,0.4666666666666667,0.8,,,Random,"[0.625, 0.2857142857142857, None]",
U_1,0.8571428571428571,0.9,,,Random,"[1.0, 0.75, None]",
U_10,0.42771084337349397,0.05,,,Random,"[0.4444444444444444, 0.34782608695652173, 0.5081967213114754]",
U_10,0.47770700636942676,0.1,,,Random,"[0.6111111111111112, 0.3548387096774194, 0.5254237288135594]",
U_10,0.460431654676259,0.2,,,Random,"[0.4722222222222222, 0.34, 0.5660377358490566]",
U_10,0.4262295081967213,0.3,,,Random,"[0.625, 0.21052631578947367, 0.46153846153846156]",
U_10,0.41346153846153844,0.4,,,Random,"[0.59375, 0.2, 0.4594594594594595]",
U_10,0.4069767441860465,0.5,,,Random,"[0.43478260869565216, 0.38461538461538464, 0.40540540540540543]",
U_10,0.4782608695652174,0.6,,,Random,"[0.4117647058823529, 0.42857142857142855, 0.5483870967741935]",
U_10,0.43137254901960786,0.7,,,Random,"[0.42857142857142855, 0.5, 0.41379310344827586]",
U_10,0.5,0.8,,,Random,"[0.5, 0.2, 0.5555555555555556]",
U_10,0.375,0.9,,,Random,"[0.0, 0.2, 0.5555555555555556]",
