Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
SARSA,U_10,0.01,0.6,0.1,0.2,0.8309859154929577,"[0.8235294117647058, 0.7142857142857143, 0.9090909090909091]",1.0
SARSA,U_10,0.01,0.7,0.1,0.05,0.8679245283018868,"[0.8571428571428571, 0.5555555555555556, 0.9666666666666667]",1.0
SARSA,U_10,0.01,0.8,0.1,0.05,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]",1.0
SARSA,U_10,0.1,0.9,0.01,0.5,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]",1.0
SARSA,U_11,0.01,0.05,0.0001,0.05,0.08333333333333333,"[0.25, 0.0625, 0.0]",1.0
SARSA,U_11,0.01,0.1,0.0001,0.1,0.4411764705882353,"[0.25, 0.8571428571428571, 0.08333333333333333]",1.0
SARSA,U_11,0.5,0.2,0.001,0.5,0.3,"[0.25, 0.07142857142857142, 0.5833333333333334]",1.0
SARSA,U_11,1,0.3,0.01,0.99,0.38461538461538464,"[0.0, 0.5, 0.3333333333333333]",1.0
SARSA,U_11,0.7,0.4,0.1,0.9,0.5652173913043478,"[0, 0.36363636363636365, 0.75]",1.0
SARSA,U_11,0.7,0.5,0.1,0.5,0.631578947368421,"[0, 0.42857142857142855, 0.75]",1.0
SARSA,U_11,0.1,0.6,0.5,0.05,0.6,"[0, 0.6666666666666666, 0.5833333333333334]",1.0
SARSA,U_11,0.5,0.7,0.0001,0.99,0.5833333333333334,"[0, 0, 0.5833333333333334]",1.0
SARSA,U_11,0.1,0.8,1,0.99,0.875,"[0, 0, 0.875]",1.0
SARSA,U_11,0.01,0.9,1,0.05,1.0,"[0, 0, 1.0]",1.0
SARSA,U_12,0.01,0.05,0.0001,0.05,0.3150684931506849,"[0.7368421052631579, 0.0851063829787234, 0.7142857142857143]",1.0
SARSA,U_12,0.1,0.1,0.0001,0.05,0.3188405797101449,"[0.8125, 0.10638297872340426, 0.6666666666666666]",1.0
SARSA,U_12,0.5,0.2,0.001,0.99,0.6721311475409836,"[0.6, 0.6829268292682927, 0.8]",1.0
SARSA,U_12,0.1,0.3,0.001,0.99,0.7592592592592593,"[0.7692307692307693, 0.7567567567567568, 0.75]",1.0
SARSA,U_12,0.5,0.4,0.01,0.9,0.6739130434782609,"[0.7272727272727273, 0.7096774193548387, 0.25]",1.0
SARSA,U_12,0.1,0.5,0.0001,0.1,0.7631578947368421,"[0.8181818181818182, 0.75, 0.6666666666666666]",1.0
SARSA,U_12,0.1,0.6,0.0001,0.8,0.7096774193548387,"[0.6666666666666666, 0.7272727272727273, 0.6666666666666666]",1.0
SARSA,U_12,0.1,0.7,0.01,0.05,0.7391304347826086,"[0.8, 0.7333333333333333, 0.6666666666666666]",1.0
SARSA,U_12,0.1,0.8,0.01,0.8,0.625,"[0.6, 0.6, 1.0]",1.0
SARSA,U_12,0.01,0.9,0.1,0.05,0.625,"[0.5, 0.6, 1.0]",1.0
SARSA,U_13,0.01,0.05,0.0001,0.05,0.5614035087719298,"[0.5, 0.696969696969697, 0.2857142857142857]",1.0
SARSA,U_13,0.5,0.1,0.01,0.1,0.48148148148148145,"[0.6, 0.4375, 0.5]",1.0
SARSA,U_13,0.5,0.2,0.1,0.8,0.5833333333333334,"[0.7777777777777778, 0.4074074074074074, 0.8333333333333334]",1.0
SARSA,U_13,0.5,0.3,0.1,0.1,0.6428571428571429,"[0.4, 0.72, 0.5833333333333334]",1.0
SARSA,U_13,0.7,0.4,0.1,0.8,0.4444444444444444,"[0.4, 0.38095238095238093, 0.6]",1.0
SARSA,U_13,0.5,0.5,0.01,0.99,0.5333333333333333,"[0.3333333333333333, 0.4117647058823529, 0.8]",1.0
SARSA,U_13,0.5,0.6,0.01,0.2,0.625,"[0.6666666666666666, 0.5833333333333334, 0.6666666666666666]",1.0
SARSA,U_13,0.1,0.7,0.5,0.8,0.4444444444444444,"[1.0, 0.5555555555555556, 0.25]",1.0
SARSA,U_13,0.5,0.8,0.001,0.05,0.75,"[1.0, 0.5, 1.0]",1.0
SARSA,U_13,0.1,0.9,0.1,0.05,0.8333333333333334,"[0, 0.6666666666666666, 1.0]",1.0
SARSA,U_14,0.05,0.05,0.01,0.5,0.2,"[0.2727272727272727, 0.18181818181818182, 0.16666666666666666]",1.0
SARSA,U_14,0.5,0.1,0.1,0.2,0.46511627906976744,"[0.5555555555555556, 0.4090909090909091, 0.5]",1.0
SARSA,U_14,0.1,0.2,0.001,0.05,0.5789473684210527,"[0.75, 0.7222222222222222, 0.25]",1.0
SARSA,U_14,0.5,0.3,0.5,0.05,0.6363636363636364,"[0.5, 0.5714285714285714, 0.8181818181818182]",1.0
SARSA,U_14,0.1,0.4,0.1,0.05,0.4827586206896552,"[0.75, 0.6363636363636364, 0.1]",1.0
SARSA,U_14,0.1,0.5,1,0.1,0.4583333333333333,"[0.16666666666666666, 0.5, 0.6]",1.0
SARSA,U_14,0.1,0.6,0.1,0.2,0.7368421052631579,"[0.8333333333333334, 0.5714285714285714, 0.8333333333333334]",1.0
SARSA,U_14,0.1,0.7,0.5,0.2,0.5333333333333333,"[0.16666666666666666, 0.75, 0.8]",1.0
SARSA,U_14,0.1,0.8,0.1,0.2,0.7,"[0.0, 0.75, 0.8]",1.0
SARSA,U_14,0.1,0.9,0.5,0.05,0.8,"[0, 0, 0.8]",1.0
SARSA,U_15,0.5,0.05,0.0001,0.05,0.4647887323943662,"[0.45454545454545453, 0.47058823529411764, 0.4444444444444444]",1.0
SARSA,U_15,0.1,0.1,0.01,0.05,0.7313432835820896,"[0.6363636363636364, 0.8085106382978723, 0.4444444444444444]",1.0
SARSA,U_15,0.1,0.2,0.01,0.9,0.6666666666666666,"[0.36363636363636365, 0.8, 0.4444444444444444]",1.0
SARSA,U_15,0.1,0.3,0.5,0.1,0.6730769230769231,"[0.2727272727272727, 0.8648648648648649, 0.0]",1.0
SARSA,U_15,0.1,0.4,1,0.2,0.6222222222222222,"[0.6363636363636364, 0.6333333333333333, 0.5]",1.0
SARSA,U_15,0.1,0.5,0.0001,0.05,0.6486486486486487,"[0.5, 0.72, 0.5]",1.0
SARSA,U_15,0.01,0.6,0.5,0.1,0.7,"[0.625, 0.7777777777777778, 0.5]",1.0
SARSA,U_15,0.1,0.7,0.5,0.9,0.6521739130434783,"[0.0, 0.7647058823529411, 0.5]",1.0
SARSA,U_15,0.1,0.8,0.001,0.99,0.5333333333333333,"[0.0, 0.6, 0.6666666666666666]",1.0
SARSA,U_15,0.05,0.9,0.5,0.9,0.875,"[0, 0.8333333333333334, 1.0]",1.0
SARSA,U_16,0.01,0.05,0.001,0.05,0.24561403508771928,"[0.5714285714285714, 0.15, 0.4]",1.0
SARSA,U_16,0.1,0.1,0.0001,0.5,0.6481481481481481,"[0.5714285714285714, 0.7297297297297297, 0.4]",1.0
SARSA,U_16,0.1,0.2,0.1,0.05,0.625,"[0.5714285714285714, 0.71875, 0.3333333333333333]",1.0
SARSA,U_16,0.1,0.3,0.001,0.99,0.5714285714285714,"[0.6, 0.6428571428571429, 0.3333333333333333]",1.0
SARSA,U_16,0.1,0.4,0.1,0.5,0.6388888888888888,"[0.8, 0.7083333333333334, 0.2857142857142857]",1.0
SARSA,U_16,0.1,0.5,0.1,0.05,0.6,"[0.5, 0.7368421052631579, 0.2857142857142857]",1.0
SARSA,U_16,0.1,0.6,0.1,0.5,0.4583333333333333,"[0.25, 0.6923076923076923, 0.14285714285714285]",1.0
SARSA,U_16,0.1,0.7,0.01,0.2,0.5555555555555556,"[0.5, 0.6363636363636364, 0.3333333333333333]",1.0
SARSA,U_16,0.01,0.8,0.5,0.5,0.6666666666666666,"[0.5, 0.7142857142857143, 0.6666666666666666]",1.0
SARSA,U_16,0.1,0.9,0.5,0.5,0.6666666666666666,"[0.5, 0.6666666666666666, 1.0]",1.0
SARSA,U_17,0.01,0.05,0.001,0.8,0.3253012048192771,"[0.75, 0.125, 0.4]",1.0
SARSA,U_17,0.1,0.1,0.0001,0.5,0.6708860759493671,"[0.7, 0.6818181818181818, 0.6]",1.0
SARSA,U_17,0.7,0.2,0.001,0.9,0.4714285714285714,"[0.5789473684210527, 0.358974358974359, 0.6666666666666666]",1.0
SARSA,U_17,0.05,0.3,1,0.99,0.4918032786885246,"[0.5789473684210527, 0.42857142857142855, 0.5714285714285714]",1.0
SARSA,U_17,0.1,0.4,0.1,0.1,0.7547169811320755,"[0.875, 0.7666666666666667, 0.42857142857142855]",1.0
SARSA,U_17,0.1,0.5,0.5,0.1,0.6136363636363636,"[0.6428571428571429, 0.6666666666666666, 0.3333333333333333]",1.0
SARSA,U_17,0.1,0.6,0.5,0.05,0.6285714285714286,"[0.8571428571428571, 0.5625, 0.2]",1.0
SARSA,U_17,0.05,0.7,0.1,0.2,0.6666666666666666,"[0.9230769230769231, 0.3333333333333333, 0.6]",1.0
SARSA,U_17,0.1,0.8,0.1,0.2,0.7777777777777778,"[0.875, 0.6666666666666666, 0.75]",1.0
SARSA,U_17,0.01,0.9,0.5,0.05,0.5555555555555556,"[1.0, 0.75, 0.25]",1.0
SARSA,U_18,0.01,0.05,0.0001,0.05,0.3170731707317073,"[0.14285714285714285, 0.7142857142857143, 0.1]",1.0
SARSA,U_18,0.05,0.1,0.001,0.5,0.1282051282051282,"[0.14285714285714285, 0.15384615384615385, 0.10526315789473684]",1.0
SARSA,U_18,0.7,0.2,0.001,0.1,0.4857142857142857,"[0.7142857142857143, 0.3, 0.5]",1.0
SARSA,U_18,0.7,0.3,0.01,0.9,0.41935483870967744,"[0.42857142857142855, 0.6666666666666666, 0.3333333333333333]",1.0
SARSA,U_18,0.1,0.4,0.1,0.05,0.6538461538461539,"[0.2857142857142857, 0.5, 0.9230769230769231]",1.0
SARSA,U_18,0.01,0.5,0.5,0.05,0.5,"[0.14285714285714285, 0.3333333333333333, 0.8888888888888888]",1.0
SARSA,U_18,0.05,0.6,0.01,0.05,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]",1.0
SARSA,U_18,0.01,0.7,0.5,0.8,0.38461538461538464,"[0.14285714285714285, 0.5, 1.0]",1.0
SARSA,U_18,0.1,0.8,0.1,0.2,0.6666666666666666,"[0.5, 0.6666666666666666, 1.0]",1.0
SARSA,U_18,0.1,0.9,0.0001,0.99,0.8,"[0, 0.6666666666666666, 1.0]",1.0
SARSA,U_19,0.1,0.05,0.001,0.05,0.25396825396825395,"[0.42857142857142855, 0.15384615384615385, 0.1875]",1.0
SARSA,U_19,0.5,0.1,0.0001,0.9,0.36666666666666664,"[0.5, 0.38461538461538464, 0.1875]",1.0
SARSA,U_19,0.5,0.2,1,0.2,0.41509433962264153,"[0.2727272727272727, 0.4230769230769231, 0.5]",1.0
SARSA,U_19,0.5,0.3,0.01,0.99,0.40425531914893614,"[0.3333333333333333, 0.4782608695652174, 0.3333333333333333]",1.0
SARSA,U_19,0.1,0.4,0.1,0.05,0.525,"[0.75, 0.7058823529411765, 0.2]",1.0
SARSA,U_19,0.1,0.5,0.1,0.05,0.45454545454545453,"[0.6666666666666666, 0.6923076923076923, 0.14285714285714285]",1.0
SARSA,U_19,0.05,0.6,0.1,0.2,0.3333333333333333,"[0.6666666666666666, 0.6, 0.07142857142857142]",1.0
SARSA,U_19,0.01,0.7,0.1,0.1,0.2,"[0.6666666666666666, 0.5, 0.0]",1.0
SARSA,U_19,0.1,0.8,0.1,0.1,0.0,"[0, 0.0, 0.0]",1.0
SARSA,U_19,0.1,0.9,0.1,0.05,0.8571428571428571,"[0, 0, 0.8571428571428571]",1.0
SARSA,U_2,0.1,0.05,0.0001,0.05,0.6974789915966386,"[0.47368421052631576, 0.7674418604651163, 0.5714285714285714]",1.0
SARSA,U_2,0.5,0.1,0.0001,0.2,0.5221238938053098,"[0.5789473684210527, 0.5421686746987951, 0.2727272727272727]",1.0
SARSA,U_2,0.1,0.2,0.5,0.1,0.7,"[0.42857142857142855, 0.76, 0.6363636363636364]",1.0
SARSA,U_2,0.1,0.3,0.5,0.8,0.625,"[0.6153846153846154, 0.6307692307692307, 0.6]",1.0
SARSA,U_2,0.1,0.4,0.01,0.99,0.6666666666666666,"[0.5, 0.7592592592592593, 0.3333333333333333]",1.0
SARSA,U_2,0.1,0.5,0.01,0.05,0.7142857142857143,"[0.45454545454545453, 0.7608695652173914, 0.8333333333333334]",1.0
SARSA,U_2,0.1,0.6,0.1,0.5,0.66,"[0.375, 0.7222222222222222, 0.6666666666666666]",1.0
SARSA,U_2,0.05,0.7,0.1,0.05,0.6578947368421053,"[0.42857142857142855, 0.6923076923076923, 0.8]",1.0
SARSA,U_2,0.1,0.8,0.1,0.5,0.64,"[0.3333333333333333, 0.6666666666666666, 0.75]",1.0
SARSA,U_2,0.1,0.9,0.01,0.05,0.7692307692307693,"[0.5, 0.8, 1.0]",1.0
SARSA,U_20,0.01,0.05,0.5,0.05,0.3790322580645161,"[0.5384615384615384, 0.65625, 0.09433962264150944]",1.0
SARSA,U_20,0.01,0.1,0.5,0.5,0.7350427350427351,"[0.717948717948718, 0.6551724137931034, 0.7959183673469388]",1.0
SARSA,U_20,0.1,0.2,0.5,0.05,0.7692307692307693,"[0.8333333333333334, 0.5714285714285714, 0.8085106382978723]",1.0
SARSA,U_20,0.1,0.3,0.5,0.05,0.7142857142857143,"[0.6666666666666666, 0.47368421052631576, 0.8444444444444444]",1.0
SARSA,U_20,0.05,0.4,0.1,0.1,0.782051282051282,"[0.7142857142857143, 0.631578947368421, 0.8666666666666667]",1.0
SARSA,U_20,0.1,0.5,0.1,0.1,0.7230769230769231,"[0.5714285714285714, 0.625, 0.7857142857142857]",1.0
SARSA,U_20,0.01,0.6,0.5,0.2,0.8269230769230769,"[0.6, 0.6666666666666666, 0.9142857142857143]",1.0
SARSA,U_20,0.01,0.7,0.1,0.1,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]",1.0
SARSA,U_20,0.05,0.8,0.1,0.2,0.8076923076923077,"[0.5, 0.5714285714285714, 0.9411764705882353]",1.0
SARSA,U_20,0.05,0.9,0.1,0.5,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]",1.0
SARSA,U_3,0.01,0.05,0.0001,0.05,0.5348837209302325,"[0.8571428571428571, 0.1111111111111111, 0.75]",1.0
SARSA,U_3,0.01,0.1,0.0001,0.1,0.4878048780487805,"[0.8421052631578947, 0.05555555555555555, 0.75]",1.0
SARSA,U_3,0.1,0.2,0.0001,0.8,0.8055555555555556,"[0.8235294117647058, 0.8, 0.75]",1.0
SARSA,U_3,0.5,0.3,0.0001,0.2,0.5625,"[0.5294117647058824, 0.5833333333333334, 0.6666666666666666]",1.0
SARSA,U_3,0.05,0.4,0.5,0.1,0.7407407407407407,"[0.875, 0.4444444444444444, 1.0]",1.0
SARSA,U_3,0.1,0.5,0.0001,0.8,0.7391304347826086,"[0.75, 0.7777777777777778, 0.5]",1.0
SARSA,U_3,0.1,0.6,0.01,0.2,0.8333333333333334,"[0.8888888888888888, 0.7142857142857143, 1.0]",1.0
SARSA,U_3,0.1,0.7,0.1,0.05,0.7857142857142857,"[0.8888888888888888, 0.6666666666666666, 0.5]",1.0
SARSA,U_3,0.1,0.8,0.1,0.2,0.7777777777777778,"[0.75, 0, 1.0]",1.0
SARSA,U_3,0.1,0.9,0.0001,0.1,0.8,"[0.75, 0, 1.0]",1.0
SARSA,U_4,0.1,0.05,0.001,0.8,0.6233766233766234,"[0.75, 0.6341463414634146, 0.4375]",1.0
SARSA,U_4,0.5,0.1,0.0001,0.2,0.3835616438356164,"[0.3, 0.43243243243243246, 0.375]",1.0
SARSA,U_4,0.1,0.2,1,0.99,0.5076923076923077,"[0.65, 0.47058823529411764, 0.36363636363636365]",1.0
SARSA,U_4,0.1,0.3,0.1,0.1,0.5087719298245614,"[0.3684210526315789, 0.625, 0.3333333333333333]",1.0
SARSA,U_4,0.1,0.4,0.5,0.8,0.5306122448979592,"[0.4117647058823529, 0.6666666666666666, 0.2]",1.0
SARSA,U_4,0.1,0.5,0.1,0.05,0.6097560975609756,"[0.6923076923076923, 0.6521739130434783, 0.2]",1.0
SARSA,U_4,0.5,0.6,0.1,0.99,0.42424242424242425,"[0.36363636363636365, 0.47368421052631576, 0.3333333333333333]",1.0
SARSA,U_4,0.1,0.7,0.1,0.2,0.68,"[0.6666666666666666, 0.7058823529411765, 0.5]",1.0
SARSA,U_4,0.1,0.8,0.5,0.99,0.6470588235294118,"[0.0, 0.7142857142857143, 0.5]",1.0
SARSA,U_4,0.01,0.9,0.5,0.2,0.5555555555555556,"[0.0, 0.7142857142857143, 0.0]",1.0
SARSA,U_5,0.01,0.05,0.01,0.05,0.3902439024390244,"[0.21739130434782608, 0.7551020408163265, 0.11764705882352941]",1.0
SARSA,U_5,1,0.1,0.01,0.9,0.5042735042735043,"[0.4782608695652174, 0.3958333333333333, 0.6304347826086957]",1.0
SARSA,U_5,0.5,0.2,0.001,0.99,0.6057692307692307,"[0.7142857142857143, 0.5384615384615384, 0.6136363636363636]",1.0
SARSA,U_5,0.05,0.3,0.1,0.2,0.6593406593406593,"[0.2, 0.6206896551724138, 0.9047619047619048]",1.0
SARSA,U_5,0.05,0.4,0.5,0.2,0.7307692307692307,"[0.5294117647058824, 0.6666666666666666, 0.85]",1.0
SARSA,U_5,0.1,0.5,0.1,0.1,0.7230769230769231,"[0.47058823529411764, 0.6666666666666666, 0.9259259259259259]",1.0
SARSA,U_5,0.1,0.6,0.1,0.5,0.7884615384615384,"[0.8, 0.7058823529411765, 0.84]",1.0
SARSA,U_5,0.01,0.7,0.1,0.05,0.8461538461538461,"[0.5, 0.8, 0.9090909090909091]",1.0
SARSA,U_5,0.01,0.8,0.1,0.05,0.9615384615384616,"[0, 0.9, 1.0]",1.0
SARSA,U_5,0.05,0.9,0.1,0.8,0.9230769230769231,"[0, 0, 0.9230769230769231]",1.0
SARSA,U_6,0.1,0.05,0.0001,0.05,0.3548387096774194,"[0.24489795918367346, 0.6307692307692307, 0.18055555555555555]",1.0
SARSA,U_6,0.5,0.1,0.001,0.5,0.6079545454545454,"[0.55, 0.53125, 0.7083333333333334]",1.0
SARSA,U_6,0.1,0.2,0.01,0.99,0.4166666666666667,"[0.6666666666666666, 0.6, 0.16901408450704225]",1.0
SARSA,U_6,0.1,0.3,0.1,0.1,0.7372262773722628,"[0.5263157894736842, 0.6530612244897959, 0.855072463768116]",1.0
SARSA,U_6,0.01,0.4,0.5,0.5,0.7350427350427351,"[0.631578947368421, 0.6739130434782609, 0.8269230769230769]",1.0
SARSA,U_6,0.05,0.5,0.1,0.05,0.7244897959183674,"[0.46153846153846156, 0.725, 0.8]",1.0
SARSA,U_6,0.1,0.6,0.1,0.5,0.7692307692307693,"[0.6363636363636364, 0.6451612903225806, 0.9166666666666666]",1.0
SARSA,U_6,0.05,0.7,0.1,0.9,0.7627118644067796,"[0.6666666666666666, 0.72, 0.84]",1.0
SARSA,U_6,0.05,0.8,0.1,0.8,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]",1.0
SARSA,U_6,0.05,0.9,0.1,0.1,0.8,"[0.75, 0.6, 0.9090909090909091]",1.0
SARSA,U_7,0.01,0.05,0.0001,0.05,0.5106382978723404,"[0.2222222222222222, 0.76, 0.23076923076923078]",1.0
SARSA,U_7,0.01,0.1,0.0001,0.05,0.4888888888888889,"[0.2222222222222222, 0.7391304347826086, 0.23076923076923078]",1.0
SARSA,U_7,0.01,0.2,0.0001,0.05,0.4,"[0.2222222222222222, 0.6666666666666666, 0.15384615384615385]",1.0
SARSA,U_7,0.01,0.3,0.1,0.1,0.4,"[0.2222222222222222, 0.7142857142857143, 0.16666666666666666]",1.0
SARSA,U_7,0.01,0.4,0.5,0.5,0.4666666666666667,"[0.5, 0.7142857142857143, 0.16666666666666666]",1.0
SARSA,U_7,0.01,0.5,0.5,0.9,0.4,"[0.0, 0.6666666666666666, 0.16666666666666666]",1.0
SARSA,U_7,0.5,0.6,0.0001,0.1,0.5,"[1.0, 0.6, 0.3333333333333333]",1.0
SARSA,U_7,0.5,0.7,0.01,0.8,0.4666666666666667,"[0, 0.3333333333333333, 0.5555555555555556]",1.0
SARSA,U_7,0.01,0.8,1,0.9,0.8,"[0, 0.6666666666666666, 0.8571428571428571]",1.0
SARSA,U_7,0.05,0.9,0.1,0.2,0.6,"[0, 0.6666666666666666, 0.5]",1.0
SARSA,U_8,0.01,0.05,0.0001,0.05,0.5897435897435898,"[0.3, 0.8085106382978723, 0.23809523809523808]",1.0
SARSA,U_8,0.01,0.1,0.0001,0.05,0.5675675675675675,"[0.3, 0.7906976744186046, 0.23809523809523808]",1.0
SARSA,U_8,0.1,0.2,0.5,0.05,0.6515151515151515,"[0.8, 0.6486486486486487, 0.5789473684210527]",1.0
SARSA,U_8,0.1,0.3,0.0001,0.1,0.6379310344827587,"[0.3, 0.6896551724137931, 0.7368421052631579]",1.0
SARSA,U_8,0.01,0.4,0.5,0.5,0.54,"[0.3, 0.68, 0.4666666666666667]",1.0
SARSA,U_8,0.05,0.5,0.1,0.5,0.4634146341463415,"[0.2222222222222222, 0.7222222222222222, 0.2857142857142857]",1.0
SARSA,U_8,0.01,0.6,0.001,0.9,0.3333333333333333,"[0.2222222222222222, 0.7272727272727273, 0.07692307692307693]",1.0
SARSA,U_8,0.05,0.7,0.1,0.1,0.56,"[0.125, 0.625, 0.8888888888888888]",1.0
SARSA,U_8,0.01,0.8,1,0.99,0.7058823529411765,"[0.2, 0.8, 1.0]",1.0
SARSA,U_8,0.01,0.9,0.5,0.05,0.8888888888888888,"[0, 0.5, 1.0]",1.0
SARSA,U_9,0.01,0.05,0.5,0.99,0.5607476635514018,"[0.2692307692307692, 0.7627118644067796, 0.36363636363636365]",1.0
SARSA,U_9,0.1,0.1,0.0001,0.5,0.6039603960396039,"[0.2692307692307692, 0.7818181818181819, 0.55]",1.0
SARSA,U_9,0.1,0.2,1,0.9,0.4777777777777778,"[0.375, 0.5531914893617021, 0.42105263157894735]",1.0
SARSA,U_9,0.1,0.3,0.1,0.5,0.6835443037974683,"[0.6666666666666666, 0.6956521739130435, 0.6666666666666666]",1.0
SARSA,U_9,0.1,0.4,0.5,0.1,0.6029411764705882,"[0.5333333333333333, 0.6578947368421053, 0.5333333333333333]",1.0
SARSA,U_9,0.05,0.5,0.1,0.9,0.5535714285714286,"[0.6153846153846154, 0.6896551724137931, 0.21428571428571427]",1.0
SARSA,U_9,0.01,0.6,0.5,0.2,0.6,"[0.5454545454545454, 0.7272727272727273, 0.4166666666666667]",1.0
SARSA,U_9,0.01,0.7,0.5,0.9,0.5,"[0.75, 0.6428571428571429, 0.16666666666666666]",1.0
SARSA,U_9,0.1,0.8,0.0001,0.2,0.391304347826087,"[0.6, 0.5555555555555556, 0.1111111111111111]",1.0
SARSA,U_9,0.1,0.9,0.01,0.05,0.3333333333333333,"[0.0, 0.75, 0.14285714285714285]",1.0
