Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-08 20:35:28.927,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
pan,Foraging,2016-06-08 20:36:26.817,0.3333333333333333,57.89,0,1,1,0,0.6354235,1,46.5,68.5,6.705967186133499
zoom,Navigation,2016-06-08 20:36:27.826,0.4,1.009,0,1,1,1,0.5798114999999999,1,93.375,41.875,0.0
zoom,Navigation,2016-06-08 20:36:28.450,0.5,0.624,0,1,1,2,0.6217085,1,92.875,46.25,0.0
pan,Navigation,2016-06-08 20:36:31.213,0.2857142857142857,2.763,0,1,1,2,0.6327995,1,89.0,44.5,14.813567443061979
zoom,Navigation,2016-06-08 20:36:32.193,0.5,0.98,0,1,1,3,0.315590625,1,46.5,22.25,0.0
pan,Navigation,2016-06-08 20:36:33.870,0.3333333333333333,1.677,0,1,1,3,0.487401375,1,94.5625,39.75,5.961607847370678
zoom,Navigation,2016-06-08 20:36:52.386,0.5,18.516,0,1,1,4,0.5984700625,1,96.125,46.8125,0.0
pan,Sensemaking,2016-06-08 20:36:55.941,0.4,3.555,0,1,1,4,0.668277,1,89.5,44.5,0.8946903512935339
pan,Sensemaking,2016-06-08 20:36:59.950,0.5,4.009,0,1,1,4,0.661026875,1,97.1875,45.0625,252.84624450655866
pan,Sensemaking,2016-06-08 20:37:01.557,0.5714285714285714,1.607,0,1,1,4,0.618511375,1,98.0,44.8125,247.96440741720897
pan,Sensemaking,2016-06-08 20:37:03.092,0.625,1.535,0,1,1,4,0.6492439375,1,95.5,48.0625,253.21487491270375
pan,Sensemaking,2016-06-08 20:37:04.772,0.6666666666666666,1.68,0,1,1,4,0.5683451875000001,1,101.3125,46.0625,278.72504942319233
pan,Sensemaking,2016-06-08 20:37:06.493,0.7,1.721,0,1,1,4,0.6624615625,1,100.5,46.625,255.27614121134556
pan,Sensemaking,2016-06-08 20:37:08.260,0.7272727272727273,1.767,0,1,1,4,0.560503625,1,95.3125,47.375,273.65675569931886
pan,Sensemaking,2016-06-08 20:37:10.262,0.75,2.002,0,1,1,4,0.5574900625,1,98.375,46.25,272.61112031073066
pan,Sensemaking,2016-06-08 20:37:11.965,0.7692307692307693,1.703,10,1,1,4,0.6027148125,1,107.5625,47.75,264.3872939890752
pan,Sensemaking,2016-06-08 20:37:13.525,0.7857142857142857,1.56,10,1,1,4,0.657144625,1,102.5,47.875,267.4302020839407
pan,Sensemaking,2016-06-08 20:37:15.335,0.8,1.81,10,1,1,4,0.6649284999999999,1,101.75,47.8125,278.23293907105307
pan,Sensemaking,2016-06-08 20:37:23.372,0.8125,8.037,10,2,1,4,0.579161375,1,110.9375,49.5,25.738788820433275
pan,Sensemaking,2016-06-08 20:37:24.333,0.8235294117647058,0.961,10,2,1,4,0.560503625,1,95.3125,47.375,16.441012303335476
pan,Sensemaking,2016-06-08 20:37:25.600,0.8333333333333334,1.267,10,2,1,4,0.6054525,1,109.5625,48.1875,40.219893063785825
pan,Sensemaking,2016-06-08 20:37:27.253,0.8421052631578947,1.653,10,2,1,4,0.6492439375,1,95.5,48.0625,39.855221979819284
pan,Sensemaking,2016-06-08 20:37:28.254,0.85,1.001,10,2,1,4,0.61137,1,105.6875,45.375,26.46138700276202
pan,Sensemaking,2016-06-08 20:37:30.004,0.8571428571428571,1.75,10,2,1,4,0.657509875,1,101.9375,46.6875,20.612210620031426
