Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-08 20:43:08.716,0.4,0.0,0,1,1,0,0.676744,1,0.0
pan,Foraging,2016-06-08 20:43:48.506,0.3333333333333333,39.79,0,1,1,0,0.676744,1,359.7827512880585
pan,Foraging,2016-06-08 20:44:08.765,0.42857142857142855,20.259,0,1,1,0,0.676744,1,359.81579011723636
zoom,Navigation,2016-06-08 20:44:24.842,0.4,16.077,0,1,2,1,0.626178375,1,0.0
pan,Navigation,2016-06-08 20:44:30.759,0.3333333333333333,5.917,0,1,2,1,0.643234,1,354.3775535413261
zoom,Navigation,2016-06-08 20:44:31.906,0.42857142857142855,1.147,0,1,2,2,0.618309125,1,0.0
pan,Navigation,2016-06-08 20:44:33.691,0.375,1.785,0,1,2,2,0.63406,1,344.1898871990242
zoom,Navigation,2016-06-08 20:44:34.609,0.4444444444444444,0.918,0,1,2,1,0.651583625,1,0.0
zoom,Navigation,2016-06-08 20:44:34.953,0.5,0.344,0,1,2,0,0.676744,1,0.0
zoom,Navigation,2016-06-08 20:44:37.953,0.5454545454545454,3.0,0,1,2,1,0.651583625,1,0.0
zoom,Navigation,2016-06-08 20:44:38.465,0.5833333333333334,0.512,0,1,2,2,0.618309125,1,0.0
pan,Navigation,2016-06-08 20:44:48.301,0.3076923076923077,9.836,0,1,2,2,0.63406,1,359.63470325692305
zoom,Navigation,2016-06-08 20:44:49.145,0.5714285714285714,0.844,0,1,2,3,0.636739375,1,0.0
pan,Navigation,2016-06-08 20:44:50.644,0.3333333333333333,1.499,0,1,2,3,0.6463865,1,356.3347744010845
zoom,Navigation,2016-06-08 20:44:52.817,0.5625,2.173,0,1,2,4,0.632255625,1,0.0
pan,Navigation,2016-06-08 20:44:54.476,0.35294117647058826,1.659,0,1,2,4,0.63246325,1,341.9861606992017
zoom,Navigation,2016-06-08 20:44:55.537,0.5555555555555556,1.061,0,1,2,5,0.64161675,2,0.0
pan,Sensemaking,2016-06-08 20:44:58.148,0.4,2.611,0,1,2,5,0.6110655,3,14.558704198943444
pan,Sensemaking,2016-06-08 20:44:59.780,0.5,1.632,0,1,2,5,0.637430125,4,349.42417085956646
pan,Sensemaking,2016-06-08 20:45:03.214,0.5714285714285714,3.434,0,1,2,5,0.636415,4,5.118325036375718
pan,Answering,2016-06-08 20:45:04.245,0.4,1.031,0,1,2,5,0.636415,4,0.0
pan,Sensemaking,2016-06-08 20:45:13.957,0.625,9.712,10,1,2,5,0.6110655,4,10.891307767630234
zoom,Navigation,2016-06-08 20:45:17.165,0.5789473684210527,3.208,10,2,2,4,0.630823,4,0.0
zoom,Navigation,2016-06-08 20:45:18.466,0.6,1.301,10,2,2,3,0.636739375,4,0.0
zoom,Navigation,2016-06-08 20:45:21.795,0.6190476190476191,3.329,10,2,2,4,0.630823,4,0.0
zoom,Navigation,2016-06-08 20:45:22.401,0.6363636363636364,0.606,10,2,2,5,0.632855375,4,0.0
zoom,Navigation,2016-06-08 20:45:27.875,0.6521739130434783,5.474,0,2,2,4,0.630823,4,0.0
zoom,Navigation,2016-06-08 20:45:28.386,0.6666666666666666,0.511,0,2,2,3,0.636739375,4,0.0
zoom,Navigation,2016-06-08 20:45:29.526,0.68,1.14,0,2,2,2,0.618309125,4,0.0
zoom,Navigation,2016-06-08 20:45:30.177,0.6923076923076923,0.651,0,2,2,1,0.651583625,4,0.0
pan,Foraging,2016-06-08 20:45:33.101,0.5,2.924,0,2,2,1,0.643234,4,359.6971403900231
pan,Foraging,2016-06-08 20:45:34.340,0.5555555555555556,1.239,0,2,2,1,0.643234,4,359.54767929689996
pan,Foraging,2016-06-08 20:45:35.301,0.6,0.961,0,2,2,1,0.643234,4,355.4812200772342
zoom,Navigation,2016-06-08 20:45:36.153,0.7037037037037037,0.852,0,2,2,2,0.66253525,4,0.0
zoom,Navigation,2016-06-08 20:45:37.521,0.7142857142857143,1.368,0,2,2,3,0.6572629999999999,4,0.0
pan,Navigation,2016-06-08 20:45:38.493,0.2413793103448276,0.972,0,2,2,3,0.598725125,4,301.42116010040627
pan,Navigation,2016-06-08 20:45:39.508,0.26666666666666666,1.015,0,2,2,3,0.582838,4,24.912927368865343
zoom,Navigation,2016-06-08 20:45:40.689,0.6774193548387096,1.181,0,2,2,4,0.62642325,4,0.0
pan,Navigation,2016-06-08 20:45:47.052,0.28125,6.363,0,2,2,4,0.6507695,4,3.0831953024291
zoom,Navigation,2016-06-08 20:45:49.505,0.6666666666666666,2.453,0,2,2,5,0.6397081250000001,4,0.0
zoom,Navigation,2016-06-08 20:45:50.185,0.6764705882352942,0.68,0,2,2,6,0.6273065,4,0.0
zoom,Navigation,2016-06-08 20:45:51.249,0.6857142857142857,1.064,0,2,2,5,0.6397081250000001,4,0.0
zoom,Navigation,2016-06-08 20:45:51.641,0.6944444444444444,0.392,0,2,2,4,0.62642325,4,0.0
zoom,Navigation,2016-06-08 20:45:51.929,0.7027027027027027,0.288,0,2,2,3,0.634453125,4,0.0
zoom,Navigation,2016-06-08 20:45:52.746,0.7105263157894737,0.817,0,2,2,2,0.639999875,4,0.0
zoom,Foraging,2016-06-08 20:45:53.626,0.18181818181818182,0.88,0,2,2,1,0.651583625,4,0.0
pan,Foraging,2016-06-08 20:45:56.884,0.5833333333333334,3.258,0,2,2,1,0.643234,4,15.16339415029482
