Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-08 17:29:55.846,0.4,0.0,0,1,1,0,0.676744,1,0.0
pan,Foraging,2016-06-08 17:30:39.633,0.3333333333333333,43.787,0,1,1,0,0.676744,1,355.196109930808
zoom,Navigation,2016-06-08 17:30:41.500,0.4,1.867,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-08 17:30:42.173,0.5,0.673,0,1,1,2,0.618309125,1,0.0
pan,Navigation,2016-06-08 17:30:43.066,0.2857142857142857,0.893,0,1,1,2,0.63406,1,351.2857966178796
pan,Navigation,2016-06-08 17:30:44.116,0.375,1.05,0,1,1,2,0.63406,1,343.59555846572977
zoom,Navigation,2016-06-08 17:30:46.564,0.4444444444444444,2.448,0,1,1,3,0.636739375,1,0.0
zoom,Navigation,2016-06-08 17:30:47.229,0.5,0.665,0,1,1,4,0.630823,1,0.0
zoom,Navigation,2016-06-08 17:30:47.837,0.5454545454545454,0.608,0,1,1,5,0.632855375,2,0.0
pan,Sensemaking,2016-06-08 17:30:49.840,0.4,2.003,0,1,1,5,0.637430125,2,2.3649580752833574
pan,Sensemaking,2016-06-08 17:30:52.343,0.5,2.503,0,1,1,5,0.636415,2,357.30147256965466
pan,Sensemaking,2016-06-08 17:31:12.763,0.5714285714285714,20.42,0,1,1,5,0.636415,2,359.46827549083116
zoom,Navigation,2016-06-08 17:31:21.580,0.5833333333333334,8.817,0,1,2,4,0.630823,2,0.0
pan,Navigation,2016-06-08 17:31:29.912,0.3076923076923077,8.332,0,1,2,4,0.6174805,2,11.410695173243449
pan,Navigation,2016-06-08 17:31:37.672,0.35714285714285715,7.76,0,1,2,4,0.61942275,2,2.0662193928051984
zoom,Navigation,2016-06-08 17:31:39.015,0.5333333333333333,1.343,0,1,2,3,0.636739375,2,0.0
pan,Navigation,2016-06-08 17:31:40.585,0.375,1.57,0,1,2,3,0.6463865,2,353.72796578399664
pan,Navigation,2016-06-08 17:31:41.582,0.4117647058823529,0.997,0,1,2,3,0.599820875,2,346.0941982382733
zoom,Navigation,2016-06-08 17:31:43.127,0.5,1.545,0,1,2,2,0.618309125,2,0.0
zoom,Navigation,2016-06-08 17:31:43.761,0.5263157894736842,0.634,0,1,2,1,0.651583625,2,0.0
pan,Foraging,2016-06-08 17:31:45.742,0.42857142857142855,1.981,0,1,2,1,0.57259225,2,26.33319155760971
pan,Foraging,2016-06-08 17:31:46.785,0.5,1.043,0,1,2,1,0.5527610000000001,2,343.96448887154486
pan,Foraging,2016-06-08 17:31:48.022,0.5555555555555556,1.237,0,1,2,1,0.5527610000000001,2,333.6582706603021
pan,Foraging,2016-06-08 17:31:49.130,0.6,1.108,0,1,2,1,0.5527610000000001,2,350.2267722988848
pan,Answering,2016-06-08 17:31:50.994,0.4,1.864,0,1,2,1,0.5527610000000001,2,0.0
zoom,Foraging,2016-06-08 17:31:51.519,0.18181818181818182,0.525,0,1,2,2,0.618309125,2,0.0
pan,Foraging,2016-06-08 17:31:52.345,0.5833333333333334,0.826,0,1,2,2,0.63406,2,356.5313355875505
pan,Foraging,2016-06-08 17:31:53.182,0.6153846153846154,0.837,0,1,2,2,0.609440125,2,340.4710533434178
pan,Foraging,2016-06-08 17:31:56.171,0.6428571428571429,2.989,0,1,2,2,0.6431485,2,356.11510210424615
zoom,Foraging,2016-06-08 17:31:57.207,0.2,1.036,0,1,2,1,0.651583625,2,0.0
pan,Foraging,2016-06-08 17:31:58.036,0.625,0.829,0,1,2,1,0.643234,2,19.277733986494635
pan,Foraging,2016-06-08 17:31:59.021,0.6470588235294118,0.985,0,1,2,1,0.643234,2,23.81679118433171
zoom,Navigation,2016-06-08 17:32:01.805,0.55,2.784,0,1,2,2,0.651013625,2,0.0
pan,Navigation,2016-06-08 17:32:03.318,0.38095238095238093,1.513,0,1,2,2,0.6078665,2,357.059593898257
pan,Answering,2016-06-08 17:32:04.348,0.5,1.03,0,1,2,2,0.63406,2,0.0
zoom,Navigation,2016-06-08 17:32:05.049,0.5454545454545454,0.701,0,1,2,3,0.636739375,2,0.0
pan,Navigation,2016-06-08 17:32:06.474,0.391304347826087,1.425,0,1,2,3,0.6463865,2,343.84984194707124
zoom,Navigation,2016-06-08 17:32:07.447,0.5416666666666666,0.973,0,1,2,4,0.63332725,2,0.0
pan,Navigation,2016-06-08 17:32:09.318,0.4,1.871,0,1,2,4,0.613092,2,1.3079391187394926
zoom,Navigation,2016-06-08 17:32:10.497,0.5384615384615384,1.179,0,1,2,5,0.64161675,2,0.0
pan,Sensemaking,2016-06-08 17:32:13.685,0.625,3.188,10,1,2,5,0.6110655,2,29.61309241710386
pan,Sensemaking,2016-06-08 17:32:20.172,0.6666666666666666,6.487,10,1,2,5,0.628253875,2,357.01355306874655
zoom,Navigation,2016-06-08 17:32:24.661,0.5555555555555556,4.489,10,2,2,4,0.630823,2,0.0
zoom,Navigation,2016-06-08 17:32:25.418,0.5714285714285714,0.757,10,2,2,3,0.636739375,2,0.0
pan,Navigation,2016-06-08 17:32:26.906,0.3793103448275862,1.488,10,2,2,3,0.6463865,2,1.1217492754218357
pan,Navigation,2016-06-08 17:32:27.686,0.4,0.78,10,2,2,3,0.661793,2,21.222296321169726
zoom,Navigation,2016-06-08 17:32:28.527,0.5483870967741935,0.841,10,2,2,2,0.651013625,2,0.0
zoom,Navigation,2016-06-08 17:32:29.085,0.5625,0.558,10,2,2,1,0.651583625,2,0.0
pan,Foraging,2016-06-08 17:32:31.679,0.6666666666666666,2.594,10,2,2,1,0.643234,2,359.38508929291095
pan,Foraging,2016-06-08 17:32:32.556,0.6842105263157895,0.877,10,2,2,1,0.643234,2,0.17732727265039258
zoom,Navigation,2016-06-08 17:32:33.471,0.5757575757575758,0.915,0,2,2,2,0.66253525,2,0.0
zoom,Navigation,2016-06-08 17:32:43.246,0.5882352941176471,9.775,0,2,2,3,0.6572629999999999,2,0.0
zoom,Navigation,2016-06-08 17:32:43.882,0.6,0.636,0,2,2,4,0.645461125,2,0.0
pan,Navigation,2016-06-08 17:32:44.821,0.3611111111111111,0.939,0,2,2,4,0.627681,2,14.775683258658747
zoom,Navigation,2016-06-08 17:32:46.717,0.5945945945945946,1.896,0,2,2,5,0.6424013749999999,2,0.0
pan,Sensemaking,2016-06-08 17:32:48.423,0.7,1.706,0,2,2,5,0.6193495,2,10.62534250198952
zoom,Navigation,2016-06-08 17:32:49.743,0.6052631578947368,1.32,0,2,2,4,0.645461125,2,0.0
zoom,Navigation,2016-06-08 17:32:50.102,0.6153846153846154,0.359,0,2,2,3,0.47314325,2,0.0
zoom,Navigation,2016-06-08 17:32:50.469,0.625,0.367,0,2,2,2,0.66253525,2,0.0
zoom,Navigation,2016-06-08 17:32:50.893,0.6341463414634146,0.424,0,2,2,1,0.6766325,2,0.0
pan,Foraging,2016-06-08 17:32:52.197,0.7,1.304,0,2,2,1,0.643234,2,355.9791705888899
pan,Foraging,2016-06-08 17:32:53.133,0.7142857142857143,0.936,0,2,2,1,0.643234,2,345.8487157929785
zoom,Navigation,2016-06-08 17:32:54.128,0.6428571428571429,0.995,0,2,2,2,0.66253525,2,0.0
zoom,Navigation,2016-06-08 17:32:54.711,0.6511627906976745,0.583,0,2,2,3,0.649039,2,0.0
pan,Sensemaking,2016-06-08 17:32:55.651,0.7272727272727273,0.94,0,2,2,3,0.61747025,2,359.8955674952459
pan,Sensemaking,2016-06-08 17:32:57.016,0.75,1.365,0,2,2,3,0.582838,2,356.3644450807964
zoom,Navigation,2016-06-08 17:32:58.279,0.6590909090909091,1.263,0,2,2,2,0.639999875,2,0.0
zoom,Navigation,2016-06-08 17:32:58.767,0.6666666666666666,0.488,0,2,2,1,0.651583625,2,0.0
zoom,Navigation,2016-06-08 17:32:59.507,0.6739130434782609,0.74,0,2,2,0,0.676744,2,0.0
pan,Foraging,2016-06-08 17:33:01.404,0.7272727272727273,1.897,0,2,2,0,0.676744,2,8.609727603796387
pan,Foraging,2016-06-08 17:33:04.476,0.7391304347826086,3.072,0,2,2,0,0.676744,2,345.868567540052
pan,Foraging,2016-06-08 17:33:06.664,0.75,2.188,0,2,2,0,0.676744,2,9.936378054915613
zoom,Navigation,2016-06-08 17:33:08.731,0.6808510638297872,2.067,0,2,2,1,0.651583625,2,0.0
zoom,Navigation,2016-06-08 17:33:09.353,0.6875,0.622,0,2,2,2,0.66253525,2,0.0
pan,Navigation,2016-06-08 17:33:10.619,0.2857142857142857,1.266,0,2,2,2,0.643423625,2,16.3577690901379
zoom,Navigation,2016-06-08 17:33:11.837,0.68,1.218,0,2,2,3,0.650957125,2,0.0
zoom,Navigation,2016-06-08 17:33:12.549,0.6862745098039216,0.712,0,2,2,4,0.632255625,2,0.0
pan,Navigation,2016-06-08 17:33:16.894,0.28846153846153844,4.345,0,2,2,4,0.624639625,2,9.87135724124791
zoom,Navigation,2016-06-08 17:33:17.854,0.6792452830188679,0.96,0,2,2,5,0.641040375,3,0.0
pan,Sensemaking,2016-06-08 17:33:18.872,0.7692307692307693,1.018,0,2,2,5,0.6389585,3,1.6699980473249803
pan,Sensemaking,2016-06-08 17:33:21.107,0.7857142857142857,2.235,0,2,2,5,0.6389585,3,347.2836454008981
pan,Sensemaking,2016-06-08 17:33:23.584,0.8,2.477,0,2,2,5,0.6389585,3,332.519789602111
zoom,Navigation,2016-06-08 17:33:24.677,0.6851851851851852,1.093,0,2,2,4,0.6345691250000001,3,0.0
zoom,Navigation,2016-06-08 17:33:25.013,0.6909090909090909,0.336,0,2,2,3,0.650957125,3,0.0
zoom,Navigation,2016-06-08 17:33:25.579,0.6964285714285714,0.566,0,2,2,2,0.651013625,3,0.0
pan,Foraging,2016-06-08 17:33:26.359,0.76,0.78,0,2,2,2,0.6578195,3,5.544036215977023
pan,Foraging,2016-06-08 17:33:27.993,0.7692307692307693,1.634,0,2,2,2,0.6578195,3,3.549623753129606
pan,Foraging,2016-06-08 17:33:29.021,0.7777777777777778,1.028,0,2,2,2,0.6578195,3,358.4268479446692
zoom,Navigation,2016-06-08 17:33:30.467,0.7017543859649122,1.446,0,2,2,3,0.47314325,3,0.0
zoom,Navigation,2016-06-08 17:33:32.007,0.7068965517241379,1.54,10,2,2,4,0.591859375,3,0.0
zoom,Navigation,2016-06-08 17:33:33.510,0.711864406779661,1.503,10,2,2,5,0.5751658749999999,3,0.0
pan,Sensemaking,2016-06-08 17:33:34.457,0.8125,0.947,10,2,2,5,0.629732,3,344.8568621312467
pan,Sensemaking,2016-06-08 17:33:38.757,0.8235294117647058,4.3,10,2,2,5,0.629732,3,351.69997337517395
zoom,Navigation,2016-06-08 17:33:44.559,0.7166666666666667,5.802,10,3,2,4,0.645461125,3,0.0
zoom,Navigation,2016-06-08 17:33:44.887,0.7213114754098361,0.328,10,3,2,3,0.47314325,3,0.0
zoom,Navigation,2016-06-08 17:33:45.264,0.7258064516129032,0.377,10,3,2,2,0.66253525,3,0.0
pan,Foraging,2016-06-08 17:33:46.061,0.7857142857142857,0.797,10,3,2,2,0.643423625,3,12.37664635134847
pan,Foraging,2016-06-08 17:33:46.867,0.7931034482758621,0.806,10,3,2,2,0.6520710000000001,3,9.09896713681569
pan,Foraging,2016-06-08 17:33:48.522,0.8,1.655,10,3,2,2,0.6520710000000001,3,350.5180438512962
pan,Foraging,2016-06-08 17:33:51.786,0.8064516129032258,3.264,0,3,2,2,0.6078665,3,339.74955961318256
pan,Foraging,2016-06-08 17:33:58.337,0.8125,6.551,0,3,2,2,0.66188225,3,12.726036915481982
zoom,Navigation,2016-06-08 17:33:59.153,0.7301587301587301,0.816,0,3,2,3,0.650957125,3,0.0
zoom,Navigation,2016-06-08 17:33:59.777,0.734375,0.624,0,3,2,4,0.632255625,3,0.0
pan,Navigation,2016-06-08 17:34:00.898,0.24615384615384617,1.121,0,3,2,4,0.6431805,3,349.03995377957494
zoom,Navigation,2016-06-08 17:34:01.813,0.7272727272727273,0.915,0,3,2,5,0.641040375,4,0.0
pan,Sensemaking,2016-06-08 17:34:03.559,0.8333333333333334,1.746,0,3,2,5,0.6389585,5,338.1174709872957
pan,Sensemaking,2016-06-08 17:34:05.293,0.8421052631578947,1.734,0,3,2,5,0.6389585,6,357.99250171047953
pan,Sensemaking,2016-06-08 17:34:07.822,0.85,2.529,10,3,2,5,0.6389585,7,4.6565524381771635
pan,Sensemaking,2016-06-08 17:34:09.048,0.8571428571428571,1.226,10,3,2,5,0.6389585,8,28.875806989736503
pan,Sensemaking,2016-06-08 17:34:11.003,0.8636363636363636,1.955,10,3,2,5,0.6389585,8,358.00895499398507
pan,Sensemaking,2016-06-08 17:34:11.968,0.8695652173913043,0.965,10,3,2,5,0.5463787499999999,8,341.9247939142448
pan,Sensemaking,2016-06-08 17:34:14.616,0.875,2.648,10,3,2,5,0.6285316249999999,8,5.769009610048444
