Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,data/NDSI-2D/U_1,0.05,0.001,0.5,,0.5714285714285714,"[0.5909090909090909, 0.5813953488372093, 0.5]",0
Reinforce,data/NDSI-2D/U_1,0.1,0.001,0.1,,0.6027397260273972,"[0.6, 0.6341463414634146, 0.5]",0
Reinforce,data/NDSI-2D/U_1,0.2,0.01,0.05,,0.7076923076923077,"[0.7894736842105263, 0.7222222222222222, 0.5]",0
Reinforce,data/NDSI-2D/U_1,0.3,0.001,0.5,,0.543859649122807,"[0.5789473684210527, 0.5806451612903226, 0.2857142857142857]",0
Reinforce,data/NDSI-2D/U_1,0.4,0.001,0.2,,0.7346938775510204,"[0.8125, 0.6538461538461539, 0.8571428571428571]",0
Reinforce,data/NDSI-2D/U_1,0.5,0.01,0.05,,0.7560975609756098,"[0.8125, 0.7142857142857143, 0.75]",0
Reinforce,data/NDSI-2D/U_1,0.6,0.01,0.05,,0.7272727272727273,"[0.8571428571428571, 0.6666666666666666, 0.5]",0
Reinforce,data/NDSI-2D/U_1,0.7,0.01,0.8,,0.68,"[0.75, 0.7, 0.3333333333333333]",0
Reinforce,data/NDSI-2D/U_1,0.8,0.001,0.1,,0.7058823529411765,"[0.75, 0.7142857142857143, 0.5]",0
Reinforce,data/NDSI-2D/U_1,0.9,0.5,0.9,,0.6666666666666666,"[0.75, 0.75, 0.0]",0
Reinforce,data/NDSI-2D/U_10,0.05,0.001,0.05,,0.7261904761904762,"[0.7222222222222222, 0.7142857142857143, 0.7419354838709677]",0
Reinforce,data/NDSI-2D/U_10,0.1,0.01,0.1,,0.48427672955974843,"[0.6111111111111112, 0.746031746031746, 0.13333333333333333]",0
Reinforce,data/NDSI-2D/U_10,0.2,0.01,0.05,,0.8085106382978723,"[0.8055555555555556, 0.7254901960784313, 0.8888888888888888]",0
Reinforce,data/NDSI-2D/U_10,0.3,0.01,0.05,,0.8225806451612904,"[0.8181818181818182, 0.7105263157894737, 0.9056603773584906]",0
Reinforce,data/NDSI-2D/U_10,0.4,0.01,0.05,,0.8113207547169812,"[0.84375, 0.7142857142857143, 0.8717948717948718]",0
Reinforce,data/NDSI-2D/U_10,0.5,0.01,0.05,,0.8068181818181818,"[0.8260869565217391, 0.6666666666666666, 0.8947368421052632]",0
Reinforce,data/NDSI-2D/U_10,0.6,0.01,0.05,,0.8309859154929577,"[0.8235294117647058, 0.7142857142857143, 0.9090909090909091]",0
Reinforce,data/NDSI-2D/U_10,0.7,0.01,0.8,,0.7169811320754716,"[0.8571428571428571, 0.5555555555555556, 0.7]",0
Reinforce,data/NDSI-2D/U_10,0.8,0.01,0.05,,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]",0
Reinforce,data/NDSI-2D/U_10,0.9,0.01,0.05,,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]",0
Reinforce,data/NDSI-2D/U_11,0.05,0.0001,0.5,,0.2222222222222222,"[0.25, 0.25, 0.16666666666666666]",0
Reinforce,data/NDSI-2D/U_11,0.1,0.0001,0.05,,0.38235294117647056,"[0.75, 0.35714285714285715, 0.16666666666666666]",0
Reinforce,data/NDSI-2D/U_11,0.2,0.0001,0.1,,0.4666666666666667,"[0.25, 0.5714285714285714, 0.4166666666666667]",0
Reinforce,data/NDSI-2D/U_11,0.3,0.001,0.9,,0.6538461538461539,"[0.5, 0.6666666666666666, 0.6666666666666666]",0
Reinforce,data/NDSI-2D/U_11,0.4,0.01,0.05,,0.9565217391304348,"[None, 0.9090909090909091, 1.0]",0
Reinforce,data/NDSI-2D/U_11,0.5,0.01,0.05,,0.9473684210526315,"[None, 0.8571428571428571, 1.0]",0
Reinforce,data/NDSI-2D/U_11,0.6,0.01,0.05,,0.9333333333333333,"[None, 0.6666666666666666, 1.0]",0
Reinforce,data/NDSI-2D/U_11,0.7,0.001,0.2,,0.8333333333333334,"[None, None, 0.8333333333333334]",0
Reinforce,data/NDSI-2D/U_11,0.8,0.001,0.1,,1.0,"[None, None, 1.0]",0
Reinforce,data/NDSI-2D/U_11,0.9,0.01,0.05,,1.0,"[None, None, 1.0]",0
