Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-09 15:23:03.060,0.4,0.0,0,1,1,0,0.676744,1,0.0
zoom,Navigation,2016-06-09 15:23:31.714,0.4,28.654,0,1,1,1,0.626178375,1,0.0
pan,Navigation,2016-06-09 15:23:33.563,0.3333333333333333,1.849,0,1,1,1,0.643234,1,347.12654915285145
zoom,Navigation,2016-06-09 15:23:46.342,0.42857142857142855,12.779,0,1,1,2,0.651013625,1,0.0
pan,Navigation,2016-06-09 15:23:49.209,0.375,2.867,0,1,2,2,0.6578195,1,0.043819949536461206
pan,Navigation,2016-06-09 15:23:50.801,0.4444444444444444,1.592,0,1,2,2,0.6078665,1,332.5650128342455
zoom,Navigation,2016-06-09 15:23:51.622,0.4,0.821,0,1,2,3,0.636739375,1,0.0
zoom,Navigation,2016-06-09 15:23:52.614,0.45454545454545453,0.992,0,1,2,4,0.630823,1,0.0
zoom,Navigation,2016-06-09 15:23:54.782,0.5,2.168,0,1,2,5,0.632855375,1,0.0
pan,Sensemaking,2016-06-09 15:24:04.664,0.4,9.882,0,1,2,5,0.646382,1,2.0598083518181087
pan,Sensemaking,2016-06-09 15:24:11.633,0.5,6.969,0,1,2,5,0.646382,1,3.056947769719826
zoom,Navigation,2016-06-09 15:24:15.034,0.5384615384615384,3.401,0,1,2,4,0.630823,1,0.0
zoom,Navigation,2016-06-09 15:24:16.086,0.5714285714285714,1.052,0,1,2,3,0.636739375,1,0.0
zoom,Navigation,2016-06-09 15:24:16.767,0.6,0.681,0,1,2,2,0.618309125,1,0.0
zoom,Navigation,2016-06-09 15:24:17.350,0.625,0.583,0,1,2,1,0.651583625,1,0.0
zoom,Navigation,2016-06-09 15:24:18.166,0.6470588235294118,0.816,0,1,2,0,0.676744,1,0.0
zoom,Navigation,2016-06-09 15:24:19.342,0.6666666666666666,1.176,0,1,2,1,0.651583625,1,0.0
pan,Navigation,2016-06-09 15:24:23.133,0.2631578947368421,3.791,0,1,2,1,0.57259225,1,12.655794724658152
zoom,Navigation,2016-06-09 15:24:27.937,0.65,4.804,0,1,2,2,0.651013625,1,0.0
pan,Navigation,2016-06-09 15:24:32.450,0.2857142857142857,4.513,0,1,2,2,0.6578195,1,320.6373967508346
pan,Navigation,2016-06-09 15:24:36.174,0.3181818181818182,3.724,0,1,2,2,0.6578195,1,334.9342379417617
zoom,Navigation,2016-06-09 15:24:37.176,0.6086956521739131,1.002,0,1,2,3,0.6572629999999999,1,0.0
pan,Navigation,2016-06-09 15:24:39.104,0.3333333333333333,1.928,0,1,2,3,0.598725125,1,353.9082159694743
pan,Navigation,2016-06-09 15:24:43.365,0.36,4.261,0,1,2,3,0.655656625,1,15.575402673992341
zoom,Navigation,2016-06-09 15:24:44.174,0.5769230769230769,0.809,0,1,2,4,0.6345691250000001,1,0.0
pan,Sensemaking,2016-06-09 15:24:46.573,0.5714285714285714,2.399,0,1,2,4,0.630646,1,23.87107631709341
zoom,Sensemaking,2016-06-09 15:24:47.604,0.25,1.031,0,1,2,3,0.650957125,1,0.0
pan,Sensemaking,2016-06-09 15:24:49.424,0.5555555555555556,1.82,0,1,2,3,0.63246025,1,344.8903424383039
zoom,Navigation,2016-06-09 15:24:50.432,0.5925925925925926,1.008,0,1,2,4,0.630823,1,0.0
pan,Navigation,2016-06-09 15:24:52.216,0.35714285714285715,1.784,10,1,2,4,0.6463905,1,7.723749033680411
zoom,Navigation,2016-06-09 15:24:52.830,0.5862068965517241,0.614,10,1,2,5,0.6375498749999999,1,0.0
pan,Sensemaking,2016-06-09 15:24:57.713,0.6,4.883,10,1,2,5,0.639921875,1,347.85790665249823
pan,Sensemaking,2016-06-09 15:24:59.783,0.6363636363636364,2.07,10,1,2,5,0.636415,1,0.1702560590968908
zoom,Navigation,2016-06-09 15:25:03.112,0.6,3.329,10,2,2,4,0.630823,1,0.0
zoom,Navigation,2016-06-09 15:25:03.701,0.6129032258064516,0.589,10,2,2,3,0.636739375,1,0.0
zoom,Navigation,2016-06-09 15:25:04.270,0.625,0.569,10,2,2,2,0.618309125,1,0.0
zoom,Navigation,2016-06-09 15:25:04.846,0.6363636363636364,0.576,10,2,2,1,0.651583625,1,0.0
pan,Foraging,2016-06-09 15:25:12.612,0.3333333333333333,7.766,10,2,2,1,0.643234,1,44.46504670837189
zoom,Navigation,2016-06-09 15:25:13.527,0.6470588235294118,0.915,10,2,2,2,0.651013625,1,0.0
