Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
pan,Foraging,2016-06-14 20:10:05.326,0.8,2.056,0,2,1,2,0.63406,1,332.07734030356244
pan,Foraging,2016-06-14 20:10:06.052,0.8055555555555556,0.726,0,2,1,2,0.66188225,1,30.168249344413518
zoom,Navigation,2016-06-14 20:10:06.610,0.7307692307692307,0.558,0,2,1,3,0.650957125,1,0.0
zoom,Navigation,2016-06-14 20:10:07.267,0.7407407407407407,0.657,0,2,1,4,0.6228665,1,0.0
pan,Sensemaking,2016-06-14 20:10:08.053,0.5,0.786,0,2,1,4,0.6430395,1,10.513705872679934
pan,Sensemaking,2016-06-14 20:10:08.772,0.5714285714285714,0.719,0,2,1,4,0.6430395,1,334.52707571431444
pan,Sensemaking,2016-06-14 20:10:09.239,0.625,0.467,0,2,1,4,0.64684275,1,336.4859017925962
pan,Sensemaking,2016-06-14 20:10:10.021,0.6666666666666666,0.782,0,2,1,4,0.6431805,1,347.30041017329387
pan,Sensemaking,2016-06-14 20:10:13.158,0.7,3.137,0,2,1,4,0.625805125,1,338.1319081737132
pan,Sensemaking,2016-06-14 20:10:15.734,0.7272727272727273,2.576,0,2,1,4,0.603771,1,359.8697626903117
pan,Sensemaking,2016-06-14 20:10:16.844,0.75,1.11,0,2,1,4,0.6174805,1,348.1516020401765
zoom,Sensemaking,2016-06-14 20:10:18.883,0.15384615384615385,2.039,0,2,1,3,0.636739375,1,0.0
pan,Sensemaking,2016-06-14 20:10:19.745,0.7142857142857143,0.862,0,2,1,3,0.6463865,1,16.97141211771821
pan,Sensemaking,2016-06-14 20:10:21.213,0.7333333333333333,1.468,0,2,1,3,0.661793,1,18.106098186017135
pan,Sensemaking,2016-06-14 20:10:22.058,0.75,0.845,0,2,1,3,0.6766165,1,356.4414296287043
zoom,Navigation,2016-06-14 20:10:22.683,0.75,0.625,0,2,1,4,0.6228665,1,0.0
pan,Navigation,2016-06-14 20:10:23.590,0.20689655172413793,0.907,0,2,1,4,0.64684275,1,345.8559339266714
zoom,Navigation,2016-06-14 20:10:24.339,0.7333333333333333,0.749,0,2,1,5,0.59378175,2,0.0
pan,Sensemaking,2016-06-14 20:10:25.101,0.7647058823529411,0.762,0,2,1,5,0.6319474999999999,3,332.4971812205471
pan,Sensemaking,2016-06-14 20:10:25.632,0.7777777777777778,0.531,0,2,1,5,0.6233234999999999,4,334.2935981873092
pan,Sensemaking,2016-06-14 20:10:26.314,0.7894736842105263,0.682,0,2,1,5,0.611219,5,330.5065021430208
pan,Sensemaking,2016-06-14 20:10:26.957,0.8,0.643,0,2,1,5,0.64367375,6,19.557525563682084
pan,Sensemaking,2016-06-14 20:10:27.550,0.8095238095238095,0.593,0,2,1,5,0.6389585,7,4.369848808239037
pan,Sensemaking,2016-06-14 20:10:28.686,0.8181818181818182,1.136,0,2,1,5,0.6389585,8,14.931882394970646
pan,Sensemaking,2016-06-14 20:10:29.250,0.8260869565217391,0.564,0,2,1,5,0.6285316249999999,9,19.242205622973206
pan,Sensemaking,2016-06-14 20:10:29.797,0.8333333333333334,0.547,0,2,1,5,0.5949448749999999,10,20.01185629239588
pan,Sensemaking,2016-06-14 20:10:31.550,0.84,1.753,0,2,1,5,0.6319474999999999,11,357.02947317570903
pan,Sensemaking,2016-06-14 20:10:32.079,0.8461538461538461,0.529,0,2,1,5,0.6233234999999999,11,347.1469039218273
pan,Sensemaking,2016-06-14 20:10:32.894,0.8518518518518519,0.815,0,2,1,5,0.599281375,11,356.9571646168374
pan,Sensemaking,2016-06-14 20:10:33.440,0.8571428571428571,0.546,0,2,1,5,0.636387875,11,353.4169904521851
zoom,Navigation,2016-06-14 20:10:34.212,0.7419354838709677,0.772,0,2,1,4,0.632255625,11,0.0
zoom,Navigation,2016-06-14 20:10:34.602,0.75,0.39,0,2,1,3,0.650957125,11,0.0
pan,Foraging,2016-06-14 20:10:35.357,0.8108108108108109,0.755,0,2,1,3,0.6157079999999999,11,340.74624100323337
pan,Foraging,2016-06-14 20:10:35.870,0.8157894736842105,0.513,0,2,1,3,0.582838,11,349.61727739758584
pan,Foraging,2016-06-14 20:10:36.477,0.8205128205128205,0.607,0,2,1,3,0.582838,11,348.53015913624733
zoom,Navigation,2016-06-14 20:10:37.114,0.7575757575757576,0.637,0,2,1,4,0.62642325,11,0.0
zoom,Navigation,2016-06-14 20:10:37.490,0.7647058823529411,0.376,0,2,1,5,0.6397081250000001,12,0.0
pan,Sensemaking,2016-06-14 20:10:38.401,0.8620689655172413,0.911,0,2,1,5,0.650806,12,337.7260896663657
pan,Sensemaking,2016-06-14 20:10:39.462,0.8666666666666667,1.061,0,2,1,5,0.650806,12,351.8985470602122
pan,Sensemaking,2016-06-14 20:10:40.413,0.8709677419354839,0.951,0,2,1,5,0.424681875,12,349.2312548675251
zoom,Navigation,2016-06-14 20:10:42.075,0.7714285714285715,1.662,0,2,1,4,0.619396625,12,0.0
zoom,Navigation,2016-06-14 20:10:42.338,0.7777777777777778,0.263,0,2,1,3,0.634453125,12,0.0
pan,Foraging,2016-06-14 20:10:43.077,0.825,0.739,0,2,1,3,0.6323222500000001,12,329.6514587924492
pan,Foraging,2016-06-14 20:10:43.622,0.8292682926829268,0.545,0,2,1,3,0.6338645,12,300.513704968969
pan,Foraging,2016-06-14 20:10:44.440,0.8333333333333334,0.818,0,2,1,3,0.637274125,12,344.6429099360066
pan,Foraging,2016-06-14 20:10:45.591,0.8372093023255814,1.151,0,2,1,3,0.635316,12,10.812632699188102
zoom,Navigation,2016-06-14 20:10:46.363,0.7837837837837838,0.772,0,2,1,4,0.634366625,12,0.0
zoom,Navigation,2016-06-14 20:10:46.522,0.7894736842105263,0.159,0,2,1,5,0.634577625,13,0.0
pan,Sensemaking,2016-06-14 20:10:47.293,0.875,0.771,0,2,1,5,0.6431485,13,347.819233269949
pan,Sensemaking,2016-06-14 20:10:48.439,0.8787878787878788,1.146,0,2,1,5,0.6431485,13,355.17629094372484
pan,Sensemaking,2016-06-14 20:10:49.565,0.8823529411764706,1.126,0,2,1,5,0.6431485,13,355.14900110825596
zoom,Navigation,2016-06-14 20:10:50.667,0.7948717948717948,1.102,0,2,1,4,0.634366625,13,0.0
zoom,Navigation,2016-06-14 20:10:50.972,0.8,0.305,0,2,1,3,0.635006125,13,0.0
zoom,Navigation,2016-06-14 20:10:51.884,0.8048780487804879,0.912,0,2,1,2,0.578702375,13,0.0
pan,Foraging,2016-06-14 20:10:52.573,0.8409090909090909,0.689,0,2,1,2,0.6431485,13,347.69339805001727
zoom,Navigation,2016-06-14 20:10:53.091,0.8095238095238095,0.518,0,2,1,3,0.635006125,13,0.0
zoom,Navigation,2016-06-14 20:10:53.339,0.813953488372093,0.248,0,2,1,4,0.634173875,13,0.0
zoom,Navigation,2016-06-14 20:10:53.987,0.8181818181818182,0.648,0,2,1,5,0.450543,14,0.0
pan,Sensemaking,2016-06-14 20:10:54.702,0.8857142857142857,0.715,0,2,1,5,0.626004,15,15.408092523536089
pan,Sensemaking,2016-06-14 20:10:55.645,0.8888888888888888,0.943,0,2,1,5,0.6309294999999999,16,335.85897315722656
pan,Sensemaking,2016-06-14 20:10:56.881,0.8918918918918919,1.236,0,2,1,5,0.6309294999999999,17,8.583837824273628
pan,Sensemaking,2016-06-14 20:10:57.536,0.8947368421052632,0.655,0,2,1,5,0.61720125,17,9.907715199645288
pan,Sensemaking,2016-06-14 20:10:58.638,0.8974358974358975,1.102,0,2,1,5,0.618141,17,352.71749771164815
pan,Sensemaking,2016-06-14 20:10:59.165,0.9,0.527,0,2,1,5,0.137447,17,359.0047072673777
zoom,Navigation,2016-06-14 20:10:59.955,0.8222222222222222,0.79,0,2,1,4,0.601960125,17,0.0
zoom,Navigation,2016-06-14 20:11:00.115,0.8260869565217391,0.16,0,2,1,3,0.635006125,17,0.0
zoom,Navigation,2016-06-14 20:11:00.267,0.8297872340425532,0.152,0,2,1,2,0.6408763749999999,17,0.0
zoom,Navigation,2016-06-14 20:11:00.819,0.8333333333333334,0.552,0,2,1,1,0.651583625,17,0.0
pan,Foraging,2016-06-14 20:11:01.575,0.8444444444444444,0.756,0,2,1,1,0.643234,17,21.289683047593808
pan,Foraging,2016-06-14 20:11:02.614,0.8478260869565217,1.039,0,2,1,1,0.57259225,17,18.646000870801917
zoom,Navigation,2016-06-14 20:11:03.485,0.8367346938775511,0.871,0,2,1,2,0.651013625,17,0.0
zoom,Navigation,2016-06-14 20:11:04.083,0.84,0.598,0,2,1,3,0.650957125,17,0.0
zoom,Navigation,2016-06-14 20:11:04.490,0.8431372549019608,0.407,0,2,1,4,0.606934125,17,0.0
pan,Sensemaking,2016-06-14 20:11:05.317,0.9024390243902439,0.827,0,2,1,4,0.64314525,17,340.574605712503
pan,Sensemaking,2016-06-14 20:11:05.916,0.9047619047619048,0.599,0,2,1,4,0.642031375,17,29.422667416453766
pan,Sensemaking,2016-06-14 20:11:06.534,0.9069767441860465,0.618,0,2,1,4,0.652336,17,0.5017358073510021
pan,Sensemaking,2016-06-14 20:11:07.302,0.9090909090909091,0.768,0,2,1,4,0.652336,17,8.99335393850522
pan,Sensemaking,2016-06-14 20:11:08.270,0.9111111111111111,0.968,0,2,1,4,0.652336,17,349.534722038529
pan,Sensemaking,2016-06-14 20:11:10.695,0.9130434782608695,2.425,0,2,1,4,0.652336,17,345.82172875393894
pan,Sensemaking,2016-06-14 20:11:11.662,0.9148936170212766,0.967,0,2,1,4,0.652336,17,22.60197785216532
pan,Sensemaking,2016-06-14 20:11:13.231,0.9166666666666666,1.569,0,2,1,4,0.64684275,17,344.42517451661814
pan,Sensemaking,2016-06-14 20:11:13.772,0.9183673469387755,0.541,0,2,1,4,0.6431805,17,352.87332256245685
pan,Sensemaking,2016-06-14 20:11:14.945,0.92,1.173,0,2,1,4,0.608059,17,341.52901844472865
pan,Sensemaking,2016-06-14 20:11:15.358,0.9215686274509803,0.413,0,2,1,4,0.6066205,17,351.528529376163
pan,Sensemaking,2016-06-14 20:11:16.036,0.9230769230769231,0.678,0,2,1,4,0.6066205,17,351.9559497082055
pan,Sensemaking,2016-06-14 20:11:16.663,0.9245283018867925,0.627,0,2,1,4,0.620163,17,358.08910869660923
zoom,Sensemaking,2016-06-14 20:11:17.627,0.05555555555555555,0.964,0,2,1,3,0.6572629999999999,17,0.0
pan,Sensemaking,2016-06-14 20:11:18.413,0.9090909090909091,0.786,0,2,1,3,0.6507695,17,355.2340343967901
pan,Sensemaking,2016-06-14 20:11:19.268,0.9107142857142857,0.855,0,2,1,3,0.42908175,17,8.30783578224897
zoom,Navigation,2016-06-14 20:11:20.019,0.8461538461538461,0.751,0,2,1,4,0.60753175,17,0.0
zoom,Navigation,2016-06-14 20:11:20.178,0.8490566037735849,0.159,0,2,1,5,0.612229125,17,0.0
zoom,Navigation,2016-06-14 20:11:20.436,0.8518518518518519,0.258,0,2,1,6,0.59332525,17,0.0
pan,Sensemaking,2016-06-14 20:11:21.677,0.9122807017543859,1.241,0,2,1,6,0.58143375,17,5.172517789358003
zoom,Navigation,2016-06-14 20:11:22.318,0.8545454545454545,0.641,0,2,1,5,0.612229125,17,0.0
zoom,Navigation,2016-06-14 20:11:22.483,0.8571428571428571,0.165,0,2,1,4,0.60753175,17,0.0
zoom,Navigation,2016-06-14 20:11:22.906,0.8596491228070176,0.423,0,2,1,3,0.47314325,17,0.0
pan,Navigation,2016-06-14 20:11:23.585,0.1206896551724138,0.679,0,2,1,3,0.6438475,17,0.2675883220107747
pan,Navigation,2016-06-14 20:11:24.120,0.13559322033898305,0.535,0,2,1,3,0.6438475,17,8.784411113646291
zoom,Navigation,2016-06-14 20:11:24.715,0.8333333333333334,0.595,0,2,1,2,0.6766825,17,0.0
zoom,Navigation,2016-06-14 20:11:24.890,0.8360655737704918,0.175,0,2,1,1,0.6766325,17,0.0
pan,Foraging,2016-06-14 20:11:25.753,0.851063829787234,0.863,0,2,1,1,0.643234,17,0.2387103693517963
pan,Foraging,2016-06-14 20:11:26.432,0.8541666666666666,0.679,0,2,1,1,0.643234,17,353.234913326202
zoom,Navigation,2016-06-14 20:11:27.275,0.8387096774193549,0.843,0,2,1,2,0.66253525,17,0.0
zoom,Navigation,2016-06-14 20:11:27.412,0.8412698412698413,0.137,0,2,1,3,0.6572629999999999,17,0.0
zoom,Navigation,2016-06-14 20:11:27.560,0.84375,0.148,0,2,1,4,0.62642325,17,0.0
zoom,Navigation,2016-06-14 20:11:27.866,0.8461538461538461,0.306,0,2,1,5,0.590185,18,0.0
pan,Sensemaking,2016-06-14 20:11:28.491,0.9137931034482759,0.625,0,2,1,5,0.6504185,19,327.3382002730158
pan,Sensemaking,2016-06-14 20:11:29.624,0.9152542372881356,1.133,0,2,1,5,0.622648875,19,338.4365667621843
pan,Sensemaking,2016-06-14 20:11:30.270,0.9166666666666666,0.646,0,2,1,5,0.626047,19,9.123841564354027
pan,Sensemaking,2016-06-14 20:11:30.797,0.9180327868852459,0.527,0,2,1,5,0.626047,19,8.183817813066183
zoom,Sensemaking,2016-06-14 20:11:31.443,0.06451612903225806,0.646,0,2,1,6,0.57953125,19,0.0
pan,Sensemaking,2016-06-14 20:11:32.439,0.9047619047619048,0.996,0,2,1,6,0.619195875,19,355.48106849059155
zoom,Navigation,2016-06-14 20:11:33.354,0.8484848484848485,0.915,0,2,1,5,0.616411625,19,0.0
zoom,Navigation,2016-06-14 20:11:33.539,0.8507462686567164,0.185,0,2,1,4,0.62642325,19,0.0
zoom,Navigation,2016-06-14 20:11:33.706,0.8529411764705882,0.167,0,2,1,3,0.634453125,19,0.0
zoom,Navigation,2016-06-14 20:11:33.954,0.855072463768116,0.248,0,2,1,2,0.639999875,19,0.0
pan,Foraging,2016-06-14 20:11:35.682,0.8571428571428571,1.728,0,2,1,2,0.55998225,19,17.781016908579545
pan,Foraging,2016-06-14 20:11:37.373,0.86,1.691,0,2,1,2,0.66188225,19,11.039918195699101
pan,Foraging,2016-06-14 20:11:38.157,0.8627450980392157,0.784,0,2,1,2,0.6766825,19,10.947029186945207
zoom,Navigation,2016-06-14 20:11:38.627,0.8571428571428571,0.47,0,2,1,3,0.650957125,19,0.0
zoom,Navigation,2016-06-14 20:11:39.610,0.8591549295774648,0.983,0,2,1,4,0.6228665,19,0.0
pan,Sensemaking,2016-06-14 20:11:40.581,0.90625,0.971,0,2,1,4,0.6430395,19,351.8197423451096
pan,Sensemaking,2016-06-14 20:11:42.223,0.9076923076923077,1.642,10,2,1,4,0.6430395,19,11.033576276502687
pan,Sensemaking,2016-06-14 20:11:43.246,0.9090909090909091,1.023,10,2,1,4,0.6430395,19,349.1182397321049
pan,Sensemaking,2016-06-14 20:11:44.309,0.9104477611940298,1.063,10,2,1,4,0.6430395,19,19.44003482817619
zoom,Sensemaking,2016-06-14 20:11:44.891,0.07352941176470588,0.582,10,2,1,5,0.574301875,19,0.0
pan,Sensemaking,2016-06-14 20:11:49.504,0.8985507246376812,4.613,10,2,1,5,0.0,19,356.8917895672252
zoom,Navigation,2016-06-14 20:11:51.139,0.8611111111111112,1.635,10,3,1,4,0.6228665,19,0.0
zoom,Navigation,2016-06-14 20:11:52.898,0.863013698630137,1.759,10,3,1,3,0.5782797500000001,19,0.0
pan,Foraging,2016-06-14 20:11:53.504,0.8653846153846154,0.606,10,3,1,3,0.6492445,19,343.5265544367182
pan,Foraging,2016-06-14 20:11:53.986,0.8679245283018868,0.482,10,3,1,3,0.65550075,19,344.41065835058276
pan,Foraging,2016-06-14 20:11:54.958,0.8703703703703703,0.972,10,3,1,3,0.643383875,19,15.643029606541694
pan,Foraging,2016-06-14 20:11:55.500,0.8727272727272727,0.542,10,3,1,3,0.6520710000000001,19,6.324699802884899
zoom,Navigation,2016-06-14 20:11:56.283,0.8648648648648649,0.783,10,3,1,4,0.6345691250000001,19,0.0
pan,Navigation,2016-06-14 20:11:58.029,0.12,1.746,10,3,1,4,0.628522875,19,0.36335452815989394
zoom,Navigation,2016-06-14 20:11:58.802,0.8552631578947368,0.773,10,3,1,5,0.641040375,19,0.0
pan,Sensemaking,2016-06-14 20:11:59.902,0.9,1.1,10,3,1,5,0.6389585,19,11.536652396712027
pan,Sensemaking,2016-06-14 20:12:04.045,0.9014084507042254,4.143,10,3,1,5,0.5463787499999999,19,355.6022460040641
zoom,Sensemaking,2016-06-14 20:12:04.875,0.08333333333333333,0.83,10,3,1,4,0.632255625,19,0.0
pan,Sensemaking,2016-06-14 20:12:19.367,0.8904109589041096,14.492,10,4,1,4,0.624639625,19,0.2005035810991065
zoom,Sensemaking,2016-06-14 20:12:20.411,0.0945945945945946,1.044,10,4,2,5,0.641040375,19,0.0
pan,Sensemaking,2016-06-14 20:12:21.345,0.88,0.934,20,4,2,5,0.6389585,19,14.499904810534028
pan,Sensemaking,2016-06-14 20:12:23.462,0.881578947368421,2.117,10,4,2,5,0.6389585,19,356.01262649375724
