Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-10 20:21:48.197,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
zoom,Navigation,2016-06-10 20:22:34.303,0.4,46.106,0,1,1,1,0.3800685,1,57.0625,30.9375,0.0
zoom,Navigation,2016-06-10 20:22:35.384,0.5,1.081,0,1,2,2,0.338582375,1,36.5,27.0625,0.0
pan,Sensemaking,2016-06-10 20:22:37.796,0.4,2.412,0,1,2,2,0.6336219375,1,108.875,45.9375,357.2216557122991
pan,Sensemaking,2016-06-10 20:23:25.862,0.5,48.066,0,1,2,2,0.6327995,1,89.0,44.5,7.484533771081368
pan,Sensemaking,2016-06-10 20:23:39.875,0.5714285714285714,14.013,0,1,2,2,0.6327995,1,89.0,44.5,254.85674136765607
pan,Sensemaking,2016-06-10 20:23:42.259,0.625,2.384,0,1,2,2,0.65440125,1,99.375,46.375,275.88040774234264
pan,Sensemaking,2016-06-10 20:23:48.291,0.6666666666666666,6.032,0,1,2,2,0.6324280625,1,105.0,46.375,309.24249876325644
pan,Sensemaking,2016-06-10 20:23:52.163,0.7,3.872,0,1,2,2,0.6326205,1,89.5,44.5,252.81838816057933
pan,Sensemaking,2016-06-10 20:23:54.562,0.7272727272727273,2.399,0,1,2,2,0.6480446875,1,97.5625,45.375,279.6887865603668
pan,Sensemaking,2016-06-10 20:23:58.403,0.75,3.841,0,1,2,2,0.638858375,1,100.125,46.0625,262.38217333578507
pan,Sensemaking,2016-06-10 20:24:00.291,0.7692307692307693,1.888,0,1,2,2,0.6533806875,1,102.5,46.125,277.308164101985
pan,Sensemaking,2016-06-10 20:24:03.213,0.7857142857142857,2.922,0,1,2,2,0.6373518749999999,1,95.25,44.9375,316.563231763062
pan,Sensemaking,2016-06-10 20:24:05.557,0.8,2.344,0,1,2,2,0.6537195,1,89.0625,46.5,270.1763695209575
pan,Sensemaking,2016-06-10 20:24:08.248,0.8125,2.691,0,1,2,2,0.6724585000000001,1,72.5,44.5,264.23437870107983
pan,Sensemaking,2016-06-10 20:24:10.627,0.8235294117647058,2.379,0,1,2,2,0.6544165625,1,99.6875,46.9375,274.7024751282522
pan,Sensemaking,2016-06-10 20:24:13.554,0.8333333333333334,2.927,0,1,2,2,0.66972275,1,101.125,46.375,295.9811386247628
pan,Sensemaking,2016-06-10 20:24:16.246,0.8421052631578947,2.692,0,1,2,2,0.663892375,1,102.5625,46.25,327.79195444529773
pan,Sensemaking,2016-06-10 20:24:18.626,0.85,2.38,0,1,2,2,0.6310904374999999,1,88.1875,47.125,280.02569055933674
pan,Sensemaking,2016-06-10 20:24:20.784,0.8571428571428571,2.158,0,1,2,2,0.657051625,1,103.0625,46.6875,276.4797288388703
pan,Sensemaking,2016-06-10 20:24:22.971,0.8636363636363636,2.187,0,1,2,2,0.659735,1,89.5,44.5,271.9702737533733
pan,Sensemaking,2016-06-10 20:24:24.698,0.8695652173913043,1.727,0,1,2,2,0.659735,1,89.5,44.5,289.1732312380023
pan,Sensemaking,2016-06-10 20:24:26.590,0.875,1.892,0,1,2,2,0.659735,1,89.5,44.5,280.9460137489988
pan,Sensemaking,2016-06-10 20:24:27.931,0.88,1.341,0,1,2,2,0.657051625,1,103.0625,46.6875,23.38530464662894
pan,Sensemaking,2016-06-10 20:24:28.782,0.8846153846153846,0.851,0,1,2,2,0.659735,1,89.5,44.5,6.086124804100078
pan,Sensemaking,2016-06-10 20:24:30.407,0.8888888888888888,1.625,0,1,2,2,0.6310904374999999,1,88.1875,47.125,8.261199463553753
pan,Sensemaking,2016-06-10 20:24:31.971,0.8928571428571429,1.564,0,1,2,2,0.663892375,1,102.5625,46.25,6.662012418437287
pan,Sensemaking,2016-06-10 20:24:33.733,0.896551724137931,1.762,0,1,2,2,0.6571875,1,89.5,44.5,7.778286337516511
pan,Sensemaking,2016-06-10 20:24:35.434,0.9,1.701,0,1,2,2,0.66972275,1,101.125,46.375,7.886014883803233
pan,Sensemaking,2016-06-10 20:24:37.371,0.9032258064516129,1.937,0,1,2,2,0.6544165625,1,99.6875,46.9375,4.856327674042245
radioClick,Answering,2016-06-10 20:25:08.281,0.4,30.91,0,1,2,2,0.6578195,1,89.5,44.5,0.0
zoom,Sensemaking,2016-06-10 20:25:17.531,0.0625,9.25,0,1,2,3,0.5684585625,1,81.1875,41.375,0.0
pan,Sensemaking,2016-06-10 20:25:19.931,0.8787878787878788,2.4,0,1,2,3,0.0,1,0.0,0.0,5.51130126078101
pan,Sensemaking,2016-06-10 20:25:21.907,0.8823529411764706,1.976,0,1,2,3,0.0,1,0.0,0.0,279.75861088324393
pan,Sensemaking,2016-06-10 20:25:26.189,0.8857142857142857,4.282,0,1,2,3,0.4557815625,1,77.0,34.0,16.86812847813655
pan,Sensemaking,2016-06-10 20:25:27.666,0.8888888888888888,1.477,0,1,2,3,0.4389109375,1,76.375,38.5,30.705960539451585
pan,Sensemaking,2016-06-10 20:25:29.395,0.8918918918918919,1.729,0,1,2,3,0.49907068749999994,1,77.9375,34.0,12.571709790461265
pan,Sensemaking,2016-06-10 20:25:31.330,0.8947368421052632,1.935,0,1,2,3,0.4555679375,1,78.625,35.3125,12.988129033534475
pan,Sensemaking,2016-06-10 20:25:34.540,0.8974358974358975,3.21,0,1,2,3,0.4808185,1,76.625,38.8125,21.24254103271055
pan,Sensemaking,2016-06-10 20:25:36.173,0.9,1.633,0,1,2,3,0.4738865625,1,80.75,33.875,20.04715274998972
pan,Sensemaking,2016-06-10 20:25:37.779,0.9024390243902439,1.606,0,1,2,3,0.4953568125,1,75.25,36.1875,11.64267501142452
pan,Sensemaking,2016-06-10 20:25:43.140,0.9047619047619048,5.361,0,1,2,3,0.6750095,1,98.0,44.5,2.394448862772698
pan,Sensemaking,2016-06-10 20:25:44.650,0.9069767441860465,1.51,0,1,2,3,0.6750095,1,98.0,44.5,340.0216622789236
pan,Sensemaking,2016-06-10 20:25:45.491,0.9090909090909091,0.841,0,1,2,3,0.4808185,1,76.625,38.8125,246.96132177047681
pan,Sensemaking,2016-06-10 20:25:46.818,0.9111111111111111,1.327,0,1,2,3,0.4555679375,1,78.625,35.3125,263.69988909895784
pan,Sensemaking,2016-06-10 20:25:53.310,0.9130434782608695,6.492,0,1,2,3,0.609693,1,99.5,44.5,301.47457733271034
pan,Sensemaking,2016-06-10 20:25:54.670,0.9148936170212766,1.36,0,1,2,3,0.49907068749999994,1,77.9375,34.0,251.73305208887612
pan,Sensemaking,2016-06-10 20:25:56.291,0.9166666666666666,1.621,0,1,2,3,0.4389109375,1,76.375,38.5,279.76263179986205
pan,Sensemaking,2016-06-10 20:25:57.446,0.9183673469387755,1.155,0,1,2,3,0.4557815625,1,77.0,34.0,244.90018149639135
pan,Sensemaking,2016-06-10 20:25:58.763,0.92,1.317,0,1,2,3,0.3858265625,1,61.5625,29.375,301.0334688155883
pan,Sensemaking,2016-06-10 20:26:00.307,0.9215686274509803,1.544,0,1,2,3,0.5016470000000001,1,81.1875,35.5625,245.85795941099505
