Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-15 16:35:58.967,0.4,0.0,0,1,1,0,0.676744,1,0.0
zoom,Sensemaking,2016-06-15 16:36:37.921,0.4,38.954,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-15 16:36:38.451,0.5,0.53,0,1,1,2,0.5911005,1,0.0
pan,Foraging,2016-06-15 16:36:39.711,0.3333333333333333,1.26,0,1,1,2,0.639999875,1,350.1173269992541
zoom,Foraging,2016-06-15 16:36:41.851,0.2857142857142857,2.14,0,1,1,1,0.626178375,1,0.0
pan,Foraging,2016-06-15 16:36:43.766,0.375,1.915,0,1,1,1,0.643234,1,350.12946409479696
zoom,Foraging,2016-06-15 16:37:10.065,0.3333333333333333,26.299,0,1,1,2,0.651013625,1,0.0
zoom,Navigation,2016-06-15 16:37:11.507,0.5714285714285714,1.442,0,1,2,1,0.651583625,1,0.0
zoom,Navigation,2016-06-15 16:37:11.963,0.625,0.456,0,1,2,0,0.676744,1,0.0
pan,Foraging,2016-06-15 16:37:17.489,0.4,5.526,0,1,2,0,0.676744,1,0.055346569060954
pan,Foraging,2016-06-15 16:37:24.585,0.45454545454545453,7.096,0,1,2,0,0.676744,1,359.9162763673267
zoom,Foraging,2016-06-15 16:37:25.947,0.3333333333333333,1.362,0,1,2,1,0.651583625,1,0.0
zoom,Foraging,2016-06-15 16:37:27.152,0.38461538461538464,1.205,0,1,2,0,0.676744,1,0.0
zoom,Navigation,2016-06-15 16:37:28.811,0.6666666666666666,1.659,0,1,2,1,0.651583625,1,0.0
zoom,Navigation,2016-06-15 16:37:29.490,0.7,0.679,0,1,2,2,0.618309125,1,0.0
pan,Navigation,2016-06-15 16:37:37.233,0.18181818181818182,7.743,0,1,2,2,0.63406,1,352.85438640214693
zoom,Navigation,2016-06-15 16:37:40.013,0.6666666666666666,2.78,0,1,2,3,0.634453125,1,0.0
zoom,Navigation,2016-06-15 16:37:40.716,0.6923076923076923,0.703,0,1,2,4,0.62642325,1,0.0
zoom,Navigation,2016-06-15 16:37:41.323,0.7142857142857143,0.607,0,1,2,5,0.56461025,1,0.0
zoom,Navigation,2016-06-15 16:37:42.714,0.7333333333333333,1.391,0,1,2,6,0.48075475,1,0.0
zoom,Navigation,2016-06-15 16:37:44.403,0.75,1.689,0,1,2,5,0.56461025,1,0.0
zoom,Navigation,2016-06-15 16:37:44.635,0.7647058823529411,0.232,0,1,2,4,0.62642325,1,0.0
zoom,Navigation,2016-06-15 16:37:44.939,0.7777777777777778,0.304,0,1,2,3,0.634453125,1,0.0
zoom,Navigation,2016-06-15 16:37:54.678,0.7894736842105263,9.739,0,1,2,4,0.62642325,1,0.0
zoom,Navigation,2016-06-15 16:37:55.308,0.8,0.63,0,1,2,5,0.56461025,2,0.0
pan,Sensemaking,2016-06-15 16:38:10.967,0.4,15.659,0,1,2,5,0.6157496250000001,3,301.13020005312234
pan,Sensemaking,2016-06-15 16:38:20.502,0.5,9.535,10,1,2,5,0.44582275,4,240.1357377798579
pan,Sensemaking,2016-06-15 16:38:30.833,0.5714285714285714,10.331,20,2,2,5,0.5662425,5,328.491537772778
pan,Sensemaking,2016-06-15 16:38:34.753,0.625,3.92,10,3,2,5,0.645609125,6,32.33297423425921
pan,Sensemaking,2016-06-15 16:38:36.662,0.6666666666666666,1.909,10,3,2,5,0.5581483749999999,7,12.355230674739204
pan,Sensemaking,2016-06-15 16:38:38.189,0.7,1.527,10,3,2,5,0.5767264999999999,8,15.974429291163556
pan,Sensemaking,2016-06-15 16:38:39.678,0.7272727272727273,1.489,10,3,2,5,0.61219175,9,55.66344197284974
pan,Sensemaking,2016-06-15 16:38:41.299,0.75,1.621,10,3,2,5,0.597465625,10,2.720404473499643
pan,Sensemaking,2016-06-15 16:38:42.421,0.7692307692307693,1.122,10,3,2,5,0.60599375,11,2.1211488427442005
pan,Sensemaking,2016-06-15 16:38:43.869,0.7857142857142857,1.448,0,3,2,5,0.58216025,11,325.23841754849747
pan,Sensemaking,2016-06-15 16:38:45.400,0.8,1.531,0,3,2,5,0.5837175,11,354.4400112888974
pan,Sensemaking,2016-06-15 16:38:54.834,0.8125,9.434,10,3,2,5,0.619066375,11,2.8636819392203106
