Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Angle
start,Foraging,2016-06-15 17:20:50.250,0.4,0.0,0,1,1,0,0.676744,1,0.0
pan,Foraging,2016-06-15 17:21:48.144,0.3333333333333333,57.894,0,1,1,0,0.676744,1,356.140276316379
zoom,Navigation,2016-06-15 17:21:49.204,0.4,1.06,0,1,1,1,0.626178375,1,0.0
zoom,Navigation,2016-06-15 17:21:49.787,0.5,0.583,0,1,1,2,0.5911005,1,0.0
pan,Navigation,2016-06-15 17:21:50.910,0.2857142857142857,1.123,0,1,1,2,0.639999875,1,334.6752276383107
pan,Navigation,2016-06-15 17:21:51.870,0.375,0.96,0,1,1,2,0.63406,1,352.87043708869595
zoom,Navigation,2016-06-15 17:21:52.683,0.4444444444444444,0.813,0,1,1,3,0.636739375,1,0.0
zoom,Navigation,2016-06-15 17:21:53.378,0.5,0.695,0,1,1,4,0.630823,1,0.0
zoom,Navigation,2016-06-15 17:21:54.090,0.5454545454545454,0.712,0,1,1,5,0.606931,2,0.0
pan,Sensemaking,2016-06-15 17:21:59.662,0.4,5.572,0,1,1,5,0.6404755,3,350.4662172395629
pan,Sensemaking,2016-06-15 17:22:07.194,0.5,7.532,0,1,1,5,0.6404755,3,8.294247812596318
pan,Sensemaking,2016-06-15 17:22:08.906,0.5714285714285714,1.712,0,1,1,5,0.63365225,3,347.54917279763384
pan,Sensemaking,2016-06-15 17:22:13.774,0.625,4.868,0,1,1,5,0.6062512499999999,3,2.168858671714701
zoom,Sensemaking,2016-06-15 17:22:15.878,0.2222222222222222,2.104,0,1,1,4,0.630823,3,0.0
zoom,Navigation,2016-06-15 17:22:18.932,0.5833333333333334,3.054,0,1,1,3,0.636739375,3,0.0
zoom,Navigation,2016-06-15 17:22:20.235,0.6153846153846154,1.303,0,1,1,2,0.618309125,3,0.0
zoom,Navigation,2016-06-15 17:22:20.699,0.6428571428571429,0.464,0,1,1,1,0.651583625,3,0.0
pan,Foraging,2016-06-15 17:22:21.920,0.42857142857142855,1.221,0,1,1,1,0.643234,3,5.637066196886351
pan,Foraging,2016-06-15 17:22:22.903,0.5,0.983,0,1,1,1,0.643234,3,357.29562836535536
pan,Foraging,2016-06-15 17:22:31.456,0.5555555555555556,8.553,0,1,1,1,0.643234,3,4.838958585871203
zoom,Navigation,2016-06-15 17:22:34.222,0.6666666666666666,2.766,0,1,1,2,0.651013625,3,0.0
pan,Navigation,2016-06-15 17:22:35.476,0.25,1.254,0,1,1,2,0.6578195,3,9.001549433015242
zoom,Navigation,2016-06-15 17:22:36.115,0.6470588235294118,0.639,0,1,1,3,0.47314325,3,0.0
zoom,Navigation,2016-06-15 17:22:36.723,0.6666666666666666,0.608,0,1,1,4,0.645461125,3,0.0
zoom,Navigation,2016-06-15 17:22:37.507,0.6842105263157895,0.784,0,1,1,5,0.584113375,4,0.0
pan,Sensemaking,2016-06-15 17:22:38.576,0.6,1.069,0,1,1,5,0.626001125,4,339.4695385504706
pan,Sensemaking,2016-06-15 17:22:40.466,0.6363636363636364,1.89,0,1,1,5,0.621945125,4,359.88799747155616
pan,Sensemaking,2016-06-15 17:22:50.425,0.6666666666666666,9.959,0,1,1,5,0.5695503749999999,4,0.6928857013694494
zoom,Navigation,2016-06-15 17:23:02.556,0.7,12.131,10,2,1,4,0.645461125,4,0.0
zoom,Navigation,2016-06-15 17:23:03.702,0.7142857142857143,1.146,10,2,2,3,0.47314325,4,0.0
pan,Foraging,2016-06-15 17:23:04.731,0.6,1.029,10,2,2,3,0.65253175,4,354.5927539990039
pan,Foraging,2016-06-15 17:23:05.458,0.6363636363636364,0.727,10,2,2,3,0.6507695,4,348.83420491318043
pan,Foraging,2016-06-15 17:23:06.167,0.6666666666666666,0.709,10,2,2,3,0.6507695,4,12.160441583681914
pan,Foraging,2016-06-15 17:23:06.668,0.6923076923076923,0.501,10,2,2,3,0.643383875,4,2.8687104570963173
pan,Foraging,2016-06-15 17:23:07.183,0.7142857142857143,0.515,10,2,2,3,0.6520710000000001,4,354.27536622981864
pan,Foraging,2016-06-15 17:23:07.707,0.7333333333333333,0.524,10,2,2,3,0.649039,4,345.1209992538215
pan,Foraging,2016-06-15 17:23:08.480,0.75,0.773,10,2,2,3,0.598725125,4,346.82503577555764
pan,Foraging,2016-06-15 17:23:09.048,0.7647058823529411,0.568,10,2,2,3,0.582838,4,350.99867329127215
pan,Foraging,2016-06-15 17:23:09.621,0.7777777777777778,0.573,10,2,2,3,0.582838,4,354.4173392657867
pan,Foraging,2016-06-15 17:23:10.305,0.7894736842105263,0.684,10,2,2,3,0.582838,4,1.549121988394589
pan,Foraging,2016-06-15 17:23:10.826,0.8,0.521,10,2,2,3,0.582838,4,10.468061885773283
pan,Foraging,2016-06-15 17:23:11.423,0.8095238095238095,0.597,0,2,2,3,0.606028875,4,8.483329835471782
pan,Foraging,2016-06-15 17:23:11.903,0.8181818181818182,0.48,0,2,2,3,0.5906815,4,8.76721488344952
pan,Foraging,2016-06-15 17:23:12.495,0.8260869565217391,0.592,0,2,2,3,0.661793,4,14.1212815761358
pan,Foraging,2016-06-15 17:23:13.455,0.8333333333333334,0.96,0,2,2,3,0.6766165,4,3.207654578139035
pan,Foraging,2016-06-15 17:23:14.070,0.84,0.615,0,2,2,3,0.6766165,4,358.2836450247325
pan,Foraging,2016-06-15 17:23:14.583,0.8461538461538461,0.513,0,2,2,3,0.649039,4,354.6160986669631
pan,Foraging,2016-06-15 17:23:15.526,0.8518518518518519,0.943,0,2,2,3,0.6507695,4,355.8845705955918
pan,Foraging,2016-06-15 17:23:16.559,0.8571428571428571,1.033,0,2,2,3,0.6507695,4,358.7511129078611
pan,Foraging,2016-06-15 17:23:17.278,0.8620689655172413,0.719,0,2,2,3,0.6507695,4,0.5964781817619756
pan,Foraging,2016-06-15 17:23:18.667,0.8666666666666667,1.389,0,2,2,3,0.6507695,4,346.19710029866883
pan,Foraging,2016-06-15 17:23:19.159,0.8709677419354839,0.492,0,2,2,3,0.6507695,4,353.3495676249148
pan,Foraging,2016-06-15 17:23:19.741,0.875,0.582,0,2,2,3,0.6507695,4,348.3423136269241
pan,Foraging,2016-06-15 17:23:20.678,0.8787878787878788,0.937,0,2,2,3,0.598725125,4,2.1227459126134915
pan,Foraging,2016-06-15 17:23:22.133,0.8823529411764706,1.455,0,2,2,3,0.582838,4,357.88871282154696
pan,Foraging,2016-06-15 17:23:23.985,0.8857142857142857,1.852,0,2,2,3,0.582838,4,13.165340048947341
pan,Foraging,2016-06-15 17:23:24.432,0.8888888888888888,0.447,0,2,2,3,0.606028875,4,10.533688733771111
pan,Foraging,2016-06-15 17:23:25.239,0.8918918918918919,0.807,0,2,2,3,0.5906815,4,2.7654127464224136
pan,Foraging,2016-06-15 17:23:28.054,0.8947368421052632,2.815,0,2,2,3,0.661793,4,3.808422292709657
zoom,Navigation,2016-06-15 17:23:29.544,0.7272727272727273,1.49,0,2,2,4,0.6345691250000001,4,0.0
pan,Navigation,2016-06-15 17:23:30.990,0.21739130434782608,1.446,0,2,2,4,0.630646,4,11.026669814345897
zoom,Navigation,2016-06-15 17:23:33.067,0.7083333333333334,2.077,0,2,2,5,0.641040375,5,0.0
pan,Sensemaking,2016-06-15 17:23:35.951,0.6923076923076923,2.884,10,2,2,5,0.6389585,6,3.9028149884275685
pan,Sensemaking,2016-06-15 17:23:36.611,0.7142857142857143,0.66,10,2,2,5,0.6389585,6,8.56264945084596
pan,Sensemaking,2016-06-15 17:23:38.663,0.7333333333333333,2.052,10,2,2,5,0.6389585,6,3.5165851461289397
pan,Sensemaking,2016-06-15 17:23:42.964,0.75,4.301,10,2,2,5,0.6389585,6,357.35870224233895
