Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.05,0.001,0.1,,0.017543859649122806,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.1,0.001,0.1,,0.7407407407407407,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.2,0.0001,0.1,,0.6666666666666666,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.3,0.001,0.5,,0.7619047619047619,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.4,0.001,0.1,,0.8333333333333334,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.5,0.001,0.5,,0.8333333333333334,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.6,0.0001,0.05,,0.7916666666666666,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.7,0.001,0.1,,0.7777777777777778,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.8,0.0001,0.2,,0.6666666666666666,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro13_ace_p4_log,0.9,0.001,0.05,,0.8333333333333334,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.05,1,0.1,,0.42857142857142855,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.1,1,0.9,,0.23333333333333334,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.2,0.0001,0.2,,0.3018867924528302,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.3,0.5,0.5,,0.425531914893617,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.4,0.0001,0.05,,0.175,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.5,0.0001,0.05,,0.18181818181818182,"[None, None, None]",0
Reinforce,data/zheng/processed_interactions/pro18_adf_p4_log,0.6,0.001,0.9,,0.2222222222222222,"[None, None, None]",0
