User,Accuracy,Threshold,LearningRate,Discount,Algorithm,StateAccuracy,Reward
pro10_bdf_p1,0.35294117647058826,0.05,0,0,Greedy,0,0.0
pro10_bdf_p1,0.5,0.1,0,0,Greedy,0,0.0
pro10_bdf_p1,0.5714285714285714,0.2,0,0,Greedy,0,0.0
pro10_bdf_p1,0.75,0.3,0,0,Greedy,0,0.0
pro10_bdf_p1,0.9,0.4,0,0,Greedy,0,0.0
pro10_bdf_p1,1.0,0.5,0,0,Greedy,0,0.0
pro10_bdf_p1,1.0,0.6,0,0,Greedy,0,0.0
pro10_bdf_p1,1.0,0.7,0,0,Greedy,0,0.0
pro10_bdf_p1,1.0,0.8,0,0,Greedy,0,0.0
pro10_bdf_p1,,0.9,0,0,Greedy,0,0.0
pro11_bcf_p1,0.3253012048192771,0.05,0,0,Greedy,0,0.0
pro11_bcf_p1,0.26582278481012656,0.1,0,0,Greedy,0,0.0
pro11_bcf_p1,0.32857142857142857,0.2,0,0,Greedy,0,0.0
pro11_bcf_p1,0.29508196721311475,0.3,0,0,Greedy,0,0.0
pro11_bcf_p1,0.3076923076923077,0.4,0,0,Greedy,0,0.0
pro11_bcf_p1,0.27906976744186046,0.5,0,0,Greedy,0,0.0
pro11_bcf_p1,0.17647058823529413,0.6,0,0,Greedy,0,0.0
pro11_bcf_p1,0.16,0.7,0,0,Greedy,0,0.0
pro11_bcf_p1,0.1875,0.8,0,0,Greedy,0,0.0
pro11_bcf_p1,0.8571428571428571,0.9,0,0,Greedy,0,0.0
pro12_bdf_p1,0.3484848484848485,0.05,0,0,Greedy,0,0.0
pro12_bdf_p1,0.25806451612903225,0.1,0,0,Greedy,0,0.0
pro12_bdf_p1,0.18181818181818182,0.2,0,0,Greedy,0,0.0
pro12_bdf_p1,0.2916666666666667,0.3,0,0,Greedy,0,0.0
pro12_bdf_p1,0.2682926829268293,0.4,0,0,Greedy,0,0.0
pro12_bdf_p1,0.29411764705882354,0.5,0,0,Greedy,0,0.0
pro12_bdf_p1,0.25925925925925924,0.6,0,0,Greedy,0,0.0
pro12_bdf_p1,0.25,0.7,0,0,Greedy,0,0.0
pro12_bdf_p1,0.38461538461538464,0.8,0,0,Greedy,0,0.0
pro12_bdf_p1,0.3333333333333333,0.9,0,0,Greedy,0,0.0
pro14_bdf_p1,0.17647058823529413,0.05,0,0,Greedy,0,0.0
pro14_bdf_p1,0.4375,0.1,0,0,Greedy,0,0.0
