User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro10_bdf_p1,0.7222222222222222,0.1,0,0,HMM
pro10_bdf_p1,0.75,0.2,0,0,HMM
pro10_bdf_p1,0.8571428571428571,0.3,0,0,HMM
pro10_bdf_p1,0.9166666666666666,0.4,0,0,HMM
pro10_bdf_p1,1.0,0.5,0,0,HMM
pro10_bdf_p1,1.0,0.6,0,0,HMM
pro10_bdf_p1,1.0,0.7,0,0,HMM
pro10_bdf_p1,1.0,0.8,0,0,HMM
pro10_bdf_p1,1.0,0.9,0,0,HMM
pro11_bcf_p1,0.2375,0.1,0,0,HMM
pro11_bcf_p1,0.2535211267605634,0.2,0,0,HMM
pro11_bcf_p1,0.2903225806451613,0.3,0,0,HMM
pro11_bcf_p1,0.20754716981132076,0.4,0,0,HMM
pro11_bcf_p1,0.20454545454545456,0.5,0,0,HMM
pro11_bcf_p1,0.1388888888888889,0.6,0,0,HMM
pro11_bcf_p1,0.1111111111111111,0.7,0,0,HMM
pro11_bcf_p1,0.0,0.8,0,0,HMM
pro11_bcf_p1,0.0,0.9,0,0,HMM
pro12_bdf_p1,0.375,0.1,0,0,HMM
pro12_bdf_p1,0.3508771929824561,0.2,0,0,HMM
pro12_bdf_p1,0.36,0.3,0,0,HMM
pro12_bdf_p1,0.3488372093023256,0.4,0,0,HMM
pro12_bdf_p1,0.2777777777777778,0.5,0,0,HMM
pro12_bdf_p1,0.2413793103448276,0.6,0,0,HMM
pro12_bdf_p1,0.22727272727272727,0.7,0,0,HMM
pro12_bdf_p1,0.26666666666666666,0.8,0,0,HMM
pro12_bdf_p1,0.375,0.9,0,0,HMM
pro14_bdf_p1,0.47058823529411764,0.1,0,0,HMM
pro14_bdf_p1,0.4666666666666667,0.2,0,0,HMM
pro14_bdf_p1,0.4230769230769231,0.3,0,0,HMM
pro14_bdf_p1,0.43478260869565216,0.4,0,0,HMM
pro14_bdf_p1,0.3684210526315789,0.5,0,0,HMM
pro14_bdf_p1,0.4,0.6,0,0,HMM
pro14_bdf_p1,0.3333333333333333,0.7,0,0,HMM
pro14_bdf_p1,0.125,0.8,0,0,HMM
pro14_bdf_p1,0.25,0.9,0,0,HMM
pro16_bce_p1,0.7777777777777778,0.1,0,0,HMM
pro16_bce_p1,0.875,0.2,0,0,HMM
pro16_bce_p1,0.9285714285714286,0.3,0,0,HMM
pro16_bce_p1,1.0,0.4,0,0,HMM
pro16_bce_p1,1.0,0.5,0,0,HMM
pro16_bce_p1,1.0,0.6,0,0,HMM
pro16_bce_p1,1.0,0.7,0,0,HMM
pro16_bce_p1,1.0,0.8,0,0,HMM
pro16_bce_p1,1.0,0.9,0,0,HMM
pro19_bcf_p1,0.5636363636363636,0.1,0,0,HMM
pro19_bcf_p1,0.6122448979591837,0.2,0,0,HMM
pro19_bcf_p1,0.5581395348837209,0.3,0,0,HMM
pro19_bcf_p1,0.5405405405405406,0.4,0,0,HMM
pro19_bcf_p1,0.5483870967741935,0.5,0,0,HMM
pro19_bcf_p1,0.48,0.6,0,0,HMM
pro19_bcf_p1,0.5789473684210527,0.7,0,0,HMM
pro19_bcf_p1,0.5384615384615384,0.8,0,0,HMM
pro19_bcf_p1,0.5714285714285714,0.9,0,0,HMM
pro1_bcf_p1,0.14814814814814814,0.1,0,0,HMM
pro1_bcf_p1,0.125,0.2,0,0,HMM
pro1_bcf_p1,0.14285714285714285,0.3,0,0,HMM
pro1_bcf_p1,0.16666666666666666,0.4,0,0,HMM
pro1_bcf_p1,0.13333333333333333,0.5,0,0,HMM
pro1_bcf_p1,0.08333333333333333,0.6,0,0,HMM
pro1_bcf_p1,0.1111111111111111,0.7,0,0,HMM
pro1_bcf_p1,0.0,0.8,0,0,HMM
pro1_bcf_p1,0.0,0.9,0,0,HMM
pro26_bde_p1,0.5208333333333334,0.1,0,0,HMM
pro26_bde_p1,0.5348837209302325,0.2,0,0,HMM
pro26_bde_p1,0.5526315789473685,0.3,0,0,HMM
pro26_bde_p1,0.625,0.4,0,0,HMM
pro26_bde_p1,0.6666666666666666,0.5,0,0,HMM
pro26_bde_p1,0.6818181818181818,0.6,0,0,HMM
pro26_bde_p1,0.75,0.7,0,0,HMM
pro26_bde_p1,0.7272727272727273,0.8,0,0,HMM
pro26_bde_p1,0.6666666666666666,0.9,0,0,HMM
pro27_bcf_p1,0.67,0.1,0,0,HMM
pro27_bcf_p1,0.6741573033707865,0.2,0,0,HMM
pro27_bcf_p1,0.6538461538461539,0.3,0,0,HMM
pro27_bcf_p1,0.6716417910447762,0.4,0,0,HMM
pro27_bcf_p1,0.6607142857142857,0.5,0,0,HMM
pro27_bcf_p1,0.7333333333333333,0.6,0,0,HMM
pro27_bcf_p1,0.7058823529411765,0.7,0,0,HMM
pro27_bcf_p1,0.8695652173913043,0.8,0,0,HMM
pro27_bcf_p1,0.75,0.9,0,0,HMM
pro28_bce_p1,0.4666666666666667,0.1,0,0,HMM
pro28_bce_p1,0.5185185185185185,0.2,0,0,HMM
pro28_bce_p1,0.5,0.3,0,0,HMM
pro28_bce_p1,0.5,0.4,0,0,HMM
pro28_bce_p1,0.4117647058823529,0.5,0,0,HMM
pro28_bce_p1,0.5,0.6,0,0,HMM
pro28_bce_p1,0.5,0.7,0,0,HMM
pro28_bce_p1,0.42857142857142855,0.8,0,0,HMM
pro28_bce_p1,0.75,0.9,0,0,HMM
pro2_bce_p1,0.6141732283464567,0.1,0,0,HMM
pro2_bce_p1,0.6283185840707964,0.2,0,0,HMM
pro2_bce_p1,0.6363636363636364,0.3,0,0,HMM
pro2_bce_p1,0.6588235294117647,0.4,0,0,HMM
pro2_bce_p1,0.6901408450704225,0.5,0,0,HMM
pro2_bce_p1,0.7017543859649122,0.6,0,0,HMM
pro2_bce_p1,0.6976744186046512,0.7,0,0,HMM
pro2_bce_p1,0.6551724137931034,0.8,0,0,HMM
pro2_bce_p1,0.7333333333333333,0.9,0,0,HMM
pro30_bde_p1,0.7096774193548387,0.1,0,0,HMM
pro30_bde_p1,0.6785714285714286,0.2,0,0,HMM
pro30_bde_p1,0.7083333333333334,0.3,0,0,HMM
pro30_bde_p1,0.6666666666666666,0.4,0,0,HMM
pro30_bde_p1,0.5882352941176471,0.5,0,0,HMM
pro30_bde_p1,0.6428571428571429,0.6,0,0,HMM
pro30_bde_p1,0.6363636363636364,0.7,0,0,HMM
pro30_bde_p1,0.7142857142857143,0.8,0,0,HMM
pro30_bde_p1,1.0,0.9,0,0,HMM
pro32_bdf_p1,0.7222222222222222,0.1,0,0,HMM
pro32_bdf_p1,0.75,0.2,0,0,HMM
pro32_bdf_p1,0.7142857142857143,0.3,0,0,HMM
pro32_bdf_p1,0.75,0.4,0,0,HMM
pro32_bdf_p1,0.7,0.5,0,0,HMM
pro32_bdf_p1,0.625,0.6,0,0,HMM
pro32_bdf_p1,0.6666666666666666,0.7,0,0,HMM
pro32_bdf_p1,0.5,0.8,0,0,HMM
pro32_bdf_p1,1.0,0.9,0,0,HMM
pro4_bce_p1,0.6666666666666666,0.1,0,0,HMM
pro4_bce_p1,0.7037037037037037,0.2,0,0,HMM
pro4_bce_p1,0.7083333333333334,0.3,0,0,HMM
pro4_bce_p1,0.65,0.4,0,0,HMM
pro4_bce_p1,0.7058823529411765,0.5,0,0,HMM
pro4_bce_p1,0.6428571428571429,0.6,0,0,HMM
pro4_bce_p1,0.8,0.7,0,0,HMM
pro4_bce_p1,0.8571428571428571,0.8,0,0,HMM
pro4_bce_p1,1.0,0.9,0,0,HMM
pro6_bde_p1,0.8235294117647058,0.1,0,0,HMM
pro6_bde_p1,0.8666666666666667,0.2,0,0,HMM
pro6_bde_p1,0.8461538461538461,0.3,0,0,HMM
pro6_bde_p1,0.8181818181818182,0.4,0,0,HMM
pro6_bde_p1,0.7777777777777778,0.5,0,0,HMM
pro6_bde_p1,0.875,0.6,0,0,HMM
pro6_bde_p1,1.0,0.7,0,0,HMM
pro6_bde_p1,1.0,0.8,0,0,HMM
pro6_bde_p1,1.0,0.9,0,0,HMM
pro7_bde_p1,0.6170212765957447,0.1,0,0,HMM
pro7_bde_p1,0.5714285714285714,0.2,0,0,HMM
pro7_bde_p1,0.6216216216216216,0.3,0,0,HMM
pro7_bde_p1,0.65625,0.4,0,0,HMM
pro7_bde_p1,0.6923076923076923,0.5,0,0,HMM
pro7_bde_p1,0.6666666666666666,0.6,0,0,HMM
pro7_bde_p1,0.6875,0.7,0,0,HMM
pro7_bde_p1,0.6363636363636364,0.8,0,0,HMM
pro7_bde_p1,0.5,0.9,0,0,HMM
stu12_bdf_p1,0.5535714285714286,0.1,0,0,HMM
stu12_bdf_p1,0.54,0.2,0,0,HMM
stu12_bdf_p1,0.5,0.3,0,0,HMM
stu12_bdf_p1,0.47368421052631576,0.4,0,0,HMM
stu12_bdf_p1,0.3548387096774194,0.5,0,0,HMM
stu12_bdf_p1,0.36,0.6,0,0,HMM
stu12_bdf_p1,0.42105263157894735,0.7,0,0,HMM
stu12_bdf_p1,0.23076923076923078,0.8,0,0,HMM
stu12_bdf_p1,0.14285714285714285,0.9,0,0,HMM
stu14_bcf_p1,0.6666666666666666,0.1,0,0,HMM
